Column1;name;cp;ID;probe;spike;matrix;state;plate;replicate
1683;MTA2;23.04;TEX_all_tap_membrane_2_3;TEX;all;tap;membrane;2;3
10;ALC1;NA;TEX_chicken_limmat_adsorbed_1_1;TEX;chicken;limmat;adsorbed;1;1
11;ALC1;NA;TEX_chicken_limmat_adsorbed_1_1;TEX;chicken;limmat;adsorbed;1;1
12;ALC1;39.63;TEX_chicken_limmat_adsorbed_1_1;TEX;chicken;limmat;adsorbed;1;1
13;ALC2;NA;TEX_chicken_limmat_adsorbed_1_2;TEX;chicken;limmat;adsorbed;1;2
14;ALC2;39.76;TEX_chicken_limmat_adsorbed_1_2;TEX;chicken;limmat;adsorbed;1;2
15;ALC2;NA;TEX_chicken_limmat_adsorbed_1_2;TEX;chicken;limmat;adsorbed;1;2
16;ALC3;38.67;TEX_chicken_limmat_adsorbed_1_3;TEX;chicken;limmat;adsorbed;1;3
17;ALC3;38.97;TEX_chicken_limmat_adsorbed_1_3;TEX;chicken;limmat;adsorbed;1;3
18;ALC3;NA;TEX_chicken_limmat_adsorbed_1_3;TEX;chicken;limmat;adsorbed;1;3
136;FLC1;NA;TEX_chicken_limmat_free_1_1;TEX;chicken;limmat;free;1;1
137;FLC1;NA;TEX_chicken_limmat_free_1_1;TEX;chicken;limmat;free;1;1
138;FLC1;NA;TEX_chicken_limmat_free_1_1;TEX;chicken;limmat;free;1;1
139;FLC2;NA;TEX_chicken_limmat_free_1_2;TEX;chicken;limmat;free;1;2
140;FLC2;NA;TEX_chicken_limmat_free_1_2;TEX;chicken;limmat;free;1;2
141;FLC2;NA;TEX_chicken_limmat_free_1_2;TEX;chicken;limmat;free;1;2
142;FLC3;NA;TEX_chicken_limmat_free_1_3;TEX;chicken;limmat;free;1;3
143;FLC3;NA;TEX_chicken_limmat_free_1_3;TEX;chicken;limmat;free;1;3
144;FLC3;NA;TEX_chicken_limmat_free_1_3;TEX;chicken;limmat;free;1;3
199;LC1;37.22;TEX_chicken_limmat_membrane_1_1;TEX;chicken;limmat;membrane;1;1
200;LC1;37.56;TEX_chicken_limmat_membrane_1_1;TEX;chicken;limmat;membrane;1;1
201;LC1;36.73;TEX_chicken_limmat_membrane_1_1;TEX;chicken;limmat;membrane;1;1
202;LC2;NA;TEX_chicken_limmat_membrane_1_2;TEX;chicken;limmat;membrane;1;2
203;LC2;NA;TEX_chicken_limmat_membrane_1_2;TEX;chicken;limmat;membrane;1;2
204;LC2;NA;TEX_chicken_limmat_membrane_1_2;TEX;chicken;limmat;membrane;1;2
205;LC3;NA;TEX_chicken_limmat_membrane_1_3;TEX;chicken;limmat;membrane;1;3
206;LC3;NA;TEX_chicken_limmat_membrane_1_3;TEX;chicken;limmat;membrane;1;3
207;LC3;NA;TEX_chicken_limmat_membrane_1_3;TEX;chicken;limmat;membrane;1;3
55;ARC1;NA;TEX_chicken_sihl_adsorbed_1_1;TEX;chicken;sihl;adsorbed;1;1
56;ARC1;39.64;TEX_chicken_sihl_adsorbed_1_1;TEX;chicken;sihl;adsorbed;1;1
57;ARC1;NA;TEX_chicken_sihl_adsorbed_1_1;TEX;chicken;sihl;adsorbed;1;1
58;ARC2;38.68;TEX_chicken_sihl_adsorbed_1_2;TEX;chicken;sihl;adsorbed;1;2
59;ARC2;38.55;TEX_chicken_sihl_adsorbed_1_2;TEX;chicken;sihl;adsorbed;1;2
60;ARC2;38.6;TEX_chicken_sihl_adsorbed_1_2;TEX;chicken;sihl;adsorbed;1;2
61;ARC3;NA;TEX_chicken_sihl_adsorbed_1_3;TEX;chicken;sihl;adsorbed;1;3
62;ARC3;NA;TEX_chicken_sihl_adsorbed_1_3;TEX;chicken;sihl;adsorbed;1;3
63;ARC3;NA;TEX_chicken_sihl_adsorbed_1_3;TEX;chicken;sihl;adsorbed;1;3
1711;RC1;NA;TEX_chicken_sihl_free_2_1;TEX;chicken;sihl;free;2;1
1712;RC1;NA;TEX_chicken_sihl_free_2_1;TEX;chicken;sihl;free;2;1
1713;RC1;NA;TEX_chicken_sihl_free_2_1;TEX;chicken;sihl;free;2;1
1714;RC2;NA;TEX_chicken_sihl_free_2_2;TEX;chicken;sihl;free;2;2
1715;RC2;NA;TEX_chicken_sihl_free_2_2;TEX;chicken;sihl;free;2;2
1716;RC2;NA;TEX_chicken_sihl_free_2_2;TEX;chicken;sihl;free;2;2
1717;RC3;NA;TEX_chicken_sihl_free_2_3;TEX;chicken;sihl;free;2;3
1718;RC3;NA;TEX_chicken_sihl_free_2_3;TEX;chicken;sihl;free;2;3
1719;RC3;NA;TEX_chicken_sihl_free_2_3;TEX;chicken;sihl;free;2;3
244;RC1;NA;TEX_chicken_sihl_membrane_1_1;TEX;chicken;sihl;membrane;1;1
245;RC1;NA;TEX_chicken_sihl_membrane_1_1;TEX;chicken;sihl;membrane;1;1
246;RC1;NA;TEX_chicken_sihl_membrane_1_1;TEX;chicken;sihl;membrane;1;1
247;RC2;NA;TEX_chicken_sihl_membrane_1_2;TEX;chicken;sihl;membrane;1;2
248;RC2;40.75;TEX_chicken_sihl_membrane_1_2;TEX;chicken;sihl;membrane;1;2
249;RC2;NA;TEX_chicken_sihl_membrane_1_2;TEX;chicken;sihl;membrane;1;2
250;RC3;39.67;TEX_chicken_sihl_membrane_1_3;TEX;chicken;sihl;membrane;1;3
251;RC3;NA;TEX_chicken_sihl_membrane_1_3;TEX;chicken;sihl;membrane;1;3
252;RC3;NA;TEX_chicken_sihl_membrane_1_3;TEX;chicken;sihl;membrane;1;3
100;ATC1;38.67;TEX_chicken_tap_adsorbed_1_1;TEX;chicken;tap;adsorbed;1;1
101;ATC1;38.75;TEX_chicken_tap_adsorbed_1_1;TEX;chicken;tap;adsorbed;1;1
102;ATC1;NA;TEX_chicken_tap_adsorbed_1_1;TEX;chicken;tap;adsorbed;1;1
103;ATC2;NA;TEX_chicken_tap_adsorbed_1_2;TEX;chicken;tap;adsorbed;1;2
104;ATC2;NA;TEX_chicken_tap_adsorbed_1_2;TEX;chicken;tap;adsorbed;1;2
105;ATC2;NA;TEX_chicken_tap_adsorbed_1_2;TEX;chicken;tap;adsorbed;1;2
106;ATC3;NA;TEX_chicken_tap_adsorbed_1_3;TEX;chicken;tap;adsorbed;1;3
107;ATC3;NA;TEX_chicken_tap_adsorbed_1_3;TEX;chicken;tap;adsorbed;1;3
108;ATC3;NA;TEX_chicken_tap_adsorbed_1_3;TEX;chicken;tap;adsorbed;1;3
163;FTC1;NA;TEX_chicken_tap_free_1_1;TEX;chicken;tap;free;1;1
164;FTC1;NA;TEX_chicken_tap_free_1_1;TEX;chicken;tap;free;1;1
165;FTC1;NA;TEX_chicken_tap_free_1_1;TEX;chicken;tap;free;1;1
166;FTC2;NA;TEX_chicken_tap_free_1_2;TEX;chicken;tap;free;1;2
167;FTC2;NA;TEX_chicken_tap_free_1_2;TEX;chicken;tap;free;1;2
168;FTC2;NA;TEX_chicken_tap_free_1_2;TEX;chicken;tap;free;1;2
169;FTC3;39.94;TEX_chicken_tap_free_1_3;TEX;chicken;tap;free;1;3
170;FTC3;NA;TEX_chicken_tap_free_1_3;TEX;chicken;tap;free;1;3
171;FTC3;NA;TEX_chicken_tap_free_1_3;TEX;chicken;tap;free;1;3
289;TC1;NA;TEX_chicken_tap_membrane_1_1;TEX;chicken;tap;membrane;1;1
290;TC1;NA;TEX_chicken_tap_membrane_1_1;TEX;chicken;tap;membrane;1;1
291;TC1;NA;TEX_chicken_tap_membrane_1_1;TEX;chicken;tap;membrane;1;1
292;TC2;NA;TEX_chicken_tap_membrane_1_2;TEX;chicken;tap;membrane;1;2
293;TC2;NA;TEX_chicken_tap_membrane_1_2;TEX;chicken;tap;membrane;1;2
294;TC2;NA;TEX_chicken_tap_membrane_1_2;TEX;chicken;tap;membrane;1;2
295;TC3;NA;TEX_chicken_tap_membrane_1_3;TEX;chicken;tap;membrane;1;3
296;TC3;NA;TEX_chicken_tap_membrane_1_3;TEX;chicken;tap;membrane;1;3
297;TC3;NA;TEX_chicken_tap_membrane_1_3;TEX;chicken;tap;membrane;1;3
19;ALM1;25.31;TEX_mouse_limmat_adsorbed_1_1;TEX;mouse;limmat;adsorbed;1;1
20;ALM1;25.36;TEX_mouse_limmat_adsorbed_1_1;TEX;mouse;limmat;adsorbed;1;1
21;ALM1;25.4;TEX_mouse_limmat_adsorbed_1_1;TEX;mouse;limmat;adsorbed;1;1
22;ALM2;24.34;TEX_mouse_limmat_adsorbed_1_2;TEX;mouse;limmat;adsorbed;1;2
23;ALM2;24.37;TEX_mouse_limmat_adsorbed_1_2;TEX;mouse;limmat;adsorbed;1;2
24;ALM2;24.43;TEX_mouse_limmat_adsorbed_1_2;TEX;mouse;limmat;adsorbed;1;2
25;ALM3;25.26;TEX_mouse_limmat_adsorbed_1_3;TEX;mouse;limmat;adsorbed;1;3
26;ALM3;25.15;TEX_mouse_limmat_adsorbed_1_3;TEX;mouse;limmat;adsorbed;1;3
27;ALM3;25.11;TEX_mouse_limmat_adsorbed_1_3;TEX;mouse;limmat;adsorbed;1;3
145;FLM1;32.98;TEX_mouse_limmat_free_1_1;TEX;mouse;limmat;free;1;1
146;FLM1;33.84;TEX_mouse_limmat_free_1_1;TEX;mouse;limmat;free;1;1
147;FLM1;33.99;TEX_mouse_limmat_free_1_1;TEX;mouse;limmat;free;1;1
148;FLM2;34.2;TEX_mouse_limmat_free_1_2;TEX;mouse;limmat;free;1;2
149;FLM2;34.33;TEX_mouse_limmat_free_1_2;TEX;mouse;limmat;free;1;2
150;FLM2;34.71;TEX_mouse_limmat_free_1_2;TEX;mouse;limmat;free;1;2
151;FLM3;33.89;TEX_mouse_limmat_free_1_3;TEX;mouse;limmat;free;1;3
152;FLM3;34.31;TEX_mouse_limmat_free_1_3;TEX;mouse;limmat;free;1;3
153;FLM3;34.99;TEX_mouse_limmat_free_1_3;TEX;mouse;limmat;free;1;3
208;LM1;21.99;TEX_mouse_limmat_membrane_1_1;TEX;mouse;limmat;membrane;1;1
209;LM1;22.03;TEX_mouse_limmat_membrane_1_1;TEX;mouse;limmat;membrane;1;1
210;LM1;21.96;TEX_mouse_limmat_membrane_1_1;TEX;mouse;limmat;membrane;1;1
211;LM2;21.79;TEX_mouse_limmat_membrane_1_2;TEX;mouse;limmat;membrane;1;2
212;LM2;21.77;TEX_mouse_limmat_membrane_1_2;TEX;mouse;limmat;membrane;1;2
213;LM2;21.8;TEX_mouse_limmat_membrane_1_2;TEX;mouse;limmat;membrane;1;2
214;LM3;22.3;TEX_mouse_limmat_membrane_1_3;TEX;mouse;limmat;membrane;1;3
215;LM3;22.5;TEX_mouse_limmat_membrane_1_3;TEX;mouse;limmat;membrane;1;3
216;LM3;22.38;TEX_mouse_limmat_membrane_1_3;TEX;mouse;limmat;membrane;1;3
64;ARM1;24.27;TEX_mouse_sihl_adsorbed_1_1;TEX;mouse;sihl;adsorbed;1;1
65;ARM1;24.46;TEX_mouse_sihl_adsorbed_1_1;TEX;mouse;sihl;adsorbed;1;1
66;ARM1;24.44;TEX_mouse_sihl_adsorbed_1_1;TEX;mouse;sihl;adsorbed;1;1
67;ARM2;23.65;TEX_mouse_sihl_adsorbed_1_2;TEX;mouse;sihl;adsorbed;1;2
68;ARM2;23.87;TEX_mouse_sihl_adsorbed_1_2;TEX;mouse;sihl;adsorbed;1;2
69;ARM2;23.84;TEX_mouse_sihl_adsorbed_1_2;TEX;mouse;sihl;adsorbed;1;2
70;ARM3;24.3;TEX_mouse_sihl_adsorbed_1_3;TEX;mouse;sihl;adsorbed;1;3
71;ARM3;24.54;TEX_mouse_sihl_adsorbed_1_3;TEX;mouse;sihl;adsorbed;1;3
72;ARM3;24.56;TEX_mouse_sihl_adsorbed_1_3;TEX;mouse;sihl;adsorbed;1;3
1720;RM1;34.91;TEX_mouse_sihl_free_2_1;TEX;mouse;sihl;free;2;1
1721;RM1;35.36;TEX_mouse_sihl_free_2_1;TEX;mouse;sihl;free;2;1
1722;RM1;35.28;TEX_mouse_sihl_free_2_1;TEX;mouse;sihl;free;2;1
1723;RM2;33.14;TEX_mouse_sihl_free_2_2;TEX;mouse;sihl;free;2;2
1724;RM2;33.95;TEX_mouse_sihl_free_2_2;TEX;mouse;sihl;free;2;2
1725;RM2;33.24;TEX_mouse_sihl_free_2_2;TEX;mouse;sihl;free;2;2
1726;RM3;36.19;TEX_mouse_sihl_free_2_3;TEX;mouse;sihl;free;2;3
1727;RM3;37.39;TEX_mouse_sihl_free_2_3;TEX;mouse;sihl;free;2;3
1728;RM3;37.24;TEX_mouse_sihl_free_2_3;TEX;mouse;sihl;free;2;3
256;RM2;22.87;TEX_mouse_sihl_membrane_1_2;TEX;mouse;sihl;membrane;1;2
257;RM2;22.13;TEX_mouse_sihl_membrane_1_2;TEX;mouse;sihl;membrane;1;2
258;RM2;22.18;TEX_mouse_sihl_membrane_1_2;TEX;mouse;sihl;membrane;1;2
259;RM3;21.66;TEX_mouse_sihl_membrane_1_3;TEX;mouse;sihl;membrane;1;3
260;RM3;21.65;TEX_mouse_sihl_membrane_1_3;TEX;mouse;sihl;membrane;1;3
261;RM3;21.66;TEX_mouse_sihl_membrane_1_3;TEX;mouse;sihl;membrane;1;3
1672;MRM1;24.49;TEX_mouse_sihl_membrane_2_3;TEX;mouse;sihl;membrane;2;3
1673;MRM1;23.44;TEX_mouse_sihl_membrane_2_3;TEX;mouse;sihl;membrane;2;3
1674;MRM1;23.86;TEX_mouse_sihl_membrane_2_3;TEX;mouse;sihl;membrane;2;3
109;ATM1;25.84;TEX_mouse_tap_adsorbed_1_1;TEX;mouse;tap;adsorbed;1;1
110;ATM1;25.91;TEX_mouse_tap_adsorbed_1_1;TEX;mouse;tap;adsorbed;1;1
111;ATM1;25.84;TEX_mouse_tap_adsorbed_1_1;TEX;mouse;tap;adsorbed;1;1
112;ATM2;26.38;TEX_mouse_tap_adsorbed_1_2;TEX;mouse;tap;adsorbed;1;2
113;ATM2;26.38;TEX_mouse_tap_adsorbed_1_2;TEX;mouse;tap;adsorbed;1;2
114;ATM2;26.44;TEX_mouse_tap_adsorbed_1_2;TEX;mouse;tap;adsorbed;1;2
115;ATM3;25.92;TEX_mouse_tap_adsorbed_1_3;TEX;mouse;tap;adsorbed;1;3
116;ATM3;26.03;TEX_mouse_tap_adsorbed_1_3;TEX;mouse;tap;adsorbed;1;3
117;ATM3;26.12;TEX_mouse_tap_adsorbed_1_3;TEX;mouse;tap;adsorbed;1;3
172;FTM1;34.7;TEX_mouse_tap_free_1_1;TEX;mouse;tap;free;1;1
173;FTM1;35.88;TEX_mouse_tap_free_1_1;TEX;mouse;tap;free;1;1
174;FTM1;35.52;TEX_mouse_tap_free_1_1;TEX;mouse;tap;free;1;1
175;FTM2;36.78;TEX_mouse_tap_free_1_2;TEX;mouse;tap;free;1;2
176;FTM2;36.02;TEX_mouse_tap_free_1_2;TEX;mouse;tap;free;1;2
177;FTM2;35.72;TEX_mouse_tap_free_1_2;TEX;mouse;tap;free;1;2
178;FTM3;35.35;TEX_mouse_tap_free_1_3;TEX;mouse;tap;free;1;3
179;FTM3;36.39;TEX_mouse_tap_free_1_3;TEX;mouse;tap;free;1;3
180;FTM3;35.11;TEX_mouse_tap_free_1_3;TEX;mouse;tap;free;1;3
298;TM1;23.45;TEX_mouse_tap_membrane_1_1;TEX;mouse;tap;membrane;1;1
299;TM1;22.87;TEX_mouse_tap_membrane_1_1;TEX;mouse;tap;membrane;1;1
300;TM1;22.99;TEX_mouse_tap_membrane_1_1;TEX;mouse;tap;membrane;1;1
301;TM2;22.84;TEX_mouse_tap_membrane_1_2;TEX;mouse;tap;membrane;1;2
302;TM2;22.88;TEX_mouse_tap_membrane_1_2;TEX;mouse;tap;membrane;1;2
303;TM2;22.79;TEX_mouse_tap_membrane_1_2;TEX;mouse;tap;membrane;1;2
304;TM3;25.36;TEX_mouse_tap_membrane_1_3;TEX;mouse;tap;membrane;1;3
305;TM3;25.47;TEX_mouse_tap_membrane_1_3;TEX;mouse;tap;membrane;1;3
306;TM3;25.31;TEX_mouse_tap_membrane_1_3;TEX;mouse;tap;membrane;1;3
28;ALN1;NA;TEX_none_limmat_adsorbed_1_1;TEX;none;limmat;adsorbed;1;1
29;ALN1;37.65;TEX_none_limmat_adsorbed_1_1;TEX;none;limmat;adsorbed;1;1
30;ALN1;38.75;TEX_none_limmat_adsorbed_1_1;TEX;none;limmat;adsorbed;1;1
31;ALN2;NA;TEX_none_limmat_adsorbed_1_2;TEX;none;limmat;adsorbed;1;2
32;ALN2;NA;TEX_none_limmat_adsorbed_1_2;TEX;none;limmat;adsorbed;1;2
33;ALN2;NA;TEX_none_limmat_adsorbed_1_2;TEX;none;limmat;adsorbed;1;2
34;ALN3;NA;TEX_none_limmat_adsorbed_1_3;TEX;none;limmat;adsorbed;1;3
35;ALN3;NA;TEX_none_limmat_adsorbed_1_3;TEX;none;limmat;adsorbed;1;3
36;ALN3;NA;TEX_none_limmat_adsorbed_1_3;TEX;none;limmat;adsorbed;1;3
1666;LN3;NA;TEX_none_limmat_free_2_1;TEX;none;limmat;free;2;1
1667;LN3;NA;TEX_none_limmat_free_2_1;TEX;none;limmat;free;2;1
1668;LN3;NA;TEX_none_limmat_free_2_1;TEX;none;limmat;free;2;1
1660;LN1;NA;TEX_none_limmat_free_2_2;TEX;none;limmat;free;2;2
1661;LN1;NA;TEX_none_limmat_free_2_2;TEX;none;limmat;free;2;2
1662;LN1;NA;TEX_none_limmat_free_2_2;TEX;none;limmat;free;2;2
1663;LN2;NA;TEX_none_limmat_free_2_3;TEX;none;limmat;free;2;3
1664;LN2;NA;TEX_none_limmat_free_2_3;TEX;none;limmat;free;2;3
1665;LN2;NA;TEX_none_limmat_free_2_3;TEX;none;limmat;free;2;3
217;LN1;NA;TEX_none_limmat_membrane_1_1;TEX;none;limmat;membrane;1;1
218;LN1;NA;TEX_none_limmat_membrane_1_1;TEX;none;limmat;membrane;1;1
219;LN1;NA;TEX_none_limmat_membrane_1_1;TEX;none;limmat;membrane;1;1
220;LN2;NA;TEX_none_limmat_membrane_1_2;TEX;none;limmat;membrane;1;2
221;LN2;NA;TEX_none_limmat_membrane_1_2;TEX;none;limmat;membrane;1;2
222;LN2;NA;TEX_none_limmat_membrane_1_2;TEX;none;limmat;membrane;1;2
223;LN3;NA;TEX_none_limmat_membrane_1_3;TEX;none;limmat;membrane;1;3
224;LN3;NA;TEX_none_limmat_membrane_1_3;TEX;none;limmat;membrane;1;3
225;LN3;NA;TEX_none_limmat_membrane_1_3;TEX;none;limmat;membrane;1;3
73;ARN1;NA;TEX_none_sihl_adsorbed_1_1;TEX;none;sihl;adsorbed;1;1
74;ARN1;NA;TEX_none_sihl_adsorbed_1_1;TEX;none;sihl;adsorbed;1;1
75;ARN1;39.77;TEX_none_sihl_adsorbed_1_1;TEX;none;sihl;adsorbed;1;1
76;ARN2;NA;TEX_none_sihl_adsorbed_1_2;TEX;none;sihl;adsorbed;1;2
77;ARN2;NA;TEX_none_sihl_adsorbed_1_2;TEX;none;sihl;adsorbed;1;2
78;ARN2;39.05;TEX_none_sihl_adsorbed_1_2;TEX;none;sihl;adsorbed;1;2
79;ARN3;39.08;TEX_none_sihl_adsorbed_1_3;TEX;none;sihl;adsorbed;1;3
80;ARN3;NA;TEX_none_sihl_adsorbed_1_3;TEX;none;sihl;adsorbed;1;3
81;ARN3;NA;TEX_none_sihl_adsorbed_1_3;TEX;none;sihl;adsorbed;1;3
1729;RN1;NA;TEX_none_sihl_free_2_1;TEX;none;sihl;free;2;1
1730;RN1;NA;TEX_none_sihl_free_2_1;TEX;none;sihl;free;2;1
1731;RN1;NA;TEX_none_sihl_free_2_1;TEX;none;sihl;free;2;1
1732;RN2;NA;TEX_none_sihl_free_2_2;TEX;none;sihl;free;2;2
1733;RN2;NA;TEX_none_sihl_free_2_2;TEX;none;sihl;free;2;2
1734;RN2;NA;TEX_none_sihl_free_2_2;TEX;none;sihl;free;2;2
1735;RN3;NA;TEX_none_sihl_free_2_3;TEX;none;sihl;free;2;3
1736;RN3;NA;TEX_none_sihl_free_2_3;TEX;none;sihl;free;2;3
1737;RN3;NA;TEX_none_sihl_free_2_3;TEX;none;sihl;free;2;3
262;RN1;NA;TEX_none_sihl_membrane_1_1;TEX;none;sihl;membrane;1;1
263;RN1;NA;TEX_none_sihl_membrane_1_1;TEX;none;sihl;membrane;1;1
264;RN1;NA;TEX_none_sihl_membrane_1_1;TEX;none;sihl;membrane;1;1
265;RN2;NA;TEX_none_sihl_membrane_1_2;TEX;none;sihl;membrane;1;2
266;RN2;NA;TEX_none_sihl_membrane_1_2;TEX;none;sihl;membrane;1;2
267;RN2;NA;TEX_none_sihl_membrane_1_2;TEX;none;sihl;membrane;1;2
268;RN3;40.33;TEX_none_sihl_membrane_1_3;TEX;none;sihl;membrane;1;3
269;RN3;NA;TEX_none_sihl_membrane_1_3;TEX;none;sihl;membrane;1;3
270;RN3;38.84;TEX_none_sihl_membrane_1_3;TEX;none;sihl;membrane;1;3
118;ATN1;NA;TEX_none_tap_adsorbed_1_1;TEX;none;tap;adsorbed;1;1
119;ATN1;NA;TEX_none_tap_adsorbed_1_1;TEX;none;tap;adsorbed;1;1
120;ATN1;NA;TEX_none_tap_adsorbed_1_1;TEX;none;tap;adsorbed;1;1
121;ATN2;NA;TEX_none_tap_adsorbed_1_2;TEX;none;tap;adsorbed;1;2
122;ATN2;NA;TEX_none_tap_adsorbed_1_2;TEX;none;tap;adsorbed;1;2
123;ATN2;NA;TEX_none_tap_adsorbed_1_2;TEX;none;tap;adsorbed;1;2
124;ATN3;NA;TEX_none_tap_adsorbed_1_3;TEX;none;tap;adsorbed;1;3
125;ATN3;NA;TEX_none_tap_adsorbed_1_3;TEX;none;tap;adsorbed;1;3
126;ATN3;NA;TEX_none_tap_adsorbed_1_3;TEX;none;tap;adsorbed;1;3
181;FTN1;NA;TEX_none_tap_free_1_1;TEX;none;tap;free;1;1
182;FTN1;NA;TEX_none_tap_free_1_1;TEX;none;tap;free;1;1
183;FTN1;NA;TEX_none_tap_free_1_1;TEX;none;tap;free;1;1
184;FTN2;NA;TEX_none_tap_free_1_2;TEX;none;tap;free;1;2
185;FTN2;NA;TEX_none_tap_free_1_2;TEX;none;tap;free;1;2
186;FTN2;NA;TEX_none_tap_free_1_2;TEX;none;tap;free;1;2
187;FTN3;NA;TEX_none_tap_free_1_3;TEX;none;tap;free;1;3
188;FTN3;NA;TEX_none_tap_free_1_3;TEX;none;tap;free;1;3
189;FTN3;NA;TEX_none_tap_free_1_3;TEX;none;tap;free;1;3
307;TN1;NA;TEX_none_tap_membrane_1_1;TEX;none;tap;membrane;1;1
308;TN1;NA;TEX_none_tap_membrane_1_1;TEX;none;tap;membrane;1;1
309;TN1;NA;TEX_none_tap_membrane_1_1;TEX;none;tap;membrane;1;1
310;TN2;NA;TEX_none_tap_membrane_1_2;TEX;none;tap;membrane;1;2
311;TN2;NA;TEX_none_tap_membrane_1_2;TEX;none;tap;membrane;1;2
312;TN2;NA;TEX_none_tap_membrane_1_2;TEX;none;tap;membrane;1;2
313;TN3;39.75;TEX_none_tap_membrane_1_3;TEX;none;tap;membrane;1;3
314;TN3;NA;TEX_none_tap_membrane_1_3;TEX;none;tap;membrane;1;3
315;TN3;NA;TEX_none_tap_membrane_1_3;TEX;none;tap;membrane;1;3
37;ALS1;NA;TEX_salmon_limmat_adsorbed_1_1;TEX;salmon;limmat;adsorbed;1;1
38;ALS1;NA;TEX_salmon_limmat_adsorbed_1_1;TEX;salmon;limmat;adsorbed;1;1
39;ALS1;38.56;TEX_salmon_limmat_adsorbed_1_1;TEX;salmon;limmat;adsorbed;1;1
40;ALS2;37.62;TEX_salmon_limmat_adsorbed_1_2;TEX;salmon;limmat;adsorbed;1;2
41;ALS2;NA;TEX_salmon_limmat_adsorbed_1_2;TEX;salmon;limmat;adsorbed;1;2
42;ALS2;NA;TEX_salmon_limmat_adsorbed_1_2;TEX;salmon;limmat;adsorbed;1;2
43;ALS3;NA;TEX_salmon_limmat_adsorbed_1_3;TEX;salmon;limmat;adsorbed;1;3
44;ALS3;NA;TEX_salmon_limmat_adsorbed_1_3;TEX;salmon;limmat;adsorbed;1;3
45;ALS3;NA;TEX_salmon_limmat_adsorbed_1_3;TEX;salmon;limmat;adsorbed;1;3
154;FLS1;38.94;TEX_salmon_limmat_free_1_1;TEX;salmon;limmat;free;1;1
155;FLS1;NA;TEX_salmon_limmat_free_1_1;TEX;salmon;limmat;free;1;1
156;FLS1;37.72;TEX_salmon_limmat_free_1_1;TEX;salmon;limmat;free;1;1
157;FLS2;NA;TEX_salmon_limmat_free_1_2;TEX;salmon;limmat;free;1;2
158;FLS2;NA;TEX_salmon_limmat_free_1_2;TEX;salmon;limmat;free;1;2
159;FLS2;NA;TEX_salmon_limmat_free_1_2;TEX;salmon;limmat;free;1;2
160;FLS3;NA;TEX_salmon_limmat_free_1_3;TEX;salmon;limmat;free;1;3
161;FLS3;NA;TEX_salmon_limmat_free_1_3;TEX;salmon;limmat;free;1;3
162;FLS3;NA;TEX_salmon_limmat_free_1_3;TEX;salmon;limmat;free;1;3
226;LS1;NA;TEX_salmon_limmat_membrane_1_1;TEX;salmon;limmat;membrane;1;1
227;LS1;38.71;TEX_salmon_limmat_membrane_1_1;TEX;salmon;limmat;membrane;1;1
228;LS1;NA;TEX_salmon_limmat_membrane_1_1;TEX;salmon;limmat;membrane;1;1
229;LS2;NA;TEX_salmon_limmat_membrane_1_2;TEX;salmon;limmat;membrane;1;2
230;LS2;NA;TEX_salmon_limmat_membrane_1_2;TEX;salmon;limmat;membrane;1;2
231;LS2;NA;TEX_salmon_limmat_membrane_1_2;TEX;salmon;limmat;membrane;1;2
232;LS3;36.29;TEX_salmon_limmat_membrane_1_3;TEX;salmon;limmat;membrane;1;3
233;LS3;35.29;TEX_salmon_limmat_membrane_1_3;TEX;salmon;limmat;membrane;1;3
234;LS3;35.36;TEX_salmon_limmat_membrane_1_3;TEX;salmon;limmat;membrane;1;3
82;ARS1;38.56;TEX_salmon_sihl_adsorbed_1_1;TEX;salmon;sihl;adsorbed;1;1
83;ARS1;NA;TEX_salmon_sihl_adsorbed_1_1;TEX;salmon;sihl;adsorbed;1;1
84;ARS1;NA;TEX_salmon_sihl_adsorbed_1_1;TEX;salmon;sihl;adsorbed;1;1
85;ARS2;38.53;TEX_salmon_sihl_adsorbed_1_2;TEX;salmon;sihl;adsorbed;1;2
86;ARS2;NA;TEX_salmon_sihl_adsorbed_1_2;TEX;salmon;sihl;adsorbed;1;2
87;ARS2;37.88;TEX_salmon_sihl_adsorbed_1_2;TEX;salmon;sihl;adsorbed;1;2
88;ARS3;NA;TEX_salmon_sihl_adsorbed_1_3;TEX;salmon;sihl;adsorbed;1;3
89;ARS3;38.97;TEX_salmon_sihl_adsorbed_1_3;TEX;salmon;sihl;adsorbed;1;3
90;ARS3;NA;TEX_salmon_sihl_adsorbed_1_3;TEX;salmon;sihl;adsorbed;1;3
1738;RS1;NA;TEX_salmon_sihl_free_2_1;TEX;salmon;sihl;free;2;1
1739;RS1;NA;TEX_salmon_sihl_free_2_1;TEX;salmon;sihl;free;2;1
1740;RS1;NA;TEX_salmon_sihl_free_2_1;TEX;salmon;sihl;free;2;1
1741;RS2;NA;TEX_salmon_sihl_free_2_2;TEX;salmon;sihl;free;2;2
1742;RS2;NA;TEX_salmon_sihl_free_2_2;TEX;salmon;sihl;free;2;2
1743;RS2;NA;TEX_salmon_sihl_free_2_2;TEX;salmon;sihl;free;2;2
1744;RS3;NA;TEX_salmon_sihl_free_2_3;TEX;salmon;sihl;free;2;3
1745;RS3;NA;TEX_salmon_sihl_free_2_3;TEX;salmon;sihl;free;2;3
