"FIELD OF VIEW (FOV) TO LESION TYPE KEY FOR SLIDE 4, PERTAINING TO THE HETEROGENEOUS LESION SHOWN IN FIG. 4, NEVUS AND CUTANEOUS METASTASIS SHOWN IN FIG. 5"
FOV1 - nevus
FOV2 - nevus
FOV3 - nevus
FOV4 - nevus
FOV5 - nevus
FOV6 - nevus
FOV7 - nevus
FOV8 - nevus
FOV9 - epidermal portion of nevus in pt X
FOV10 - epidermal portion of nevus in pt X
FOV11 - epidermal portion of nevus in pt X
FOV12 -  epidermal portion of nevus in pt X
FOV13 - heterogeneous lesion
FOV14 - heterogeneous lesion
FOV15 - heterogeneous lesion
FOV16 - heterogeneous lesion
FOV17 - heterogeneous lesion
FOV18 - heterogeneous lesion
FOV19 - heterogeneous lesion
FOV20 - epidermal portion of melanoma in pt X
FOV21 - epidermal portion  of melanoma in pt X
FOV22 - epidermal portion of melanoma in pt X
FOV23 - epidermal portion of melanoma in pt X
FOV24 - epidermal portion of melanoma in pt X
FOV25 - epidermal portion of melanoma in pt X
FOV26 - cutaneous metastasis
FOV27 - cutaneous metastasis
FOV28 - cutaneous metastasis
