asvCode,Kingdom,Phylum,SubPhylum,Class,Order,Family,Genus,Species
asv0241,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Abeoformidae_Group_MAIP_,Abeoformidae_Group_MAIP_,Abeoformidae_sp.
asv4566,Eukaryota,Amoebozoa,Lobosa,Lobosa,Centramoebida,Acanthamoebidae,Acanthamoeba,Acanthamoeba_hatchetti
asv8237,Eukaryota,Amoebozoa,Lobosa,Lobosa,Centramoebida,Acanthamoebidae,Acanthamoeba,Acanthamoeba_hatchetti
asv3057,Eukaryota,Amoebozoa,Lobosa,Lobosa,Centramoebida,Acanthamoebidae,Acanthamoeba,Acanthamoeba_unclassified
asv6011,Eukaryota,Amoebozoa,Lobosa,Lobosa,Centramoebida,Acanthamoebidae,Acanthamoeba,Acanthamoeba_unclassified
asv0900,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Raphid-pennate,Achnanthidium,Achnanthidium_minutissimum
asv1704,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Raphid-pennate,Achnanthidium,Achnanthidium_minutissimum
asv2087,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Raphid-pennate,Achnanthidium,Achnanthidium_minutissimum
asv0052,Eukaryota,Opisthokonta,Metazoa,Rotifera,Rotifera,Rotifera,Adineta,Adineta_vaga
asv0256,Eukaryota,Opisthokonta,Metazoa,Rotifera,Rotifera,Rotifera,Adineta,Adineta_vaga
asv0504,Eukaryota,Opisthokonta,Metazoa,Rotifera,Rotifera,Rotifera,Adineta,Adineta_vaga
asv0155,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv0224,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv0768,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv0836,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv1031,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv1382,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv1627,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv1771,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv1783,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv1818,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv2025,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv2109,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv2192,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv2361,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv2445,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv2744,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv2745,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv2971,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv3126,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv3296,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv3881,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv4107,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv4128,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv4171,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv5157,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv5574,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv5692,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv7303,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv7684,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv8218,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_unclassified,Agaricomycetes_unclassified
asv2030,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Pansomonadida,Agitatidae,Agitatidae,Agitatidae_sp.
asv0147,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allantion,Allantion_sp.
asv1492,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allantion,Allantion_sp.
asv1535,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allantion,Allantion_sp.
asv0548,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae_unclassified,Allapsidae_unclassified
asv1135,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae_unclassified,Allapsidae_unclassified
asv1843,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae_unclassified,Allapsidae_unclassified
asv2436,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae_unclassified,Allapsidae_unclassified
asv4097,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae_unclassified,Allapsidae_unclassified
asv7475,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae_unclassified,Allapsidae_unclassified
asv0081,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv0086,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv0111,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv0134,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv0199,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv0205,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv0244,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv0308,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv0397,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv0399,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv0480,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv0997,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv1082,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv1163,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv1196,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv1345,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv1364,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv1594,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv1936,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv2201,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv2215,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv2426,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv2458,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv2747,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv2762,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv2769,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv2846,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv2887,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv2966,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv2994,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv3143,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv3191,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv3473,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv3500,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv3539,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv3684,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv3780,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv3831,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv3958,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv4083,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv4213,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv4283,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv4324,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv5143,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv5383,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv6529,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv7473,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv8239,Eukaryota,Alveolata,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified,Alveolata_unclassified
asv3315,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Raphid-pennate,Amphora,Amphora_pediculus
asv2360,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Raphid-pennate,Amphora,Amphora_unclassified
asv2233,Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida,Annelida,Annelida_unclassified,Annelida_unclassified
asv3188,Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida,Annelida,Annelida_unclassified,Annelida_unclassified
asv3261,Eukaryota,Opisthokonta,Metazoa,Annelida,Annelida,Annelida,Annelida_unclassified,Annelida_unclassified
asv2424,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Pseudoperkinsidae,Anurofeca,Anurofeca_sp.
asv4005,Eukaryota,Opisthokonta,Mesomycetozoa,Ichthyosporea,Ichthyosphonida,Pseudoperkinsidae,Anurofeca,Anurofeca_sp.
asv4751,Eukaryota,Alveolata,Apicomplexa,Apicomplexa,Apicomplexa_unclassified,Apicomplexa_unclassified,Apicomplexa_unclassified,Apicomplexa_unclassified
asv0330,Eukaryota,Apusozoa,Apusomonadidae,Apusomonadidae_Group-,Apusomonadidae_Group-,Apusomonadidae_Group-,Apusomonadidae_Group-_unclassified,Apusomonadidae_unclassified
asv0832,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv0852,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv1161,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv2148,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv2423,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv2543,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv2716,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv3199,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv3240,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv3373,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv3643,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv3668,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv3927,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv3956,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv4316,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv5011,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Araphid-pennate_unclassified,Araphid-pennate_unclassified
asv6578,Eukaryota,Alveolata,Ciliophora,Armophorea,Armophorea_unclassified,Armophorea_unclassified,Armophorea_unclassified,Armophorea_unclassified
asv3770,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Arthropoda_unclassified,Arthropoda_unclassified,Arthropoda_unclassified,Arthropoda_unclassified
asv0903,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Articulospora,Articulospora_tetracladia
asv3392,Eukaryota,Opisthokonta,Fungi,Ascomycota,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified
asv5005,Eukaryota,Opisthokonta,Fungi,Ascomycota,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified
asv1327,Eukaryota,Alveolata,Ciliophora,Litostomatea,Cyclotrichia,Mesodiniidae,Askenasi,Askenasi_sp.
asv0120,Eukaryota,Alveolata,Ciliophora,Litostomatea,Cyclotrichia,Mesodiniidae,Askenasia,Askenasia_sp.
asv6004,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Eurotiomycetes,Aspergillus,Aspergillus_tubingensis
asv8840,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Rhabdomonadales,Astasia,Astasia_torta
asv0104,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Araphid-pennate,Asterionella,Asterionella_formosa
asv1556,Eukaryota,Amoebozoa,Conosa,Variosea,ATCC-Flamella-WIM-lineage,ATCC-lineage,ATCC-lineage,ATCC-lineage_sp.
asv0010,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Radial-centric-basal-Coscinodiscophyceae,Aulacoseira,Aulacoseira_subarctica
asv1991,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Radial-centric-basal-Coscinodiscophyceae,Aulacoseira,Aulacoseira_subarctica
asv4274,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Radial-centric-basal-Coscinodiscophyceae,Aulacoseira,Aulacoseira_unclassified
asv7044,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Radial-centric-basal-Coscinodiscophyceae,Aulacoseira,Aulacoseira_unclassified
asv8868,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Radial-centric-basal-Coscinodiscophyceae,Aulacoseira,Aulacoseira_unclassified
asv2054,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Marimonadida,Marimonadida,Auranticordis,Auranticordis_quadriverberis
asv0281,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified
asv0620,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified
asv1761,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified
asv2079,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified
asv4829,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified
asv5902,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta,Bacillariophyta_unclassified,Bacillariophyta_unclassified,Bacillariophyta_unclassified
asv6282,Eukaryota,Opisthokonta,Fungi,Microsporidiomycota,Microsporidiomycotina,Microsporidiomycotina,Bacillidium,Bacillidium_vesiculoformis
asv4398,Eukaryota,Opisthokonta,Fungi,Microsporidiomycota,Microsporidiomycotina,Microsporidiomycotina,Berwaldia,Berwaldia_schaefernai
asv1442,Eukaryota,Opisthokonta,Fungi,Microsporidiomycota,Microsporidiomycotina,Microsporidiomycotina,Berwaldia,Berwaldia_unclassified
asv2384,Eukaryota,Opisthokonta,Fungi,Microsporidiomycota,Microsporidiomycotina,Microsporidiomycotina,Berwaldia,Berwaldia_unclassified
asv3630,Eukaryota,Opisthokonta,Fungi,Microsporidiomycota,Microsporidiomycotina,Microsporidiomycotina,Berwaldia,Berwaldia_unclassified
asv5454,Eukaryota,Opisthokonta,Fungi,Microsporidiomycota,Microsporidiomycotina,Microsporidiomycotina,Berwaldia,Berwaldia_unclassified
asv5781,Eukaryota,Opisthokonta,Fungi,Microsporidiomycota,Microsporidiomycotina,Microsporidiomycotina,Berwaldia,Berwaldia_unclassified
asv7468,Eukaryota,Opisthokonta,Fungi,Microsporidiomycota,Microsporidiomycotina,Microsporidiomycotina,Berwaldia,Berwaldia_unclassified
asv0613,Eukaryota,Stramenopiles,Stramenopiles,Bicoecea,Bicoecales,Bicoecaceae,Bicoecaceae,Bicoecaceae_sp.
asv0326,Eukaryota,Stramenopiles,Stramenopiles,Bicoecea,Bicoecales,Bicoecaceae,Bicoecaceae_unclassified,Bicoecaceae_unclassified
asv3025,Eukaryota,Stramenopiles,Stramenopiles,Bicoecea,Borokales,Borokaceae,Bicosoecida,Bicosoecida_sp.
asv0704,Eukaryota,Opisthokonta,Fungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,Blastocladiomycota,Blastocladiomycota_sp.
asv5208,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastida,Bodonidae,Bodo,Bodo_unclassified
asv2495,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastida,Bodonidae,Bodonidae,Bodonidae_sp.
asv2322,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastida,Bodonidae,Bodonidae_unclassified,Bodonidae_unclassified
asv0044,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae,Trebouxiophyceae,Botryococcus,Botryococcus_braunii
asv0550,Eukaryota,Archaeplastida,Chlorophyta,Trebouxiophyceae,Trebouxiophyceae,Trebouxiophyceae,Botryococcus,Botryococcus_unclassified
asv1111,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,Botuliformidae,Botuliformidae_unclassified,Botuliformidae_unclassified
asv5009,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,Botuliformidae,Botuliformidae_unclassified,Botuliformidae_unclassified
asv0701,Eukaryota,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Branchiopoda_unclassified,Branchiopoda_unclassified
asv1299,Eukaryota,Amoebozoa,Breviatea,Breviatea,Breviatea,Breviata-lineage,Breviata,Breviata_anathema
asv1911,Eukaryota,Amoebozoa,Breviatea,Breviatea,Breviatea,Breviata-lineage,Breviata,Breviata_anathema
asv3641,Eukaryota,Amoebozoa,Breviatea,Breviatea,Breviatea,Breviata-lineage,Breviata,Breviata_anathema
asv1438,Eukaryota,Amoebozoa,Breviatea,Breviatea,Breviatea,Breviata-lineage,Breviata-lineage_unclassified,Breviata-lineage_unclassified
asv1931,Eukaryota,Amoebozoa,Breviatea,Breviatea,Breviatea,Breviata-lineage,Breviata-lineage_unclassified,Breviata-lineage_unclassified
asv2259,Eukaryota,Amoebozoa,Breviatea,Breviatea,Breviatea,Breviata-lineage,Breviata-lineage_unclassified,Breviata-lineage_unclassified
asv3172,Eukaryota,Amoebozoa,Breviatea,Breviatea,Breviatea,Breviata-lineage,Breviata-lineage_unclassified,Breviata-lineage_unclassified
asv0758,Eukaryota,Alveolata,Ciliophora,Colpodea,Bursariomorphida,Bursariomorphida,Bursariomorphida,Bursariomorphida_sp.
asv0858,Eukaryota,Alveolata,Ciliophora,Armophorea,Armophorida,Caenomorphidae,Caenomorpha,Caenomorpha_sp.
