Species,Protocol,RunID,Elapsed,A,Ci,Tleaf,CO2_r,PAR,VPDleaf
Arabidopsis,DAT,At_wlk1_1_DAT,862.9000001,-1.178383566,61.24959178,25.3131,65.79455,999.982,1.200854734
Arabidopsis,DAT,At_wlk1_1_DAT,863.9000001,-1.072381472,62.07328715,25.309,70.2165,1000.01,1.200196289
Arabidopsis,DAT,At_wlk1_1_DAT,864.9000001,-1.027002527,62.39044513,25.3073,71.6315,1000.01,1.199918164
Arabidopsis,DAT,At_wlk1_1_DAT,865.9000001,-0.879909931,63.48637024,25.2992,76.0423,999.978,1.1985618
Arabidopsis,DAT,At_wlk1_1_DAT,866.9000001,-0.908138331,64.55462271,25.29955,77.4981,999.994,1.19862395
Arabidopsis,DAT,At_wlk1_1_DAT,867.9000001,-0.881576857,67.03373503,25.31,82.1192,999.98,1.200603244
Arabidopsis,DAT,At_wlk1_1_DAT,868.9000001,-0.971089143,68.69621936,25.3129,83.6683,999.995,1.20115739
Arabidopsis,DAT,At_wlk1_1_DAT,869.9000001,-0.937361012,71.49256612,25.3163,88.5361,1000.01,1.201908581
Arabidopsis,DAT,At_wlk1_1_DAT,870.9000001,-0.966725734,72.81745965,25.31175,90.1344,999.9985,1.201094286
Arabidopsis,DAT,At_wlk1_1_DAT,871.9000001,-0.930945094,75.93394818,25.3043,95.097,1000.01,1.199687132
Arabidopsis,DAT,At_wlk1_1_DAT,872.9000001,-1.016431828,77.80697688,25.30315,96.7143,1000.01,1.19951637
Arabidopsis,DAT,At_wlk1_1_DAT,873.9000001,-0.971235508,81.161967,25.306,101.688,1000.01,1.200093873
Arabidopsis,DAT,At_wlk1_1_DAT,874.9000001,-0.993224357,82.63085134,25.30765,103.3055,1000.01,1.200476263
Arabidopsis,DAT,At_wlk1_1_DAT,875.9000001,-0.885431247,85.71854185,25.3028,108.335,999.98,1.199619657
Arabidopsis,DAT,At_wlk1_1_DAT,876.9000001,-0.894374421,87.14143046,25.3044,109.9705,999.995,1.199920491
Arabidopsis,DAT,At_wlk1_1_DAT,877.9000001,-0.88500579,91.20958417,25.3044,115.003,999.987,1.199911014
Arabidopsis,DAT,At_wlk1_1_DAT,878.9000001,-0.927399257,92.96333347,25.3109,116.6,999.9895,1.201141365
Arabidopsis,DAT,At_wlk1_1_DAT,879.9000001,-0.862618403,96.74942734,25.3103,121.554,1000.01,1.200985449
Arabidopsis,DAT,At_wlk1_1_DAT,880.9000001,-0.875434181,98.29886149,25.3079,123.1945,999.999,1.200469299
Arabidopsis,DAT,At_wlk1_1_DAT,881.9000001,-0.840605594,102.4248399,25.2999,128.326,999.981,1.198832514
Arabidopsis,DAT,At_wlk1_1_DAT,882.9000001,-0.790616727,103.5295225,25.3016,129.9885,1000.0005,1.199107465
Arabidopsis,DAT,At_wlk1_1_DAT,883.9000001,-0.592799667,106.4943899,25.3051,135.059,999.982,1.199712681
Arabidopsis,DAT,At_wlk1_1_DAT,884.9000001,-0.479172794,107.156295,25.30575,136.691,999.996,1.199781391
Arabidopsis,DAT,At_wlk1_1_DAT,885.9000001,-0.341635805,110.6679249,25.3031,141.761,1000.01,1.19902059
Arabidopsis,DAT,At_wlk1_1_DAT,886.9000001,-0.304070388,111.9195658,25.30325,143.3975,1000.005,1.198872888
Arabidopsis,DAT,At_wlk1_1_DAT,887.9000001,-0.138191253,115.2082842,25.3044,148.446,999.986,1.198651886
Arabidopsis,DAT,At_wlk1_1_DAT,888.9000001,-0.007281737,115.6998539,25.30215,150.071,999.998,1.198154793
Arabidopsis,DAT,At_wlk1_1_DAT,889.9000001,0.122885895,119.3221237,25.301,155.149,999.984,1.197743566
Arabidopsis,DAT,At_wlk1_1_DAT,890.9000001,0.098067507,121.0947091,25.29685,156.8055,999.987,1.196852123
Arabidopsis,DAT,At_wlk1_1_DAT,891.9000001,0.038840085,126.3229702,25.2935,161.934,1000.01,1.195880583
Arabidopsis,DAT,At_wlk1_1_DAT,892.9000001,0.057817989,127.7478157,25.2922,163.5925,1000.01,1.195563173
Arabidopsis,DAT,At_wlk1_1_DAT,893.9000001,0.255792505,130.8951429,25.2916,168.69,999.982,1.195211002
Arabidopsis,DAT,At_wlk1_1_DAT,894.9000001,0.398541544,131.3372159,25.2929,170.346,999.9825,1.195349417
Arabidopsis,DAT,At_wlk1_1_DAT,895.9000001,0.549563141,134.9145782,25.3,175.411,1000.02,1.196325312
Arabidopsis,DAT,At_wlk1_1_DAT,896.9000001,0.526018025,136.7145739,25.3036,177.034,1000.002,1.19688991
Arabidopsis,DAT,At_wlk1_1_DAT,897.9000001,0.661556694,140.4164795,25.3026,182.055,999.988,1.196519807
Arabidopsis,DAT,At_wlk1_1_DAT,898.9000001,0.698820615,141.7317212,25.2958,183.7075,999.991,1.195204628
Arabidopsis,DAT,At_wlk1_1_DAT,899.9000001,0.818924352,145.6084921,25.2688,188.807,1000.02,1.189941813
Arabidopsis,DAT,At_wlk1_1_DAT,900.9000001,0.861548794,146.8990501,25.26195,190.447,1000.002,1.188499617
Arabidopsis,DAT,At_wlk1_1_DAT,901.9000001,0.972050506,150.8822596,25.2425,195.459,1000.02,1.184407858
Arabidopsis,DAT,At_wlk1_1_DAT,902.9000001,1.006306222,152.248536,25.23695,197.1105,1000.015,1.183271936
Arabidopsis,DAT,At_wlk1_1_DAT,903.9000001,1.086935409,156.4603734,25.2249,202.221,999.987,1.180821789
Arabidopsis,DAT,At_wlk1_1_DAT,904.9000001,1.15893711,157.5021126,25.22005,203.8505,1000.0035,1.179847662
Arabidopsis,DAT,At_wlk1_1_DAT,905.9000001,1.337991186,160.9186701,25.2129,208.788,999.997,1.178386549
Arabidopsis,DAT,At_wlk1_1_DAT,906.9000001,1.439943365,161.7491404,25.20995,210.409,999.994,1.177724383
Arabidopsis,DAT,At_wlk1_1_DAT,907.9000001,1.510177146,166.0462867,25.2068,215.519,1000.03,1.176855719
Arabidopsis,DAT,At_wlk1_1_DAT,908.9000001,1.401611889,168.544214,25.205,217.2285,1000.008,1.176375862
Arabidopsis,DAT,At_wlk1_1_DAT,909.9000001,1.373583564,173.6683362,25.2024,222.419,999.989,1.175658072
Arabidopsis,DAT,At_wlk1_1_DAT,910.4000001,1.374340954,173.6956455,25.2024,222.419,999.989,1.175658072
Arabidopsis,DAT,At_wlk1_1_DAT,911.9000001,1.567689626,178.0731334,25.1944,228.382,1000.005,1.174430862
Arabidopsis,DAT,At_wlk1_1_DAT,912.4000001,1.599047347,177.9223442,25.1944,228.382,1000.005,1.174430862
Arabidopsis,DAT,At_wlk1_1_DAT,913.9000001,1.781794171,183.2804084,25.1982,235.094,1000.0025,1.175474909
Arabidopsis,DAT,At_wlk1_1_DAT,914.4000001,1.855197445,182.7841319,25.1982,235.094,1000.0025,1.175474909
Arabidopsis,DAT,At_wlk1_1_DAT,915.9000001,2.21678395,186.6641071,25.19715,241.7855,999.9925,1.175646025
Arabidopsis,DAT,At_wlk1_1_DAT,916.4000001,2.262281745,186.3748613,25.19715,241.7855,999.9925,1.175646025
Arabidopsis,DAT,At_wlk1_1_DAT,917.9000001,2.335237786,192.6212743,25.1907,248.5095,999.993,1.175058741
Arabidopsis,DAT,At_wlk1_1_DAT,918.4000001,2.284659617,193.1288566,25.1907,248.5095,999.993,1.175058741
Arabidopsis,DAT,At_wlk1_1_DAT,919.4000001,2.427861007,198.0542908,25.1921,254.336,999.991,1.176017202
Arabidopsis,DAT,At_wlk1_1_DAT,920.4000001,2.491420176,199.4830144,25.1908,256.007,1000.0055,1.175979114
Arabidopsis,DAT,At_wlk1_1_DAT,921.4000001,2.613726406,203.6613352,25.1831,261.016,999.992,1.175031743
Arabidopsis,DAT,At_wlk1_1_DAT,922.4000001,2.681891357,204.8249561,25.18345,262.724,1000.001,1.175370347
Arabidopsis,DAT,At_wlk1_1_DAT,923.4000001,2.905702059,208.0572,25.1867,267.8,999.98,1.176694223
Arabidopsis,DAT,At_wlk1_1_DAT,924.4000001,3.059354956,208.5412583,25.1905,269.5135,999.983,1.177648631
Arabidopsis,DAT,At_wlk1_1_DAT,925.4000001,3.098193639,212.3758415,25.1987,274.581,999.985,1.179740156
Arabidopsis,DAT,At_wlk1_1_DAT,926.4000001,3.05401595,214.5806973,25.19815,276.287,999.9845,1.179785272
Arabidopsis,DAT,At_wlk1_1_DAT,927.4000001,3.137028121,218.9866243,25.1939,281.31,1000.01,1.179401068
Arabidopsis,DAT,At_wlk1_1_DAT,928.4000001,3.342574243,219.1892081,25.1919,283.0255,999.997,1.179191513
Arabidopsis,DAT,At_wlk1_1_DAT,929.4000001,3.433100327,223.4067512,25.1887,288.09,999.982,1.178981262
Arabidopsis,DAT,At_wlk1_1_DAT,930.4000001,3.345318202,225.6421213,25.1884,289.795,999.996,1.179102529
Arabidopsis,DAT,At_wlk1_1_DAT,931.4000001,3.268849353,231.0570286,25.1888,294.801,999.987,1.179515898
Arabidopsis,DAT,At_wlk1_1_DAT,932.4000001,3.44717885,231.3767302,25.18925,296.481,1000.0035,1.179725848
Arabidopsis,DAT,At_wlk1_1_DAT,933.4000001,3.746093639,234.0660053,25.1887,301.42,1000,1.179852771
Arabidopsis,DAT,At_wlk1_1_DAT,934.4000001,3.877054659,234.7644506,25.1865,303.0965,1000.005,1.17956921
Arabidopsis,DAT,At_wlk1_1_DAT,935.4000001,3.916080317,239.3161554,25.1843,308.104,1000.01,1.179450358
Arabidopsis,DAT,At_wlk1_1_DAT,936.4000001,3.896276254,241.0401378,25.1844,309.82,1000.01,1.17959553
Arabidopsis,DAT,At_wlk1_1_DAT,937.4000001,3.957679728,245.3773719,25.1851,314.893,1000.01,1.179996318
Arabidopsis,DAT,At_wlk1_1_DAT,938.4000001,3.959240672,246.9554111,25.18385,316.571,1000.01,1.179863373
Arabidopsis,DAT,At_wlk1_1_DAT,939.4000001,3.970547497,251.7321328,25.1813,321.563,1000.02,1.179636971
Arabidopsis,DAT,At_wlk1_1_DAT,940.4000001,4.06775387,252.6373911,25.1802,323.253,999.998,1.179470432
Arabidopsis,DAT,At_wlk1_1_DAT,941.4000001,4.277168457,255.9093433,25.1836,328.331,1000.01,1.180350323
Arabidopsis,DAT,At_wlk1_1_DAT,942.4000001,4.506141755,255.8041388,25.18645,330.0355,999.9975,1.180956668
Arabidopsis,DAT,At_wlk1_1_DAT,943.4000001,4.649681977,259.5480813,25.1952,335.065,1000.02,1.182885447
Arabidopsis,DAT,At_wlk1_1_DAT,944.4000001,4.65783224,261.2085123,25.19525,336.745,1000.0045,1.182969314
Arabidopsis,DAT,At_wlk1_1_DAT,945.4000001,4.753234367,265.6055244,25.1956,341.756,999.981,1.183297872
Arabidopsis,DAT,At_wlk1_1_DAT,946.4000001,4.853768573,266.7842388,25.1949,343.467,999.9955,1.183362947
Arabidopsis,DAT,At_wlk1_1_DAT,947.4000001,4.988121745,270.9944502,25.1862,348.487,1000.02,1.182191495
Arabidopsis,DAT,At_wlk1_1_DAT,948.4000001,4.927783883,273.2811444,25.1845,350.1975,1000.0025,1.182093661
Arabidopsis,DAT,At_wlk1_1_DAT,949.4000001,4.870977813,278.781896,25.182,355.278,999.988,1.182171659
Arabidopsis,DAT,At_wlk1_1_DAT,950.4000001,4.89832779,280.4019823,25.1821,356.9975,999.9865,1.182411516
Arabidopsis,DAT,At_wlk1_1_DAT,951.4000001,5.094116985,284.026553,25.1763,362.025,1000.02,1.181902493
Arabidopsis,DAT,At_wlk1_1_DAT,952.4000001,5.494411491,282.899746,25.17315,363.6875,1000.0015,1.181490728
Arabidopsis,DAT,At_wlk1_1_DAT,953.4000001,5.694484593,286.3439227,25.1712,368.697,999.983,1.181652903
Arabidopsis,DAT,At_wlk1_1_DAT,954.4000001,5.674248354,288.0320066,25.17345,370.392,999.983,1.182234079
Arabidopsis,DAT,At_wlk1_1_DAT,955.4000001,5.551493307,293.6261608,25.1824,375.414,1000.02,1.184338858
Arabidopsis,DAT,At_wlk1_1_DAT,956.4000001,5.657327612,294.4282021,25.18225,377.104,1000.005,1.18449315
Arabidopsis,DAT,At_wlk1_1_DAT,957.4000001,6.014226519,296.6553928,25.1839,382.135,1000.02,1.185300045
Arabidopsis,DAT,At_wlk1_1_DAT,958.4000001,6.117427917,297.4422957,25.18385,383.83,1000.0035,1.185471322
Arabidopsis,DAT,At_wlk1_1_DAT,959.4000001,6.032614304,302.7149818,25.192,388.903,999.991,1.18748142
Arabidopsis,DAT,At_wlk1_1_DAT,960.4000001,6.084834467,303.8443643,25.19695,390.605,999.9865,1.188510548
Arabidopsis,DAT,At_wlk1_1_DAT,961.4000001,6.188404533,307.7534459,25.2164,395.652,999.985,1.192454785
Arabidopsis,DAT,At_wlk1_1_DAT,962.4000001,6.467922817,307.2883528,25.2257,397.353,999.981,1.194296471
Arabidopsis,DAT,At_wlk1_1_DAT,963.4000001,6.558391739,311.2505265,25.2488,402.41,999.988,1.199027889
Arabidopsis,DAT,At_wlk1_1_DAT,964.4000001,6.579477524,312.5509237,25.2557,404.116,1000.004,1.200496964
Arabidopsis,DAT,At_wlk1_1_DAT,965.4000001,6.654660096,316.6216662,25.2681,409.065,1000.01,1.203220683
Arabidopsis,DAT,At_wlk1_1_DAT,966.4000001,6.764724959,317.3228523,25.27175,410.746,999.998,1.204023264
Arabidopsis,DAT,At_wlk1_1_DAT,967.4000001,7.052831801,319.9209554,25.2776,415.733,1000.02,1.205355593
Arabidopsis,DAT,At_wlk1_1_DAT,968.4000001,7.10150564,321.1134326,25.27825,417.464,1000.0065,1.20557033
Arabidopsis,DAT,At_wlk1_1_DAT,969.4000001,7.054304161,326.2659202,25.2766,422.525,999.989,1.205450434
Arabidopsis,DAT,At_wlk1_1_DAT,970.4000001,7.059077042,327.7751789,25.2755,424.2515,999.989,1.205368053
Arabidopsis,DAT,At_wlk1_1_DAT,971.4000001,7.304300527,330.7565783,25.2733,429.272,1000.03,1.205216523
Arabidopsis,DAT,At_wlk1_1_DAT,972.4000001,7.536471156,330.6422436,25.2709,430.964,1000.012,1.204832945
Arabidopsis,DAT,At_wlk1_1_DAT,973.4000001,7.559177954,335.4047567,25.258,435.929,999.998,1.202537023
Arabidopsis,DAT,At_wlk1_1_DAT,974.4000001,7.513948369,337.3863046,25.24705,437.6385,1000.014,1.200498111
Arabidopsis,DAT,At_wlk1_1_DAT,975.4000001,7.604538719,341.7297905,25.2186,442.688,999.995,1.195275251
Arabidopsis,DAT,At_wlk1_1_DAT,976.4000001,7.758948734,342.2310282,25.2114,444.385,999.992,1.193909525
Arabidopsis,DAT,At_wlk1_1_DAT,977.4000001,7.776752288,347.1116705,25.1961,449.373,1000,1.191017268
Arabidopsis,DAT,At_wlk1_1_DAT,978.4000001,7.726139558,349.0526879,25.1916,451.082,999.996,1.190216632
Arabidopsis,DAT,At_wlk1_1_DAT,979.4000001,7.805546898,353.2852617,25.1855,456.063,1000.02,1.189203808
Arabidopsis,DAT,At_wlk1_1_DAT,980.4000001,8.1209948,352.5058948,25.1859,457.75,1000.007,1.189334892
Arabidopsis,DAT,At_wlk1_1_DAT,981.4000001,8.47848722,354.711121,25.1904,462.696,999.991,1.190118109
Arabidopsis,DAT,At_wlk1_1_DAT,982.4000001,8.631683549,355.1434377,25.19185,464.457,999.994,1.190451988
Arabidopsis,DAT,At_wlk1_1_DAT,983.4000001,8.699149391,359.3922674,25.1961,469.376,1000.03,1.19133166
Arabidopsis,DAT,At_wlk1_1_DAT,984.4000001,8.619004314,361.6644777,25.19535,470.9925,1000.0115,1.191238733
Arabidopsis,DAT,At_wlk1_1_DAT,984.9000001,8.608923282,361.842067,25.19535,470.9925,1000.0115,1.191238733
Arabidopsis,DAT,At_wlk1_1_DAT,986.4000001,8.847196518,368.0273881,25.18255,478.0955,999.994,1.18901806
Arabidopsis,DAT,At_wlk1_1_DAT,987.4000001,8.960607091,371.6293164,25.1782,482.152,1000.01,1.188419553
Arabidopsis,DAT,At_wlk1_1_DAT,988.4000001,9.072459513,372.6826431,25.17625,483.838,999.9985,1.18813456
Arabidopsis,DAT,At_wlk1_1_DAT,988.9000001,9.025931749,373.0868276,25.17625,483.838,999.9985,1.18813456
Arabidopsis,DAT,At_wlk1_1_DAT,990.4000001,9.140395005,379.5058729,25.1718,491.3705,1000.0025,1.187683881
Arabidopsis,DAT,At_wlk1_1_DAT,990.9000001,9.087474142,379.8916008,25.1718,491.3705,1000.0025,1.187683881
Arabidopsis,DAT,At_wlk1_1_DAT,992.4000001,9.310859821,384.6851408,25.1734,497.9415,1000.02,1.188107862
Arabidopsis,DAT,At_wlk1_1_DAT,992.9000001,9.39903509,384.058693,25.1734,497.9415,1000.02,1.188107862
Arabidopsis,DAT,At_wlk1_1_DAT,994.4000001,9.4156865,390.3177628,25.1715,504.634,1000.02,1.187809646
Arabidopsis,DAT,At_wlk1_1_DAT,994.9000001,9.352467456,390.7467813,25.1715,504.634,1000.02,1.187809646
Arabidopsis,DAT,At_wlk1_1_DAT,996.4000001,9.37197836,396.8722306,25.1729,511.419,1000.002,1.188216889
Arabidopsis,DAT,At_wlk1_1_DAT,996.9000001,9.46490746,396.14952,25.1729,511.419,1000.002,1.188216889
Arabidopsis,DAT,At_wlk1_1_DAT,998.4000001,9.940224364,398.9233618,25.17455,518.1665,1000.0035,1.188796125
Arabidopsis,DAT,At_wlk1_1_DAT,998.9000001,9.990543163,398.5327535,25.17455,518.1665,1000.0035,1.188796125
Arabidopsis,DAT,At_wlk1_1_DAT,1000.4,9.964807691,405.1763827,25.16745,524.925,999.981,1.187556878
Arabidopsis,DAT,At_wlk1_1_DAT,1000.9,9.902494992,405.5775499,25.16745,524.925,999.981,1.187556878
Arabidopsis,DAT,At_wlk1_1_DAT,1001.9,9.86289409,411.4383429,25.1701,530.816,999.984,1.188189907
Arabidopsis,DAT,At_wlk1_1_DAT,1002.9,9.885070035,412.8610911,25.1703,532.4945,999.985,1.188244396
Arabidopsis,DAT,At_wlk1_1_DAT,1003.9,10.15852509,415.6800025,25.1741,537.496,1000.01,1.188969801
Arabidopsis,DAT,At_wlk1_1_DAT,1004.9,10.31773444,416.2293662,25.1723,539.181,999.997,1.188608201
Arabidopsis,DAT,At_wlk1_1_DAT,1005.9,10.44666242,420.3222691,25.1666,544.245,999.992,1.187375687
Arabidopsis,DAT,At_wlk1_1_DAT,1006.9,10.45118883,421.9187971,25.16125,545.945,999.9895,1.186393281
Arabidopsis,DAT,At_wlk1_1_DAT,1007.9,10.61929163,425.5136707,25.1517,550.968,999.99,1.184705288
Arabidopsis,DAT,At_wlk1_1_DAT,1008.9,10.57843202,427.3017582,25.15065,552.6425,1000,1.184549128
Arabidopsis,DAT,At_wlk1_1_DAT,1009.9,10.39571783,433.4468792,25.1548,557.611,999.983,1.185342611
Arabidopsis,DAT,At_wlk1_1_DAT,1010.9,10.21570317,436.3901903,25.15535,559.283,999.9895,1.185450804
Arabidopsis,DAT,At_wlk1_1_DAT,1011.9,10.30418767,440.597879,25.1574,564.243,1000.01,1.185907952
Arabidopsis,DAT,At_wlk1_1_DAT,1012.9,10.47627458,440.9287289,25.1569,565.967,999.998,1.185845703
Arabidopsis,DAT,At_wlk1_1_DAT,1013.9,10.42713062,446.0565215,25.16,571.062,1000.02,1.186518944
Arabidopsis,DAT,At_wlk1_1_DAT,1014.9,10.44573322,447.3910643,25.1641,572.7705,1000.02,1.187343738
Arabidopsis,DAT,At_wlk1_1_DAT,1015.9,10.58046983,451.1413518,25.1702,577.815,999.986,1.188567878
Arabidopsis,DAT,At_wlk1_1_DAT,1016.9,10.94366621,450.094381,25.1704,579.506,1000.003,1.188618047
Arabidopsis,DAT,At_wlk1_1_DAT,1017.9,11.06791389,454.0477045,25.1696,584.534,1000.02,1.188433415
Arabidopsis,DAT,At_wlk1_1_DAT,1018.9,11.03728837,455.9170046,25.1693,586.215,1000.015,1.188359459
Arabidopsis,DAT,At_wlk1_1_DAT,1019.9,10.87772397,461.9175185,25.1692,591.225,1000.01,1.18836812
Arabidopsis,DAT,At_wlk1_1_DAT,1020.9,10.87020739,463.5780999,25.16865,592.921,1000.001,1.188253398
Arabidopsis,DAT,At_wlk1_1_DAT,1021.9,10.83214936,468.6412765,25.1701,597.959,1000.02,1.188617456
Arabidopsis,DAT,At_wlk1_1_DAT,1022.9,11.06436704,468.567589,25.1713,599.6825,1000.0035,1.188782837
Arabidopsis,DAT,At_wlk1_1_DAT,1023.9,11.27680799,471.8232242,25.1704,604.769,1000.01,1.188635649
Arabidopsis,DAT,At_wlk1_1_DAT,1024.9,11.57141325,471.2585003,25.17305,606.4525,999.9985,1.189058688
Arabidopsis,DAT,At_wlk1_1_DAT,1025.9,11.69030123,475.1656127,25.1759,611.494,1000,1.189673522
Arabidopsis,DAT,At_wlk1_1_DAT,1026.9,11.79783014,476.2129517,25.1747,613.1695,1000,1.189449622
Arabidopsis,DAT,At_wlk1_1_DAT,1027.9,11.83600429,481.3128246,25.1679,618.17,999.995,1.188336321
Arabidopsis,DAT,At_wlk1_1_DAT,1028.9,11.89265342,483.1935367,25.1666,619.845,999.9975,1.188100577
Arabidopsis,DAT,At_wlk1_1_DAT,1029.9,11.95588578,488.1358258,25.1701,624.836,999.996,1.188868223
Arabidopsis,DAT,At_wlk1_1_DAT,1030.9,11.92358835,490.3896683,25.16765,626.557,999.9975,1.18847405
Arabidopsis,DAT,At_wlk1_1_DAT,1031.9,11.88730147,495.7682041,25.1612,631.601,1000,1.187480333
Arabidopsis,DAT,At_wlk1_1_DAT,1032.9,11.97641083,496.7623927,25.15965,633.292,1000,1.187270306
Arabidopsis,DAT,At_wlk1_1_DAT,1033.9,12.26197591,499.4306905,25.1599,638.261,1000,1.187624607
Arabidopsis,DAT,At_wlk1_1_DAT,1034.9,12.37436911,500.1123806,25.16265,639.9535,1000.005,1.188199895
Arabidopsis,DAT,At_wlk1_1_DAT,1035.9,12.09647974,506.857177,25.1702,644.964,1000,1.189793219
Arabidopsis,DAT,At_wlk1_1_DAT,1036.9,11.75713907,510.8604892,25.1703,646.684,1000,1.189839286
Arabidopsis,DAT,At_wlk1_1_DAT,1037.9,11.80628708,515.3091892,25.1637,651.766,999.999,1.188779658
Arabidopsis,DAT,At_wlk1_1_DAT,1038.9,12.18456994,514.1142232,25.1585,653.4735,999.999,1.187862754
Arabidopsis,DAT,At_wlk1_1_DAT,1039.9,12.42909842,517.1193032,25.1565,658.44,999.998,1.187743777
Arabidopsis,DAT,At_wlk1_1_DAT,1040.9,12.4011049,518.8273147,25.15855,660.09,999.999,1.18818876
Arabidopsis,DAT,At_wlk1_1_DAT,1041.9,12.33321898,524.0040606,25.1665,665.091,1000.01,1.189877389
Arabidopsis,DAT,At_wlk1_1_DAT,1042.9,12.37045942,525.2931901,25.16615,666.791,1000.0045,1.189830562
Arabidopsis,DAT,At_wlk1_1_DAT,1043.9,12.46265764,529.4615098,25.1632,671.818,1000.01,1.189336227
Arabidopsis,DAT,At_wlk1_1_DAT,1044.9,12.5582638,530.3133117,25.1628,673.492,1000.01,1.189294469
Arabidopsis,DAT,At_wlk1_1_DAT,1045.9,12.96973894,532.2093782,25.1573,678.471,1000.01,1.188289615
Arabidopsis,DAT,At_wlk1_1_DAT,1046.9,13.18977334,532.2724662,25.15735,680.1805,1000.005,1.18828719
Arabidopsis,DAT,At_wlk1_1_DAT,1047.9,13.33239503,536.1133064,25.1566,685.171,1000.01,1.18812393
Arabidopsis,DAT,At_wlk1_1_DAT,1048.9,13.12030632,539.145382,25.1589,686.8535,1000.005,1.188608892
Arabidopsis,DAT,At_wlk1_1_DAT,1049.9,13.11174527,543.8831493,25.161,691.846,1000.01,1.18918495
Arabidopsis,DAT,At_wlk1_1_DAT,1050.9,12.98425771,546.3667693,25.161,693.5795,1000.005,1.189226577
Arabidopsis,DAT,At_wlk1_1_DAT,1051.9,12.90824714,551.7704892,25.1648,698.722,999.995,1.19003244
Arabidopsis,DAT,At_wlk1_1_DAT,1052.9,12.69090474,555.0270032,25.16725,700.429,999.9975,1.190497562
Arabidopsis,DAT,At_wlk1_1_DAT,1053.9,12.68622761,559.962146,25.1695,705.384,1000,1.190920574
Arabidopsis,DAT,At_wlk1_1_DAT,1054.9,12.82382807,560.5813104,25.1673,707.0565,1000,1.19049248
Arabidopsis,DAT,At_wlk1_1_DAT,1055.9,13.13372593,562.91931,25.1738,712.034,999.998,1.191803194
Arabidopsis,DAT,At_wlk1_1_DAT,1056.9,13.43856952,561.9166542,25.1858,713.751,999.999,1.194063631
Arabidopsis,DAT,At_wlk1_1_DAT,1057.9,13.681748,564.0418272,25.218,718.761,999.994,1.200116027
Arabidopsis,DAT,At_wlk1_1_DAT,1058.9,13.78623705,564.2027636,25.22295,720.4425,999.9945,1.200972865
Arabidopsis,DAT,At_wlk1_1_DAT,1059.9,13.633341,569.3347468,25.2276,725.422,999.999,1.201672114
Arabidopsis,DAT,At_wlk1_1_DAT,1060.9,13.40381162,571.880684,25.2316,727.1365,999.9985,1.202376031
Arabidopsis,DAT,At_wlk1_1_DAT,1061.9,13.15965427,577.9601962,25.2434,732.187,1000,1.204480234
Arabidopsis,DAT,At_wlk1_1_DAT,1062.9,13.21402605,578.9697328,25.24755,733.9165,999.9995,1.205155263
Arabidopsis,DAT,At_wlk1_1_DAT,1063.9,13.32973231,582.8332823,25.2531,738.885,1000.01,1.205939677
Arabidopsis,DAT,At_wlk1_1_DAT,1064.9,13.50151905,583.148783,25.25625,740.602,1000.01,1.206440108
Arabidopsis,DAT,At_wlk1_1_DAT,1065.9,13.73864706,586.0692195,25.2612,745.616,1000,1.207251995
Arabidopsis,DAT,At_wlk1_1_DAT,1066.9,13.86777987,586.7489064,25.2607,747.35,999.9995,1.20709729
Arabidopsis,DAT,At_wlk1_1_DAT,1067.9,13.85973045,591.7782944,25.2591,752.3,999.999,1.206608941
Arabidopsis,DAT,At_wlk1_1_DAT,1068.9,13.74542663,594.3412374,25.26,753.9885,1000.0045,1.206676663
Arabidopsis,DAT,At_wlk1_1_DAT,1069.9,13.78318302,598.9236797,25.2652,758.977,1000.01,1.20743259
Arabidopsis,DAT,At_wlk1_1_DAT,1070.9,14.13679,598.043302,25.26275,760.7345,1000.01,1.206935047
Arabidopsis,DAT,At_wlk1_1_DAT,1071.9,14.39871804,601.5357072,25.2535,765.749,1000.01,1.205171581
Arabidopsis,DAT,At_wlk1_1_DAT,1072.9,14.52917005,603.0271364,25.25195,767.4585,1000.01,1.204872251
Arabidopsis,DAT,At_wlk1_1_DAT,1073.9,14.38238004,609.8707616,25.2547,772.37,1000,1.205401581
Arabidopsis,DAT,At_wlk1_1_DAT,1074.9,14.3110462,612.6989967,25.2567,774.112,1000.005,1.205785344
Arabidopsis,DAT,At_wlk1_1_DAT,1075.4,14.20972026,613.6635819,25.2567,774.112,1000.005,1.205785344
Arabidopsis,DAT,At_wlk1_1_DAT,1076.4,14.21852613,620.2456883,25.2576,780.879,1000.01,1.206096956
Arabidopsis,DAT,At_wlk1_1_DAT,1077.4,14.14884011,622.3864502,25.2556,782.5675,1000.01,1.205789729
Arabidopsis,DAT,At_wlk1_1_DAT,1078.4,14.19989581,626.8310682,25.2542,787.694,1000.01,1.205672159
Arabidopsis,DAT,At_wlk1_1_DAT,1079.4,14.22605478,628.3114688,25.25485,789.306,1000.005,1.205789713
Arabidopsis,DAT,At_wlk1_1_DAT,1080.4,14.60202107,630.4196471,25.2535,794.235,1000.01,1.205490193
Arabidopsis,DAT,At_wlk1_1_DAT,1081.4,15.0175143,628.9071415,25.25415,795.8835,1000.01,1.205619497
Arabidopsis,DAT,At_wlk1_1_DAT,1082.4,15.23739682,631.9596234,25.2552,800.991,1000.01,1.205858299
Arabidopsis,DAT,At_wlk1_1_DAT,1083.4,14.91817012,635.9232452,25.25565,802.674,1000.005,1.205978069
