CP,Iteration,Species1,nSamples1,Species2,nSamples2,F,R2,P,adjP
Jul_2018,1,AEME,8,TRAN,8,4.449947954,0.241190271,3.00E-04,0.0123
Jul_2018,1,AEME,8,HINI,8,4.060049332,0.224808319,0.0013,0.0273
Jul_2018,1,AEME,8,COTA,8,7.003971065,0.333459375,2.00E-04,0.0094
Jul_2018,1,AEME,8,KOEL,8,1.845997738,0.116496151,0.0839,0.5873
Jul_2018,1,AEME,8,LOAF,8,4.554608249,0.245470461,7.00E-04,0.0182
Jul_2018,1,AEME,8,OUOU,8,1.019624858,0.067886173,0.3522,1
Jul_2018,1,AEME,8,PHAF,8,2.298403843,0.14102018,0.0185,0.259
Jul_2018,1,AEME,8,REAR,8,2.130828442,0.132096653,0.0335,0.402
Jul_2018,1,AEME,8,SYCA,8,5.701094394,0.289379579,7.00E-04,0.0182
Jul_2018,1,AEME,8,TRST,8,8.256605423,0.370973258,1.00E-04,0.0055
Jul_2018,1,TRAN,8,HINI,8,7.641139309,0.353083967,3.00E-04,0.0123
Jul_2018,1,TRAN,8,COTA,8,9.142145532,0.395043127,1.00E-04,0.0055
Jul_2018,1,TRAN,8,KOEL,8,5.139116664,0.268513785,2.00E-04,0.0094
Jul_2018,1,TRAN,8,LOAF,8,3.509177025,0.200419301,3.00E-04,0.0123
Jul_2018,1,TRAN,8,OUOU,8,3.518703857,0.200854121,5.00E-04,0.0155
Jul_2018,1,TRAN,8,PHAF,8,5.005609662,0.26337538,5.00E-04,0.0155
Jul_2018,1,TRAN,8,REAR,8,4.088887092,0.226044149,1.00E-04,0.0055
Jul_2018,1,TRAN,8,SYCA,8,7.631005777,0.352780904,1.00E-04,0.0055
Jul_2018,1,TRAN,8,TRST,8,3.87435377,0.2167549,4.00E-04,0.0136
Jul_2018,1,HINI,8,COTA,8,4.542332541,0.244970935,4.00E-04,0.0136
Jul_2018,1,HINI,8,KOEL,8,1.997645566,0.124871223,0.04,0.402
Jul_2018,1,HINI,8,LOAF,8,7.268045946,0.341735483,2.00E-04,0.0094
Jul_2018,1,HINI,8,OUOU,8,2.78095915,0.165721108,0.0047,0.0846
Jul_2018,1,HINI,8,PHAF,8,3.497587924,0.199889718,8.00E-04,0.0192
Jul_2018,1,HINI,8,REAR,8,3.030893322,0.177964436,6.00E-04,0.0168
Jul_2018,1,HINI,8,SYCA,8,2.807508754,0.167038958,0.0292,0.3796
Jul_2018,1,HINI,8,TRST,8,13.40408818,0.489127319,6.00E-04,0.0168
Jul_2018,1,COTA,8,KOEL,8,3.549171172,0.202241527,0.0018,0.036
Jul_2018,1,COTA,8,LOAF,8,8.904670501,0.38877095,1.00E-04,0.0055
Jul_2018,1,COTA,8,OUOU,8,4.112901612,0.227070278,0.001,0.022
Jul_2018,1,COTA,8,PHAF,8,4.77959482,0.254510008,0.0056,0.0896
Jul_2018,1,COTA,8,REAR,8,3.349070214,0.193040329,8.00E-04,0.0192
Jul_2018,1,COTA,8,SYCA,8,2.880621144,0.170646632,0.0109,0.1635
Jul_2018,1,COTA,8,TRST,8,16.79731851,0.545414969,3.00E-04,0.0123
Jul_2018,1,KOEL,8,LOAF,8,4.755432378,0.2535496,2.00E-04,0.0094
Jul_2018,1,KOEL,8,OUOU,8,1.041895388,0.06926623,0.3757,1
Jul_2018,1,KOEL,8,PHAF,8,0.964261577,0.064437632,0.4477,1
Jul_2018,1,KOEL,8,REAR,8,0.892532467,0.059931544,0.5496,1
Jul_2018,1,KOEL,8,SYCA,8,2.132812966,0.132203415,0.0528,0.4224
Jul_2018,1,KOEL,8,TRST,8,8.890764407,0.388399629,1.00E-04,0.0055
Jul_2018,1,LOAF,8,OUOU,8,3.748216814,0.211188361,3.00E-04,0.0123
Jul_2018,1,LOAF,8,PHAF,8,5.378702879,0.277557425,3.00E-04,0.0123
Jul_2018,1,LOAF,8,REAR,8,3.949550991,0.2200362,4.00E-04,0.0136
Jul_2018,1,LOAF,8,SYCA,8,7.329224484,0.34362358,1.00E-04,0.0055
Jul_2018,1,LOAF,8,TRST,8,6.561111553,0.31910296,2.00E-04,0.0094
Jul_2018,1,OUOU,8,PHAF,8,1.502293151,0.096907802,0.1416,0.8496
Jul_2018,1,OUOU,8,REAR,8,1.17254136,0.077280485,0.2696,1
Jul_2018,1,OUOU,8,SYCA,8,3.748731254,0.211211224,0.0022,0.0418
Jul_2018,1,OUOU,8,TRST,8,6.997374102,0.333249961,3.00E-04,0.0123
Jul_2018,1,PHAF,8,REAR,8,1.898687335,0.119424157,0.042,0.402
Jul_2018,1,PHAF,8,SYCA,8,4.051835236,0.224455585,0.0048,0.0846
Jul_2018,1,PHAF,8,TRST,8,8.360570038,0.373897894,1.00E-04,0.0055
Jul_2018,1,REAR,8,SYCA,8,2.049140346,0.127679134,0.036,0.402
Jul_2018,1,REAR,8,TRST,8,7.093242016,0.336280312,2.00E-04,0.0094
Jul_2018,1,SYCA,8,TRST,8,13.76416847,0.495752952,5.00E-04,0.0155
Jul_2018,2,AEME,8,TRAN,8,4.20149106,0.230832246,4.00E-04,0.014
Jul_2018,2,AEME,8,HINI,8,4.959254462,0.261574339,2.00E-04,0.0098
Jul_2018,2,AEME,8,COTA,8,6.859889135,0.328855493,1.00E-04,0.0055
Jul_2018,2,AEME,8,KOEL,8,2.068403868,0.128724912,0.0413,0.2772
