CP,Iteration,Species1,nSamples1,Species2,nSamples2,F,R2,P,adjP
Nov_2019,2,AEME,8,PHAF,8,4.144463712,0.228414781,3.00E-04,0.0114
Nov_2019,2,AEME,8,REAR,8,2.761625421,0.164758808,8.00E-04,0.0168
Nov_2019,2,AEME,8,SYCA,8,7.904097378,0.360850175,4.00E-04,0.0116
Nov_2019,2,AEME,8,TRAN,8,2.940011706,0.17355429,0.0041,0.0351
Nov_2019,2,AEME,8,TRST,8,3.492656267,0.199664146,5.00E-04,0.012
Nov_2019,2,HINI,8,COTA,8,6.10324436,0.303594994,0.0018,0.0225
Nov_2019,2,HINI,8,KOEL,8,7.48748244,0.348457874,2.00E-04,0.01
Nov_2019,2,HINI,8,LOAF,8,7.571671162,0.351000676,3.00E-04,0.0114
Nov_2019,2,HINI,8,OUOU,8,4.039802848,0.223938304,0.0012,0.0204
Nov_2019,2,HINI,8,PHAF,8,7.580436993,0.351264295,9.00E-04,0.018
Nov_2019,2,HINI,8,REAR,8,5.513884526,0.282562117,5.00E-04,0.012
Nov_2019,2,HINI,8,SYCA,8,9.478275787,0.403704083,1.00E-04,0.0055
Nov_2019,2,HINI,8,TRAN,8,10.89041169,0.437534414,3.00E-04,0.0114
Nov_2019,2,HINI,8,TRST,8,7.612445548,0.352225089,2.00E-04,0.01
Nov_2019,2,COTA,8,KOEL,8,4.59043306,0.246924482,0.0032,0.032
Nov_2019,2,COTA,8,LOAF,8,5.005315092,0.263363963,0.0015,0.0225
Nov_2019,2,COTA,8,OUOU,8,4.052681976,0.224491961,4.00E-04,0.0116
Nov_2019,2,COTA,8,PHAF,8,2.881330561,0.170681485,0.0126,0.0378
Nov_2019,2,COTA,8,REAR,8,3.615875002,0.205262299,3.00E-04,0.0114
Nov_2019,2,COTA,8,SYCA,8,5.250096717,0.272730927,0.0015,0.0225
Nov_2019,2,COTA,8,TRAN,8,8.740913566,0.3843695,2.00E-04,0.01
Nov_2019,2,COTA,8,TRST,8,7.778023405,0.357150108,2.00E-04,0.01
Nov_2019,2,KOEL,8,LOAF,8,3.562653976,0.202853964,6.00E-04,0.0132
Nov_2019,2,KOEL,8,OUOU,8,2.297196944,0.140956568,0.0039,0.0351
Nov_2019,2,KOEL,8,PHAF,8,3.629066929,0.205857006,0.0022,0.0242
Nov_2019,2,KOEL,8,REAR,8,2.347562874,0.143603233,0.0086,0.0351
Nov_2019,2,KOEL,8,SYCA,8,7.37446537,0.345012857,3.00E-04,0.0114
Nov_2019,2,KOEL,8,TRAN,8,4.794453757,0.255099394,1.00E-04,0.0055
Nov_2019,2,KOEL,8,TRST,8,4.738639375,0.252880654,3.00E-04,0.0114
Nov_2019,2,LOAF,8,OUOU,8,2.589783838,0.156107148,0.0043,0.0351
Nov_2019,2,LOAF,8,PHAF,8,4.209541031,0.231172275,0.0014,0.0224
Nov_2019,2,LOAF,8,REAR,8,2.996780584,0.176314601,0.0041,0.0351
Nov_2019,2,LOAF,8,SYCA,8,7.271325542,0.341836973,2.00E-04,0.01
Nov_2019,2,LOAF,8,TRAN,8,4.512815303,0.2437671,3.00E-04,0.0114
Nov_2019,2,LOAF,8,TRST,8,4.16899837,0.229456698,1.00E-04,0.0055
Nov_2019,2,OUOU,8,PHAF,8,3.642291239,0.206452279,4.00E-04,0.0116
Nov_2019,2,OUOU,8,REAR,8,1.269014961,0.083110467,0.2351,0.2351
Nov_2019,2,OUOU,8,SYCA,8,6.027725046,0.300969033,3.00E-04,0.0114
Nov_2019,2,OUOU,8,TRAN,8,3.773334289,0.212303118,2.00E-04,0.01
Nov_2019,2,OUOU,8,TRST,8,3.118065857,0.182150594,2.00E-04,0.01
Nov_2019,2,PHAF,8,REAR,8,2.785688663,0.165956174,0.001,0.018
Nov_2019,2,PHAF,8,SYCA,8,6.040332803,0.301408807,9.00E-04,0.018
Nov_2019,2,PHAF,8,TRAN,8,7.086255668,0.336060407,4.00E-04,0.0116
Nov_2019,2,PHAF,8,TRST,8,6.975170815,0.332544172,3.00E-04,0.0114
Nov_2019,2,REAR,8,SYCA,8,6.08329495,0.302903232,2.00E-04,0.01
Nov_2019,2,REAR,8,TRAN,8,4.770443029,0.254146534,2.00E-04,0.01
Nov_2019,2,REAR,8,TRST,8,4.328786415,0.236174197,2.00E-04,0.01
Nov_2019,2,SYCA,8,TRAN,8,11.53083019,0.45164337,1.00E-04,0.0055
Nov_2019,2,SYCA,8,TRST,8,10.25578425,0.422818085,2.00E-04,0.01
Nov_2019,2,TRAN,8,TRST,8,2.076210932,0.129148028,0.018,0.0378
Nov_2019,3,AEME,8,HINI,8,5.502792616,0.282154086,6.00E-04,0.0132
Nov_2019,3,AEME,8,COTA,8,4.079676722,0.225649871,3.00E-04,0.0129
Nov_2019,3,AEME,8,KOEL,8,2.048933924,0.127667914,0.0105,0.0735
Nov_2019,3,AEME,8,LOAF,8,2.383536277,0.145483627,0.0035,0.035
Nov_2019,3,AEME,8,OUOU,8,1.687501745,0.10756982,0.0137,0.0822
Nov_2019,3,AEME,8,PHAF,8,2.989237731,0.175948902,6.00E-04,0.0132
Nov_2019,3,AEME,8,REAR,8,2.795099061,0.166423494,1.00E-04,0.0055
Nov_2019,3,AEME,8,SYCA,8,5.784516028,0.292375918,1.00E-04,0.0055
Nov_2019,3,AEME,8,TRAN,8,3.400257769,0.195414218,3.00E-04,0.0129
Nov_2019,3,AEME,8,TRST,8,2.816394014,0.167479069,9.00E-04,0.0144
Nov_2019,3,HINI,8,COTA,8,7.440820419,0.347039911,3.00E-04,0.0129
Nov_2019,3,HINI,8,KOEL,8,4.663460344,0.249871152,8.00E-04,0.0144
Nov_2019,3,HINI,8,LOAF,8,8.923502125,0.389273073,4.00E-04,0.0129
Nov_2019,3,HINI,8,OUOU,8,4.757881641,0.253647066,4.00E-04,0.0129
Nov_2019,3,HINI,8,PHAF,8,7.83789284,0.358912506,3.00E-04,0.0129
Nov_2019,3,HINI,8,REAR,8,5.160103005,0.269314993,8.00E-04,0.0144
Nov_2019,3,HINI,8,SYCA,8,8.896615371,0.388555917,1.00E-04,0.0055
Nov_2019,3,HINI,8,TRAN,8,11.61878593,0.453526016,4.00E-04,0.0129
Nov_2019,3,HINI,8,TRST,8,8.027241599,0.364423369,4.00E-04,0.0129
Nov_2019,3,COTA,8,KOEL,8,2.907649474,0.171972425,0.0147,0.0822
Nov_2019,3,COTA,8,LOAF,8,7.141456371,0.337793965,1.00E-04,0.0055
Nov_2019,3,COTA,8,OUOU,8,4.42821209,0.240295264,3.00E-04,0.0129
Nov_2019,3,COTA,8,PHAF,8,3.380257319,0.194488336,0.0037,0.035
Nov_2019,3,COTA,8,REAR,8,4.896566033,0.259124649,4.00E-04,0.0129
Nov_2019,3,COTA,8,SYCA,8,6.11018133,0.303835218,0.0011,0.0165
Nov_2019,3,COTA,8,TRAN,8,9.852390392,0.413056731,4.00E-04,0.0129
Nov_2019,3,COTA,8,TRST,8,9.076781728,0.393329617,2.00E-04,0.0096
Nov_2019,3,KOEL,8,LOAF,8,3.369849643,0.194005689,3.00E-04,0.0129
Nov_2019,3,KOEL,8,OUOU,8,1.205106484,0.079256695,0.2499,0.7497
Nov_2019,3,KOEL,8,PHAF,8,2.007947043,0.125434388,0.0465,0.186
Nov_2019,3,KOEL,8,REAR,8,1.279886174,0.083762808,0.2629,0.7497
Nov_2019,3,KOEL,8,SYCA,8,4.505261771,0.243458419,0.0014,0.0196
Nov_2019,3,KOEL,8,TRAN,8,4.725677475,0.252363498,5.00E-04,0.0129
Nov_2019,3,KOEL,8,TRST,8,4.480136315,0.242429831,3.00E-04,0.0129
Nov_2019,3,LOAF,8,OUOU,8,2.238582133,0.137855763,0.0025,0.0275
Nov_2019,3,LOAF,8,PHAF,8,4.68316566,0.250662321,7.00E-04,0.0133
Nov_2019,3,LOAF,8,REAR,8,4.077139093,0.22554117,5.00E-04,0.0129
Nov_2019,3,LOAF,8,SYCA,8,9.632573216,0.407597308,4.00E-04,0.0129
Nov_2019,3,LOAF,8,TRAN,8,5.233598475,0.272107088,3.00E-04,0.0129
Nov_2019,3,LOAF,8,TRST,8,4.220778309,0.231646433,6.00E-04,0.0132
Nov_2019,3,OUOU,8,PHAF,8,2.768583343,0.165105381,0.0021,0.0252
Nov_2019,3,OUOU,8,REAR,8,1.19616108,0.078714688,0.2663,0.7497
Nov_2019,3,OUOU,8,SYCA,8,6.134962504,0.304692025,1.00E-04,0.0055
Nov_2019,3,OUOU,8,TRAN,8,3.726150742,0.210206423,2.00E-04,0.0096
Nov_2019,3,OUOU,8,TRST,8,3.264639015,0.189093963,3.00E-04,0.0129
Nov_2019,3,PHAF,8,REAR,8,3.1469856,0.183529961,0.0016,0.0208
Nov_2019,3,PHAF,8,SYCA,8,7.480842556,0.348256477,2.00E-04,0.0096
Nov_2019,3,PHAF,8,TRAN,8,6.381443032,0.313100649,3.00E-04,0.0129
Nov_2019,3,PHAF,8,TRST,8,6.208908151,0.3072362,3.00E-04,0.0129
Nov_2019,3,REAR,8,SYCA,8,6.909455961,0.330446472,2.00E-04,0.0096
Nov_2019,3,REAR,8,TRAN,8,5.3107468,0.275015092,4.00E-04,0.0129
Nov_2019,3,REAR,8,TRST,8,4.898914485,0.259216713,1.00E-04,0.0055
Nov_2019,3,SYCA,8,TRAN,8,12.8136133,0.477877157,1.00E-04,0.0055
Nov_2019,3,SYCA,8,TRST,8,11.73708378,0.456037828,2.00E-04,0.0096
Nov_2019,3,TRAN,8,TRST,8,2.715236848,0.162440824,0.0083,0.0664
Nov_2019,4,AEME,8,HINI,8,4.616813434,0.247991604,4.00E-04,0.0129
Nov_2019,4,AEME,8,COTA,8,4.483920676,0.242584934,3.00E-04,0.0129
Nov_2019,4,AEME,8,KOEL,8,2.415942689,0.147170512,0.0026,0.0264
Nov_2019,4,AEME,8,LOAF,8,3.792729375,0.213161752,0.0014,0.019
Nov_2019,4,AEME,8,OUOU,8,1.353278251,0.088142625,0.1614,0.1614
Nov_2019,4,AEME,8,PHAF,8,4.745870454,0.253168849,3.00E-04,0.0129
Nov_2019,4,AEME,8,REAR,8,2.72216265,0.162787715,3.00E-04,0.0129
Nov_2019,4,AEME,8,SYCA,8,6.691028439,0.323378244,1.00E-04,0.0055
Nov_2019,4,AEME,8,TRAN,8,2.957775745,0.174420029,7.00E-04,0.0154
Nov_2019,4,AEME,8,TRST,8,2.417151629,0.147233313,2.00E-04,0.0106
Nov_2019,4,HINI,8,COTA,8,3.227199455,0.187331636,0.013,0.039
Nov_2019,4,HINI,8,KOEL,8,3.753436024,0.211420258,0.0037,0.0296
Nov_2019,4,HINI,8,LOAF,8,9.446256278,0.402889748,3.00E-04,0.0129
Nov_2019,4,HINI,8,OUOU,8,4.543673978,0.245025553,0.0011,0.019
Nov_2019,4,HINI,8,PHAF,8,6.747439719,0.325217945,0.0011,0.019
Nov_2019,4,HINI,8,REAR,8,3.98452024,0.221552768,0.0024,0.0264
Nov_2019,4,HINI,8,SYCA,8,5.762683427,0.291594178,4.00E-04,0.0129
Nov_2019,4,HINI,8,TRAN,8,8.829886559,0.386768744,2.00E-04,0.0106
Nov_2019,4,HINI,8,TRST,8,6.383772505,0.313179148,3.00E-04,0.0129
Nov_2019,4,COTA,8,KOEL,8,1.70364355,0.108487151,0.0785,0.157
Nov_2019,4,COTA,8,LOAF,8,9.161073666,0.395537521,6.00E-04,0.0144
Nov_2019,4,COTA,8,OUOU,8,4.819679552,0.256097854,2.00E-04,0.0106
Nov_2019,4,COTA,8,PHAF,8,3.693651826,0.208755765,0.0049,0.0343
Nov_2019,4,COTA,8,REAR,8,4.065228756,0.225030572,3.00E-04,0.0129
Nov_2019,4,COTA,8,SYCA,8,3.960541925,0.220513498,0.0011,0.019
Nov_2019,4,COTA,8,TRAN,8,8.63338001,0.381444575,2.00E-04,0.0106
Nov_2019,4,COTA,8,TRST,8,8.119333939,0.367069549,2.00E-04,0.0106
Nov_2019,4,KOEL,8,LOAF,8,5.147624841,0.268838819,8.00E-04,0.0168
Nov_2019,4,KOEL,8,OUOU,8,2.564022206,0.154794661,0.0025,0.0264
Nov_2019,4,KOEL,8,PHAF,8,2.613275416,0.157300433,0.0062,0.0343
Nov_2019,4,KOEL,8,REAR,8,2.468841997,0.149909872,0.0095,0.038
Nov_2019,4,KOEL,8,SYCA,8,4.043701542,0.224105987,0.001,0.019
Nov_2019,4,KOEL,8,TRAN,8,4.729206165,0.252504357,4.00E-04,0.0129
Nov_2019,4,KOEL,8,TRST,8,4.868607861,0.258026872,3.00E-04,0.0129
Nov_2019,4,LOAF,8,OUOU,8,3.563932808,0.202912004,0.0012,0.019
Nov_2019,4,LOAF,8,PHAF,8,8.608195598,0.380755534,2.00E-04,0.0106
Nov_2019,4,LOAF,8,REAR,8,5.156137868,0.269163748,8.00E-04,0.0168
Nov_2019,4,LOAF,8,SYCA,8,13.31539115,0.487468441,3.00E-04,0.0129
Nov_2019,4,LOAF,8,TRAN,8,6.53759225,0.318323208,4.00E-04,0.0129
Nov_2019,4,LOAF,8,TRST,8,6.444757013,0.315227861,4.00E-04,0.0129
Nov_2019,4,OUOU,8,PHAF,8,4.744998809,0.253134122,2.00E-04,0.0106
Nov_2019,4,OUOU,8,REAR,8,2.257115701,0.138838632,0.0054,0.0343
Nov_2019,4,OUOU,8,SYCA,8,7.016278675,0.333849716,4.00E-04,0.0129
Nov_2019,4,OUOU,8,TRAN,8,4.082175474,0.225756878,2.00E-04,0.0106
Nov_2019,4,OUOU,8,TRST,8,3.647766639,0.206698486,6.00E-04,0.0144
Nov_2019,4,PHAF,8,REAR,8,3.488286831,0.199464182,1.00E-04,0.0055
Nov_2019,4,PHAF,8,SYCA,8,7.871238199,0.359889922,0.001,0.019
Nov_2019,4,PHAF,8,TRAN,8,8.214406913,0.369778358,5.00E-04,0.013
Nov_2019,4,PHAF,8,TRST,8,8.694026182,0.383097566,3.00E-04,0.0129
Nov_2019,4,REAR,8,SYCA,8,6.585851567,0.31992126,2.00E-04,0.0106
Nov_2019,4,REAR,8,TRAN,8,4.803502215,0.255457848,3.00E-04,0.0129
Nov_2019,4,REAR,8,TRST,8,4.8294538,0.256484009,5.00E-04,0.013
Nov_2019,4,SYCA,8,TRAN,8,11.35833278,0.447913232,2.00E-04,0.0106
Nov_2019,4,SYCA,8,TRST,8,11.18925124,0.444207378,3.00E-04,0.0129
Nov_2019,4,TRAN,8,TRST,8,2.587815529,0.156007012,0.0019,0.0228
Nov_2019,5,AEME,8,HINI,8,5.419959033,0.279092197,3.00E-04,0.0117
Nov_2019,5,AEME,8,COTA,8,3.571233614,0.203243192,1.00E-04,0.0055
Nov_2019,5,AEME,8,KOEL,8,1.985477862,0.124205099,0.0182,0.1456
Nov_2019,5,AEME,8,LOAF,8,1.880868973,0.11843615,0.0354,0.2124
Nov_2019,5,AEME,8,OUOU,8,1.684738069,0.107412573,0.0209,0.1463
Nov_2019,5,AEME,8,PHAF,8,2.587920202,0.156012337,9.00E-04,0.0198
Nov_2019,5,AEME,8,REAR,8,2.310300209,0.141646701,0.0023,0.0368
Nov_2019,5,AEME,8,SYCA,8,6.041523795,0.301450322,1.00E-04,0.0055
Nov_2019,5,AEME,8,TRAN,8,2.985809851,0.175782602,7.00E-04,0.0161
Nov_2019,5,AEME,8,TRST,8,2.567273838,0.154960548,0.0038,0.0532
Nov_2019,5,HINI,8,COTA,8,3.988985179,0.221745982,0.0045,0.0532
Nov_2019,5,HINI,8,KOEL,8,5.701158219,0.289381881,3.00E-04,0.0117
Nov_2019,5,HINI,8,LOAF,8,6.249593648,0.308628102,5.00E-04,0.0135
Nov_2019,5,HINI,8,OUOU,8,4.091850286,0.226170912,0.001,0.02
Nov_2019,5,HINI,8,PHAF,8,5.702588762,0.289433477,6.00E-04,0.015
Nov_2019,5,HINI,8,REAR,8,5.65898723,0.287857516,3.00E-04,0.0117
Nov_2019,5,HINI,8,SYCA,8,6.553751307,0.318859132,4.00E-04,0.012
Nov_2019,5,HINI,8,TRAN,8,10.78835234,0.435218614,4.00E-04,0.012
Nov_2019,5,HINI,8,TRST,8,7.086053386,0.336054038,3.00E-04,0.0117
Nov_2019,5,COTA,8,KOEL,8,3.774555269,0.212357227,0.0039,0.0532
Nov_2019,5,COTA,8,LOAF,8,4.217507131,0.231508466,6.00E-04,0.015
Nov_2019,5,COTA,8,OUOU,8,3.144705921,0.183421398,2.00E-04,0.009
Nov_2019,5,COTA,8,PHAF,8,2.4497356,0.148922491,0.0161,0.1449
Nov_2019,5,COTA,8,REAR,8,3.963414875,0.220638164,5.00E-04,0.0135
Nov_2019,5,COTA,8,SYCA,8,3.916831048,0.21861182,0.0016,0.0288
Nov_2019,5,COTA,8,TRAN,8,8.724814358,0.383933361,1.00E-04,0.0055
Nov_2019,5,COTA,8,TRST,8,7.565173757,0.350805138,1.00E-04,0.0055
Nov_2019,5,KOEL,8,LOAF,8,2.836521412,0.168474315,9.00E-04,0.0198
Nov_2019,5,KOEL,8,OUOU,8,1.627148544,0.104123189,0.0638,0.2124
Nov_2019,5,KOEL,8,PHAF,8,2.050965222,0.127778311,0.0379,0.2124
Nov_2019,5,KOEL,8,REAR,8,1.792664679,0.113512489,0.0732,0.2124
Nov_2019,5,KOEL,8,SYCA,8,6.243588969,0.308423026,2.00E-04,0.009
Nov_2019,5,KOEL,8,TRAN,8,4.691382529,0.250991735,3.00E-04,0.0117
Nov_2019,5,KOEL,8,TRST,8,4.416056166,0.239793804,2.00E-04,0.009
Nov_2019,5,LOAF,8,OUOU,8,2.299442233,0.141074903,0.0078,0.078
Nov_2019,5,LOAF,8,PHAF,8,3.022499956,0.177559111,0.004,0.0532
Nov_2019,5,LOAF,8,REAR,8,2.947518464,0.173920357,0.0025,0.0375
Nov_2019,5,LOAF,8,SYCA,8,6.568148612,0.319335918,2.00E-04,0.009
Nov_2019,5,LOAF,8,TRAN,8,4.33190173,0.236304001,1.00E-04,0.0055
Nov_2019,5,LOAF,8,TRST,8,4.124018377,0.227544372,3.00E-04,0.0117
Nov_2019,5,OUOU,8,PHAF,8,2.600062402,0.156629676,1.00E-04,0.0055
Nov_2019,5,OUOU,8,REAR,8,0.635401529,0.043415381,0.8207,0.8207
Nov_2019,5,OUOU,8,SYCA,8,5.639084079,0.287135798,4.00E-04,0.012
Nov_2019,5,OUOU,8,TRAN,8,4.374642054,0.238080396,1.00E-04,0.0055
Nov_2019,5,OUOU,8,TRST,8,3.544749984,0.202040496,3.00E-04,0.0117
Nov_2019,5,PHAF,8,REAR,8,2.7357705,0.163468452,0.0021,0.0357
Nov_2019,5,PHAF,8,SYCA,8,5.395607272,0.278187076,0.0011,0.0209
Nov_2019,5,PHAF,8,TRAN,8,6.176628923,0.306127894,2.00E-04,0.009
Nov_2019,5,PHAF,8,TRST,8,5.846593328,0.294589264,3.00E-04,0.0117
Nov_2019,5,REAR,8,SYCA,8,6.965357878,0.332231766,1.00E-04,0.0055
Nov_2019,5,REAR,8,TRAN,8,5.196089717,0.270684801,3.00E-04,0.0117
Nov_2019,5,REAR,8,TRST,8,4.6921613,0.251022941,1.00E-04,0.0055
Nov_2019,5,SYCA,8,TRAN,8,12.46472886,0.470994013,2.00E-04,0.009
Nov_2019,5,SYCA,8,TRST,8,10.71169891,0.433466713,1.00E-04,0.0055
Nov_2019,5,TRAN,8,TRST,8,1.957791828,0.122685635,0.0379,0.2124
Nov_2019,6,AEME,8,HINI,8,3.766437141,0.211997325,4.00E-04,0.0102
Nov_2019,6,AEME,8,COTA,8,3.746154651,0.211096698,3.00E-04,0.0102
Nov_2019,6,AEME,8,KOEL,8,1.919388754,0.120569249,0.0178,0.089
Nov_2019,6,AEME,8,LOAF,8,3.455593111,0.197964806,2.00E-04,0.0096
Nov_2019,6,AEME,8,OUOU,8,1.573840541,0.101056675,0.0347,0.1388
Nov_2019,6,AEME,8,PHAF,8,3.471564563,0.198697979,4.00E-04,0.0102
Nov_2019,6,AEME,8,REAR,8,2.449132806,0.148891302,6.00E-04,0.0108
Nov_2019,6,AEME,8,SYCA,8,6.131259754,0.304564137,2.00E-04,0.0096
Nov_2019,6,AEME,8,TRAN,8,3.585035584,0.203868543,4.00E-04,0.0102
Nov_2019,6,AEME,8,TRST,8,2.882081966,0.170718397,0.0044,0.036
Nov_2019,6,HINI,8,COTA,8,3.843252285,0.215389674,0.0046,0.036
Nov_2019,6,HINI,8,KOEL,8,4.012927202,0.222780404,3.00E-04,0.0102
Nov_2019,6,HINI,8,LOAF,8,7.902780858,0.360811758,2.00E-04,0.0096
Nov_2019,6,HINI,8,OUOU,8,2.669887663,0.160162307,0.0017,0.0221
Nov_2019,6,HINI,8,PHAF,8,4.798083035,0.255243209,0.0013,0.0182
Nov_2019,6,HINI,8,REAR,8,3.172276627,0.184732444,0.0047,0.036
Nov_2019,6,HINI,8,SYCA,8,4.179867379,0.229917375,5.00E-04,0.0105
Nov_2019,6,HINI,8,TRAN,8,10.23681006,0.422366229,2.00E-04,0.0096
Nov_2019,6,HINI,8,TRST,8,8.052623527,0.365154899,5.00E-04,0.0105
Nov_2019,6,COTA,8,KOEL,8,3.784014386,0.212776165,0.004,0.036
Nov_2019,6,COTA,8,LOAF,8,9.328942063,0.39988706,1.00E-04,0.0055
Nov_2019,6,COTA,8,OUOU,8,3.657998582,0.207158165,2.00E-04,0.0096
Nov_2019,6,COTA,8,PHAF,8,3.75438365,0.211462348,0.0012,0.018
Nov_2019,6,COTA,8,REAR,8,4.618168285,0.248046328,2.00E-04,0.0096
Nov_2019,6,COTA,8,SYCA,8,6.074544919,0.302599384,0.0011,0.0176
Nov_2019,6,COTA,8,TRAN,8,11.49052486,0.450776315,2.00E-04,0.0096
Nov_2019,6,COTA,8,TRST,8,9.828904904,0.412478246,3.00E-04,0.0102
Nov_2019,6,KOEL,8,LOAF,8,4.615908937,0.247955066,3.00E-04,0.0102
Nov_2019,6,KOEL,8,OUOU,8,1.944557341,0.121957437,0.0018,0.0221
Nov_2019,6,KOEL,8,PHAF,8,2.846419017,0.168962853,0.0028,0.028
Nov_2019,6,KOEL,8,REAR,8,0.891849467,0.059888429,0.5315,0.5315
Nov_2019,6,KOEL,8,SYCA,8,6.618361527,0.320993573,1.00E-04,0.0055
Nov_2019,6,KOEL,8,TRAN,8,5.901188421,0.296524423,1.00E-04,0.0055
