SampleID,TopSeqSpeciesID
PNG_19_REAR_14,['Redunca arundinum']
PNG_19_SYCA_09,['Syncerus caffer']
PNG_19_SYCA_10,['Syncerus caffer']
PNG_19_SYCA_11,['Syncerus caffer']
PNG_19_SYCA_16,['Kobus ellipsiprymnus']
PNG_19_SYCA_17,['Syncerus caffer']
PNG_19_SYCA_18,['Kobus ellipsiprymnus']
PNG_19_SYCA_19,['Syncerus caffer']
PNG_19_SYCA_21,['Kobus ellipsiprymnus']
PNG_19_SYCA_22,['Syncerus caffer']
PNG_19_SYCA_23,['Syncerus caffer']
PNG_19_SYCA_24,['Syncerus caffer']
PNG_19_SYCA_25,['Syncerus caffer']
PNG_19_SYCA_26,['Syncerus caffer']
PNG_19_SYCA_29,['Syncerus caffer']
PNG_19_SYCA_30,['Syncerus caffer']
PNG_19_SYCA_31,['Kobus ellipsiprymnus']
PNG_19_SYCA_33,['Syncerus caffer']
PNG_19_SYCA_34,['Syncerus caffer']
PNG_19_SYCA_35,['Syncerus caffer']
PNG_19_SYCA_38,['Syncerus caffer']
PNG_19_SYCA_40,['Syncerus caffer']
PNG_19_SYCA_41,['Kobus ellipsiprymnus']
PNG_19_SYCA_42,['Syncerus caffer']
PNG_19_SYCA_43,['Syncerus caffer']
PNG_19_SYCA_44,['Syncerus caffer']
PNG_19_SYCA_45,['Syncerus caffer']
PNG_19_TAOR_04,['Taurotragus oryx']
PNG_19_TAOR_10,['Taurotragus oryx']
PNG_19_TAOR_15,['Taurotragus oryx']
PNG_19_TRAN_12,['Tragelaphus angasii']
PNG_19_TRAN_13,['Tragelaphus angasii']
PNG_19_TRAN_14,['Tragelaphus angasii']
PNG_19_TRAN_15,['Tragelaphus angasii']
PNG_19_TRAN_24,['Tragelaphus angasii']
PNG_19_TRAN_26,['Tragelaphus angasii']
PNG_19_TRAN_27,['Tragelaphus angasii']
PNG_19_TRAN_28,['Tragelaphus angasii']
PNG_19_TRAN_29,['Tragelaphus angasii']
PNG_19_TRAN_30,['Tragelaphus angasii']
PNG_19_TRAN_32,['Tragelaphus angasii']
PNG_19_TRAN_33,['Tragelaphus angasii']
PNG_19_TRAN_35,['Aepyceros melampus']
PNG_19_TRAN_36,['Tragelaphus angasii']
PNG_19_TRAN_37,['Tragelaphus angasii']
PNG_19_TRAN_38,['Tragelaphus angasii']
PNG_19_TRAN_39,['Tragelaphus angasii']
PNG_19_TRAN_40,['Aepyceros melampus']
PNG_19_TRAN_41,['Tragelaphus angasii']
PNG_19_TRAN_43,['Tragelaphus angasii']
PNG_19_TRAN_44,['Tragelaphus angasii']
PNG_19_TRSC_01,['Tragelaphus scriptus']
PNG_19_TRSC_02,['Aepyceros melampus']
PNG_19_TRSC_04,['Tragelaphus scriptus']
PNG_19_TRSC_05,['Kobus ellipsiprymnus']
PNG_19_TRSC_07,['Tragelaphus scriptus']
PNG_19_TRSC_08,['Kobus ellipsiprymnus']
PNG_19_TRSC_09,['Aepyceros melampus']
PNG_19_TRSC_101,['Tragelaphus scriptus']
PNG_19_TRSC_102,['Ourebia ourebi']
PNG_19_TRSC_103,['Tragelaphus scriptus']
PNG_19_TRSC_104,['Tragelaphus scriptus']
PNG_19_TRSC_105,['Tragelaphus scriptus']
PNG_19_TRSC_108,['Tragelaphus scriptus']
PNG_19_TRSC_109,['Tragelaphus scriptus']
PNG_19_TRSC_111,['Tragelaphus scriptus']
PNG_19_TRSC_99,['Aepyceros melampus']
PNG_19_TRST_04,['Tragelaphus strepsiceros']
PNG_19_TRST_06,['Tragelaphus strepsiceros']
PNG_19_TRST_07,['Tragelaphus strepsiceros']
PNG_19_TRST_08,['Tragelaphus strepsiceros']
PNG_19_TRST_09,['Tragelaphus strepsiceros']
PNG_19_TRST_10,['Tragelaphus strepsiceros']
PNG_19_TRST_11,['Tragelaphus strepsiceros']
PNG_19_TRST_12,['Tragelaphus strepsiceros']
PNG_19_TRST_13,['Tragelaphus strepsiceros']
PNG_19_TRST_30,['Tragelaphus strepsiceros']
PNG_19_TRST_41,['Tragelaphus strepsiceros']
PNG_19_TRST_45,['Tragelaphus strepsiceros']
PNG_19_UKWN_01,['Phacochoerus africanus']
PNG_20_AEME_13,['Aepyceros melampus']
PNG_20_AEME_14,['Aepyceros melampus']
PNG_20_AEME_15,['Aepyceros melampus']
PNG_20_ALBU_01,['Hippotragus niger']
PNG_20_COTA_01,['Connochaetes taurinus']
PNG_20_COTA_02,['Connochaetes taurinus']
PNG_20_COTA_05,['Connochaetes taurinus']
PNG_20_COTA_07,['Connochaetes taurinus']
PNG_20_COTA_09,['Connochaetes taurinus']
PNG_20_COTA_10,['Connochaetes taurinus']
PNG_20_COTA_11,['Connochaetes taurinus']
PNG_20_COTA_12,['Connochaetes taurinus']
PNG_20_HINI_01,['Hippotragus niger']
PNG_20_HINI_03,['Alcelaphus buselaphus']
PNG_20_HINI_04,['Alcelaphus buselaphus']
PNG_20_HINI_05,['Hippotragus niger']
PNG_20_HINI_06,['Connochaetes taurinus']
PNG_20_HINI_07,['Hippotragus niger']
PNG_20_HINI_08,['Hippotragus niger']
PNG_20_HINI_09,['Hippotragus niger']
PNG_20_KOEL_11,['Kobus ellipsiprymnus']
PNG_20_KOEL_13,['Kobus ellipsiprymnus']
PNG_20_KOEL_14,['Kobus ellipsiprymnus']
PNG_20_KOEL_15,['Kobus ellipsiprymnus']
PNG_20_OUOU_02,['Aepyceros melampus']
PNG_20_OUOU_05,['Aepyceros melampus']
PNG_20_PHAF_01,['Phacochoerus africanus']
PNG_20_PHAF_07,['Phacochoerus africanus']
PNG_20_SYCA_02,['Kobus ellipsiprymnus']
PNG_20_SYCA_03,['Kobus ellipsiprymnus']
PNG_20_SYCA_04,['Syncerus caffer']
PNG_20_SYCA_07,['Syncerus caffer']
PNG_20_TRAN_01,['Tragelaphus angasii']
PNG_20_TRAN_02,['Kobus ellipsiprymnus']
PNG_20_TRAN_03,['Aepyceros melampus']
PNG_20_TRAN_04,['Aepyceros melampus']
PNG_20_TRAN_05,['Tragelaphus angasii']
PNG_20_TRAN_06,['Tragelaphus angasii']
PNG_20_TRSC_01,['Aepyceros melampus']
PNG_20_TRSC_02,['Aepyceros melampus']
PNG_20_TRSC_03,['Tragelaphus angasii']
PNG_20_TRSC_04,['Tragelaphus angasii']
PNG_20_TRST_01,['Tragelaphus strepsiceros']
PNG_20_TRST_02,['Tragelaphus strepsiceros']
PNG_20_TRST_03,['Tragelaphus strepsiceros']
PNG_20_TRST_05,['Tragelaphus strepsiceros']
PNG_20_TRST_06,['Tragelaphus strepsiceros']
PNG_20_TRST_07,['Tragelaphus strepsiceros']
PNG_20_TRST_08,['Tragelaphus strepsiceros']
PNG_20_TRST_09,['Tragelaphus strepsiceros']
PNG_20_TRST_10,['Tragelaphus strepsiceros']
SER_18_AEME_61,['Aepyceros melampus']
SER_18_EUTH_77,['Eudorcas thomsonii']
