CP,Iteration,Species1,nSamples1,Species2,nSamples2,F,R2,P,adjP
Jul_2019,1,AEME,8,KOEL,8,4.158520257,0.229012067,2.00E-04,0.0102
Jul_2019,1,AEME,8,HINI,8,11.55259659,0.452110475,2.00E-04,0.0102
Jul_2019,1,AEME,8,COTA,7,13.41587961,0.507871773,9.00E-04,0.0117
Jul_2019,1,AEME,8,LOAF,8,2.6028624,0.156771907,0.0023,0.0276
Jul_2019,1,AEME,8,OUOU,8,2.669685056,0.160152099,0.0047,0.0423
Jul_2019,1,AEME,8,PHAF,8,5.999659677,0.299988088,2.00E-04,0.0102
Jul_2019,1,AEME,8,REAR,8,5.335176111,0.275931084,3.00E-04,0.0111
Jul_2019,1,AEME,8,SYCA,8,7.209434574,0.339916397,5.00E-04,0.0111
Jul_2019,1,AEME,8,TRAN,8,7.148038025,0.338000055,3.00E-04,0.0111
Jul_2019,1,AEME,8,TRST,8,6.641460929,0.321753434,4.00E-04,0.0111
Jul_2019,1,KOEL,8,HINI,8,3.696660813,0.208890302,0.0029,0.029
Jul_2019,1,KOEL,8,COTA,7,5.313528435,0.290142255,5.00E-04,0.0111
Jul_2019,1,KOEL,8,LOAF,8,3.09725716,0.181155207,2.00E-04,0.0102
Jul_2019,1,KOEL,8,OUOU,8,1.149162992,0.075856534,0.2826,0.8644
Jul_2019,1,KOEL,8,PHAF,8,1.150426451,0.075933602,0.2739,0.8644
Jul_2019,1,KOEL,8,REAR,8,0.921425709,0.061751854,0.5046,0.8644
Jul_2019,1,KOEL,8,SYCA,8,3.054256585,0.179090573,8.00E-04,0.0112
Jul_2019,1,KOEL,8,TRAN,8,6.627912331,0.321307955,1.00E-04,0.0055
Jul_2019,1,KOEL,8,TRST,8,7.458700007,0.347583964,3.00E-04,0.0111
Jul_2019,1,HINI,8,COTA,7,17.02817147,0.567073206,5.00E-04,0.0111
Jul_2019,1,HINI,8,LOAF,8,9.070699697,0.393169683,4.00E-04,0.0111
Jul_2019,1,HINI,8,OUOU,8,6.302883998,0.310442792,2.00E-04,0.0102
Jul_2019,1,HINI,8,PHAF,8,5.933683668,0.297671207,4.00E-04,0.0111
Jul_2019,1,HINI,8,REAR,8,6.594646762,0.320211696,1.00E-04,0.0055
Jul_2019,1,HINI,8,SYCA,8,5.609386248,0.286056186,3.00E-04,0.0111
Jul_2019,1,HINI,8,TRAN,8,17.1599185,0.550704858,6.00E-04,0.0111
Jul_2019,1,HINI,8,TRST,8,19.55949552,0.582830439,3.00E-04,0.0111
Jul_2019,1,COTA,7,LOAF,8,10.43343171,0.445237037,3.00E-04,0.0111
Jul_2019,1,COTA,7,OUOU,8,6.629945122,0.337746493,4.00E-04,0.0111
Jul_2019,1,COTA,7,PHAF,8,2.76524075,0.175401111,0.0733,0.3665
Jul_2019,1,COTA,7,REAR,8,8.686827493,0.400557781,1.00E-04,0.0055
Jul_2019,1,COTA,7,SYCA,8,10.67435606,0.450882636,1.00E-04,0.0055
Jul_2019,1,COTA,7,TRAN,8,20.61336198,0.61324904,2.00E-04,0.0102
Jul_2019,1,COTA,7,TRST,8,24.12571221,0.649838367,2.00E-04,0.0102
Jul_2019,1,LOAF,8,OUOU,8,2.626264539,0.157958785,0.0024,0.0276
Jul_2019,1,LOAF,8,PHAF,8,4.9610296,0.261643471,2.00E-04,0.0102
Jul_2019,1,LOAF,8,REAR,8,4.405617911,0.239362674,4.00E-04,0.0111
Jul_2019,1,LOAF,8,SYCA,8,5.711113343,0.289740779,4.00E-04,0.0111
Jul_2019,1,LOAF,8,TRAN,8,4.835691931,0.256730252,3.00E-04,0.0111
Jul_2019,1,LOAF,8,TRST,8,3.963580497,0.220645349,7.00E-04,0.0111
Jul_2019,1,OUOU,8,PHAF,8,2.419752624,0.147368397,0.0166,0.1155
Jul_2019,1,OUOU,8,REAR,8,1.272937611,0.083345958,0.2161,0.8644
Jul_2019,1,OUOU,8,SYCA,8,4.367589045,0.237787825,3.00E-04,0.0111
Jul_2019,1,OUOU,8,TRAN,8,5.964619093,0.298759474,4.00E-04,0.0111
Jul_2019,1,OUOU,8,TRST,8,6.57706528,0.31963087,2.00E-04,0.0102
Jul_2019,1,PHAF,8,REAR,8,2.84246015,0.168767515,0.0165,0.1155
Jul_2019,1,PHAF,8,SYCA,8,4.466244537,0.241859926,2.00E-04,0.0102
Jul_2019,1,PHAF,8,TRAN,8,8.649053137,0.381872614,4.00E-04,0.0111
Jul_2019,1,PHAF,8,TRST,8,9.618644321,0.407247943,3.00E-04,0.0111
Jul_2019,1,REAR,8,SYCA,8,4.649948972,0.249327705,2.00E-04,0.0102
Jul_2019,1,REAR,8,TRAN,8,7.677503913,0.354169186,3.00E-04,0.0111
Jul_2019,1,REAR,8,TRST,8,8.52475335,0.378461563,2.00E-04,0.0102
Jul_2019,1,SYCA,8,TRAN,8,11.28464389,0.446304244,2.00E-04,0.0102
Jul_2019,1,SYCA,8,TRST,8,12.78638759,0.477346471,2.00E-04,0.0102
Jul_2019,1,TRAN,8,TRST,8,3.321736665,0.191766953,0.0092,0.0736
Jul_2019,2,AEME,8,KOEL,8,2.975506447,0.175282337,0.0028,0.028
Jul_2019,2,AEME,8,HINI,8,9.714424653,0.409642013,2.00E-04,0.0094
Jul_2019,2,AEME,8,COTA,7,9.374846003,0.418990415,2.00E-04,0.0094
Jul_2019,2,AEME,8,LOAF,8,2.32836627,0.142596401,0.0012,0.0144
Jul_2019,2,AEME,8,OUOU,8,1.636979002,0.104686398,0.0412,0.1456
Jul_2019,2,AEME,8,PHAF,8,5.096767602,0.266891639,2.00E-04,0.0094
Jul_2019,2,AEME,8,REAR,8,2.961045725,0.174579196,6.00E-04,0.0114
Jul_2019,2,AEME,8,SYCA,8,4.731054251,0.252578108,5.00E-04,0.011
Jul_2019,2,AEME,8,TRAN,8,5.395071378,0.278167132,8.00E-04,0.012
Jul_2019,2,AEME,8,TRST,8,4.626722578,0.248391662,7.00E-04,0.0114
Jul_2019,2,KOEL,8,HINI,8,4.003998928,0.222394977,0.002,0.022
Jul_2019,2,KOEL,8,COTA,7,4.5913344,0.26099978,3.00E-04,0.0102
Jul_2019,2,KOEL,8,LOAF,8,4.043084503,0.224079453,1.00E-04,0.0055
Jul_2019,2,KOEL,8,OUOU,8,1.926706567,0.12097332,0.0364,0.1456
Jul_2019,2,KOEL,8,PHAF,8,1.295071783,0.084672488,0.2178,0.4356
Jul_2019,2,KOEL,8,REAR,8,2.970734322,0.175050429,0.0049,0.028
Jul_2019,2,KOEL,8,SYCA,8,2.865250878,0.169890795,8.00E-04,0.012
Jul_2019,2,KOEL,8,TRAN,8,9.185576637,0.396176329,1.00E-04,0.0055
Jul_2019,2,KOEL,8,TRST,8,8.186820396,0.368994757,4.00E-04,0.0108
Jul_2019,2,HINI,8,COTA,7,22.13788044,0.630028908,1.00E-04,0.0055
Jul_2019,2,HINI,8,LOAF,8,13.34239396,0.487974607,1.00E-04,0.0055
Jul_2019,2,HINI,8,OUOU,8,7.129770807,0.33742774,2.00E-04,0.0094
Jul_2019,2,HINI,8,PHAF,8,6.47106341,0.316107829,4.00E-04,0.0108
Jul_2019,2,HINI,8,REAR,8,8.26943788,0.371335726,2.00E-04,0.0094
Jul_2019,2,HINI,8,SYCA,8,6.955627514,0.3319217,5.00E-04,0.011
Jul_2019,2,HINI,8,TRAN,8,25.65258547,0.646933489,6.00E-04,0.0114
Jul_2019,2,HINI,8,TRST,8,21.8267139,0.609230139,2.00E-04,0.0094
Jul_2019,2,COTA,7,LOAF,8,13.35474515,0.506730195,1.00E-04,0.0055
Jul_2019,2,COTA,7,OUOU,8,6.711560954,0.340488557,3.00E-04,0.0102
Jul_2019,2,COTA,7,PHAF,8,3.578819966,0.21586699,0.0029,0.028
Jul_2019,2,COTA,7,REAR,8,8.972537459,0.408352357,2.00E-04,0.0094
Jul_2019,2,COTA,7,SYCA,8,10.28260325,0.441643193,2.00E-04,0.0094
Jul_2019,2,COTA,7,TRAN,8,27.61623739,0.679930963,2.00E-04,0.0094
Jul_2019,2,COTA,7,TRST,8,22.99101223,0.638798711,4.00E-04,0.0108
Jul_2019,2,LOAF,8,OUOU,8,2.898412721,0.171519821,6.00E-04,0.0114
Jul_2019,2,LOAF,8,PHAF,8,7.398720704,0.345755282,5.00E-04,0.011
Jul_2019,2,LOAF,8,REAR,8,4.64253752,0.249029271,1.00E-04,0.0055
Jul_2019,2,LOAF,8,SYCA,8,6.801229623,0.326962865,4.00E-04,0.0108
Jul_2019,2,LOAF,8,TRAN,8,7.93945074,0.361880105,3.00E-04,0.0102
Jul_2019,2,LOAF,8,TRST,8,4.467038291,0.241892513,0.0011,0.0143
Jul_2019,2,OUOU,8,PHAF,8,2.959833371,0.174520192,0.0032,0.028
Jul_2019,2,OUOU,8,REAR,8,1.34261263,0.087508735,0.2191,0.4356
Jul_2019,2,OUOU,8,SYCA,8,3.96949267,0.220901766,1.00E-04,0.0055
Jul_2019,2,OUOU,8,TRAN,8,6.996109082,0.333209789,3.00E-04,0.0102
Jul_2019,2,OUOU,8,TRST,8,6.021212985,0.300741668,2.00E-04,0.0094
Jul_2019,2,PHAF,8,REAR,8,3.298352186,0.190674357,0.0044,0.028
Jul_2019,2,PHAF,8,SYCA,8,4.827766527,0.256417378,3.00E-04,0.0102
Jul_2019,2,PHAF,8,TRAN,8,13.36623495,0.488420675,3.00E-04,0.0102
Jul_2019,2,PHAF,8,TRST,8,11.71347035,0.455538291,4.00E-04,0.0108
Jul_2019,2,REAR,8,SYCA,8,4.834071833,0.256666316,2.00E-04,0.0094
Jul_2019,2,REAR,8,TRAN,8,8.75720035,0.384810092,2.00E-04,0.0094
Jul_2019,2,REAR,8,TRST,8,7.546884808,0.350254103,3.00E-04,0.0102
Jul_2019,2,SYCA,8,TRAN,8,13.19002622,0.485105314,2.00E-04,0.0094
Jul_2019,2,SYCA,8,TRST,8,11.75146177,0.456341542,1.00E-04,0.0055
Jul_2019,2,TRAN,8,TRST,8,4.935264087,0.260638778,0.0033,0.028
Jul_2019,3,AEME,8,KOEL,8,1.634907674,0.104567786,0.1016,0.1974
Jul_2019,3,AEME,8,HINI,8,6.457627008,0.315658654,2.00E-04,0.0098
Jul_2019,3,AEME,8,COTA,7,7.486035997,0.365421402,2.00E-04,0.0098
Jul_2019,3,AEME,8,LOAF,8,2.900995812,0.171646443,4.00E-04,0.0102
Jul_2019,3,AEME,8,OUOU,8,2.057547886,0.128135871,0.0387,0.1795
Jul_2019,3,AEME,8,PHAF,8,3.124527164,0.182459179,3.00E-04,0.0102
Jul_2019,3,AEME,8,REAR,8,3.994665588,0.221991655,0.001,0.012
Jul_2019,3,AEME,8,SYCA,8,3.958874591,0.220441129,2.00E-04,0.0098
Jul_2019,3,AEME,8,TRAN,8,5.943478037,0.298016125,1.00E-04,0.0055
Jul_2019,3,AEME,8,TRST,8,4.650629794,0.249355107,2.00E-04,0.0098
Jul_2019,3,KOEL,8,HINI,8,4.501153211,0.243290413,4.00E-04,0.0102
Jul_2019,3,KOEL,8,COTA,7,5.701499027,0.304868557,0.0011,0.0121
Jul_2019,3,KOEL,8,LOAF,8,3.080210944,0.180337992,2.00E-04,0.0098
Jul_2019,3,KOEL,8,OUOU,8,1.769920307,0.112233941,0.0658,0.1974
Jul_2019,3,KOEL,8,PHAF,8,1.712118516,0.108968025,0.0802,0.1974
Jul_2019,3,KOEL,8,REAR,8,3.433375869,0.196942686,0.005,0.035
Jul_2019,3,KOEL,8,SYCA,8,3.654862426,0.207017327,9.00E-04,0.0117
Jul_2019,3,KOEL,8,TRAN,8,7.843710312,0.359083242,2.00E-04,0.0098
Jul_2019,3,KOEL,8,TRST,8,6.769150578,0.325923323,2.00E-04,0.0098
Jul_2019,3,HINI,8,COTA,7,13.02610424,0.500501501,1.00E-04,0.0055
Jul_2019,3,HINI,8,LOAF,8,8.006707847,0.363830333,4.00E-04,0.0102
Jul_2019,3,HINI,8,OUOU,8,6.588004355,0.319992372,1.00E-04,0.0055
Jul_2019,3,HINI,8,PHAF,8,4.83673021,0.256771221,4.00E-04,0.0102
Jul_2019,3,HINI,8,REAR,8,8.000541069,0.363652014,4.00E-04,0.0102
Jul_2019,3,HINI,8,SYCA,8,3.920962056,0.21879194,0.0014,0.014
Jul_2019,3,HINI,8,TRAN,8,16.64630872,0.543174999,3.00E-04,0.0102
Jul_2019,3,HINI,8,TRST,8,14.43042098,0.507569726,3.00E-04,0.0102
Jul_2019,3,COTA,7,LOAF,8,11.17212597,0.462190458,2.00E-04,0.0098
Jul_2019,3,COTA,7,OUOU,8,8.964364527,0.408132205,2.00E-04,0.0098
Jul_2019,3,COTA,7,PHAF,8,5.234524386,0.28706668,0.0018,0.0162
Jul_2019,3,COTA,7,REAR,8,11.05713104,0.459619687,3.00E-04,0.0102
Jul_2019,3,COTA,7,SYCA,8,10.1344218,0.438066786,2.00E-04,0.0098
Jul_2019,3,COTA,7,TRAN,8,24.43662458,0.652746471,3.00E-04,0.0102
Jul_2019,3,COTA,7,TRST,8,20.3211907,0.609857879,4.00E-04,0.0102
Jul_2019,3,LOAF,8,OUOU,8,3.225680611,0.18725998,5.00E-04,0.0102
Jul_2019,3,LOAF,8,PHAF,8,5.034468282,0.264492194,3.00E-04,0.0102
Jul_2019,3,LOAF,8,REAR,8,5.649592395,0.287517027,2.00E-04,0.0098
Jul_2019,3,LOAF,8,SYCA,8,5.570210308,0.284627003,4.00E-04,0.0102
Jul_2019,3,LOAF,8,TRAN,8,6.900000218,0.330143548,6.00E-04,0.0102
Jul_2019,3,LOAF,8,TRST,8,4.302017968,0.235057029,3.00E-04,0.0102
Jul_2019,3,OUOU,8,PHAF,8,3.289459808,0.190258102,6.00E-04,0.0102
Jul_2019,3,OUOU,8,REAR,8,3.618749958,0.205391981,0.0022,0.0176
Jul_2019,3,OUOU,8,SYCA,8,4.909166645,0.25961835,1.00E-04,0.0055
Jul_2019,3,OUOU,8,TRAN,8,8.215201121,0.369800889,2.00E-04,0.0098
Jul_2019,3,OUOU,8,TRST,8,6.49935883,0.31705181,1.00E-04,0.0055
Jul_2019,3,PHAF,8,REAR,8,3.123944899,0.18243138,0.0098,0.0588
Jul_2019,3,PHAF,8,SYCA,8,4.169073069,0.229459866,2.00E-04,0.0098
Jul_2019,3,PHAF,8,TRAN,8,9.452099865,0.40303853,2.00E-04,0.0098
Jul_2019,3,PHAF,8,TRST,8,8.267587054,0.371283473,2.00E-04,0.0098
Jul_2019,3,REAR,8,SYCA,8,6.190688516,0.306611065,3.00E-04,0.0102
Jul_2019,3,REAR,8,TRAN,8,10.15572899,0.420427344,3.00E-04,0.0102
Jul_2019,3,REAR,8,TRST,8,8.949254749,0.389958404,3.00E-04,0.0102
Jul_2019,3,SYCA,8,TRAN,8,12.09630422,0.463525567,3.00E-04,0.0102
Jul_2019,3,SYCA,8,TRST,8,10.76981993,0.434796053,1.00E-04,0.0055
