Timestamp;Timestamp [s];ImageNr;Image1;Image2;Image3;Temperature [°C];Relative Humidity [%];Column1 [px];Column1 Valid;Column2 [px];Column2 Valid;Column3 [px];Column3 Valid;Column4 [px];Column4 Valid;Column5 [px];Column5 Valid;Column6 [px];Column6 Valid;Column7 [px];Column7 Valid;Column8 [px];Column8 Valid;Column9 [px];Column9 Valid
28/09/2021 11:44;0;0;Image20210928-104450_0_65.000.bmp;Image20210928-104450_0_80.000.bmp;Image20210928-104450_0_120.000.bmp;;;;FALSE;;FALSE;;FALSE;;FALSE;1824.1294;TRUE;;FALSE;808.7075;TRUE;;FALSE;;FALSE
28/09/2021 11:59;900;1;Image20210928-105950_1_65.000.bmp;Image20210928-105950_1_80.000.bmp;Image20210928-105950_1_120.000.bmp;;;838.8458;TRUE;845.4047;TRUE;;FALSE;;FALSE;;FALSE;;FALSE;808.9162;TRUE;1041.5214;TRUE;;FALSE
28/09/2021 12:14;1800;2;Image20210928-111450_2_65.000.bmp;Image20210928-111450_2_80.000.bmp;Image20210928-111450_2_120.000.bmp;;;853.6695;TRUE;855.8629;TRUE;;FALSE;;FALSE;;FALSE;;FALSE;;FALSE;;FALSE;;FALSE
28/09/2021 12:29;2700;3;Image20210928-112950_3_65.000.bmp;Image20210928-112950_3_80.000.bmp;Image20210928-112950_3_120.000.bmp;;;872.1151;TRUE;874.156;TRUE;841.1617;TRUE;871.9875;TRUE;835.7192;TRUE;822.852;TRUE;;FALSE;;FALSE;;FALSE
28/09/2021 12:44;3600;4;Image20210928-114450_4_65.000.bmp;Image20210928-114450_4_80.000.bmp;Image20210928-114450_4_120.000.bmp;;;894.736;TRUE;899.3545;TRUE;860.7151;TRUE;895.6971;TRUE;858.3123;TRUE;837.0347;TRUE;801.7933;TRUE;860.0233;TRUE;822.9019;TRUE
28/09/2021 12:59;4500;5;Image20210928-115950_5_65.000.bmp;Image20210928-115950_5_80.000.bmp;Image20210928-115950_5_120.000.bmp;;;919.285;TRUE;921.7917;TRUE;884.6701;TRUE;919.744;TRUE;884.0523;TRUE;857.398;TRUE;820.5939;TRUE;872.0622;TRUE;832.9416;TRUE
28/09/2021 13:14;5400;6;Image20210928-121450_6_65.000.bmp;Image20210928-121450_6_80.000.bmp;Image20210928-121450_6_120.000.bmp;;;946.0341;TRUE;947.4763;TRUE;908.2759;TRUE;945.5392;TRUE;910.2737;TRUE;882.465;TRUE;844.4586;TRUE;893.0369;TRUE;849.524;TRUE
28/09/2021 13:29;6300;7;Image20210928-122950_7_65.000.bmp;Image20210928-122950_7_80.000.bmp;Image20210928-122950_7_120.000.bmp;;;970.3562;TRUE;974.6611;TRUE;934.2146;TRUE;971.6149;TRUE;935.7;TRUE;907.205;TRUE;868.2883;TRUE;916.8641;TRUE;866.7041;TRUE
28/09/2021 13:44;7200;8;Image20210928-124450_8_65.000.bmp;Image20210928-124450_8_80.000.bmp;Image20210928-124450_8_120.000.bmp;;;995.2628;TRUE;1000.3029;TRUE;959.1879;TRUE;998.5543;TRUE;960.9353;TRUE;930.6057;TRUE;893.6248;TRUE;939.7703;TRUE;888.6234;TRUE
28/09/2021 13:59;8100;9;Image20210928-125950_9_65.000.bmp;Image20210928-125950_9_80.000.bmp;Image20210928-125950_9_120.000.bmp;;;1020.9077;TRUE;1025.0495;TRUE;982.6711;TRUE;1023.2879;TRUE;986.0207;TRUE;956.0981;TRUE;919.948;TRUE;965.0082;TRUE;912.6552;TRUE
28/09/2021 14:14;9000;10;Image20210928-131450_10_65.000.bmp;Image20210928-131450_10_80.000.bmp;Image20210928-131450_10_120.000.bmp;;;1045.2002;TRUE;1049.264;TRUE;1007.5264;TRUE;1046.9514;TRUE;1011.8051;TRUE;980.9232;TRUE;944.2436;TRUE;989.8623;TRUE;938.2121;TRUE
