Test;Test301;;;;;;;;;;;;;;;;;;;;;
Mud;MA;;;;;;;;;;;;;;;Column 1 was misplaced in the outer left position. The backlight quality at this location influenced the processing of these images in a negative way;;;;;;
Duration;;;;;;;;;;;;;;;;;;;;;;
Column;Col1;;;;;;;;;;;;;;;;;;;;;
ClimateDataFile;C:\_data\18_005 slibkolom\Proefbeelden kolommen\Run 3\Test301_MA\Test301_ClimatedataHal3.csv;;;;;;;;;;;;;;;;;;;;;
Time Stamp;C:\_projects\18_005_MudConsolidationColumns\Processing\Branch\10SmallColumns\Source\TFS\TFS_Tubes_v1\TFS_Tubes_col1_Test301.ini;;;;;;;;;;;;;;;;;;;;;
Timestamp;Timestamp [s];ImageNr;Image1;Image2;Image3;Temperature [°C];Relative Humidity [%];Column1 [px];Column1 Valid;Column2 [px];Column2 Valid;Column3 [px];Column3 Valid;;;;;? Z1;;? Z2;;? Z3
27/05/2020 12:11;86400;5;Image20200527-111149_5_65.000.bmp;Image20200527-111149_5_80.000.bmp;Image20200527-111149_5_120.000.bmp;;;19.062.772;TRUE;19.191.532;TRUE;19.650.524;TRUE;;;1800;;28.615;;29.721;;28.220
27/05/2020 12:41;88199;6;Image20200527-114148_6_65.000.bmp;Image20200527-114148_6_80.000.bmp;Image20200527-114148_6_120.000.bmp;;;19.093.214;TRUE;19.221.840;TRUE;19.680.359;TRUE;;;1799;;30.442;;30.308;;29.835
27/05/2020 13:11;90000;7;Image20200527-121149_7_65.000.bmp;Image20200527-121149_7_80.000.bmp;Image20200527-121149_7_120.000.bmp;;;19.122.299;TRUE;19.251.073;TRUE;19.709.039;TRUE;;;1801;;29.085;;29.233;;28.680
27/05/2020 13:41;91800;8;Image20200527-124149_8_65.000.bmp;Image20200527-124149_8_80.000.bmp;Image20200527-124149_8_120.000.bmp;;;19.151.893;TRUE;19.281.062;TRUE;19.736.541;TRUE;;;1800;;29.594;;29.989;;27.502
27/05/2020 14:11;93600;9;Image20200527-131149_9_65.000.bmp;Image20200527-131149_9_80.000.bmp;Image20200527-131149_9_120.000.bmp;;;19.178.940;TRUE;19.310.046;TRUE;19.764.598;TRUE;;;1800;;27.047;;28.984;;28.057
27/05/2020 14:41;95400;10;Image20200527-134149_10_65.000.bmp;Image20200527-134149_10_80.000.bmp;Image20200527-134149_10_120.000.bmp;;;19.207.621;TRUE;19.336.578;TRUE;19.793.444;TRUE;;;1800;;28.681;;26.532;;28.846
27/05/2020 15:11;97200;11;Image20200527-141149_11_65.000.bmp;Image20200527-141149_11_80.000.bmp;Image20200527-141149_11_120.000.bmp;;;19.232.665;TRUE;19.365.897;TRUE;19.818.910;TRUE;;;1800;;25.044;;29.319;;25.466
27/05/2020 15:41;99000;12;Image20200527-144149_12_65.000.bmp;Image20200527-144149_12_80.000.bmp;Image20200527-144149_12_120.000.bmp;;;19.261.602;TRUE;19.392.615;TRUE;19.846.559;TRUE;;;1800;;28.937;;26.718;;27.649
27/05/2020 16:11;100800;13;Image20200527-151149_13_65.000.bmp;Image20200527-151149_13_80.000.bmp;Image20200527-151149_13_120.000.bmp;;;19.285.141;TRUE;19.419.348;TRUE;19.871.765;TRUE;;;1800;;23.539;;26.733;;25.206
27/05/2020 16:41;102600;14;Image20200527-154149_14_65.000.bmp;Image20200527-154149_14_80.000.bmp;Image20200527-154149_14_120.000.bmp;;;19.309.593;TRUE;19.446.861;TRUE;19.896.335;TRUE;;;1800;;24.452;;27.513;;24.570
27/05/2020 17:11;104400;15;Image20200527-161149_15_65.000.bmp;Image20200527-161149_15_80.000.bmp;Image20200527-161149_15_120.000.bmp;;;19.333.573;TRUE;19.472.763;TRUE;19.922.970;TRUE;;;1800;;23.980;;25.902;;26.635
27/05/2020 17:41;106200;16;Image20200527-164149_16_65.000.bmp;Image20200527-164149_16_80.000.bmp;Image20200527-164149_16_120.000.bmp;;;19.358.389;TRUE;19.497.874;TRUE;19.950.066;TRUE;;;1800;;24.816;;25.111;;27.096
27/05/2020 18:11;108000;17;Image20200527-171149_17_65.000.bmp;Image20200527-171149_17_80.000.bmp;Image20200527-171149_17_120.000.bmp;;;19.381.838;TRUE;19.524.069;TRUE;19.973.010;TRUE;;;1800;;23.449;;26.195;;22.944
27/05/2020 18:41;109800;18;Image20200527-174149_18_65.000.bmp;Image20200527-174149_18_80.000.bmp;Image20200527-174149_18_120.000.bmp;;;19.406.341;TRUE;19.549.672;TRUE;19.996.472;TRUE;;;1800;;24.503;;25.603;;23.462
27/05/2020 19:11;111600;19;Image20200527-181149_19_65.000.bmp;Image20200527-181149_19_80.000.bmp;Image20200527-181149_19_120.000.bmp;;;19.428.771;TRUE;19.573.718;TRUE;20.020.585;TRUE;;;1800;;22.430;;24.046;;24.113
27/05/2020 19:41;113400;20;Image20200527-184149_20_65.000.bmp;Image20200527-184149_20_80.000.bmp;Image20200527-184149_20_120.000.bmp;;;19.451.702;TRUE;19.598.085;TRUE;20.044.363;TRUE;;;1800;;22.931;;24.367;;23.778
27/05/2020 20:11;115200;21;Image20200527-191149_21_65.000.bmp;Image20200527-191149_21_80.000.bmp;Image20200527-191149_21_120.000.bmp;;;19.478.500;TRUE;19.622.720;TRUE;20.069.249;TRUE;;;1800;;26.798;;24.635;;24.886
27/05/2020 20:41;117000;22;Image20200527-194149_22_65.000.bmp;Image20200527-194149_22_80.000.bmp;Image20200527-194149_22_120.000.bmp;;;19.498.947;TRUE;19.647.792;TRUE;20.090.778;TRUE;;;1800;;20.447;;25.072;;21.529
27/05/2020 21:11;118800;23;Image20200527-201149_23_65.000.bmp;Image20200527-201149_23_80.000.bmp;Image20200527-201149_23_120.000.bmp;;;19.520.845;TRUE;19.670.810;TRUE;20.113.775;TRUE;;;1800;;21.898;;23.018;;22.997
27/05/2020 21:41;120600;24;Image20200527-204149_24_65.000.bmp;Image20200527-204149_24_80.000.bmp;Image20200527-204149_24_120.000.bmp;;;19.542.378;TRUE;19.694.565;TRUE;20.135.269;TRUE;;;1800;;21.533;;23.755;;21.494
27/05/2020 22:11;122400;25;Image20200527-211149_25_65.000.bmp;Image20200527-211149_25_80.000.bmp;Image20200527-211149_25_120.000.bmp;;;19.564.056;TRUE;19.718.079;TRUE;20.158.721;TRUE;;;1800;;21.678;;23.514;;23.452
27/05/2020 22:41;124200;26;Image20200527-214149_26_65.000.bmp;Image20200527-214149_26_80.000.bmp;Image20200527-214149_26_120.000.bmp;;;19.585.213;TRUE;19.741.299;TRUE;20.180.364;TRUE;;;1800;;21.157;;23.220;;21.643
27/05/2020 23:11;126000;27;Image20200527-221149_27_65.000.bmp;Image20200527-221149_27_80.000.bmp;Image20200527-221149_27_120.000.bmp;;;19.606.614;TRUE;19.765.137;TRUE;20.202.239;TRUE;;;1800;;21.401;;23.838;;21.875
27/05/2020 23:41;127800;28;Image20200527-224149_28_65.000.bmp;Image20200527-224149_28_80.000.bmp;Image20200527-224149_28_120.000.bmp;;;19.626.673;TRUE;19.787.730;TRUE;20.223.250;TRUE;;;1800;;20.059;;22.593;;21.011
28/05/2020 0:11;129600;29;Image20200527-231149_29_65.000.bmp;Image20200527-231149_29_80.000.bmp;Image20200527-231149_29_120.000.bmp;;;19.647.776;TRUE;19.808.940;TRUE;20.244.811;TRUE;;;1800;;21.103;;21.210;;21.561
28/05/2020 0:41;131400;30;Image20200527-234149_30_65.000.bmp;Image20200527-234149_30_80.000.bmp;Image20200527-234149_30_120.000.bmp;;;19.668.551;TRUE;19.830.863;TRUE;20.266.014;TRUE;;;1800;;20.775;;21.923;;21.203
28/05/2020 1:11;133200;31;Image20200528-001149_31_65.000.bmp;Image20200528-001149_31_80.000.bmp;Image20200528-001149_31_120.000.bmp;;;19.688.495;TRUE;19.851.944;TRUE;20.286.895;TRUE;;;1800;;19.944;;21.081;;20.881
28/05/2020 1:41;134999;32;Image20200528-004148_32_65.000.bmp;Image20200528-004148_32_80.000.bmp;Image20200528-004148_32_120.000.bmp;;;19.708.539;TRUE;19.873.856;TRUE;20.306.843;TRUE;;;1799;;20.044;;21.912;;19.948
28/05/2020 2:11;136800;33;Image20200528-011149_33_65.000.bmp;Image20200528-011149_33_80.000.bmp;Image20200528-011149_33_120.000.bmp;;;19.728.673;TRUE;19.895.143;TRUE;20.326.370;TRUE;;;1801;;20.134;;21.287;;19.527
28/05/2020 2:41;138599;34;Image20200528-014148_34_65.000.bmp;Image20200528-014148_34_80.000.bmp;Image20200528-014148_34_120.000.bmp;;;19.747.397;TRUE;19.916.221;TRUE;20.345.353;TRUE;;;1799;;18.724;;21.078;;18.983
28/05/2020 3:11;140400;35;Image20200528-021149_35_65.000.bmp;Image20200528-021149_35_80.000.bmp;Image20200528-021149_35_120.000.bmp;;;19.768.638;TRUE;19.937.396;TRUE;20.365.219;TRUE;;;1801;;21.241;;21.175;;19.866
28/05/2020 3:41;142199;36;Image20200528-024148_36_65.000.bmp;Image20200528-024148_36_80.000.bmp;Image20200528-024148_36_120.000.bmp;;;19.787.865;TRUE;19.957.779;TRUE;20.384.441;TRUE;;;1799;;19.227;;20.383;;19.222
28/05/2020 4:11;144000;37;Image20200528-031149_37_65.000.bmp;Image20200528-031149_37_80.000.bmp;Image20200528-031149_37_120.000.bmp;;;19.805.757;TRUE;19.977.528;TRUE;20.403.483;TRUE;;;1801;;17.892;;19.749;;19.042
28/05/2020 4:41;145799;38;Image20200528-034148_38_65.000.bmp;Image20200528-034148_38_80.000.bmp;Image20200528-034148_38_120.000.bmp;;;19.825.526;TRUE;19.997.067;TRUE;20.421.649;TRUE;;;1799;;19.769;;19.539;;18.166
28/05/2020 5:11;147600;39;Image20200528-041149_39_65.000.bmp;Image20200528-041149_39_80.000.bmp;Image20200528-041149_39_120.000.bmp;;;19.843.271;TRUE;20.018.214;TRUE;20.440.507;TRUE;;;1801;;17.745;;21.147;;18.858
28/05/2020 5:41;149399;40;Image20200528-044148_40_65.000.bmp;Image20200528-044148_40_80.000.bmp;Image20200528-044148_40_120.000.bmp;;;19.864.338;TRUE;20.037.687;TRUE;20.458.077;TRUE;;;1799;;21.067;;19.473;;17.570
28/05/2020 6:11;151200;41;Image20200528-051149_41_65.000.bmp;Image20200528-051149_41_80.000.bmp;Image20200528-051149_41_120.000.bmp;;;19.881.552;TRUE;20.056.586;TRUE;20.477.130;TRUE;;;1801;;17.214;;18.899;;19.053
28/05/2020 6:41;153000;42;Image20200528-054149_42_65.000.bmp;Image20200528-054149_42_80.000.bmp;Image20200528-054149_42_120.000.bmp;;;19.901.055;TRUE;20.075.842;TRUE;20.496.283;TRUE;;;1800;;19.503;;19.256;;19.153
28/05/2020 7:11;154800;43;Image20200528-061149_43_65.000.bmp;Image20200528-061149_43_80.000.bmp;Image20200528-061149_43_120.000.bmp;;;19.918.726;TRUE;20.095.121;TRUE;20.512.275;TRUE;;;1800;;17.671;;19.279;;15.992
28/05/2020 7:41;156599;44;Image20200528-064148_44_65.000.bmp;Image20200528-064148_44_80.000.bmp;Image20200528-064148_44_120.000.bmp;;;19.937.111;TRUE;20.113.817;TRUE;20.530.526;TRUE;;;1799;;18.385;;18.696;;18.251
28/05/2020 8:11;158400;45;Image20200528-071149_45_65.000.bmp;Image20200528-071149_45_80.000.bmp;Image20200528-071149_45_120.000.bmp;;;19.953.683;TRUE;20.132.458;TRUE;20.548.184;TRUE;;;1801;;16.572;;18.641;;17.658
28/05/2020 8:41;160200;46;Image20200528-074149_46_65.000.bmp;Image20200528-074149_46_80.000.bmp;Image20200528-074149_46_120.000.bmp;;;19.971.937;TRUE;20.151.311;TRUE;20.564.777;TRUE;;;1800;;18.254;;18.853;;16.593
28/05/2020 9:11;162000;47;Image20200528-081149_47_65.000.bmp;Image20200528-081149_47_80.000.bmp;Image20200528-081149_47_120.000.bmp;;;19.989.499;TRUE;20.169.652;TRUE;20.580.811;TRUE;;;1800;;17.562;;18.341;;16.034
28/05/2020 9:41;163800;48;Image20200528-084149_48_65.000.bmp;Image20200528-084149_48_80.000.bmp;Image20200528-084149_48_120.000.bmp;;;20.004.692;TRUE;20.186.932;TRUE;20.597.781;TRUE;;;1800;;15.193;;17.280;;16.970
28/05/2020 10:11;165600;49;Image20200528-091149_49_65.000.bmp;Image20200528-091149_49_80.000.bmp;Image20200528-091149_49_120.000.bmp;;;20.022.586;TRUE;20.204.464;TRUE;20.615.222;TRUE;;;1800;;17.894;;17.532;;17.441
28/05/2020 10:41;167400;50;Image20200528-094149_50_65.000.bmp;Image20200528-094149_50_80.000.bmp;Image20200528-094149_50_120.000.bmp;;;20.042.016;TRUE;20.222.888;TRUE;20.629.679;TRUE;;;1800;;19.430;;18.424;;14.457
28/05/2020 11:11;169200;51;Image20200528-101149_51_65.000.bmp;Image20200528-101149_51_80.000.bmp;Image20200528-101149_51_120.000.bmp;;;20.055.755;TRUE;20.239.843;TRUE;20.647.085;TRUE;;;1800;;13.739;;16.955;;17.406
28/05/2020 11:41;171000;52;Image20200528-104149_52_65.000.bmp;Image20200528-104149_52_80.000.bmp;Image20200528-104149_52_120.000.bmp;;;20.072.260;TRUE;20.256.697;TRUE;20.661.794;TRUE;;;1800;;16.505;;16.854;;14.709
28/05/2020 12:11;172800;53;Image20200528-111149_53_65.000.bmp;Image20200528-111149_53_80.000.bmp;Image20200528-111149_53_120.000.bmp;;;20.086.143;TRUE;20.273.033;TRUE;20.676.147;TRUE;;;1800;;13.883;;16.336;;14.353
28/05/2020 12:41;174600;54;Image20200528-114149_54_65.000.bmp;Image20200528-114149_54_80.000.bmp;Image20200528-114149_54_120.000.bmp;;;20.102.913;TRUE;20.290.666;TRUE;20.694.067;TRUE;;;1800;;16.770;;17.633;;17.920
28/05/2020 13:11;176400;55;Image20200528-121149_55_65.000.bmp;Image20200528-121149_55_80.000.bmp;Image20200528-121149_55_120.000.bmp;;;20.119.560;TRUE;20.307.773;TRUE;20.707.942;TRUE;;;1800;;16.647;;17.107;;13.875
28/05/2020 13:41;178200;56;Image20200528-124149_56_65.000.bmp;Image20200528-124149_56_80.000.bmp;Image20200528-124149_56_120.000.bmp;;;20.134.536;TRUE;20.324.498;TRUE;20.722.812;TRUE;;;1800;;14.976;;16.725;;14.870
28/05/2020 14:11;179999;57;Image20200528-131148_57_65.000.bmp;Image20200528-131148_57_80.000.bmp;Image20200528-131148_57_120.000.bmp;;;20.148.129;TRUE;20.339.619;TRUE;20.737.887;TRUE;;;1799;;13.593;;15.121;;15.075
28/05/2020 14:41;181800;58;Image20200528-134149_58_65.000.bmp;Image20200528-134149_58_80.000.bmp;Image20200528-134149_58_120.000.bmp;;;20.163.574;TRUE;20.356.590;TRUE;20.753.519;TRUE;;;1801;;15.445;;16.971;;15.632
28/05/2020 15:11;183600;59;Image20200528-141149_59_65.000.bmp;Image20200528-141149_59_80.000.bmp;Image20200528-141149_59_120.000.bmp;;;20.179.176;TRUE;20.372.720;TRUE;20.768.810;TRUE;;;1800;;15.602;;16.130;;15.291
28/05/2020 15:41;185400;60;Image20200528-144149_60_65.000.bmp;Image20200528-144149_60_80.000.bmp;Image20200528-144149_60_120.000.bmp;;;20.194.583;TRUE;20.388.735;TRUE;20.782.677;TRUE;;;1800;;15.407;;16.015;;13.867
28/05/2020 16:11;187200;61;Image20200528-151149_61_65.000.bmp;Image20200528-151149_61_80.000.bmp;Image20200528-151149_61_120.000.bmp;;;20.208.605;TRUE;20.405.405;TRUE;20.796.581;TRUE;;;1800;;14.022;;16.670;;13.904
28/05/2020 16:41;189000;62;Image20200528-154149_62_65.000.bmp;Image20200528-154149_62_80.000.bmp;Image20200528-154149_62_120.000.bmp;;;20.222.285;TRUE;20.419.920;TRUE;20.811.904;TRUE;;;1800;;13.680;;14.515;;15.323
28/05/2020 17:11;190800;63;Image20200528-161149_63_65.000.bmp;Image20200528-161149_63_80.000.bmp;Image20200528-161149_63_120.000.bmp;;;20.237.363;TRUE;20.435.578;TRUE;20.826.986;TRUE;;;1800;;15.078;;15.658;;15.082
28/05/2020 17:41;192600;64;Image20200528-164149_64_65.000.bmp;Image20200528-164149_64_80.000.bmp;Image20200528-164149_64_120.000.bmp;;;20.251.936;TRUE;20.451.965;TRUE;20.840.514;TRUE;;;1800;;14.573;;16.387;;13.528
28/05/2020 18:11;194400;65;Image20200528-171149_65_65.000.bmp;Image20200528-171149_65_80.000.bmp;Image20200528-171149_65_120.000.bmp;;;20.265.124;TRUE;20.467.444;TRUE;20.854.686;TRUE;;;1800;;13.188;;15.479;;14.172
28/05/2020 18:41;196200;66;Image20200528-174149_66_65.000.bmp;Image20200528-174149_66_80.000.bmp;Image20200528-174149_66_120.000.bmp;;;20.278.594;TRUE;20.481.957;TRUE;20.868.849;TRUE;;;1800;;13.470;;14.513;;14.163
28/05/2020 19:11;198000;67;Image20200528-181149_67_65.000.bmp;Image20200528-181149_67_80.000.bmp;Image20200528-181149_67_120.000.bmp;;;20.292.786;TRUE;20.497.776;TRUE;20.881.880;TRUE;;;1800;;14.192;;15.819;;13.031
28/05/2020 19:41;199800;68;Image20200528-184149_68_65.000.bmp;Image20200528-184149_68_80.000.bmp;Image20200528-184149_68_120.000.bmp;;;20.306.564;TRUE;20.513.042;TRUE;20.895.933;TRUE;;;1800;;13.778;;15.266;;14.053
28/05/2020 20:11;201600;69;Image20200528-191149_69_65.000.bmp;Image20200528-191149_69_80.000.bmp;Image20200528-191149_69_120.000.bmp;;;20.321.183;TRUE;20.528.091;TRUE;20.910.347;TRUE;;;1800;;14.619;;15.049;;14.414
28/05/2020 20:41;203400;70;Image20200528-194149_70_65.000.bmp;Image20200528-194149_70_80.000.bmp;Image20200528-194149_70_120.000.bmp;;;20.335.866;TRUE;20.542.881;TRUE;20.923.361;TRUE;;;1800;;14.683;;14.790;;13.014
28/05/2020 21:11;205200;71;Image20200528-201149_71_65.000.bmp;Image20200528-201149_71_80.000.bmp;Image20200528-201149_71_120.000.bmp;;;20.347.828;TRUE;20.557.316;TRUE;20.936.600;TRUE;;;1800;;11.962;;14.435;;13.239
28/05/2020 21:41;207000;72;Image20200528-204149_72_65.000.bmp;Image20200528-204149_72_80.000.bmp;Image20200528-204149_72_120.000.bmp;;;20.362.892;TRUE;20.572.629;TRUE;20.951.066;TRUE;;;1800;;15.064;;15.313;;14.466
28/05/2020 22:11;208800;73;Image20200528-211149_73_65.000.bmp;Image20200528-211149_73_80.000.bmp;Image20200528-211149_73_120.000.bmp;;;20.374.970;TRUE;20.587.600;TRUE;20.964.984;TRUE;;;1800;;12.078;;14.971;;13.918
28/05/2020 22:41;210600;74;Image20200528-214149_74_65.000.bmp;Image20200528-214149_74_80.000.bmp;Image20200528-214149_74_120.000.bmp;;;20.390.314;TRUE;20.602.207;TRUE;20.977.988;TRUE;;;1800;;15.344;;14.607;;13.004
28/05/2020 23:11;212400;75;Image20200528-221149_75_65.000.bmp;Image20200528-221149_75_80.000.bmp;Image20200528-221149_75_120.000.bmp;;;20.403.069;TRUE;20.616.489;TRUE;20.990.853;TRUE;;;1800;;12.755;;14.282;;12.865
28/05/2020 23:41;214200;76;Image20200528-224149_76_65.000.bmp;Image20200528-224149_76_80.000.bmp;Image20200528-224149_76_120.000.bmp;;;20.415.836;TRUE;20.631.315;TRUE;21.004.883;TRUE;;;1800;;12.767;;14.826;;14.030
29/05/2020 0:11;216000;77;Image20200528-231149_77_65.000.bmp;Image20200528-231149_77_80.000.bmp;Image20200528-231149_77_120.000.bmp;;;20.428.864;TRUE;20.645.576;TRUE;21.017.634;TRUE;;;1800;;13.028;;14.261;;12.751
29/05/2020 0:41;217800;78;Image20200528-234149_78_65.000.bmp;Image20200528-234149_78_80.000.bmp;Image20200528-234149_78_120.000.bmp;;;20.441.870;TRUE;20.659.899;TRUE;21.031.093;TRUE;;;1800;;13.006;;14.323;;13.459
29/05/2020 1:11;219600;79;Image20200529-001149_79_65.000.bmp;Image20200529-001149_79_80.000.bmp;Image20200529-001149_79_120.000.bmp;;;20.453.494;TRUE;20.673.976;TRUE;21.043.662;TRUE;;;1800;;11.624;;14.077;;12.569
29/05/2020 1:41;221400;80;Image20200529-004149_80_65.000.bmp;Image20200529-004149_80_80.000.bmp;Image20200529-004149_80_120.000.bmp;;;20.465.482;TRUE;20.688.437;TRUE;21.055.712;TRUE;;;1800;;11.988;;14.461;;12.050
29/05/2020 2:11;223200;81;Image20200529-011149_81_65.000.bmp;Image20200529-011149_81_80.000.bmp;Image20200529-011149_81_120.000.bmp;;;20.479.010;TRUE;20.702.565;TRUE;21.070.903;TRUE;;;1800;;13.528;;14.128;;15.191
29/05/2020 2:41;225000;82;Image20200529-014149_82_65.000.bmp;Image20200529-014149_82_80.000.bmp;Image20200529-014149_82_120.000.bmp;;;20.492.711;TRUE;20.716.378;TRUE;21.083.413;TRUE;;;1800;;13.701;;13.813;;12.510
29/05/2020 3:11;226800;83;Image20200529-021149_83_65.000.bmp;Image20200529-021149_83_80.000.bmp;Image20200529-021149_83_120.000.bmp;;;20.503.064;TRUE;20.731.157;TRUE;21.096.075;TRUE;;;1800;;10.353;;14.779;;12.662
29/05/2020 3:41;228600;84;Image20200529-024149_84_65.000.bmp;Image20200529-024149_84_80.000.bmp;Image20200529-024149_84_120.000.bmp;;;20.516.088;TRUE;20.743.901;TRUE;21.108.385;TRUE;;;1800;;13.024;;12.744;;12.310
29/05/2020 4:11;230400;85;Image20200529-031149_85_65.000.bmp;Image20200529-031149_85_80.000.bmp;Image20200529-031149_85_120.000.bmp;;;20.527.710;TRUE;20.757.549;TRUE;21.120.436;TRUE;;;1800;;11.622;;13.648;;12.051
29/05/2020 4:41;232200;86;Image20200529-034149_86_65.000.bmp;Image20200529-034149_86_80.000.bmp;Image20200529-034149_86_120.000.bmp;;;20.540.614;TRUE;20.770.812;TRUE;21.132.700;TRUE;;;1800;;12.904;;13.263;;12.264
29/05/2020 5:11;234000;87;Image20200529-041149_87_65.000.bmp;Image20200529-041149_87_80.000.bmp;Image20200529-041149_87_120.000.bmp;;;20.552.361;TRUE;20.784.519;TRUE;21.145.574;TRUE;;;1800;;11.747;;13.707;;12.874
29/05/2020 5:41;235800;88;Image20200529-044149_88_65.000.bmp;Image20200529-044149_88_80.000.bmp;Image20200529-044149_88_120.000.bmp;;;20.564.196;TRUE;20.797.155;TRUE;21.157.091;TRUE;;;1800;;11.835;;12.636;;11.517
29/05/2020 6:11;237600;89;Image20200529-051149_89_65.000.bmp;Image20200529-051149_89_80.000.bmp;Image20200529-051149_89_120.000.bmp;;;20.577.271;TRUE;20.811.273;TRUE;21.169.908;TRUE;;;1800;;13.075;;14.118;;12.817
29/05/2020 6:41;239400;90;Image20200529-054149_90_65.000.bmp;Image20200529-054149_90_80.000.bmp;Image20200529-054149_90_120.000.bmp;;;20.587.378;TRUE;20.825.240;TRUE;21.181.680;TRUE;;;1800;;10.107;;13.967;;11.772
29/05/2020 7:11;241200;91;Image20200529-061149_91_65.000.bmp;Image20200529-061149_91_80.000.bmp;Image20200529-061149_91_120.000.bmp;;;20.600.039;TRUE;20.838.483;TRUE;21.194.772;TRUE;;;1800;;12.661;;13.243;;13.092
29/05/2020 8:11;244800;92;Image20200529-071149_92_65.000.bmp;Image20200529-071149_92_80.000.bmp;Image20200529-071149_92_120.000.bmp;;;20.623.662;TRUE;20.863.287;TRUE;21.216.661;TRUE;;;3600;;23.623;;24.804;;21.889
29/05/2020 8:41;246600;93;Image20200529-074149_93_65.000.bmp;Image20200529-074149_93_80.000.bmp;Image20200529-074149_93_120.000.bmp;;;20.636.636;TRUE;20.875.684;TRUE;21.229.442;TRUE;;;1800;;12.974;;12.397;;12.781
29/05/2020 9:11;248400;94;Image20200529-081149_94_65.000.bmp;Image20200529-081149_94_80.000.bmp;Image20200529-081149_94_120.000.bmp;;;20.646.633;TRUE;20.888.455;TRUE;21.239.967;TRUE;;;1800;;9.997;;12.771;;10.525
29/05/2020 9:41;250200;95;Image20200529-084149_95_65.000.bmp;Image20200529-084149_95_80.000.bmp;Image20200529-084149_95_120.000.bmp;;;20.657.430;TRUE;20.899.462;TRUE;21.254.521;TRUE;;;1800;;10.797;;11.007;;14.554
29/05/2020 10:11;252000;96;Image20200529-091149_96_65.000.bmp;Image20200529-091149_96_80.000.bmp;Image20200529-091149_96_120.000.bmp;;;20.668.307;TRUE;20.912.195;TRUE;21.263.615;TRUE;;;1800;;10.877;;12.733;;9.094
29/05/2020 10:41;253800;97;Image20200529-094149_97_65.000.bmp;Image20200529-094149_97_80.000.bmp;Image20200529-094149_97_120.000.bmp;;;20.679.548;TRUE;20.923.052;TRUE;21.273.627;TRUE;;;1800;;11.241;;10.857;;10.012
29/05/2020 11:11;255600;98;Image20200529-101149_98_65.000.bmp;Image20200529-101149_98_80.000.bmp;Image20200529-101149_98_120.000.bmp;;;20.690.526;TRUE;20.935.259;TRUE;21.284.685;TRUE;;;1800;;10.978;;12.207;;11.058
29/05/2020 11:41;257400;99;Image20200529-104149_99_65.000.bmp;Image20200529-104149_99_80.000.bmp;Image20200529-104149_99_120.000.bmp;;;20.701.958;TRUE;20.947.296;TRUE;21.295.886;TRUE;;;1800;;11.432;;12.037;;11.201
29/05/2020 12:11;259200;100;Image20200529-111149_100_65.000.bmp;Image20200529-111149_100_80.000.bmp;Image20200529-111149_100_120.000.bmp;;;20.713.445;TRUE;20.959.346;TRUE;21.305.734;TRUE;;;1800;;11.487;;12.050;;9.848
29/05/2020 12:41;261000;101;Image20200529-114149_101_65.000.bmp;Image20200529-114149_101_80.000.bmp;Image20200529-114149_101_120.000.bmp;;;20.722.388;TRUE;20.970.441;TRUE;21.317.365;TRUE;;;1800;;8.943;;11.095;;11.631
29/05/2020 13:11;262800;102;Image20200529-121149_102_65.000.bmp;Image20200529-121149_102_80.000.bmp;Image20200529-121149_102_120.000.bmp;;;20.734.575;TRUE;20.982.764;TRUE;21.328.850;TRUE;;;1800;;12.187;;12.323;;11.485
29/05/2020 13:41;264600;103;Image20200529-124149_103_65.000.bmp;Image20200529-124149_103_80.000.bmp;Image20200529-124149_103_120.000.bmp;;;20.744.459;TRUE;20.993.976;TRUE;21.339.072;TRUE;;;1800;;9.884;;11.212;;10.222
29/05/2020 14:11;266400;104;Image20200529-131149_104_65.000.bmp;Image20200529-131149_104_80.000.bmp;Image20200529-131149_104_120.000.bmp;;;20.756.309;TRUE;21.005.582;TRUE;21.349.229;TRUE;;;1800;;11.850;;11.606;;10.157
29/05/2020 14:41;268200;105;Image20200529-134149_105_65.000.bmp;Image20200529-134149_105_80.000.bmp;Image20200529-134149_105_120.000.bmp;;;20.765.358;TRUE;21.017.438;TRUE;21.359.283;TRUE;;;1800;;9.049;;11.856;;10.054
29/05/2020 15:11;270000;106;Image20200529-141149_106_65.000.bmp;Image20200529-141149_106_80.000.bmp;Image20200529-141149_106_120.000.bmp;;;20.776.019;TRUE;21.028.538;TRUE;21.371.597;TRUE;;;1800;;10.661;;11.100;;12.314
29/05/2020 15:41;271800;107;Image20200529-144149_107_65.000.bmp;Image20200529-144149_107_80.000.bmp;Image20200529-144149_107_120.000.bmp;;;20.787.917;TRUE;21.040.614;TRUE;21.381.116;TRUE;;;1800;;11.898;;12.076;;9.519
29/05/2020 16:11;273600;108;Image20200529-151149_108_65.000.bmp;Image20200529-151149_108_80.000.bmp;Image20200529-151149_108_120.000.bmp;;;20.799.172;TRUE;21.051.204;TRUE;21.392.701;TRUE;;;1800;;11.255;;10.590;;11.585
29/05/2020 16:41;275400;109;Image20200529-154149_109_65.000.bmp;Image20200529-154149_109_80.000.bmp;Image20200529-154149_109_120.000.bmp;;;20.809.661;TRUE;21.062.504;TRUE;21.402.415;TRUE;;;1800;;10.489;;11.300;;9.714
