Timestamp;Timestamp [s];ImageNr;Image1;Image2;Image3;Temperature [°C];Relative Humidity [%];Column1 [px];Column1 Valid;Column2 [px];Column2 Valid;Column3 [px];Column3 Valid;Column4 [px];Column4 Valid;Column5 [px];Column5 Valid;Column6 [px];Column6 Valid;Column7 [px];Column7 Valid;Column8 [px];Column8 Valid;Column9 [px];Column9 Valid
17/08/2021 11:49;0;1;Image20210817-104903_1_65.000.bmp;Image20210817-104903_1_80.000.bmp;Image20210817-104903_1_120.000.bmp;;;;FALSE;;FALSE;;FALSE;;FALSE;;FALSE;809.1152;TRUE;808.9093;TRUE;;FALSE;807.6499;TRUE
17/08/2021 12:04;900;2;Image20210817-110403_2_65.000.bmp;Image20210817-110403_2_80.000.bmp;Image20210817-110403_2_120.000.bmp;;;;FALSE;;FALSE;;FALSE;;FALSE;;FALSE;;FALSE;808.9636;TRUE;;FALSE;807.7124;TRUE
17/08/2021 12:19;1800;3;Image20210817-111903_3_65.000.bmp;Image20210817-111903_3_80.000.bmp;Image20210817-111903_3_120.000.bmp;;;849.7852;TRUE;;FALSE;822.75;TRUE;;FALSE;;FALSE;;FALSE;809.0426;TRUE;;FALSE;807.6641;TRUE
17/08/2021 12:34;2700;4;Image20210817-113403_4_65.000.bmp;Image20210817-113403_4_80.000.bmp;Image20210817-113403_4_120.000.bmp;;;867.0777;TRUE;794.1049;TRUE;833.2298;TRUE;;FALSE;;FALSE;;FALSE;;FALSE;;FALSE;;FALSE
17/08/2021 12:49;3600;5;Image20210817-114903_5_65.000.bmp;Image20210817-114903_5_80.000.bmp;Image20210817-114903_5_120.000.bmp;;;890.4787;TRUE;814.5305;TRUE;850.7793;TRUE;842.0971;TRUE;852.6214;TRUE;811.1019;TRUE;;FALSE;;FALSE;;FALSE
17/08/2021 13:04;4500;6;Image20210817-120403_6_65.000.bmp;Image20210817-120403_6_80.000.bmp;Image20210817-120403_6_120.000.bmp;;;910.1315;TRUE;835.1411;TRUE;871.1625;TRUE;862.6162;TRUE;872.0327;TRUE;830.4923;TRUE;760.5229;TRUE;819.0185;TRUE;817.8571;TRUE
17/08/2021 13:19;5400;7;Image20210817-121903_7_65.000.bmp;Image20210817-121903_7_80.000.bmp;Image20210817-121903_7_120.000.bmp;;;932.3058;TRUE;859.0441;TRUE;893.8302;TRUE;884.1548;TRUE;892.4445;TRUE;852.1179;TRUE;775.6236;TRUE;835.6852;TRUE;828.3773;TRUE
17/08/2021 13:34;6300;8;Image20210817-123403_8_65.000.bmp;Image20210817-123403_8_80.000.bmp;Image20210817-123403_8_120.000.bmp;;;956.2635;TRUE;884.0285;TRUE;916.7378;TRUE;910.1155;TRUE;918.1139;TRUE;872.0043;TRUE;795.6411;TRUE;853.2236;TRUE;848.6944;TRUE
17/08/2021 13:49;7200;9;Image20210817-124903_9_65.000.bmp;Image20210817-124903_9_80.000.bmp;Image20210817-124903_9_120.000.bmp;;;980.0843;TRUE;907.5983;TRUE;939.0307;TRUE;934.9545;TRUE;944.957;TRUE;896.0185;TRUE;819.7406;TRUE;876.8965;TRUE;872.1608;TRUE
17/08/2021 14:04;8100;10;Image20210817-130403_10_65.000.bmp;Image20210817-130403_10_80.000.bmp;Image20210817-130403_10_120.000.bmp;;;1004.6628;TRUE;932.0154;TRUE;961.6096;TRUE;959.9817;TRUE;968.9237;TRUE;919.51;TRUE;845.2864;TRUE;902.628;TRUE;894.3041;TRUE
