,source,target,type,weight,bottleneck_flux,norm_bottleneck_flux
0,5,1927,Undirected,84,0.0,0.0
1,661,1902,Undirected,4,0.0,0.0
2,1219,455,Undirected,1,0.0,0.0
3,1153,1693,Undirected,1,0.0,0.0
4,272,1855,Undirected,1,0.0,0.0
5,880,1902,Undirected,6,0.0,0.0
6,1899,1924,Undirected,1,0.0,0.0
7,1762,1211,Undirected,5,0.0,0.0
8,1649,916,Undirected,1,0.0,0.0
9,1106,1725,Undirected,2,0.0,0.0
10,1969,369,Undirected,47,0.0,0.0
11,585,870,Undirected,5,0.0,0.0
12,1449,946,Undirected,11,0.0,0.0
13,116,1372,Undirected,1,0.0,0.0
14,1716,1815,Undirected,4,2.701558033431118e-07,0.2324400458000386
15,319,319,Undirected,9,0.0,0.0
16,1308,1006,Undirected,1,0.0,0.0
17,449,1270,Undirected,7,0.0,0.0
18,1885,815,Undirected,2,2.743798365231276e-07,0.2360743725613881
19,1671,1655,Undirected,1,0.0,0.0
20,1574,1399,Undirected,2,0.0,0.0
21,272,852,Undirected,4,0.0,0.0
22,1338,1287,Undirected,1,0.0,0.0
23,1188,93,Undirected,14,0.0,0.0
24,285,1143,Undirected,1,0.0,0.0
25,796,796,Undirected,44,0.0,0.0
26,824,1171,Undirected,1,0.0,0.0
27,689,207,Undirected,5,0.0,0.0
28,1938,1828,Undirected,1,0.0,0.0
29,1498,68,Undirected,7,0.0,0.0
30,822,1647,Undirected,2,0.0,0.0
31,684,543,Undirected,2,0.0,0.0
32,816,816,Undirected,74,0.0,0.0
33,1611,1276,Undirected,3,0.0,0.0
34,1618,1837,Undirected,1,0.0,0.0
35,56,1420,Undirected,3,0.0,0.0
36,659,62,Undirected,2,0.0,0.0
37,712,1643,Undirected,53,0.0,0.0
38,396,1516,Undirected,2,0.0,0.0
39,1833,1833,Undirected,86,0.0,0.0
40,817,817,Undirected,48,0.0,0.0
41,1974,1375,Undirected,110,0.0,0.0
42,688,98,Undirected,7,0.0,0.0
43,1443,1443,Undirected,47,0.0,0.0
44,345,145,Undirected,11,0.0,0.0
45,1141,814,Undirected,77,0.0,0.0
46,528,462,Undirected,1,0.0,0.0
47,1969,1938,Undirected,1,0.0,0.0
48,1434,1758,Undirected,32,0.0,0.0
49,1420,853,Undirected,1,0.0,0.0
50,1795,741,Undirected,5,0.0,0.0
51,438,582,Undirected,7,0.0,0.0
52,1739,1974,Undirected,6,0.0,0.0
53,529,1402,Undirected,1,0.0,0.0
54,89,1141,Undirected,31,0.0,0.0
55,1424,1837,Undirected,1,0.0,0.0
56,979,979,Undirected,405,0.0,0.0
57,931,1126,Undirected,6,0.0,0.0
58,512,1911,Undirected,3,0.0,0.0
59,1281,1783,Undirected,1,0.0,0.0
60,128,1928,Undirected,1,0.0,0.0
61,1434,771,Undirected,14,0.0,0.0
62,916,1870,Undirected,3,0.0,0.0
63,1785,1356,Undirected,3,0.0,0.0
64,1827,163,Undirected,16,0.0,0.0
65,1780,853,Undirected,60,0.0,0.0
66,1602,308,Undirected,18,0.0,0.0
67,985,433,Undirected,7,0.0,0.0
68,1866,1866,Undirected,101,0.0,0.0
69,1208,966,Undirected,3,0.0,0.0
70,1048,783,Undirected,3,0.0,0.0
71,1555,719,Undirected,6,0.0,0.0
72,794,1491,Undirected,5,0.0,0.0
73,643,1989,Undirected,10,0.0,0.0
74,1920,1308,Undirected,2,0.0,0.0
75,433,1372,Undirected,9,0.0,0.0
76,1008,722,Undirected,1,0.0,0.0
77,1428,983,Undirected,2,0.0,0.0
78,561,818,Undirected,3,0.0,0.0
79,221,967,Undirected,1,0.0,0.0
80,1073,509,Undirected,1,0.0,0.0
81,1560,556,Undirected,33,0.0,0.0
82,477,477,Undirected,12,0.0,0.0
83,754,621,Undirected,4,0.0,0.0
84,1349,1479,Undirected,7,0.0,0.0
85,1657,818,Undirected,6,0.0,0.0
86,1072,1653,Undirected,2,0.0,0.0
87,1635,998,Undirected,1,0.0,0.0
88,264,418,Undirected,2,0.0,0.0
89,777,269,Undirected,4,0.0,0.0
90,1297,35,Undirected,1,0.0,0.0
91,787,1795,Undirected,60,0.0,0.0
92,137,1638,Undirected,6,0.0,0.0
93,1186,1079,Undirected,2,0.0,0.0
94,1808,1901,Undirected,9,0.0,0.0
95,1484,1375,Undirected,42,0.0,0.0
96,1455,1783,Undirected,5,0.0,0.0
97,1548,949,Undirected,3,0.0,0.0
98,408,1548,Undirected,44,0.0,0.0
99,932,228,Undirected,1,0.0,0.0
100,1112,1129,Undirected,13,0.0,0.0
101,382,382,Undirected,88,0.0,0.0
102,193,1562,Undirected,7,0.0,0.0
103,481,1495,Undirected,22,0.0,0.0
104,1363,1174,Undirected,2,0.0,0.0
105,1680,1207,Undirected,5,0.0,0.0
106,1371,567,Undirected,1,0.0,0.0
107,56,711,Undirected,4,0.0,0.0
108,1674,1756,Undirected,23,0.0,0.0
109,1856,1695,Undirected,10,0.0,0.0
110,1371,1375,Undirected,98,0.0,0.0
111,1986,1731,Undirected,2,0.0,0.0
112,528,414,Undirected,2,0.0,0.0
113,1920,914,Undirected,2,0.0,0.0
114,1734,887,Undirected,4,0.0,0.0
115,514,514,Undirected,185,0.0,0.0
116,1937,1685,Undirected,3,0.0,0.0
117,1499,758,Undirected,4,0.0,0.0
118,1453,1455,Undirected,21,0.0,0.0
119,1707,1980,Undirected,4,0.0,0.0
120,937,1301,Undirected,1,0.0,0.0
121,1834,1219,Undirected,3,0.0,0.0
122,842,1549,Undirected,2,0.0,0.0
123,1932,1701,Undirected,2,0.0,0.0
124,1852,1654,Undirected,1,0.0,0.0
125,840,777,Undirected,1,0.0,0.0
126,227,1462,Undirected,1,0.0,0.0
127,176,1153,Undirected,2,0.0,0.0
128,1747,1933,Undirected,3,0.0,0.0
129,1834,1371,Undirected,1,0.0,0.0
130,1240,424,Undirected,1,0.0,0.0
131,1435,1806,Undirected,5,0.0,0.0
132,639,639,Undirected,73,0.0,0.0
133,1219,719,Undirected,16,0.0,0.0
134,444,1373,Undirected,1,0.0,0.0
135,1482,915,Undirected,1,0.0,0.0
136,1516,1447,Undirected,2,0.0,0.0
137,1882,525,Undirected,2,0.0,0.0
138,526,439,Undirected,1,0.0,0.0
139,1427,893,Undirected,1,0.0,0.0
140,1675,1900,Undirected,2,0.0,0.0
141,914,495,Undirected,51,0.0,0.0
142,419,1836,Undirected,1,0.0,0.0
143,352,601,Undirected,3,0.0,0.0
144,424,1602,Undirected,7,0.0,0.0
145,1994,506,Undirected,6,0.0,0.0
146,1079,1079,Undirected,322,0.0,0.0
147,1462,1679,Undirected,4,0.0,0.0
148,1780,1783,Undirected,34,0.0,0.0
149,354,303,Undirected,1,0.0,0.0
150,1782,1782,Undirected,252,0.0,0.0
151,1593,1879,Undirected,2,0.0,0.0
152,1699,195,Undirected,2,0.0,0.0
153,1392,1969,Undirected,3,0.0,0.0
154,1197,495,Undirected,16,0.0,0.0
155,585,610,Undirected,1,0.0,0.0
156,1740,271,Undirected,1,0.0,0.0
157,1693,661,Undirected,2,0.0,0.0
158,1739,1756,Undirected,18,0.0,0.0
159,272,635,Undirected,1,0.0,0.0
160,547,1279,Undirected,1,0.0,0.0
161,1161,188,Undirected,2,5.486424837222837e-07,0.47204791629920806
162,1736,1736,Undirected,43,0.0,0.0
163,1308,990,Undirected,1,0.0,0.0
164,1841,730,Undirected,11,0.0,0.0
165,433,1499,Undirected,1,0.0,0.0
166,740,1030,Undirected,14,0.0,0.0
167,926,623,Undirected,1,0.0,0.0
168,1555,1343,Undirected,5,0.0,0.0
169,216,1154,Undirected,1,0.0,0.0
170,496,819,Undirected,8,0.0,0.0
171,1475,1838,Undirected,47,0.0,0.0
172,1576,1028,Undirected,1,0.0,0.0
173,1347,414,Undirected,2,0.0,0.0
174,1849,1519,Undirected,1,0.0,0.0
175,830,830,Undirected,40,0.0,0.0
176,81,81,Undirected,20,0.0,0.0
177,1328,1294,Undirected,1,0.0,0.0
178,472,764,Undirected,23,0.0,0.0
179,1243,717,Undirected,3,0.0,0.0
180,1771,1771,Undirected,24,0.0,0.0
181,1767,1527,Undirected,1,0.0,0.0
182,996,309,Undirected,1,0.0,0.0
183,1525,1278,Undirected,10,0.0,0.0
184,1816,1476,Undirected,1,0.0,0.0
185,622,1607,Undirected,1,0.0,0.0
186,1484,1996,Undirected,47,0.0,0.0
187,1530,1383,Undirected,1,0.0,0.0
188,1459,127,Undirected,1,0.0,0.0
189,1300,1653,Undirected,2,0.0,0.0
190,898,898,Undirected,10,0.0,0.0
191,1778,1837,Undirected,12,0.0,0.0
192,1448,1646,Undirected,1,0.0,0.0
193,1593,1714,Undirected,2,0.0,0.0
194,739,1383,Undirected,2,0.0,0.0
195,933,933,Undirected,8,0.0,0.0
196,5,1949,Undirected,4,0.0,0.0
197,1484,1780,Undirected,150,0.0,0.0
198,1675,1774,Undirected,3,0.0,0.0
199,1497,283,Undirected,2,0.0,0.0
200,1491,1710,Undirected,5,0.0,0.0
201,67,1613,Undirected,1,0.0,0.0
202,1448,1597,Undirected,3,0.0,0.0
203,1010,1010,Undirected,30,0.0,0.0
204,1250,1428,Undirected,1,0.0,0.0
205,325,1966,Undirected,2,0.0,0.0
206,1540,1540,Undirected,5,0.0,0.0
207,195,1995,Undirected,14,0.0,0.0
208,74,1314,Undirected,9,0.0,0.0
209,1315,1884,Undirected,2,0.0,0.0
210,1768,1606,Undirected,1,0.0,0.0
211,776,1359,Undirected,1,0.0,0.0
212,920,1610,Undirected,3,0.0,0.0
213,400,5,Undirected,9,0.0,0.0
214,1020,991,Undirected,8,0.0,0.0
215,1392,1141,Undirected,4,0.0,0.0
216,1937,396,Undirected,1,0.0,0.0
217,1200,1515,Undirected,3,0.0,0.0
218,1516,1268,Undirected,1,0.0,0.0
219,464,1321,Undirected,19,0.0,0.0
220,1969,178,Undirected,2,0.0,0.0
221,1195,711,Undirected,8,0.0,0.0
222,1146,819,Undirected,2,0.0,0.0
223,416,1002,Undirected,1,0.0,0.0
224,1371,1547,Undirected,1,0.0,0.0
225,1289,1174,Undirected,1,0.0,0.0
226,1177,1979,Undirected,6,0.0,0.0
227,1264,1806,Undirected,8,0.0,0.0
228,1646,1639,Undirected,2,0.0,0.0
229,1987,541,Undirected,7,0.0,0.0
230,1497,381,Undirected,1,0.0,0.0
231,1741,405,Undirected,1,0.0,0.0
232,1212,1093,Undirected,2,0.0,0.0
233,1674,1511,Undirected,1,0.0,0.0
234,1868,1687,Undirected,1,0.0,0.0
235,1436,742,Undirected,2,0.0,0.0
236,1400,1435,Undirected,2,0.0,0.0
237,731,1979,Undirected,1,0.0,0.0
238,1082,1820,Undirected,58,0.0,0.0
239,281,1810,Undirected,1,0.0,0.0
240,1712,1141,Undirected,4,0.0,0.0
241,1642,1005,Undirected,1,0.0,0.0
242,1660,1764,Undirected,1,0.0,0.0
243,1338,1022,Undirected,4,0.0,0.0
244,32,1258,Undirected,1,0.0,0.0
245,1289,1549,Undirected,4,0.0,0.0
246,1266,1851,Undirected,1,0.0,0.0
247,1891,1221,Undirected,3,0.0,0.0
248,793,1910,Undirected,1,0.0,0.0
249,1275,1606,Undirected,1,0.0,0.0
250,1651,660,Undirected,1,0.0,0.0
251,1824,1739,Undirected,5,0.0,0.0
252,3,1349,Undirected,2,0.0,0.0
253,1466,979,Undirected,1,0.0,0.0
254,291,1261,Undirected,1,0.0,0.0
255,1760,1781,Undirected,2,0.0,0.0
256,1403,1533,Undirected,47,0.0,0.0
257,857,1350,Undirected,1,0.0,0.0
258,320,1563,Undirected,1,0.0,0.0
259,722,628,Undirected,2,0.0,0.0
260,1137,490,Undirected,1,0.0,0.0
261,433,1828,Undirected,2,0.0,0.0
262,197,1677,Undirected,5,0.0,0.0
263,1591,1591,Undirected,16,0.0,0.0
264,1626,1534,Undirected,10,0.0,0.0
265,862,559,Undirected,1,0.0,0.0
266,554,470,Undirected,6,0.0,0.0
267,21,1445,Undirected,3,0.0,0.0
268,1988,661,Undirected,3,0.0,0.0
269,1434,812,Undirected,1,0.0,0.0
270,969,1605,Undirected,10,0.0,0.0
271,819,819,Undirected,607,0.0,0.0
272,0,1448,Undirected,85,0.0,0.0
273,548,548,Undirected,572,0.0,0.0
274,1114,1844,Undirected,2,0.0,0.0
275,1713,1858,Undirected,6,0.0,0.0
276,1434,814,Undirected,1,0.0,0.0
277,89,764,Undirected,1,0.0,0.0
278,193,655,Undirected,1,0.0,0.0
279,1272,1499,Undirected,1,0.0,0.0
280,1668,839,Undirected,4,2.6501500221023326e-07,0.2280169387041027
281,1568,459,Undirected,5,0.0,0.0
282,820,1382,Undirected,7,0.0,0.0
283,926,1990,Undirected,4,0.0,0.0
284,1955,614,Undirected,1,0.0,0.0
285,1954,1029,Undirected,2,0.0,0.0
286,899,1772,Undirected,8,0.0,0.0
287,1300,1213,Undirected,3,0.0,0.0
288,1489,909,Undirected,1,0.0,0.0
289,764,541,Undirected,3,0.0,0.0
290,1053,1510,Undirected,7,0.0,0.0
291,1984,1404,Undirected,1,0.0,0.0
292,1946,827,Undirected,1,0.0,0.0
293,1416,1416,Undirected,9,0.0,0.0
294,0,1079,Undirected,40,0.0,0.0
295,496,711,Undirected,40,0.0,0.0
296,317,317,Undirected,37,0.0,0.0
297,1442,1442,Undirected,28,0.0,0.0
298,1377,1087,Undirected,1,0.0,0.0
299,868,1636,Undirected,2,0.0,0.0
300,761,1850,Undirected,3,0.0,0.0
301,1205,1527,Undirected,4,0.0,0.0
302,1248,1740,Undirected,26,0.0,0.0
303,1641,1476,Undirected,15,0.0,0.0
304,1827,909,Undirected,13,0.0,0.0
305,1020,1247,Undirected,60,0.0,0.0
306,1521,951,Undirected,1,0.0,0.0
307,1219,1828,Undirected,22,0.0,0.0
308,1813,1343,Undirected,6,0.0,0.0
309,1219,1021,Undirected,5,0.0,0.0
310,1780,1805,Undirected,1,0.0,0.0
311,1752,395,Undirected,4,0.0,0.0
312,168,168,Undirected,73,0.0,0.0
313,1442,1140,Undirected,1,0.0,0.0
314,761,1331,Undirected,8,0.0,0.0
315,980,1453,Undirected,3,0.0,0.0
316,1480,1460,Undirected,4,0.0,0.0
317,1714,275,Undirected,35,0.0,0.0
318,612,1318,Undirected,30,0.0,0.0
319,627,134,Undirected,16,0.0,0.0
320,519,1223,Undirected,2,0.0,0.0
321,1020,1029,Undirected,6,0.0,0.0
322,1409,723,Undirected,1,0.0,0.0
323,1675,887,Undirected,8,0.0,0.0
324,539,758,Undirected,1,0.0,0.0
325,2,613,Undirected,4,0.0,0.0
326,1448,1484,Undirected,1,0.0,0.0
327,1338,1935,Undirected,1,0.0,0.0
328,1584,799,Undirected,2,0.0,0.0
329,1835,1535,Undirected,1,0.0,0.0
330,1856,1477,Undirected,1,0.0,0.0
331,819,1988,Undirected,9,0.0,0.0
332,662,1007,Undirected,7,0.0,0.0
333,1352,1855,Undirected,18,0.0,0.0
334,1434,1054,Undirected,1,0.0,0.0
335,1384,1826,Undirected,2,0.0,0.0
336,185,1878,Undirected,9,0.0,0.0
337,1162,1269,Undirected,10,0.0,0.0
338,528,102,Undirected,3,2.9428217682377143e-07,0.2531981982714515
339,1761,650,Undirected,22,0.0,0.0
340,1838,1959,Undirected,10,0.0,0.0
341,1690,1690,Undirected,2,0.0,0.0
342,1586,1909,Undirected,26,0.0,0.0
343,663,719,Undirected,6,0.0,0.0
344,1907,422,Undirected,1,0.0,0.0
345,1632,1838,Undirected,1,0.0,0.0
346,1681,1959,Undirected,14,0.0,0.0
347,653,1166,Undirected,1,0.0,0.0
348,420,510,Undirected,6,0.0,0.0
349,555,197,Undirected,2,0.0,0.0
350,1534,1534,Undirected,54,0.0,0.0
351,1321,866,Undirected,10,0.0,0.0
352,1361,681,Undirected,1,0.0,0.0
353,769,1428,Undirected,16,0.0,0.0
354,1674,1674,Undirected,439,0.0,0.0
355,554,1554,Undirected,2,0.0,0.0
356,1498,1790,Undirected,2,0.0,0.0
357,837,1542,Undirected,1,0.0,0.0
358,1686,646,Undirected,4,0.0,0.0
359,171,1846,Undirected,1,0.0,0.0
360,1848,814,Undirected,1,0.0,0.0
361,840,485,Undirected,4,0.0,0.0
362,1856,1090,Undirected,3,0.0,0.0
363,1328,1328,Undirected,145,0.0,0.0
364,1112,1457,Undirected,2,0.0,0.0
365,1594,20,Undirected,1,0.0,0.0
366,1579,1204,Undirected,1,0.0,0.0
367,1416,729,Undirected,1,0.0,0.0
368,1777,341,Undirected,13,0.0,0.0
369,131,1699,Undirected,2,0.0,0.0
370,1017,46,Undirected,2,0.0,0.0
371,813,758,Undirected,2,0.0,0.0
372,1674,1371,Undirected,20,0.0,0.0
373,707,1421,Undirected,3,0.0,0.0
374,813,1141,Undirected,1,0.0,0.0
375,1331,740,Undirected,2,0.0,0.0
376,1963,1725,Undirected,1,0.0,0.0
377,1881,1881,Undirected,14,0.0,0.0
378,1037,1663,Undirected,2,0.0,0.0
379,1989,1070,Undirected,20,0.0,0.0
380,1235,967,Undirected,10,0.0,0.0
381,625,1756,Undirected,23,0.0,0.0
382,1094,1094,Undirected,50,0.0,0.0
383,1491,1491,Undirected,121,0.0,0.0
384,1805,1141,Undirected,1,0.0,0.0
385,1267,428,Undirected,5,0.0,0.0
386,45,1527,Undirected,13,0.0,0.0
387,1097,1862,Undirected,2,0.0,0.0
388,1018,1827,Undirected,3,0.0,0.0
389,1403,251,Undirected,52,0.0,0.0
390,1628,1197,Undirected,3,0.0,0.0
391,1359,1871,Undirected,37,0.0,0.0
392,989,502,Undirected,1,0.0,0.0
393,1000,949,Undirected,9,0.0,0.0
394,1139,1309,Undirected,1,0.0,0.0
395,1948,996,Undirected,3,0.0,0.0
396,1766,1630,Undirected,39,0.0,0.0
397,81,1379,Undirected,6,0.0,0.0
398,1709,1709,Undirected,12,0.0,0.0
399,1372,758,Undirected,23,0.0,0.0
400,1120,476,Undirected,4,0.0,0.0
401,1829,1829,Undirected,7,0.0,0.0
402,1177,870,Undirected,1,0.0,0.0
403,328,1373,Undirected,1,0.0,0.0
404,857,123,Undirected,16,0.0,0.0
405,1873,1731,Undirected,1,0.0,0.0
406,718,1094,Undirected,2,0.0,0.0
407,1682,1077,Undirected,5,0.0,0.0
408,210,1274,Undirected,19,0.0,0.0
409,1914,1428,Undirected,1,0.0,0.0
410,729,909,Undirected,1,0.0,0.0
411,1985,756,Undirected,4,0.0,0.0
412,1500,1500,Undirected,131,0.0,0.0
413,1116,1869,Undirected,1,0.0,0.0
414,1533,1311,Undirected,11,0.0,0.0
415,1916,125,Undirected,1,0.0,0.0
416,728,1987,Undirected,2,0.0,0.0
417,947,1739,Undirected,114,0.0,0.0
418,876,69,Undirected,27,0.0,0.0
419,1515,1871,Undirected,3,0.0,0.0
420,1484,1382,Undirected,2,0.0,0.0
421,264,460,Undirected,3,0.0,0.0
422,1254,1959,Undirected,132,0.0,0.0
423,676,1551,Undirected,1,0.0,0.0
424,653,653,Undirected,22,0.0,0.0
425,1092,1525,Undirected,2,0.0,0.0
426,1730,875,Undirected,2,0.0,0.0
427,1177,916,Undirected,18,0.0,0.0
428,728,1018,Undirected,3,0.0,0.0
429,1988,1805,Undirected,10,0.0,0.0
430,891,1933,Undirected,6,0.0,0.0
431,620,1076,Undirected,7,0.0,0.0
432,1177,1765,Undirected,2,0.0,0.0
433,795,1015,Undirected,14,0.0,0.0
434,1280,559,Undirected,2,0.0,0.0
435,901,901,Undirected,503,0.0,0.0
436,1987,1453,Undirected,13,0.0,0.0
437,948,679,Undirected,1,0.0,0.0
438,588,133,Undirected,1,0.0,0.0
439,1632,1402,Undirected,1,0.0,0.0
440,496,1804,Undirected,2,0.0,0.0
441,194,1874,Undirected,15,0.0,0.0
442,1818,684,Undirected,5,0.0,0.0
443,1154,903,Undirected,1,0.0,0.0
444,1234,430,Undirected,5,0.0,0.0
445,1402,1639,Undirected,1,0.0,0.0
446,1097,342,Undirected,1,0.0,0.0
447,1288,1130,Undirected,1,0.0,0.0
448,1442,411,Undirected,1,0.0,0.0
449,1673,914,Undirected,1,0.0,0.0
450,1240,147,Undirected,1,0.0,0.0
451,450,1188,Undirected,6,0.0,0.0
452,995,980,Undirected,1,0.0,0.0
453,1668,1510,Undirected,20,0.0,0.0
454,1251,813,Undirected,15,0.0,0.0
455,1952,1952,Undirected,60,0.0,0.0
456,940,1725,Undirected,2,0.0,0.0
457,1473,642,Undirected,3,0.0,0.0
458,882,251,Undirected,5,0.0,0.0
459,347,1837,Undirected,1,0.0,0.0
460,496,995,Undirected,2,0.0,0.0
461,676,853,Undirected,10,0.0,0.0
462,1696,1590,Undirected,13,0.0,0.0
463,1600,1788,Undirected,1,0.0,0.0
464,432,1369,Undirected,2,0.0,0.0
465,1112,1576,Undirected,2,0.0,0.0
466,1837,661,Undirected,10,0.0,0.0
467,1151,1151,Undirected,2,0.0,0.0
468,928,324,Undirected,16,0.0,0.0
469,842,1354,Undirected,25,0.0,0.0
470,1248,1484,Undirected,3,0.0,0.0
471,1604,975,Undirected,1,0.0,0.0
472,834,1402,Undirected,1,0.0,0.0
473,1099,1924,Undirected,9,0.0,0.0
474,369,1219,Undirected,3,0.0,0.0
475,579,1855,Undirected,2,0.0,0.0
476,593,593,Undirected,73,0.0,0.0
477,101,1069,Undirected,2,0.0,0.0
478,1194,853,Undirected,1,0.0,0.0
479,891,1451,Undirected,1,0.0,0.0
480,1089,1435,Undirected,4,0.0,0.0
481,1195,812,Undirected,2,0.0,0.0
482,1866,1078,Undirected,1,0.0,0.0
483,1434,1883,Undirected,34,0.0,0.0
484,731,1429,Undirected,3,0.0,0.0
485,728,275,Undirected,1,0.0,0.0
486,1384,1009,Undirected,47,0.0,0.0
487,625,1602,Undirected,253,0.0,0.0
488,1547,1783,Undirected,12,0.0,0.0
489,1476,1854,Undirected,1,0.0,0.0
490,1944,1944,Undirected,83,0.0,0.0
491,680,547,Undirected,1,0.0,0.0
492,442,1820,Undirected,9,0.0,0.0
493,409,633,Undirected,7,0.0,0.0
494,348,1439,Undirected,2,0.0,0.0
495,1978,1435,Undirected,3,0.0,0.0
496,1677,1126,Undirected,7,0.0,0.0
497,1660,342,Undirected,6,0.0,0.0
498,1304,981,Undirected,2,0.0,0.0
499,1674,1827,Undirected,57,0.0,0.0
500,1099,1099,Undirected,39,0.0,0.0
501,1848,1928,Undirected,6,0.0,0.0
502,454,847,Undirected,1,0.0,0.0
503,0,854,Undirected,1,0.0,0.0
504,343,343,Undirected,38,0.0,0.0
505,1235,1963,Undirected,1,0.0,0.0
506,1893,1893,Undirected,176,0.0,0.0
507,1281,711,Undirected,6,0.0,0.0
508,416,1003,Undirected,1,0.0,0.0
509,289,289,Undirected,128,0.0,0.0
510,1681,1555,Undirected,2,0.0,0.0
511,229,1494,Undirected,11,3.7244576946399357e-07,0.32044957258345935
512,1841,495,Undirected,1,0.0,0.0
513,1913,1766,Undirected,31,0.0,0.0
514,804,1989,Undirected,3,0.0,0.0
515,1938,1987,Undirected,10,0.0,0.0
516,620,133,Undirected,1,0.0,0.0
517,443,830,Undirected,10,0.0,0.0
518,724,197,Undirected,4,0.0,0.0
519,515,207,Undirected,1,0.0,0.0
520,246,943,Undirected,3,0.0,0.0
521,1016,7,Undirected,4,0.0,0.0
522,852,1853,Undirected,6,0.0,0.0
523,1713,194,Undirected,1,0.0,0.0
524,736,692,Undirected,2,0.0,0.0
525,1140,597,Undirected,2,0.0,0.0
526,1410,1410,Undirected,76,0.0,0.0
527,666,670,Undirected,1,0.0,0.0
528,120,1001,Undirected,8,0.0,0.0
529,964,444,Undirected,34,0.0,0.0
530,378,1739,Undirected,92,0.0,0.0
531,1553,1412,Undirected,1,0.0,0.0
532,1537,1442,Undirected,3,0.0,0.0
533,104,1270,Undirected,3,0.0,0.0
534,1522,1522,Undirected,9,0.0,0.0
535,33,765,Undirected,7,0.0,0.0
536,1824,1681,Undirected,5,0.0,0.0
537,880,1286,Undirected,25,0.0,0.0
538,328,328,Undirected,142,0.0,0.0
539,253,1925,Undirected,10,0.0,0.0
540,981,1894,Undirected,2,0.0,0.0
541,880,830,Undirected,1,0.0,0.0
542,1675,1268,Undirected,1,0.0,0.0
543,1162,275,Undirected,1,0.0,0.0
544,514,795,Undirected,6,0.0,0.0
545,813,1453,Undirected,21,0.0,0.0
546,1356,1437,Undirected,3,0.0,0.0
547,256,1004,Undirected,2,0.0,0.0
548,1025,1340,Undirected,14,0.0,0.0
549,552,845,Undirected,3,0.0,0.0
550,194,1338,Undirected,1,0.0,0.0
551,975,551,Undirected,1,0.0,0.0
552,1153,819,Undirected,24,0.0,0.0
553,313,1969,Undirected,2,0.0,0.0
554,193,1183,Undirected,20,0.0,0.0
555,236,375,Undirected,3,0.0,0.0
556,984,635,Undirected,2,0.0,0.0
557,1325,1319,Undirected,1,0.0,0.0
558,354,1138,Undirected,2,0.0,0.0
559,1970,282,Undirected,4,0.0,0.0
560,213,847,Undirected,3,0.0,0.0
561,552,132,Undirected,1,0.0,0.0
562,758,1551,Undirected,1,0.0,0.0
563,1886,702,Undirected,1,0.0,0.0
564,1344,1803,Undirected,6,0.0,0.0
565,1760,454,Undirected,20,0.0,0.0
566,1945,1682,Undirected,3,0.0,0.0
567,1379,1716,Undirected,3,0.0,0.0
568,1824,1938,Undirected,5,0.0,0.0
569,456,51,Undirected,18,0.0,0.0
570,400,905,Undirected,16,0.0,0.0
571,1042,1932,Undirected,2,0.0,0.0
572,1288,1314,Undirected,1,0.0,0.0
573,1600,772,Undirected,5,0.0,0.0
574,1685,1686,Undirected,4,0.0,0.0
575,724,1340,Undirected,4,0.0,0.0
576,561,1548,Undirected,1,0.0,0.0
577,625,1434,Undirected,140,0.0,0.0
578,939,591,Undirected,14,2.922034971113478e-07,0.2514097176925401
579,696,1114,Undirected,2,0.0,0.0
580,1160,1219,Undirected,1,0.0,0.0
581,1591,1519,Undirected,5,0.0,0.0
582,1660,1893,Undirected,2,0.0,0.0
583,717,1862,Undirected,2,0.0,0.0
584,1248,378,Undirected,4,0.0,0.0
585,1586,1421,Undirected,1,0.0,0.0
586,1620,1909,Undirected,1,0.0,0.0
587,1824,1318,Undirected,3,0.0,0.0
588,747,92,Undirected,2,0.0,0.0
589,1787,207,Undirected,6,0.0,0.0
590,590,1207,Undirected,3,0.0,0.0
591,817,1639,Undirected,2,0.0,0.0
592,364,1423,Undirected,1,0.0,0.0
593,1848,1681,Undirected,8,0.0,0.0
594,1837,1511,Undirected,12,0.0,0.0
595,1155,1804,Undirected,8,0.0,0.0
596,1400,875,Undirected,1,0.0,0.0
597,1141,1925,Undirected,3,0.0,0.0
598,1448,747,Undirected,1,0.0,0.0
599,1941,1886,Undirected,3,0.0,0.0
600,1250,446,Undirected,1,0.0,0.0
601,1838,711,Undirected,3,0.0,0.0
602,978,1077,Undirected,4,0.0,0.0
603,420,1407,Undirected,1,0.0,0.0
604,1580,1031,Undirected,2,0.0,0.0
605,182,278,Undirected,1,0.0,0.0
606,421,679,Undirected,3,0.0,0.0
607,1605,1150,Undirected,1,0.0,0.0
608,1112,902,Undirected,1,0.0,0.0
609,528,1346,Undirected,6,0.0,0.0
610,1571,1510,Undirected,1,0.0,0.0
611,1848,1318,Undirected,3,0.0,0.0
612,430,351,Undirected,28,0.0,0.0
613,1632,1740,Undirected,5,0.0,0.0
614,1360,1126,Undirected,10,0.0,0.0
615,88,470,Undirected,3,0.0,0.0
616,1017,1092,Undirected,2,0.0,0.0
617,740,1222,Undirected,4,0.0,0.0
618,309,309,Undirected,170,0.0,0.0
619,1707,163,Undirected,1,0.0,0.0
620,1457,903,Undirected,2,0.0,0.0
621,901,1311,Undirected,4,0.0,0.0
622,819,1437,Undirected,5,0.0,0.0
623,514,951,Undirected,28,0.0,0.0
624,1547,1325,Undirected,7,0.0,0.0
