,source,target,type,weight,bottleneck_flux,norm_bottleneck_flux
10138,1400,1809,Undirected,27,0.0,0.0
10139,1484,1925,Undirected,5,0.0,0.0
10140,364,774,Undirected,14,3.5535558433382823e-07,0.3057453042863184
10141,1403,1311,Undirected,3,0.0,0.0
10142,1086,758,Undirected,6,0.0,0.0
10143,951,951,Undirected,88,0.0,0.0
10144,729,388,Undirected,6,0.0,0.0
10145,985,1375,Undirected,81,0.0,0.0
10146,945,295,Undirected,42,0.0,0.0
10147,789,589,Undirected,14,0.0,0.0
10148,1204,605,Undirected,13,0.0,0.0
10149,1141,1734,Undirected,2,0.0,0.0
10150,1490,1254,Undirected,3,0.0,0.0
10151,1379,949,Undirected,7,0.0,0.0
10152,1691,1691,Undirected,140,0.0,0.0
10153,538,1839,Undirected,145,0.0,0.0
10154,1754,1404,Undirected,3,0.0,0.0
10155,1816,1223,Undirected,5,0.0,0.0
10156,1510,1679,Undirected,6,0.0,0.0
10157,1984,1357,Undirected,1,0.0,0.0
10158,1969,1254,Undirected,55,0.0,0.0
10159,538,130,Undirected,33,0.0,0.0
10160,804,893,Undirected,2,0.0,0.0
10161,1827,1509,Undirected,3,0.0,0.0
10162,1779,1779,Undirected,28,0.0,0.0
10163,80,1259,Undirected,27,0.0,0.0
10164,538,901,Undirected,6,0.0,0.0
10165,1230,1230,Undirected,363,0.0,0.0
10166,269,1239,Undirected,2,0.0,0.0
10167,978,1187,Undirected,9,0.0,0.0
10168,608,281,Undirected,9,0.0,0.0
10169,590,1638,Undirected,4,0.0,0.0
10170,1641,719,Undirected,8,0.0,0.0
10171,880,772,Undirected,3,0.0,0.0
10172,42,1103,Undirected,2,0.0,0.0
10173,1643,1887,Undirected,13,0.0,0.0
10174,1157,1157,Undirected,228,0.0,0.0
10175,1888,626,Undirected,2,0.0,0.0
10176,1024,1024,Undirected,4,0.0,0.0
10177,1155,780,Undirected,1,0.0,0.0
10178,449,869,Undirected,3,0.0,0.0
10179,1883,1838,Undirected,10,0.0,0.0
10180,619,619,Undirected,6,0.0,0.0
10181,1553,1558,Undirected,1,0.0,0.0
10182,504,996,Undirected,2,0.0,0.0
10183,518,1183,Undirected,4,3.172394857821767e-07,0.2729504963146666
10184,1817,1631,Undirected,1,0.0,0.0
10185,868,77,Undirected,20,0.0,0.0
10186,1680,1637,Undirected,1,0.0,0.0
10187,729,1079,Undirected,1,0.0,0.0
10188,1824,1380,Undirected,1,0.0,0.0
10189,1466,719,Undirected,77,0.0,0.0
10190,1537,107,Undirected,2,0.0,0.0
10191,1632,1938,Undirected,9,0.0,0.0
10192,1059,1059,Undirected,28,0.0,0.0
10193,1257,1441,Undirected,2,0.0,0.0
10194,939,1317,Undirected,9,0.0,0.0
10195,341,822,Undirected,2,0.0,0.0
10196,906,902,Undirected,10,0.0,0.0
10197,975,383,Undirected,1,0.0,0.0
10198,1161,291,Undirected,4,0.0,0.0
10199,1779,55,Undirected,10,0.0,0.0
10200,1740,1375,Undirected,76,0.0,0.0
10201,1400,1603,Undirected,3,0.0,0.0
10202,1480,1098,Undirected,56,0.0,0.0
10203,646,1823,Undirected,1,0.0,0.0
10204,882,506,Undirected,39,0.0,0.0
10205,1259,670,Undirected,1,0.0,0.0
10206,274,1340,Undirected,19,0.0,0.0
10207,896,175,Undirected,2,0.0,0.0
10208,1755,1702,Undirected,4,0.0,0.0
10209,930,930,Undirected,298,0.0,0.0
10210,336,388,Undirected,1,0.0,0.0
10211,1242,381,Undirected,1,0.0,0.0
10212,1442,932,Undirected,3,0.0,0.0
10213,462,1527,Undirected,23,0.0,0.0
10214,1032,1420,Undirected,2,0.0,0.0
10215,1186,410,Undirected,1,0.0,0.0
10216,893,405,Undirected,1,0.0,0.0
10217,608,602,Undirected,3,0.0,0.0
10218,417,5,Undirected,20,0.0,0.0
10219,1948,135,Undirected,2,0.0,0.0
10220,1644,1855,Undirected,1,0.0,0.0
10221,728,985,Undirected,4,0.0,0.0
10222,627,1863,Undirected,2,0.0,0.0
10223,1866,1739,Undirected,4,0.0,0.0
10224,1905,183,Undirected,2,0.0,0.0
10225,1201,498,Undirected,1,0.0,0.0
10226,1170,1574,Undirected,2,0.0,0.0
10227,93,93,Undirected,77,0.0,0.0
10228,266,1642,Undirected,13,0.0,0.0
10229,955,1750,Undirected,1,0.0,0.0
10230,1944,830,Undirected,24,0.0,0.0
10231,1480,644,Undirected,2,0.0,0.0
10232,1613,271,Undirected,2,0.0,0.0
10233,1233,774,Undirected,1,0.0,0.0
10234,708,1181,Undirected,2,0.0,0.0
10235,1097,983,Undirected,5,0.0,0.0
10236,1568,1413,Undirected,10,0.0,0.0
10237,633,233,Undirected,1,0.0,0.0
10238,427,918,Undirected,8,0.0,0.0
10239,1937,1803,Undirected,3,0.0,0.0
10240,1561,757,Undirected,1,0.0,0.0
10241,1258,1579,Undirected,3,0.0,0.0
10242,276,1422,Undirected,4,0.0,0.0
10243,476,78,Undirected,2,0.0,0.0
10244,1162,879,Undirected,1,0.0,0.0
10245,1703,1383,Undirected,6,0.0,0.0
10246,1022,1022,Undirected,14,0.0,0.0
10247,341,1703,Undirected,5,0.0,0.0
10248,523,1663,Undirected,1,0.0,0.0
10249,185,1172,Undirected,15,0.0,0.0
10250,1635,1933,Undirected,1,0.0,0.0
10251,1787,151,Undirected,3,0.0,0.0
10252,1490,1162,Undirected,80,0.0,0.0
10253,152,1969,Undirected,1,0.0,0.0
10254,1809,1682,Undirected,1,0.0,0.0
10255,1249,420,Undirected,4,0.0,0.0
10256,525,893,Undirected,2,0.0,0.0
10257,1424,1286,Undirected,1,0.0,0.0
10258,1979,1765,Undirected,1,0.0,0.0
10259,1498,1755,Undirected,38,0.0,0.0
10260,1211,1716,Undirected,1,0.0,0.0
10261,1357,1774,Undirected,4,0.0,0.0
10262,1729,180,Undirected,3,0.0,0.0
10263,440,1897,Undirected,1,0.0,0.0
10264,761,709,Undirected,3,2.6351107337851344e-07,0.22672296951225462
10265,1576,1331,Undirected,3,0.0,0.0
10266,1928,812,Undirected,2,0.0,0.0
10267,803,374,Undirected,8,0.0,0.0
10268,1235,1862,Undirected,1,0.0,0.0
10269,585,397,Undirected,2,0.0,0.0
10270,1780,1054,Undirected,1,0.0,0.0
10271,1426,1085,Undirected,22,0.0,0.0
10272,5,341,Undirected,7,0.0,0.0
10273,920,670,Undirected,1,0.0,0.0
10274,450,1140,Undirected,1,0.0,0.0
10275,1530,1236,Undirected,1,0.0,0.0
10276,880,1693,Undirected,2,0.0,0.0
10277,43,926,Undirected,1,0.0,0.0
10278,720,891,Undirected,7,0.0,0.0
10279,1413,1695,Undirected,1,0.0,0.0
10280,1883,711,Undirected,44,0.0,0.0
10281,682,627,Undirected,1,0.0,0.0
10282,107,1229,Undirected,8,0.0,0.0
10283,1379,1935,Undirected,5,0.0,0.0
10284,757,1141,Undirected,1,0.0,0.0
10285,1032,89,Undirected,4,0.0,0.0
10286,601,453,Undirected,2,0.0,0.0
10287,1600,1490,Undirected,3,0.0,0.0
10288,1855,983,Undirected,4,0.0,0.0
10289,948,1549,Undirected,1,0.0,0.0
10290,74,1966,Undirected,21,0.0,0.0
10291,1070,1343,Undirected,1,0.0,0.0
10292,1522,1847,Undirected,1,0.0,0.0
10293,1344,1395,Undirected,7,0.0,0.0
10294,71,1303,Undirected,8,0.0,0.0
10295,1418,1995,Undirected,1,0.0,0.0
10296,936,667,Undirected,7,0.0,0.0
10297,1563,1363,Undirected,1,0.0,0.0
10298,984,1359,Undirected,3,0.0,0.0
10299,519,847,Undirected,1,0.0,0.0
10300,1898,894,Undirected,1,0.0,0.0
10301,1114,1123,Undirected,1,0.0,0.0
10302,509,207,Undirected,1,0.0,0.0
10303,1804,812,Undirected,40,0.0,0.0
10304,1316,1783,Undirected,1,0.0,0.0
10305,62,1231,Undirected,5,0.0,0.0
10306,1186,565,Undirected,1,0.0,0.0
10307,1824,1828,Undirected,1,0.0,0.0
10308,232,1625,Undirected,1,0.0,0.0
10309,1800,258,Undirected,1,0.0,0.0
10310,1120,1200,Undirected,2,0.0,0.0
10311,301,1694,Undirected,1,0.0,0.0
10312,1754,1484,Undirected,33,0.0,0.0
10313,1469,1031,Undirected,1,0.0,0.0
10314,141,141,Undirected,6,0.0,0.0
10315,54,463,Undirected,1,0.0,0.0
10316,1824,1357,Undirected,3,0.0,0.0
10317,1171,1708,Undirected,4,0.0,0.0
10318,1837,1079,Undirected,2,0.0,0.0
10319,1727,1727,Undirected,330,0.0,0.0
10320,1560,1305,Undirected,2,0.0,0.0
10321,620,182,Undirected,4,0.0,0.0
10322,1552,723,Undirected,2,0.0,0.0
10323,1384,1448,Undirected,1,0.0,0.0
10324,1699,1678,Undirected,2,0.0,0.0
10325,1877,599,Undirected,1,0.0,0.0
10326,1837,1382,Undirected,31,0.0,0.0
10327,1394,499,Undirected,1,0.0,0.0
10328,814,719,Undirected,1,0.0,0.0
10329,522,522,Undirected,11,0.0,0.0
10330,728,1827,Undirected,9,0.0,0.0
10331,980,1837,Undirected,9,0.0,0.0
10332,1241,1595,Undirected,1,0.0,0.0
10333,1780,686,Undirected,1,0.0,0.0
10334,1348,1358,Undirected,1,0.0,0.0
10335,584,1627,Undirected,1,0.0,0.0
10336,1592,1198,Undirected,4,0.0,0.0
10337,128,1375,Undirected,11,0.0,0.0
10338,834,899,Undirected,1,0.0,0.0
10339,867,61,Undirected,10,0.0,0.0
10340,860,1519,Undirected,9,0.0,0.0
10341,214,359,Undirected,2,0.0,0.0
10342,1800,690,Undirected,1,0.0,0.0
10343,1888,1091,Undirected,1,0.0,0.0
10344,148,148,Undirected,82,0.0,0.0
10345,549,549,Undirected,6,0.0,0.0
10346,1640,410,Undirected,1,0.0,0.0
10347,459,1710,Undirected,3,0.0,0.0
10348,1473,130,Undirected,1,0.0,0.0
10349,1422,1422,Undirected,5,0.0,0.0
10350,355,1779,Undirected,1,0.0,0.0
10351,729,729,Undirected,37,0.0,0.0
10352,1841,1197,Undirected,2,0.0,0.0
10353,1834,1974,Undirected,2,0.0,0.0
10354,1402,1435,Undirected,3,0.0,0.0
10355,843,1733,Undirected,3,0.0,0.0
10356,1700,1639,Undirected,1,0.0,0.0
10357,1932,516,Undirected,1,0.0,0.0
10358,598,598,Undirected,53,0.0,0.0
10359,1832,954,Undirected,2,0.0,0.0
10360,1320,1852,Undirected,1,0.0,0.0
10361,1124,1390,Undirected,4,0.0,0.0
10362,1334,551,Undirected,1,0.0,0.0
10363,947,1783,Undirected,1,0.0,0.0
10364,736,589,Undirected,6,4.1435189348006724e-07,0.3565052903028641
10365,1268,1734,Undirected,2,0.0,0.0
10366,1576,499,Undirected,1,0.0,0.0
10367,226,652,Undirected,3,0.0,0.0
10368,339,1494,Undirected,39,0.0,0.0
10369,66,903,Undirected,1,0.0,0.0
10370,1473,1957,Undirected,13,0.0,0.0
10371,176,1141,Undirected,2,0.0,0.0
10372,1768,699,Undirected,3,0.0,0.0
10373,816,640,Undirected,1,0.0,0.0
10374,952,859,Undirected,7,0.0,0.0
10375,1970,787,Undirected,10,0.0,0.0
10376,1491,1639,Undirected,2,0.0,0.0
10377,814,455,Undirected,3,0.0,0.0
10378,852,822,Undirected,1,0.0,0.0
10379,103,583,Undirected,2,0.0,0.0
10380,1499,1326,Undirected,4,0.0,0.0
10381,1155,1404,Undirected,18,0.0,0.0
10382,1508,749,Undirected,1,0.0,0.0
10383,336,1267,Undirected,3,0.0,0.0
10384,1712,625,Undirected,1,0.0,0.0
10385,777,1954,Undirected,2,0.0,0.0
10386,1253,1253,Undirected,158,0.0,0.0
10387,40,1946,Undirected,7,0.0,0.0
10388,1066,404,Undirected,40,0.0,0.0
10389,346,1252,Undirected,2,0.0,0.0
10390,1937,1162,Undirected,1,0.0,0.0
10391,1457,1845,Undirected,14,3.363331130490379e-07,0.2893785113396167
10392,89,1740,Undirected,11,0.0,0.0
10393,1516,1382,Undirected,1,0.0,0.0
10394,1000,731,Undirected,10,7.082325049846153e-07,0.6093579847574924
10395,291,1461,Undirected,4,0.0,0.0
10396,936,1339,Undirected,1,0.0,0.0
10397,1508,351,Undirected,18,0.0,0.0
10398,805,1742,Undirected,7,0.0,0.0
10399,1897,1074,Undirected,1,0.0,0.0
10400,706,851,Undirected,4,0.0,0.0
10401,1292,1823,Undirected,2,0.0,0.0
10402,216,731,Undirected,3,0.0,0.0
10403,1378,1935,Undirected,1,0.0,0.0
10404,1934,103,Undirected,5,0.0,0.0
10405,1020,269,Undirected,4,0.0,0.0
10406,617,991,Undirected,6,0.0,0.0
10407,1676,645,Undirected,2,0.0,0.0
10408,1720,1372,Undirected,31,0.0,0.0
10409,1602,1503,Undirected,3,0.0,0.0
10410,1331,949,Undirected,3,0.0,0.0
10411,1960,565,Undirected,1,0.0,0.0
10412,580,1604,Undirected,3,0.0,0.0
10413,1774,1223,Undirected,1,0.0,0.0
10414,1033,542,Undirected,1,0.0,0.0
10415,1356,1813,Undirected,2,0.0,0.0
10416,1873,1331,Undirected,2,0.0,0.0
10417,1620,630,Undirected,1,0.0,0.0
10418,1546,1362,Undirected,1,0.0,0.0
10419,914,1549,Undirected,3,0.0,0.0
10420,1864,1543,Undirected,6,0.0,0.0
10421,523,223,Undirected,1,0.0,0.0
10422,800,800,Undirected,7,0.0,0.0
10423,1259,1230,Undirected,2,0.0,0.0
10424,975,1231,Undirected,22,0.0,0.0
10425,1800,1538,Undirected,1,0.0,0.0
10426,1970,182,Undirected,3,0.0,0.0
10427,321,321,Undirected,9,0.0,0.0
10428,585,1177,Undirected,2,0.0,0.0
10429,1982,694,Undirected,6,0.0,0.0
10430,57,1611,Undirected,8,0.0,0.0
10431,483,1229,Undirected,1,0.0,0.0
10432,1032,813,Undirected,1,0.0,0.0
10433,1681,1375,Undirected,24,0.0,0.0
10434,1686,1046,Undirected,1,0.0,0.0
10435,728,1251,Undirected,1,0.0,0.0
10436,1584,1814,Undirected,1,0.0,0.0
10437,1504,719,Undirected,1,0.0,0.0
10438,960,684,Undirected,12,0.0,0.0
10439,1161,1060,Undirected,9,0.0,0.0
10440,832,1490,Undirected,2,0.0,0.0
10441,946,618,Undirected,4,0.0,0.0
10442,492,869,Undirected,11,0.0,0.0
10443,651,1604,Undirected,1,0.0,0.0
10444,141,350,Undirected,1,0.0,0.0
10445,1032,980,Undirected,17,0.0,0.0
10446,1887,1167,Undirected,1,0.0,0.0
10447,1463,1463,Undirected,169,0.0,0.0
10448,1112,1860,Undirected,9,0.0,0.0
10449,722,1139,Undirected,5,0.0,0.0
10450,1804,686,Undirected,9,0.0,0.0
10451,1580,446,Undirected,15,0.0,0.0
10452,1865,1338,Undirected,1,0.0,0.0
10453,1142,1142,Undirected,31,0.0,0.0
10454,378,814,Undirected,3,0.0,0.0
10455,942,239,Undirected,1,0.0,0.0
10456,496,1290,Undirected,4,0.0,0.0
10457,1476,1983,Undirected,2,0.0,0.0
10458,1602,1511,Undirected,3,0.0,0.0
10459,990,990,Undirected,7,0.0,0.0
10460,720,511,Undirected,9,0.0,0.0
10461,899,1159,Undirected,2,0.0,0.0
10462,227,1204,Undirected,1,0.0,0.0
10463,1576,1787,Undirected,1,0.0,0.0
10464,1345,1605,Undirected,10,0.0,0.0
10465,542,783,Undirected,12,0.0,0.0
10466,664,1426,Undirected,4,0.0,0.0
10467,1489,718,Undirected,7,0.0,0.0
10468,1115,1998,Undirected,3,0.0,0.0
10469,1129,582,Undirected,9,0.0,0.0
10470,1538,1964,Undirected,1,0.0,0.0
10471,1121,650,Undirected,3,0.0,0.0
10472,1286,1343,Undirected,6,0.0,0.0
10473,282,282,Undirected,50,0.0,0.0
10474,1754,1319,Undirected,55,0.0,0.0
10475,1785,587,Undirected,3,0.0,0.0
10476,1588,1510,Undirected,18,0.0,0.0
10477,1796,1677,Undirected,1,0.0,0.0
10478,1588,1006,Undirected,2,0.0,0.0
10479,827,827,Undirected,92,0.0,0.0
10480,21,597,Undirected,4,0.0,0.0
10481,1804,911,Undirected,1,0.0,0.0
10482,1509,711,Undirected,23,0.0,0.0
10483,558,558,Undirected,61,0.0,0.0
10484,1434,1974,Undirected,13,0.0,0.0
10485,1510,1775,Undirected,1,0.0,0.0
10486,1544,474,Undirected,1,0.0,0.0
10487,465,465,Undirected,120,0.0,0.0
10488,1872,1516,Undirected,1,0.0,0.0
10489,1320,191,Undirected,1,0.0,0.0
10490,1345,1348,Undirected,1,0.0,0.0
10491,1131,1131,Undirected,29,0.0,0.0
10492,647,647,Undirected,13,0.0,0.0
10493,874,1404,Undirected,1,0.0,0.0
10494,1025,19,Undirected,1,0.0,0.0
10495,1600,1693,Undirected,2,0.0,0.0
10496,1344,1218,Undirected,1,0.0,0.0
10497,1968,1968,Undirected,12,0.0,0.0
10498,907,414,Undirected,4,0.0,0.0
10499,1298,1308,Undirected,1,0.0,0.0
10500,1395,1599,Undirected,1,0.0,0.0
10501,1283,1646,Undirected,8,0.0,0.0
10502,1363,1271,Undirected,1,0.0,0.0
10503,1296,627,Undirected,15,0.0,0.0
10504,1874,1207,Undirected,7,0.0,0.0
10505,1410,1747,Undirected,16,0.0,0.0
10506,996,1302,Undirected,2,0.0,0.0
10507,1994,882,Undirected,1,0.0,0.0
10508,271,271,Undirected,47,0.0,0.0
10509,1875,1653,Undirected,3,0.0,0.0
10510,1568,947,Undirected,2,0.0,0.0
10511,1930,1114,Undirected,4,0.0,0.0
10512,819,1742,Undirected,1,0.0,0.0
10513,784,1958,Undirected,1,0.0,0.0
10514,706,510,Undirected,7,0.0,0.0
10515,1577,1348,Undirected,2,0.0,0.0
10516,89,814,Undirected,17,0.0,0.0
10517,893,1502,Undirected,1,0.0,0.0
10518,1202,1350,Undirected,2,0.0,0.0
10519,1267,1932,Undirected,1,0.0,0.0
10520,414,671,Undirected,2,0.0,0.0
10521,450,1910,Undirected,4,0.0,0.0
10522,1844,1967,Undirected,1,0.0,0.0
10523,1837,1823,Undirected,5,0.0,0.0
10524,1739,1325,Undirected,9,0.0,0.0
10525,1115,547,Undirected,9,0.0,0.0
10526,1999,1447,Undirected,4,0.0,0.0
10527,1248,1054,Undirected,1,0.0,0.0
10528,1937,978,Undirected,1,0.0,0.0
10529,1000,157,Undirected,5,0.0,0.0
10530,1704,578,Undirected,3,0.0,0.0
10531,129,1662,Undirected,2,0.0,0.0
10532,91,245,Undirected,5,0.0,0.0
10533,1914,1203,Undirected,2,0.0,0.0
10534,1121,379,Undirected,1,0.0,0.0
10535,1009,1402,Undirected,17,0.0,0.0
10536,1459,1159,Undirected,1,0.0,0.0
10537,566,1679,Undirected,1,0.0,0.0
10538,947,1837,Undirected,2,0.0,0.0
10539,1600,1579,Undirected,1,0.0,0.0
10540,1469,831,Undirected,1,0.0,0.0
10541,985,874,Undirected,1,0.0,0.0
10542,1877,1359,Undirected,15,0.0,0.0
10543,1384,399,Undirected,57,0.0,0.0
10544,1827,911,Undirected,3,0.0,0.0
10545,1810,1463,Undirected,2,0.0,0.0
10546,1682,1079,Undirected,3,0.0,0.0
10547,1226,159,Undirected,2,0.0,0.0
10548,350,350,Undirected,73,0.0,0.0
10549,1020,173,Undirected,16,0.0,0.0
10550,618,618,Undirected,23,0.0,0.0
10551,1809,710,Undirected,5,0.0,0.0
10552,1938,1551,Undirected,1,0.0,0.0
10553,1681,771,Undirected,1,0.0,0.0
10554,816,1082,Undirected,8,0.0,0.0
10555,1563,1743,Undirected,8,0.0,0.0
10556,1893,1381,Undirected,2,0.0,0.0
10557,506,799,Undirected,35,0.0,0.0
10558,1120,1715,Undirected,1,0.0,0.0
10559,1602,1086,Undirected,2,0.0,0.0
10560,408,949,Undirected,6,0.0,0.0
10561,1634,266,Undirected,10,0.0,0.0
10562,1476,839,Undirected,1,0.0,0.0
10563,1195,1509,Undirected,6,0.0,0.0
10564,956,853,Undirected,1,0.0,0.0
10565,928,1518,Undirected,11,0.0,0.0
10566,515,269,Undirected,3,0.0,0.0
10567,373,373,Undirected,14,0.0,0.0
10568,1698,1973,Undirected,1,0.0,0.0
10569,273,1537,Undirected,4,0.0,0.0
10570,281,1394,Undirected,3,0.0,0.0
10571,1529,980,Undirected,40,0.0,0.0
10572,1344,1627,Undirected,5,0.0,0.0
10573,1379,693,Undirected,4,0.0,0.0
10574,1308,1308,Undirected,65,0.0,0.0
10575,506,1356,Undirected,1,0.0,0.0
10576,969,1406,Undirected,1,0.0,0.0
10577,1161,20,Undirected,14,0.0,0.0
10578,1960,1418,Undirected,1,0.0,0.0
10579,179,179,Undirected,56,0.0,0.0
10580,75,596,Undirected,162,0.0,0.0
10581,1756,1783,Undirected,14,0.0,0.0
10582,702,702,Undirected,20,0.0,0.0
10583,682,70,Undirected,14,0.0,0.0
10584,1357,1357,Undirected,87,0.0,0.0
10585,1697,499,Undirected,3,0.0,0.0
10586,1390,294,Undirected,3,0.0,0.0
10587,1345,1114,Undirected,1,0.0,0.0
10588,1186,1532,Undirected,3,0.0,0.0
10589,1679,1679,Undirected,23,0.0,0.0
10590,979,1254,Undirected,2,0.0,0.0
10591,1298,1725,Undirected,1,0.0,0.0
10592,369,1754,Undirected,62,0.0,0.0
10593,1513,901,Undirected,4,0.0,0.0
10594,89,1707,Undirected,78,0.0,0.0
10595,1791,1791,Undirected,28,0.0,0.0
10596,842,1278,Undirected,1,0.0,0.0
10597,1937,580,Undirected,4,0.0,0.0
10598,1706,1308,Undirected,5,3.393557723283188e-07,0.29197918492359903
10599,753,1028,Undirected,1,0.0,0.0
10600,833,439,Undirected,4,0.0,0.0
10601,782,71,Undirected,9,0.0,0.0
10602,1563,574,Undirected,2,0.0,0.0
10603,1883,1551,Undirected,2,0.0,0.0
10604,68,1743,Undirected,9,0.0,0.0
10605,1576,1576,Undirected,529,0.0,0.0
10606,1115,1115,Undirected,43,0.0,0.0
10607,1509,1783,Undirected,55,0.0,0.0
10608,1089,909,Undirected,48,0.0,0.0
10609,676,1254,Undirected,2,0.0,0.0
10610,1184,1739,Undirected,1,0.0,0.0
10611,1571,1571,Undirected,7,0.0,0.0
10612,1896,1052,Undirected,3,0.0,0.0
10613,1490,1079,Undirected,5,0.0,0.0
10614,1819,381,Undirected,3,0.0,0.0
10615,498,470,Undirected,1,0.0,0.0
10616,1560,1560,Undirected,32,0.0,0.0
10617,531,531,Undirected,11,0.0,0.0
10618,1705,740,Undirected,21,0.0,0.0
10619,1296,939,Undirected,29,0.0,0.0
10620,915,171,Undirected,3,0.0,0.0
10621,1518,1518,Undirected,62,0.0,0.0
10622,1325,455,Undirected,21,0.0,0.0
10623,5,518,Undirected,34,0.0,0.0
10624,1338,869,Undirected,19,0.0,0.0
10625,983,983,Undirected,171,0.0,0.0
10626,825,1045,Undirected,2,0.0,0.0
10627,1750,495,Undirected,1,0.0,0.0
10628,1568,1641,Undirected,27,0.0,0.0
10629,1400,1983,Undirected,1,0.0,0.0
10630,840,693,Undirected,1,0.0,0.0
10631,1344,1178,Undirected,1,0.0,0.0
10632,1834,1509,Undirected,2,0.0,0.0
10633,604,1308,Undirected,1,0.0,0.0
10634,1640,275,Undirected,2,0.0,0.0
10635,1681,1883,Undirected,21,0.0,0.0
10636,1085,1423,Undirected,1,0.0,0.0
10637,797,30,Undirected,11,0.0,0.0
10638,1916,1998,Undirected,1,0.0,0.0
10639,1409,214,Undirected,2,0.0,0.0
10640,160,1305,Undirected,1,0.0,0.0
10641,786,1964,Undirected,2,0.0,0.0
10642,1693,1390,Undirected,1,0.0,0.0
10643,1434,1086,Undirected,4,0.0,0.0
10644,1282,863,Undirected,4,0.0,0.0
10645,1684,1316,Undirected,1,0.0,0.0
10646,976,1391,Undirected,2,0.0,0.0
10647,1636,1636,Undirected,85,0.0,0.0
10648,1002,523,Undirected,3,0.0,0.0
10649,1216,578,Undirected,1,0.0,0.0
10650,734,1535,Undirected,3,0.0,0.0
10651,1763,1734,Undirected,6,0.0,0.0
10652,1026,1026,Undirected,38,0.0,0.0
10653,1244,269,Undirected,2,0.0,0.0
10654,643,1204,Undirected,1,0.0,0.0
10655,1450,1478,Undirected,1,0.0,0.0
10656,1061,1061,Undirected,18,0.0,0.0
10657,817,611,Undirected,2,0.0,0.0
10658,697,1450,Undirected,13,0.0,0.0
10659,923,983,Undirected,3,0.0,0.0
10660,1219,1189,Undirected,1,0.0,0.0
10661,1937,1153,Undirected,1,0.0,0.0
10662,476,1085,Undirected,3,0.0,0.0
10663,635,1628,Undirected,11,0.0,0.0
10664,1202,563,Undirected,1,0.0,0.0
10665,1623,1623,Undirected,48,0.0,0.0
10666,465,1430,Undirected,1,0.0,0.0
10667,1627,819,Undirected,26,0.0,0.0
10668,188,1637,Undirected,4,0.0,0.0
10669,1110,1110,Undirected,54,0.0,0.0
10670,1987,1837,Undirected,8,0.0,0.0
10671,339,709,Undirected,3,0.0,0.0
10672,1226,1093,Undirected,7,0.0,0.0
10673,1816,1257,Undirected,2,0.0,0.0
10674,994,1764,Undirected,1,0.0,0.0
10675,1467,1615,Undirected,1,0.0,0.0
10676,1758,711,Undirected,4,0.0,0.0
10677,1448,506,Undirected,16,0.0,0.0
10678,458,1991,Undirected,3,0.0,0.0
10679,517,975,Undirected,2,0.0,0.0
10680,434,1942,Undirected,1,0.0,0.0
10681,875,925,Undirected,1,0.0,0.0
10682,729,937,Undirected,1,0.0,0.0
10683,1269,31,Undirected,10,0.0,0.0
10684,1640,0,Undirected,4,0.0,0.0
10685,1219,1484,Undirected,71,0.0,0.0
10686,736,910,Undirected,3,0.0,0.0
10687,986,986,Undirected,109,0.0,0.0
10688,1374,703,Undirected,30,0.0,0.0
10689,1984,1827,Undirected,1,0.0,0.0
10690,1156,967,Undirected,1,0.0,0.0
10691,1418,899,Undirected,4,0.0,0.0
10692,1184,1938,Undirected,1,0.0,0.0
10693,476,543,Undirected,2,0.0,0.0
10694,306,306,Undirected,255,0.0,0.0
10695,305,305,Undirected,4,0.0,0.0
10696,1194,1780,Undirected,4,0.0,0.0
10697,1254,1319,Undirected,53,0.0,0.0
10698,275,1141,Undirected,5,0.0,0.0
10699,792,811,Undirected,4,0.0,0.0
10700,1196,1965,Undirected,8,0.0,0.0
10701,1705,269,Undirected,1,0.0,0.0
10702,761,1621,Undirected,1,0.0,0.0
10703,1477,1695,Undirected,3,0.0,0.0
10704,1155,1372,Undirected,6,0.0,0.0
10705,1644,1644,Undirected,73,0.0,0.0
10706,464,1168,Undirected,2,0.0,0.0
10707,841,398,Undirected,7,0.0,0.0
10708,1097,1875,Undirected,1,0.0,0.0
10709,1569,250,Undirected,1,0.0,0.0
10710,1926,1231,Undirected,1,0.0,0.0
10711,1425,7,Undirected,3,0.0,0.0
10712,1141,253,Undirected,3,0.0,0.0
10713,347,1699,Undirected,1,0.0,0.0
10714,1357,1974,Undirected,1,0.0,0.0
10715,608,560,Undirected,1,0.0,0.0
10716,1371,308,Undirected,30,0.0,0.0
10717,538,1555,Undirected,46,0.0,0.0
10718,786,366,Undirected,7,0.0,0.0
10719,1049,1878,Undirected,1,0.0,0.0
10720,1800,1257,Undirected,14,0.0,0.0
10721,632,996,Undirected,9,0.0,0.0
10722,872,1861,Undirected,3,0.0,0.0
10723,1833,719,Undirected,1,0.0,0.0
10724,344,1875,Undirected,1,0.0,0.0
10725,424,625,Undirected,78,0.0,0.0
10726,1992,1030,Undirected,10,0.0,0.0
10727,701,701,Undirected,2,0.0,0.0
10728,281,188,Undirected,1,0.0,0.0
10729,1136,1844,Undirected,2,0.0,0.0
10730,130,901,Undirected,109,0.0,0.0
10731,1355,1436,Undirected,1,0.0,0.0
10732,923,1359,Undirected,2,0.0,0.0
10733,1382,1319,Undirected,1,0.0,0.0
10734,1033,1678,Undirected,1,0.0,0.0
10735,1312,1312,Undirected,14,0.0,0.0
10736,1236,894,Undirected,1,0.0,0.0
