,ID,label,weight,committor_prob,p_bound,p_unbound,bound,unbound,predicted_transition_state,b_t_u,path_0,path_1,path_2,path_3,path_4,bneck_ens_0,bneck_ens_1,bneck_ens_2,bneck_ens_3,bneck_ens_4,bottleneck_ensemble,run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,run_11,full_run_0,full_run_1,full_run_2,full_run_3,full_run_4,full_run_5,bneck_ens_TS_0,num_frames,free_energy,SASA_reps,TS_seeds,scan_seeds,committor_prob_0.4,unbound_0.4,predicted_transition_state_0.4,committor_prob_0.5,unbound_0.5,predicted_transition_state_0.5,committor_prob_0.7,unbound_0.7,predicted_transition_state_0.7,committor_prob_0.6,unbound_0.6,predicted_transition_state_0.6,path+ensemble_0,trim_committor_prob,inxclass_3181,inxclass_1310,inxclass_149,inxclass_1138,inxclass_148,inxclass_1073,inxclass_3403,inxclass_3016,inxclass_344,inxclass_1072,inxclass_1311,inxclass_3010,inxclass_387,modularity_class_2.0,bottleneck,lip_distance,BS_SASA,TPPU_SASA,TPPU_R2_SASA,TPPU_R2_hydrophobes_SASA,TPPU_not_R2_SASA,TPPU_R1_SASA,TPPU_scaffold_SASA,community_name
179,179,179,4.710733900963084e-13,0.2344329617687701,0.7655670382312298,0.2344329617687701,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,163,25.205208570703945,213.80694580078125,0,0,0.2344329617687701,False,False,0.21642963579571808,False,False,0.18581213008821207,False,False,0.19969140194731533,False,False,0,0.2344329617687701,0,0,0,0,0,0,0,1,0,0,0,1,0,5,False,12.637432098388672,393.8726196289063,213.80694580078125,67.37349700927734,53.05926895141602,146.43344116210938,87.3269271850586,59.10652160644531,P2
180,180,180,4.7571194105537736e-14,0.4739053251114762,0.5260946748885238,0.4739053251114762,False,False,True,T,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40,27.49799505799573,255.3820953369141,0,0,0.4739053251114762,False,True,0.43937104024079415,False,True,0.3757181367488684,False,False,0.4031127695044544,False,True,0,0.4739053251114762,0,0,0,0,0,0,0,0,0,0,0,0,0,4,False,14.825716972351074,350.9224548339844,255.3820953369141,61.663002014160156,52.77305221557617,193.71908569335938,105.49058532714844,88.22850036621094,U
181,181,181,4.113998983266793e-15,0.6931080392044974,0.3068919607955026,0.6931080392044974,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,86,29.945826926105386,351.4730529785156,0,0,0.6931080392044974,False,False,0.6417815958954699,False,False,0.553666096296427,False,True,0.5955010167637924,False,True,0,0.6931080392044974,0,0,0,0,0,0,0,0,0,0,0,0,0,4,False,16.486370086669922,507.0906677246094,351.4730529785156,69.56314849853516,51.56304931640625,281.90985107421875,156.82530212402344,125.08456420898438,U
182,182,182,2.0805400261214314e-10,0.5921343859259254,0.4078656140740746,0.5921343859259254,False,False,True,T,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,834,19.114669517267355,305.6614990234375,0,0,0.5921343859259254,False,True,0.5440937719275537,False,True,0.4680668976030744,False,True,0.5037471720267346,False,True,0,0.5921343859259254,0,0,0,0,0,0,0,0,0,0,0,0,0,5,True,13.437079429626465,461.2428588867188,305.6614990234375,76.88389587402344,55.81230926513672,228.77757263183602,129.22099304199222,99.55658721923828,P2
183,183,183,7.694269244609443e-15,0.4143477272671551,0.5856522727328449,0.4143477272671551,False,False,True,T,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,29.319746672377963,223.3529052734375,0,0,0.4143477272671551,False,True,0.3817141258587261,False,False,0.32813111514038634,False,False,0.35289070490803554,False,False,0,0.4143477272671551,0,0,0,0,0,0,0,0,0,0,0,0,0,5,False,14.175048828125,416.3839721679688,223.3529052734375,25.313522338867188,16.81113052368164,198.0393829345703,103.01959991455078,95.01979064941406,P2
184,184,184,4.1653217402878e-12,0.7523799538280124,0.2476200461719877,0.7523799538280124,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,272,23.025673670010377,265.96499633789057,0,0,0.7523799538280124,False,False,0.687591998930815,False,False,0.5915413591509949,False,True,0.6361348520109933,False,False,0,0.7523799538280124,0,0,0,0,0,0,0,0,0,0,0,0,0,4,False,11.39583683013916,404.6614074707031,265.96499633789057,38.45869445800781,26.194698333740234,227.50631713867188,134.18080139160156,93.32550048828124,U
185,185,185,1.534714671024312e-13,0.2402851374818549,0.7597148625181451,0.2402851374818549,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,302,26.326707802516108,184.7969207763672,0,0,0.2402851374818549,False,False,0.2230088638491364,False,False,0.1906945274959331,False,False,0.20454735955366354,False,False,0,0.2402851374818549,0,0,0,1,0,0,0,0,0,0,0,0,0,6,False,15.832056045532227,399.7019958496094,184.7969207763672,57.69029998779297,37.6446647644043,127.1066436767578,25.34868621826172,101.7579574584961,P1
186,186,186,3.547490607141775e-10,0.17898898229896198,0.821011017701038,0.17898898229896198,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,18.58105652291768,145.35540771484375,0,0,0.17898898229896198,False,False,0.16609180105426907,False,False,0.14204925684969402,False,False,0.1523789799698627,False,False,0,0.17898898229896198,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,14.003225326538086,318.46630859375,145.35540771484375,30.04529571533203,23.193735122680664,115.31012725830078,59.670326232910156,55.63980102539063,P1
187,187,187,4.6589049274257284e-08,0.0395465526980424,0.9604534473019576,0.0395465526980424,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,106,13.703346392830525,143.99832153320312,0,0,0.0395465526980424,False,False,0.0366440751747697,False,False,0.031377412739901814,False,False,0.033677417333865194,False,False,0,0.0395465526980424,0,0,0,0,0,0,0,0,0,0,0,0,0,9,False,12.952227592468262,322.2967529296875,143.99832153320312,50.33540344238281,27.936845779418945,93.66291046142578,36.63162612915039,57.03128433227539,B2
188,188,188,3.197637431959525e-13,1.0,0.0,1.0,False,True,False,U,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,141,25.5926400495947,513.6375732421875,0,0,1.0,True,False,1.0,True,False,1.0,True,False,1.0,True,False,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,True,11.952640533447266,457.6932678222656,513.6375732421875,119.1430892944336,97.2823257446289,394.4944763183594,223.564453125,170.93002319335938,U
189,189,189,2.614283094571086e-13,0.2866707572908796,0.7133292427091205,0.2866707572908796,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,680,25.794062375493287,178.75762939453125,0,0,0.2866707572908796,False,False,0.2660971193855691,False,False,0.2275087464043437,False,False,0.2440222870508946,False,False,0,0.2866707572908796,0,0,0,0,0,0,0,0,0,0,0,0,0,8,False,13.481983184814453,427.024169921875,178.75762939453125,53.13720703125,35.28406524658203,125.62042236328124,20.53177070617676,105.0886459350586,P1*
190,190,190,1.1863174945475875e-14,0.09961904851411277,0.9003809514858873,0.09961904851411277,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,82,28.88678341047309,109.52139282226562,0,0,0.09961904851411277,False,False,0.09235438421175804,False,False,0.07904874693925486,False,False,0.08482721288572752,False,False,0,0.09961904851411277,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,15.124288558959961,295.93963623046875,109.52139282226562,39.990211486816406,32.904659271240234,69.53118133544922,23.57584381103516,45.95532989501953,B*
191,191,191,2.644790118363876e-13,0.30927437461224233,0.6907256253877576,0.30927437461224233,False,False,False,N,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,501,25.78246057238137,244.87918090820312,0,0,0.30927437461224233,False,False,0.28704090184878195,False,False,0.2454825154434856,False,False,0.2633209811666882,False,False,1,0.30927437461224233,0,0,0,0,0,0,0,0,0,0,1,0,1,6,True,14.55209732055664,416.2614135742188,244.87918090820312,64.09226989746094,43.8935546875,180.78689575195312,88.55683135986328,92.23008728027344,P1
192,192,192,1.2809113427863098e-12,0.7945002559273164,0.2054997440726836,0.7945002559273164,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,150,24.204895380073012,267.2572021484375,0,0,0.7945002559273164,False,False,0.7504077808482875,False,False,0.6202486597132543,False,False,0.6632522144080829,False,False,0,0.7945002559273164,0,0,0,0,0,0,0,0,0,0,0,0,0,4,False,13.703957557678224,414.451171875,267.2572021484375,54.69285583496094,52.712669372558594,212.5643615722656,116.8586654663086,95.70569610595705,U
193,193,193,9.252686489764199e-14,0.7074274793234867,0.2925725206765133,0.7074274793234867,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,177,26.83272343651908,333.45208740234375,0,0,0.7074274793234867,False,False,0.6623853244478806,False,False,0.558337199012216,False,True,0.5969233810391846,False,True,0,0.7074274793234867,0,0,0,0,0,0,0,0,0,0,0,0,0,4,False,13.49531078338623,454.3330383300781,333.45208740234375,100.90156555175781,87.07124328613281,232.550537109375,111.69224548339844,120.85826873779295,U
194,194,194,7.48771944287835e-12,0.7273192518190272,0.2726807481809728,0.7273192518190272,False,False,False,N,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,348,22.439202920305124,390.9489135742188,0,0,0.7273192518190272,False,False,0.6759107686734775,False,False,0.5817046839540003,False,True,0.6240357073286006,False,False,1,0.7273192518190272,0,0,0,0,0,0,0,0,0,0,0,0,0,4,False,12.767538070678713,387.69757080078125,390.9489135742188,119.67489624023438,96.9565658569336,271.27401733398443,140.88211059570312,130.39190673828122,U
195,195,195,1.09527715856559e-08,0.07531188402663727,0.9246881159733628,0.07531188402663727,False,False,False,N,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,615,15.151119375151882,241.1231689453125,0,0,0.07531188402663727,False,False,0.06981307280479403,False,False,0.059762228844479924,False,False,0.06413368756164592,False,False,0,0.07531188402663727,0,0,0,0,0,0,0,1,0,0,0,1,0,2,False,15.793865203857422,398.3815002441406,241.1231689453125,73.83700561523438,64.94045257568361,167.2861785888672,76.93950653076172,90.34667205810548,B*
196,196,196,2.3450013712590387e-13,0.0,1.0,0.0,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16,25.902766297551487,260.859375,0,0,-1.0,False,False,-1.0,False,False,-1.0,False,False,-1.0,False,False,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,14.483774185180664,418.2757263183594,260.859375,52.26690673828125,33.402511596679695,208.5924224853516,108.3995132446289,100.19290924072266,R2
197,197,197,1.7274112563134506e-09,0.2300999613310709,0.7699000386689291,0.2300999613310709,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,194,16.998088008056314,247.93533325195312,0,0,0.2300999613310709,False,False,0.2126584409151952,False,False,0.1824591592969661,False,False,0.19601866832462625,False,False,0,0.2300999613310709,0,0,0,0,0,0,0,1,0,0,0,1,0,5,False,13.089969635009766,478.7696838378906,247.93533325195312,52.75007629394531,44.56370544433594,195.18528747558602,128.36116027832028,66.82412719726561,P2
198,198,198,1.508396331596909e-09,0.5252851291864429,0.4747148708135571,0.5252851291864429,False,False,True,T,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,771,17.133664857815877,320.16650390625,0,0,0.5252851291864429,False,True,0.4878082168987467,False,True,0.4168342712726696,False,True,0.4470150860568936,False,True,2,0.5252851291864429,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,15.222871780395508,438.4731140136719,320.16650390625,107.06864929199219,82.54756927490234,213.09786987304688,99.59304809570312,113.50482940673828,P1
199,199,199,6.173888160615823e-13,0.7958488690969108,0.20415113090308928,0.7958488690969108,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,198,24.934723472867013,472.8193359375,0,0,0.7958488690969108,False,False,0.7508431334862458,False,False,0.6168252755411553,False,False,0.6611324874661444,False,False,0,0.7958488690969108,0,0,0,0,0,0,0,0,0,0,0,0,0,4,True,15.016613006591795,450.9936828613281,472.8193359375,114.89784240722656,96.5711669921875,357.92144775390625,192.648193359375,165.2732696533203,U
200,200,200,3.639780439506807e-10,0.18839523993299026,0.8116047600670098,0.18839523993299026,False,False,False,N,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125,18.55537364421349,226.09181213378903,0,0,0.18839523993299026,False,False,0.17460631367569815,False,False,0.1496208686652779,False,False,0.16060464985985168,False,False,0,0.18839523993299026,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,13.240360260009766,443.6666564941406,226.09181213378903,48.4552001953125,32.411998748779304,177.6365966796875,88.52885437011719,89.10775756835938,P1
201,201,201,8.199428148981936e-11,0.7086364820414821,0.2913635179585179,0.7086364820414821,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,270,20.045817684310745,310.8670349121094,0,0,0.7086364820414821,False,False,0.6576122472166999,False,False,0.5682090243226412,False,True,0.6109932820123564,False,False,0,0.7086364820414821,0,0,0,0,0,0,0,0,0,0,0,0,0,4,False,13.739389419555664,394.28607177734375,310.8670349121094,101.00410461425781,78.83403778076172,209.8629302978516,95.67376708984376,114.18915557861328,U
202,202,202,2.547166135746611e-15,0.2450630123979347,0.7549369876020653,0.2450630123979347,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,30.42524104831421,225.50108337402344,0,0,0.2450630123979347,False,False,0.2260285735642768,False,False,0.19417000492710687,False,False,0.20874114514325268,False,False,0,0.2450630123979347,0,0,0,0,0,0,0,0,0,0,0,0,0,5,False,12.118693351745605,344.602294921875,225.50108337402344,54.24342346191406,29.31850624084473,171.25767517089844,112.79736328125,58.4603157043457,P2
203,203,203,2.2926902407669242e-14,0.8503804117686962,0.14961958823130386,0.8503804117686962,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,142,28.227911471519903,483.0456848144531,0,0,0.8503804117686962,False,False,0.7977581883944762,False,False,0.6903137854846175,False,False,0.7461054392979164,False,False,0,0.8503804117686962,0,0,0,0,0,0,0,0,0,0,0,0,0,4,False,16.561744689941403,503.29693603515625,483.0456848144531,108.12644958496094,84.92796325683594,374.9192199707031,218.41717529296875,156.50205993652344,U
204,204,204,9.837397644563088e-12,0.33672043741370405,0.6632795625862961,0.33672043741370405,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,72,22.16627598214352,234.56320190429688,0,0,0.33672043741370405,False,False,0.3125780092983001,False,False,0.26722440803486336,False,False,0.28661202382269224,False,False,0,0.33672043741370405,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,14.963711738586426,384.0677490234375,234.56320190429688,82.19931030273438,59.473609924316406,152.36387634277344,56.83816528320313,95.52571868896484,P1
205,205,205,6.844592308794186e-12,0.4973543065586034,0.5026456934413965,0.4973543065586034,False,False,True,T,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,766,22.52900829468668,245.80267333984366,0,0,0.4973543065586034,False,True,0.4620943354665396,False,True,0.3945560332871253,False,False,0.4230149244901489,False,True,0,0.4973543065586034,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,13.24138641357422,398.93743896484375,245.80267333984366,78.1785659790039,60.08902359008789,167.62408447265625,53.83338165283203,113.79071807861328,P1
206,206,206,2.192080624383172e-10,0.29702045452415354,0.7029795454758465,0.29702045452415354,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,19.062445855620016,197.19862365722656,0,0,0.29702045452415354,False,False,0.27567828157935725,False,False,0.23569990718941736,False,False,0.25281498588549645,False,False,0,0.29702045452415354,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,15.433277130126953,430.818603515625,197.19862365722656,89.57374572753906,70.9378433227539,107.62489318847656,16.50333595275879,91.12155151367188,P1
207,207,207,5.201409149870633e-13,0.6196566797458101,0.3803433202541899,0.6196566797458101,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,342,25.106122704972357,252.2378387451172,0,0,0.6196566797458101,False,False,0.5748470184827211,False,True,0.491732682526736,False,True,0.5275131756443431,False,True,0,0.6196566797458101,0,0,0,0,0,0,0,0,0,0,0,0,0,4,True,12.751392364501953,415.77447509765625,252.2378387451172,81.41677856445312,60.9732780456543,170.82106018066406,79.93964385986328,90.88142395019531,U
208,208,208,1.7911979450217714e-15,0.04000596938666475,0.9599940306133352,0.04000596938666475,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98,30.777337831157972,220.3222961425781,0,0,0.04000596938666475,False,False,0.03707142465599768,False,False,0.03174225148558691,False,False,0.03406844703300448,False,False,0,0.04000596938666475,0,0,0,0,0,0,0,0,0,0,0,0,0,9,False,13.280736923217773,340.45465087890625,220.3222961425781,86.59243774414062,64.10462951660156,133.72984313964844,58.110511779785156,75.61935424804688,B2
209,209,209,4.098915685234591e-13,0.10108103521010546,0.8989189647898945,0.10108103521010546,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,25.34432981249147,227.9612579345703,0,0,0.10108103521010546,False,False,0.09376271251326347,False,False,0.08021389530850684,False,False,0.08605879843598,False,False,0,0.10108103521010546,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,15.839229583740234,412.6748962402344,227.9612579345703,81.67788696289062,61.15277862548828,146.28341674804688,38.173675537109375,108.10973358154295,B*
210,210,210,5.0431069360977045e-15,0.6965978659292328,0.3034021340707672,0.6965978659292328,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,210,29.742200122468766,454.8302001953125,0,0,0.6965978659292328,False,False,0.637294739122063,False,False,0.5472790770969125,False,True,0.5899545874192718,False,True,0,0.6965978659292328,0,0,0,0,0,0,0,0,0,0,0,0,0,5,True,15.93014907836914,513.8501586914061,454.8302001953125,111.86227416992188,94.16732788085938,342.9679260253906,228.83346557617188,114.13446807861328,P2
211,211,211,0.004554510799157169,0.008361788790170148,0.99163821120983,0.008361788790170148,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,808,2.2130832279717416,157.53683471679688,0,0,0.008361788790170148,False,False,0.0077492709598290625,False,False,0.006634788905205658,False,False,0.00712074313977456,False,False,0,0.008361788790170148,0,0,1,0,0,1,1,0,0,1,0,1,0,7,False,10.846596717834473,246.00685119628903,157.53683471679688,64.57760620117188,49.32062911987305,92.9592514038086,48.91250610351562,44.0467414855957,B
212,212,212,3.879482231553068e-14,0.19838734415335613,0.8016126558466439,0.19838734415335613,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21,27.70193567794773,254.0680694580078,0,0,0.19838734415335613,False,False,0.18410783041369447,False,False,0.15744408631141754,False,False,0.16888757973714236,False,False,0,0.19838734415335613,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,16.85774040222168,352.7606201171875,254.0680694580078,83.39662170410156,62.17004013061523,170.67147827148438,62.56568908691406,108.10577392578124,P1
213,213,213,7.317754542950516e-07,0.3269723788482381,0.6730276211517618,0.3269723788482381,False,False,False,N,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,367,10.94923820175762,274.56442260742193,0,0,0.3269723788482381,False,False,0.30351122342618553,False,False,0.2595041461484221,False,False,0.2783403874776369,False,False,1,0.3269723788482381,0,0,0,0,0,0,0,0,0,0,0,0,0,6,True,17.283721923828125,431.232421875,274.56442260742193,80.71174621582031,59.24476623535156,193.8526611328125,92.95276641845705,100.8999252319336,P1
214,214,214,3.449205199483089e-14,1.0,0.0,1.0,False,True,False,U,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,49,27.81949354966126,515.5014038085939,0,0,1.0,True,False,1.0,True,False,1.0,True,False,1.0,True,False,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,False,16.050491333007812,533.5599975585939,515.5014038085939,121.04915618896484,94.63192749023438,394.4522705078125,224.2925567626953,170.15969848632812,U
215,215,215,6.807352662672134e-12,0.6011028970713647,0.39889710292863534,0.6011028970713647,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,333,22.53446388926533,198.3754119873047,0,0,0.6011028970713647,False,False,0.5553464651218386,False,True,0.4777452896976709,False,True,0.5134708705598062,False,True,0,0.6011028970713647,0,0,0,0,0,0,0,0,0,0,0,0,0,4,False,14.646492958068848,406.52764892578125,198.3754119873047,15.094225883483887,11.459131240844727,183.28121948242188,89.14212036132812,94.13909912109376,U
216,216,216,3.9559518364432736e-11,0.7161662487008037,0.2838337512991963,0.7161662487008037,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,430,20.77466085934588,387.19622802734375,0,0,0.7161662487008037,False,False,0.665172707393457,False,False,0.5752979723517136,False,True,0.6180115670516818,False,False,0,0.7161662487008037,0,0,0,0,0,0,0,0,0,0,0,0,0,4,True,14.506064414978027,479.7718505859375,387.19622802734375,118.03581237792969,95.87550354003906,269.16036987304693,143.5074005126953,125.65301513671876,U
217,217,217,3.661919246523535e-09,0.3351427974185091,0.664857202581491,0.3351427974185091,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,210,16.246724517964104,150.99851989746094,0,0,0.3351427974185091,False,False,0.31112878157974905,False,False,0.2659667836748589,False,False,0.2852558435117626,False,False,0,0.3351427974185091,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,14.94479751586914,391.09619140625,150.99851989746094,53.18361282348633,35.408809661865234,97.81493377685548,37.88407516479492,59.93084716796875,P1
218,218,218,1.0294142660455977e-13,0.7985707852641969,0.2014292147358031,0.7985707852641969,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,305,26.726062317465054,363.40179443359375,0,0,0.7985707852641969,False,False,0.7482735486800913,False,False,0.6161367119866489,False,False,0.6643409667166914,False,False,0,0.7985707852641969,0,0,0,0,0,0,0,0,0,0,0,0,0,4,False,14.966041564941404,429.3843994140625,363.40179443359375,61.79637145996094,43.710716247558594,301.6054382324219,205.2369384765625,96.36847686767578,U
219,219,219,1.5619099789328706e-12,0.4421599628965116,0.5578400371034884,0.4421599628965116,False,False,True,T,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,121,24.006557773382635,206.72662353515625,0,0,0.4421599628965116,False,True,0.4079400395178743,False,True,0.35074335142800434,False,False,0.3770741604738696,False,False,0,0.4421599628965116,0,0,0,0,0,0,0,1,0,0,0,1,0,4,False,14.474748611450195,375.5340576171875,206.72662353515625,74.20164489746094,52.18712997436523,132.52497863769528,60.50314712524414,72.02184295654297,U
220,220,220,0.0017996754081764453,0.045909430963423495,0.9540905690365764,0.045909430963423495,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,297,3.1415950344176906,203.94073486328125,0,0,0.045909430963423495,False,False,0.04256191221170385,False,False,0.03642993671395743,False,False,0.03909290059652987,False,False,0,0.045909430963423495,0,0,0,0,0,0,0,1,0,0,0,1,0,2,False,14.592247009277346,282.8472595214844,203.94073486328125,68.83071899414062,50.11315536499024,135.11001586914062,65.90708923339844,69.20294189453125,B*
221,221,221,4.008055987747773e-14,0.3553851729681939,0.6446148270318062,0.3553851729681939,False,False,False,N,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,346,27.66933104451831,228.70626831054688,0,0,0.3553851729681939,False,False,0.3299198076715145,False,False,0.2820510446519565,False,False,0.30250924334830204,False,False,1,0.3553851729681939,0,0,0,0,0,0,0,0,0,0,0,0,0,6,False,14.291784286499025,391.6455993652344,228.70626831054688,82.13230895996094,56.89580917358398,146.57394409179688,64.72209930419922,81.85186767578125,P1
222,222,222,7.738394336984623e-09,0.03667130455962921,0.9633286954403708,0.03667130455962921,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,15.498517696153105,178.89540100097656,0,0,0.03667130455962921,False,False,0.03397924827037239,False,False,0.029096008050928938,False,False,0.031228989042723337,False,False,0,0.03667130455962921,0,0,0,0,0,0,0,0,0,0,0,0,0,9,False,10.825949668884276,350.21826171875,178.89540100097656,31.025318145751953,25.3482666015625,147.87010192871094,67.00251770019531,80.86759185791016,B2
223,223,223,3.5225482106123846e-14,0.3913037721887984,0.6086962278112016,0.3913037721887984,False,False,False,N,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,26,27.798452726029023,269.74282836914057,0,0,0.3913037721887984,False,False,0.36097844509985577,False,False,0.31023311980213963,False,False,0.33353202370630997,False,False,0,0.3913037721887984,0,0,0,0,0,0,0,0,0,0,0,0,0,5,False,15.830036163330078,424.3416442871094,269.74282836914057,53.926612854003906,37.50049209594727,215.81619262695312,115.11992645263672,100.69625854492188,P2
