,node_id,traj_idx,frame_idx
1077,1077,8,3734
1078,1078,0,487
1079,1079,0,2203
1080,1080,50,1288
1081,1081,104,323
1082,1082,16,8780
1083,1083,0,6518
1084,1084,9,3880
1085,1085,0,4238
1086,1086,0,1913
1087,1087,24,243
1088,1088,16,8067
1089,1089,8,6050
1090,1090,32,1792
1091,1091,16,7466
1092,1092,0,4369
1093,1093,0,4456
1094,1094,81,3716
1095,1095,18,7869
1096,1096,26,3937
1097,1097,2,6091
1098,1098,0,8030
1099,1099,40,3549
1100,1100,24,2447
1101,1101,25,4301
1102,1102,24,9164
1103,1103,53,71
1104,1104,48,194
1105,1105,24,1593
1106,1106,12,7857
1107,1107,2,5793
1108,1108,97,1902
1109,1109,24,3584
1110,1110,0,4302
1111,1111,0,2395
1112,1112,25,4655
1113,1113,81,4725
1114,1114,32,3006
1115,1115,24,4187
1116,1116,24,10185
1117,1117,80,5136
1118,1118,40,3021
1119,1119,46,7245
1120,1120,0,4070
1121,1121,0,6932
1122,1122,0,3858
1123,1123,22,6942
1124,1124,40,1335
1125,1125,24,2432
1126,1126,2,4206
1127,1127,88,2677
1128,1128,100,1175
1129,1129,16,8548
1130,1130,16,7994
1131,1131,48,867
1132,1132,25,4898
1133,1133,40,3746
1134,1134,72,1682
1135,1135,33,8543
1136,1136,24,2959
1137,1137,24,4175
1138,1138,8,7152
1139,1139,0,2778
1140,1140,2,6974
1141,1141,0,33
1142,1142,41,4497
1143,1143,72,5640
1144,1144,72,5395
1145,1145,81,6883
1146,1146,28,424
1147,1147,25,5598
1148,1148,8,7881
1149,1149,16,1647
1150,1150,9,6295
1151,1151,72,5086
1152,1152,40,1082
1153,1153,13,2401
1154,1154,24,4900
1155,1155,0,760
1156,1156,80,636
1157,1157,24,5716
1158,1158,8,7980
1159,1159,8,2160
1160,1160,1,944
1161,1161,24,9934
1162,1162,8,1989
1163,1163,29,7617
1164,1164,24,3769
1165,1165,0,6363
1166,1166,80,2903
1167,1167,16,4602
1168,1168,48,1326
1169,1169,33,9462
1170,1170,22,8599
1171,1171,30,2505
1172,1172,0,7766
1173,1173,40,4243
1174,1174,9,8912
1175,1175,0,2835
1176,1176,24,9800
1177,1177,32,8765
1178,1178,8,3259
1179,1179,73,5234
1180,1180,32,3280
1181,1181,24,8496
1182,1182,80,8321
1183,1183,32,4072
1184,1184,9,791
1185,1185,16,7080
1186,1186,8,8829
1187,1187,0,2462
1188,1188,25,3823
1189,1189,10,6986
1190,1190,24,9118
1191,1191,33,9143
1192,1192,80,6259
1193,1193,8,8777
1194,1194,8,1787
1195,1195,0,49
1196,1196,72,4921
1197,1197,22,7692
1198,1198,24,2203
1199,1199,17,7633
1200,1200,0,4802
1201,1201,72,5145
1202,1202,0,7075
1203,1203,24,2513
1204,1204,24,354
1205,1205,16,7861
1206,1206,82,9314
1207,1207,24,4664
1208,1208,0,2414
1209,1209,8,3370
1210,1210,8,7502
1211,1211,24,6562
1212,1212,0,6228
1213,1213,24,6181
1214,1214,24,2408
1215,1215,82,5651
1216,1216,13,3905
1217,1217,0,2914
1218,1218,9,5923
1219,1219,0,206
1220,1220,8,8416
1221,1221,82,6923
1222,1222,24,9731
1223,1223,9,7200
1224,1224,0,3718
1225,1225,0,4754
1226,1226,0,5710
1227,1227,24,7860
1228,1228,0,6470
1229,1229,24,8146
1230,1230,0,7459
1231,1231,40,5220
1232,1232,2,3307
1233,1233,33,6507
1234,1234,33,10594
1235,1235,16,6900
1236,1236,24,5372
1237,1237,24,4222
1238,1238,11,8813
1239,1239,22,8164
1240,1240,4,7765
1241,1241,72,2362
1242,1242,24,9119
1243,1243,25,2885
1244,1244,22,8415
1245,1245,82,7259
1246,1246,25,7196
1247,1247,18,8562
1248,1248,0,95
1249,1249,1,3939
1250,1250,32,8664
1251,1251,0,1559
1252,1252,49,792
1253,1253,24,9776
1254,1254,0,151
1255,1255,48,251
1256,1256,31,5365
1257,1257,8,6507
1258,1258,24,2675
1259,1259,0,5695
1260,1260,81,7355
1261,1261,0,8786
1262,1262,81,7688
1263,1263,0,4519
1264,1264,8,6297
1265,1265,40,1898
1266,1266,25,6499
1267,1267,8,2433
1268,1268,0,1213
1269,1269,8,2485
1270,1270,24,4305
1271,1271,28,6145
1272,1272,16,2048
1273,1273,24,5859
1274,1274,0,4227
1275,1275,10,7340
1276,1276,25,5004
1277,1277,0,8825
1278,1278,0,5828
1279,1279,16,6930
1280,1280,40,5132
1281,1281,0,6076
1282,1282,37,8521
1283,1283,0,2252
1284,1284,1,6237
1285,1285,24,6599
1286,1286,16,3899
1287,1287,0,8606
1288,1288,16,8759
1289,1289,9,8505
1290,1290,0,3322
1291,1291,82,2579
1292,1292,0,1664
1293,1293,24,8474
1294,1294,30,9000
1295,1295,0,6618
1296,1296,2,6638
1297,1297,0,8263
1298,1298,16,7076
1299,1299,19,8939
1300,1300,22,7147
1301,1301,32,1737
1302,1302,40,891
1303,1303,1,7803
1304,1304,24,8713
1305,1305,24,2802
1306,1306,16,7773
1307,1307,16,8889
1308,1308,1,7010
1309,1309,0,4144
1310,1310,16,8463
1311,1311,16,4864
1312,1312,1,5037
1313,1313,43,3706
1314,1314,25,3731
1315,1315,17,7789
1316,1316,0,3534
1317,1317,24,6475
1318,1318,0,3203
1319,1319,0,161
1320,1320,16,7070
1321,1321,0,6617
1322,1322,0,7515
1323,1323,16,8564
1324,1324,24,5135
1325,1325,0,1769
1326,1326,0,1259
1327,1327,24,5494
1328,1328,8,6054
1329,1329,0,4469
1330,1330,8,8291
1331,1331,16,8452
1332,1332,0,7706
1333,1333,32,2176
1334,1334,9,5406
1335,1335,24,8650
1336,1336,32,3772
1337,1337,48,742
1338,1338,3,6267
1339,1339,0,4034
1340,1340,0,3967
1341,1341,39,4965
1342,1342,80,6924
1343,1343,11,8185
1344,1344,0,2871
1345,1345,32,3583
1346,1346,16,8270
1347,1347,29,5365
1348,1348,11,8289
1349,1349,40,6763
1350,1350,24,5057
1351,1351,16,6273
1352,1352,32,3064
1353,1353,0,5992
1354,1354,9,7809
1355,1355,0,6843
1356,1356,4,1775
1357,1357,0,5815
1358,1358,73,4257
1359,1359,0,4803
1360,1360,0,2500
1361,1361,24,7331
1362,1362,72,1608
1363,1363,1,7106
1364,1364,83,10711
1365,1365,80,7619
1366,1366,24,5012
1367,1367,73,534
1368,1368,24,8094
1369,1369,1,8266
1370,1370,29,6883
1371,1371,0,789
1372,1372,3,7065
1373,1373,40,7358
1374,1374,40,6475
1375,1375,0,171
1376,1376,16,1927
1377,1377,2,74
1378,1378,24,5413
1379,1379,16,8324
1380,1380,0,204
1381,1381,72,1625
1382,1382,0,6472
1383,1383,24,2973
1384,1384,0,1998
1385,1385,24,8365
1386,1386,80,6440
1387,1387,53,1253
1388,1388,24,7379
1389,1389,0,3715
1390,1390,16,7469
1391,1391,24,2576
1392,1392,0,62
1393,1393,40,10406
1394,1394,24,4949
1395,1395,8,3198
1396,1396,24,5709
1397,1397,40,5903
1398,1398,25,6596
1399,1399,0,4158
1400,1400,8,2188
1401,1401,24,7186
1402,1402,0,1940
1403,1403,16,2361
1404,1404,0,304
1405,1405,1,3770
1406,1406,16,7710
1407,1407,0,3844
1408,1408,16,5285
1409,1409,24,9452
1410,1410,0,2787
1411,1411,27,3365
1412,1412,0,3689
1413,1413,0,235
1414,1414,80,10451
1415,1415,16,1934
1416,1416,72,1075
1417,1417,91,2471
1418,1418,40,1027
1419,1419,33,2332
1420,1420,0,1219
1421,1421,0,3993
1422,1422,81,6648
1423,1423,0,5394
1424,1424,16,6401
1425,1425,24,8971
1426,1426,0,4400
1427,1427,0,2479
1428,1428,27,2415
1429,1429,16,8405
1430,1430,16,8300
1431,1431,40,3842
1432,1432,72,1889
1433,1433,48,284
1434,1434,0,222
1435,1435,8,1940
1436,1436,0,3841
1437,1437,24,1230
1438,1438,33,9107
1439,1439,40,7614
1440,1440,40,1507
1441,1441,8,7236
1442,1442,0,5319
1443,1443,0,6711
1444,1444,16,7488
1445,1445,24,5380
1446,1446,72,5436
1447,1447,13,3417
1448,1448,0,2230
1449,1449,40,8423
1450,1450,0,7166
1451,1451,0,3380
1452,1452,72,1995
1453,1453,0,207
1454,1454,40,10968
