"","metrics","plot","treatment","number","values","refvalues"
"972","D","GAB","1200kHz","008",0.349468002258015,0.352763779675457
"982","H","GAB","1200kHz","008",23.42724609375,23.421997070313
"992","CA","GAB","1200kHz","008",32.058737715,31.8182578049999
"1001","D","GAB","1200kHz","009",0.201376738951039,0.205427954124022
"1011","H","GAB","1200kHz","009",19.284240722656,19.2567749023431
"1021","CA","GAB","1200kHz","009",33.458031625,33.04087131
"1031","D","GAB","1200kHz","010",0.101527488994051,0.1053701417427
"1041","H","GAB","1200kHz","010",12.774536132812,12.7632446289069
"1051","CA","GAB","1200kHz","010",9.51833158500001,9.41857261
"1061","D","GAB","1200kHz","011",0.12235181098772,0.123576160832247
"1071","H","GAB","1200kHz","011",12.997741699219,12.988037109375
"1081","CA","GAB","1200kHz","011",32.6435467650001,33.268412135
"1091","D","GAB","1200kHz","012",0.0705513071957217,0.0752830984664332
"1101","H","GAB","1200kHz","012",12.647277832031,12.630798339844
"1111","CA","GAB","1200kHz","012",3.11896032,3.38589178
"1121","D","GAB","1200kHz","013",0.162400110121082,0.161778130350535
"1131","H","GAB","1200kHz","013",16.347290039063,16.344970703125
"1141","CA","GAB","1200kHz","013",41.6000988400001,42.7515994699999
"1151","D","GAB","1200kHz","014",0.0952076155916366,0.0962088340660436
"1161","H","GAB","1200kHz","014",10.4727172851569,10.472473144531
"1171","CA","GAB","1200kHz","014",21.62678716,20.7774102
"162","D","UK","0600kHz","001",0.313039154012254,0.314120316729762
"172","H","UK","0600kHz","001",19.785750865936,20.121750593186
"182","CA","UK","0600kHz","001",10.6547741950001,10.6474371449999
"192","D","UK","0600kHz","002",0.381894971201798,0.381718281686715
"202","H","UK","0600kHz","002",18.461249828339,18.497749805451
"212","CA","UK","0600kHz","002",16.64345783,16.68130483
"222","D","UK","0600kHz","003",0.372209635588244,0.372584985704927
"232","H","UK","0600kHz","003",21.019000530243,20.997750043869
"242","CA","UK","0600kHz","003",27.73395738,27.5921809449998
"252","D","UK","0600kHz","004",0.270689124716629,0.271083168841242
"262","H","UK","0600kHz","004",18.288500070572,18.246000051499
"272","CA","UK","0600kHz","004",17.2837855049999,17.1990504849999
"284","D","UK","0600kHz","005",0.331905192240265,0.331314871982032
"294","H","UK","0600kHz","005",21.046999931335,21.047750473023
"304","CA","UK","0600kHz","005",38.114975955,37.7371172949996
"315","D","UK","1200kHz","001",0.3124682037101,0.314120316729762
"325","H","UK","1200kHz","001",19.716500520707,20.121750593186
"335","CA","UK","1200kHz","001",10.66803397,10.6474371449999
"346","D","UK","1200kHz","002",0.382330672790511,0.381718281686715
"356","H","UK","1200kHz","002",18.387999773026,18.497749805451
"366","CA","UK","1200kHz","002",16.6478978250001,16.68130483
"375","D","UK","1200kHz","003",0.372144366832828,0.372584985704927
"385","H","UK","1200kHz","003",20.995000123977,20.997750043869
"395","CA","UK","1200kHz","003",27.6255325200004,27.5921809449998
"406","D","UK","1200kHz","004",0.270546094095185,0.271083168841242
"416","H","UK","1200kHz","004",18.263250350952,18.246000051499
"426","CA","UK","1200kHz","004",17.3627212550001,17.1990504849999
"437","D","UK","1200kHz","005",0.332135457621765,0.331314871982032
"447","H","UK","1200kHz","005",21.027249574662,21.047750473023
"457","CA","UK","1200kHz","005",37.75737902,37.7371172949996
"756","V","AUS","0600kHz","001",273,255
"766","BL","AUS","0600kHz","001",35.5,27.1
"776","V","AUS","0600kHz","002",1693,1667
"786","BL","AUS","0600kHz","002",89.9,86.1
"796","V","AUS","0600kHz","004",4938,4984
"806","BL","AUS","0600kHz","004",334,350
"816","V","AUS","0600kHz","005",5950,5560
"824","BL","AUS","0600kHz","005",432,489
"834","V","AUS","0600kHz","006",557,697
"844","BL","AUS","0600kHz","006",96.9,117
"854","V","AUS","0600kHz","007",236,235
"864","BL","AUS","0600kHz","007",44.2,53.3
"874","V","AUS","0600kHz","008",583,600
"884","BL","AUS","0600kHz","008",89,93.1
"894","V","AUS","0600kHz","009",160,265
"904","BL","AUS","0600kHz","009",36.1,31.9
"913","V","AUS","0600kHz","010",39.4,44.7
"923","BL","AUS","0600kHz","010",8.31,9.27
"933","V","AUS","0600kHz","011",328,451
"943","BL","AUS","0600kHz","011",77.5,80.7
"953","V","AUS","0600kHz","012",36.2,36.8
"963","BL","AUS","0600kHz","012",10.3,14.9
"973","V","AUS","0600kHz","013",15,14
"983","BL","AUS","0600kHz","013",6.63,6.18
"993","V","AUS","0600kHz","014",258,294
"1002","BL","AUS","0600kHz","014",50.9,57.4
"1012","V","AUS","0600kHz","015",815,795
"1022","BL","AUS","0600kHz","015",89.6,126
"1032","V","AUS","0600kHz","016",19.3,28.3
"1042","BL","AUS","0600kHz","016",9.15,12.1
"1052","V","AUS","0600kHz","017",213,271
"1062","BL","AUS","0600kHz","017",45.5,44.4
"1072","V","AUS","0600kHz","019",221,259
"1082","BL","AUS","0600kHz","019",67.9,55.8
"1092","V","AUS","0600kHz","020",1080,1150
"1102","BL","AUS","0600kHz","020",194,195
"1112","V","AUS","0600kHz","021",370,372
"1122","BL","AUS","0600kHz","021",42.2,42.6
"1132","V","AUS","0600kHz","022",476,474
"1142","BL","AUS","0600kHz","022",46.8,48.5
"1152","V","AUS","0600kHz","023",14.1,11.8
"1162","BL","AUS","0600kHz","023",3.46,1.69
"1172","V","AUS","0600kHz","024",16.9,34.1
"1181","BL","AUS","0600kHz","024",3.88,6.43
"1191","V","AUS","0600kHz","025",169,225
"1201","BL","AUS","0600kHz","025",55.2,50.6
"1211","V","AUS","0600kHz","026",363,378
"1221","BL","AUS","0600kHz","026",102,122
"1231","V","AUS","0600kHz","027",330,377
"1241","BL","AUS","0600kHz","027",47.7,62.4
"1251","V","AUS","0600kHz","028",282,336
"1261","BL","AUS","0600kHz","028",37.8,54.7
"127","V","AUS","0600kHz","029",42.1,52.5
"128","BL","AUS","0600kHz","029",12.3,12.4
"129","V","AUS","0600kHz","030",204,207
"130","BL","AUS","0600kHz","030",33.5,32.2
"131","V","AUS","0600kHz","031",725,797
"132","BL","AUS","0600kHz","031",85.5,105
"133","V","AUS","0600kHz","033",169,168
"134","BL","AUS","0600kHz","033",34,39.1
"135","V","AUS","0600kHz","034",1426,1405
"136","BL","AUS","0600kHz","034",215,223
"137","V","AUS","0600kHz","035",5.39,2.9
"138","BL","AUS","0600kHz","035",1.33,0
"139","V","AUS","0600kHz","036",11.6,14.7
"140","BL","AUS","0600kHz","036",1.75,3.45
"141","V","AUS","0600kHz","038",370,355
"142","BL","AUS","0600kHz","038",74.3,66.8
"143","V","AUS","0600kHz","039",1613,1724
"144","BL","AUS","0600kHz","039",114,144
"145","V","AUS","0600kHz","040",370,351
"146","BL","AUS","0600kHz","040",67.1,84.4
"147","V","AUS","0600kHz","041",227,224
"148","BL","AUS","0600kHz","041",58,64
"149","V","AUS","1200kHz","001",254,255
"150","BL","AUS","1200kHz","001",25.6,27.1
"151","V","AUS","1200kHz","002",1644,1667
"152","BL","AUS","1200kHz","002",82,86.1
"153","V","AUS","1200kHz","004",4868,4984
"154","BL","AUS","1200kHz","004",316,350
"155","V","AUS","1200kHz","005",6204,5560
"156","BL","AUS","1200kHz","005",412,489
"157","V","AUS","1200kHz","006",652,697
"158","BL","AUS","1200kHz","006",99.3,117
"159","V","AUS","1200kHz","007",225,235
"160","BL","AUS","1200kHz","007",49.6,53.3
"1611","V","AUS","1200kHz","008",527,600
"1621","BL","AUS","1200kHz","008",88.7,93.1
"163","V","AUS","1200kHz","009",268,265
"164","BL","AUS","1200kHz","009",27.9,31.9
"165","V","AUS","1200kHz","010",35.6,44.7
"166","BL","AUS","1200kHz","010",4.35,9.27
"167","V","AUS","1200kHz","011",434,451
"168","BL","AUS","1200kHz","011",66.7,80.7
"169","V","AUS","1200kHz","012",34.5,36.8
"170","BL","AUS","1200kHz","012",10.2,14.9
"1711","V","AUS","1200kHz","013",16.3,14
"1721","BL","AUS","1200kHz","013",3.14,6.18
"173","V","AUS","1200kHz","014",275,294
"174","BL","AUS","1200kHz","014",37.8,57.4
"175","V","AUS","1200kHz","015",710,795
"176","BL","AUS","1200kHz","015",128,126
"177","V","AUS","1200kHz","016",30.6,28.3
"178","BL","AUS","1200kHz","016",8.51,12.1
"179","V","AUS","1200kHz","017",288,271
"180","BL","AUS","1200kHz","017",32.9,44.4
"1811","V","AUS","1200kHz","019",257,259
"1821","BL","AUS","1200kHz","019",60.9,55.8
"183","V","AUS","1200kHz","020",1122,1150
"184","BL","AUS","1200kHz","020",194,195
"185","V","AUS","1200kHz","021",356,372
"186","BL","AUS","1200kHz","021",42.2,42.6
"187","V","AUS","1200kHz","022",493,474
"188","BL","AUS","1200kHz","022",41.9,48.5
"189","V","AUS","1200kHz","023",9.71,11.8
"190","BL","AUS","1200kHz","023",0.814,1.69
"1911","V","AUS","1200kHz","024",20.9,34.1
"1921","BL","AUS","1200kHz","024",4.43,6.43
"193","V","AUS","1200kHz","025",206,225
"194","BL","AUS","1200kHz","025",52.1,50.6
"195","V","AUS","1200kHz","026",341,378
"196","BL","AUS","1200kHz","026",90.8,122
"197","V","AUS","1200kHz","027",348,377
"198","BL","AUS","1200kHz","027",53.2,62.4
"199","V","AUS","1200kHz","028",288,336
"200","BL","AUS","1200kHz","028",42.4,54.7
"2011","V","AUS","1200kHz","029",43,52.5
"2021","BL","AUS","1200kHz","029",8.28,12.4
"203","V","AUS","1200kHz","030",191,207
"204","BL","AUS","1200kHz","030",35.4,32.2
"205","V","AUS","1200kHz","031",645,797
"206","BL","AUS","1200kHz","031",80.3,105
"207","V","AUS","1200kHz","033",161,168
"208","BL","AUS","1200kHz","033",30.7,39.1
"209","V","AUS","1200kHz","034",1438,1405
"210","BL","AUS","1200kHz","034",216,223
"2111","V","AUS","1200kHz","035",6.57,2.9
"2121","BL","AUS","1200kHz","035",2.19,0
"213","V","AUS","1200kHz","036",10.8,14.7
"214","BL","AUS","1200kHz","036",2.6,3.45
"215","V","AUS","1200kHz","038",299,355
"216","BL","AUS","1200kHz","038",67.8,66.8
"217","V","AUS","1200kHz","039",1520,1724
"218","BL","AUS","1200kHz","039",120,144
"219","V","AUS","1200kHz","040",340,351
"220","BL","AUS","1200kHz","040",57.2,84.4
"2211","V","AUS","1200kHz","041",219,224
"2221","BL","AUS","1200kHz","041",58.1,64
"2411","V","BEoff","0600kHz","001",12010,13479
"2421","BL","BEoff","0600kHz","001",2584,2637
"243","V","BEoff","0600kHz","002",6915,7116
"244","BL","BEoff","0600kHz","002",1141,1194
"245","V","BEoff","0600kHz","004",5129,5468
"246","BL","BEoff","0600kHz","004",1464,1489
"247","V","BEoff","0600kHz","006",4663,4267
"248","BL","BEoff","0600kHz","006",1124,1133
"249","V","BEoff","0600kHz","007",5366,5438
"250","BL","BEoff","0600kHz","007",1018,1049
"2511","V","BEoff","0600kHz","008",8346,8117
"2521","BL","BEoff","0600kHz","008",2238,2198
"253","V","BEoff","0600kHz","009",6651,6828
"254","BL","BEoff","0600kHz","009",1675,1669
"255","V","BEoff","0600kHz","010",5827,5912
"256","BL","BEoff","0600kHz","010",1633,1734
"257","V","BEoff","0600kHz","011",3075,2906
"258","BL","BEoff","0600kHz","011",1435,1461
"259","V","BEoff","1200kHz","001",12124,13479
"260","BL","BEoff","1200kHz","001",2414,2637
"2611","V","BEoff","1200kHz","002",6701,7116
"2621","BL","BEoff","1200kHz","002",1108,1194
"263","V","BEoff","1200kHz","004",5793,5468
"264","BL","BEoff","1200kHz","004",1480,1489
"265","V","BEoff","1200kHz","006",4227,4267
"266","BL","BEoff","1200kHz","006",1101,1133
"267","V","BEoff","1200kHz","007",5609,5438
"268","BL","BEoff","1200kHz","007",1021,1049
"269","V","BEoff","1200kHz","008",8450,8117
"270","BL","BEoff","1200kHz","008",2196,2198
"2711","V","BEoff","1200kHz","009",6055,6828
"2721","BL","BEoff","1200kHz","009",1662,1669
"273","V","BEoff","1200kHz","010",6028,5912
"274","BL","BEoff","1200kHz","010",1630,1734
"275","V","BEoff","1200kHz","011",3198,2906
"276","BL","BEoff","1200kHz","011",1474,1461
"305","V","BEon","0600kHz","001",4906,4673
"306","BL","BEon","0600kHz","001",239,240
"307","V","BEon","0600kHz","002",5262,5442
"308","BL","BEon","0600kHz","002",167,180
"309","V","BEon","0600kHz","003",3415,4290
"310","BL","BEon","0600kHz","003",387,409
"3111","V","BEon","0600kHz","004",7072,7697
"3121","BL","BEon","0600kHz","004",291,267
"3131","V","BEon","0600kHz","005",2893,3891
"3141","BL","BEon","0600kHz","005",194,157
"3151","V","BEon","0600kHz","006",2346,2070
"316","BL","BEon","0600kHz","006",158,178
"317","V","BEon","0600kHz","007",33.7,31.3
"318","BL","BEon","0600kHz","007",8.07,11.6
"319","V","BEon","0600kHz","008",118,175
"320","BL","BEon","0600kHz","008",35.1,46.3
"3211","V","BEon","0600kHz","009",2288,2355
"3221","BL","BEon","0600kHz","009",152,140
"3231","V","BEon","0600kHz","010",5554,5125
"3241","BL","BEon","0600kHz","010",201,175
"3251","V","BEon","0600kHz","011",94.4,76.3
"326","BL","BEon","0600kHz","011",47.5,37.5
"327","V","BEon","0600kHz","012",3064,3011
"328","BL","BEon","0600kHz","012",93.5,97.2
"329","V","BEon","0600kHz","013",1265,1253
"330","BL","BEon","0600kHz","013",137,140
"3311","V","BEon","0600kHz","014",299,292
"3321","BL","BEon","0600kHz","014",60.9,77.9
"3331","V","BEon","1200kHz","001",4681,4673
"3341","BL","BEon","1200kHz","001",209,240
"3351","V","BEon","1200kHz","002",5144,5442
"336","BL","BEon","1200kHz","002",172,180
"337","V","BEon","1200kHz","003",4453,4290
"338","BL","BEon","1200kHz","003",353,409
"339","V","BEon","1200kHz","004",5918,7697
"340","BL","BEon","1200kHz","004",225,267
"3411","V","BEon","1200kHz","005",3214,3891
"3421","BL","BEon","1200kHz","005",145,157
"3431","V","BEon","1200kHz","006",2906,2070
"3441","BL","BEon","1200kHz","006",118,178
"3451","V","BEon","1200kHz","007",27.8,31.3
"3461","BL","BEon","1200kHz","007",6.79,11.6
"347","V","BEon","1200kHz","008",134,175
"348","BL","BEon","1200kHz","008",40.3,46.3
"349","V","BEon","1200kHz","009",2337,2355
"350","BL","BEon","1200kHz","009",151,140
"3511","V","BEon","1200kHz","010",4395,5125
"3521","BL","BEon","1200kHz","010",223,175
"3531","V","BEon","1200kHz","011",100,76.3
"3541","BL","BEon","1200kHz","011",44.8,37.5
"3551","V","BEon","1200kHz","012",2902,3011
"3561","BL","BEon","1200kHz","012",87.7,97.2
"357","V","BEon","1200kHz","013",1145,1253
"358","BL","BEon","1200kHz","013",119,140
"359","V","BEon","1200kHz","014",301,292
"360","BL","BEon","1200kHz","014",70.5,77.9
"387","V","GAB","0600kHz","001",1765,1904
"388","BL","GAB","0600kHz","001",170,127
"389","V","GAB","0600kHz","002",1763,1848
"390","BL","GAB","0600kHz","002",134,181
"3911","V","GAB","0600kHz","003",2098,2026
"3921","BL","GAB","0600kHz","003",166,208
"3931","V","GAB","0600kHz","004",1070,1203
"3941","BL","GAB","0600kHz","004",97.8,107
"3951","V","GAB","0600kHz","006",6058,5790
"396","BL","GAB","0600kHz","006",470,471
"397","V","GAB","0600kHz","007",1462,1437
"398","BL","GAB","0600kHz","007",126,108
"399","V","GAB","0600kHz","008",1203,1220
"400","BL","GAB","0600kHz","008",146,161
"4011","V","GAB","0600kHz","009",388,454
"4021","BL","GAB","0600kHz","009",74.4,90.6
"4031","V","GAB","0600kHz","010",68.2,82.8
"4041","BL","GAB","0600kHz","010",16.4,16.2
"4051","V","GAB","0600kHz","011",118,120
"4061","BL","GAB","0600kHz","011",53.3,53.6
"407","V","GAB","0600kHz","012",35.7,28.1
"408","BL","GAB","0600kHz","012",1.12,2.74
"409","V","GAB","0600kHz","013",312,251
"410","BL","GAB","0600kHz","013",127,139
"4111","V","GAB","0600kHz","014",65,72.8
"4121","BL","GAB","0600kHz","014",42.5,34.2
"4131","V","GAB","1200kHz","001",2007,1904
"4141","BL","GAB","1200kHz","001",130,127
"4151","V","GAB","1200kHz","002",1666,1848
"4161","BL","GAB","1200kHz","002",131,181
"417","V","GAB","1200kHz","003",1884,2026
"418","BL","GAB","1200kHz","003",175,208
"419","V","GAB","1200kHz","004",1144,1203
"420","BL","GAB","1200kHz","004",88,107
"4211","V","GAB","1200kHz","006",5417,5790
"4221","BL","GAB","1200kHz","006",448,471
"4231","V","GAB","1200kHz","007",1362,1437
"4241","BL","GAB","1200kHz","007",131,108
"4251","V","GAB","1200kHz","008",1137,1220
"4261","BL","GAB","1200kHz","008",145,161
"427","V","GAB","1200kHz","009",418,454
"428","BL","GAB","1200kHz","009",84.8,90.6
"429","V","GAB","1200kHz","010",71,82.8
"430","BL","GAB","1200kHz","010",13.3,16.2
"4311","V","GAB","1200kHz","011",105,120
"4321","BL","GAB","1200kHz","011",46.1,53.6
"4331","V","GAB","1200kHz","012",31.3,28.1
"4341","BL","GAB","1200kHz","012",2.01,2.74
"4351","V","GAB","1200kHz","013",298,251
"4361","BL","GAB","1200kHz","013",135,139
"4371","V","GAB","1200kHz","014",87.9,72.8
"438","BL","GAB","1200kHz","014",34.7,34.2
