rowID,host_Arctos_record,ID_number,ID_type,other_identifier,other_identifier_type,pers_cat_no,sci_name,common_name,state,county,specific_locality,analysis_locality,verbatim_latitude,verbatim_longitude,analysis_lat,analysis_lon,verbatim_elev,coll_date,coll_day,coll_month,coll_year,collecting_event_ID,tissue_type,PCR_pos_01,Haem_01,Plas_01,H_haplo1,H_haplo2,H_haplo3,P_haplo1,H_count,P_count,haplotype_count,coinfection_01,novel_01,novel_count,novel_haplo_name,micro_pos_01,micro_num_infected_HP,micro_num_infected_total,micro_num_screened,micro_HP_parasitemia_percent,micro_total_parasitemia_percent,rgbif_elev,analysis_elev,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,tempPC1,tempPC2,precipPC1,precipPC2
1,NA,272132511,band number,GRVI 11,GRVI ID ,NA,Vireo vicinior,gray vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/1/2018,1,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1460,1460,12.2875,17.34167,38.97004,996.88861,36,-8.5,44.5,19.33333,17,24.75,0.1,244,32,9,26.31486,78,46,55,56,-0.01635605,6.971108772,-3.579185669,5.63231146
2,NA,GRVI 13,GRVI ID ,NA,band number,NA,Vireo vicinior,gray vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/1/2018,1,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1460,1460,12.2875,17.34167,38.97004,996.88861,36,-8.5,44.5,19.33333,17,24.75,0.1,244,32,9,26.31486,78,46,55,56,-0.01635605,6.971108772,-3.579185669,5.63231146
3,NA,284000312,band number,GRVI 14,GRVI ID ,NA,Vireo vicinior,gray vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/1/2018,1,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1460,1460,12.2875,17.34167,38.97004,996.88861,36,-8.5,44.5,19.33333,17,24.75,0.1,244,32,9,26.31486,78,46,55,56,-0.01635605,6.971108772,-3.579185669,5.63231146
4,NA,284000313,band number,GRVI 16,GRVI ID ,NA,Vireo vicinior,gray vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/1/2018,1,6,2018,NA,whole blood,1,1,0,VIRVIC01,VIRVIC04,NA,NA,2,0,2,1,1,2,VIRVIC01; VIRVIC04,NA,NA,NA,NA,NA,NA,1460,1460,12.2875,17.34167,38.97004,996.88861,36,-8.5,44.5,19.33333,17,24.75,0.1,244,32,9,26.31486,78,46,55,56,-0.01635605,6.971108772,-3.579185669,5.63231146
5,NA,284000315,band number,GRVI 04,GRVI ID ,NA,Vireo vicinior,gray vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/1/2018,1,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1460,1460,12.2875,17.34167,38.97004,996.88861,36,-8.5,44.5,19.33333,17,24.75,0.1,244,32,9,26.31486,78,46,55,56,-0.01635605,6.971108772,-3.579185669,5.63231146
6,NA,284000316,band number,GRVI 17,GRVI ID ,NA,Vireo vicinior,gray vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/2/2018,2,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1460,1460,12.2875,17.34167,38.97004,996.88861,36,-8.5,44.5,19.33333,17,24.75,0.1,244,32,9,26.31486,78,46,55,56,-0.01635605,6.971108772,-3.579185669,5.63231146
7,NA,284000317,band number,GRVI 18,GRVI ID ,NA,Vireo vicinior,gray vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/3/2018,3,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,11,11,10000,0.11,0.11,1460,1460,12.2875,17.34167,38.97004,996.88861,36,-8.5,44.5,19.33333,17,24.75,0.1,244,32,9,26.31486,78,46,55,56,-0.01635605,6.971108772,-3.579185669,5.63231146
8,NA,284000318,band number,GRVI 19,GRVI ID ,NA,Vireo vicinior,gray vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/3/2018,3,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1460,1460,12.2875,17.34167,38.97004,996.88861,36,-8.5,44.5,19.33333,17,24.75,0.1,244,32,9,26.31486,78,46,55,56,-0.01635605,6.971108772,-3.579185669,5.63231146
9,NA,284000319,band number,GRVI 20,GRVI ID ,NA,Vireo vicinior,gray vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/4/2018,4,6,2018,NA,whole blood,1,1,0,VIRVIC01,VIRVIC04,NA,NA,2,0,2,1,1,2,VIRVIC01; VIRVIC04,NA,NA,NA,NA,NA,NA,1460,1460,12.2875,17.34167,38.97004,996.88861,36,-8.5,44.5,19.33333,17,24.75,0.1,244,32,9,26.31486,78,46,55,56,-0.01635605,6.971108772,-3.579185669,5.63231146
10,NA,284000320,band number,GRVI 21,GRVI ID ,NA,Vireo vicinior,gray vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/4/2018,4,6,2018,NA,whole blood,1,1,0,VIRVIC01,VIRVIC04,NA,NA,2,0,2,1,1,2,VIRVIC01; VIRVIC04,NA,NA,NA,NA,NA,NA,1460,1460,12.2875,17.34167,38.97004,996.88861,36,-8.5,44.5,19.33333,17,24.75,0.1,244,32,9,26.31486,78,46,55,56,-0.01635605,6.971108772,-3.579185669,5.63231146
11,NA,284000321,band number,GRVI 22,GRVI ID ,NA,Vireo vicinior,gray vireo,Utah,San Juan,Abajo Mountains,Abajo Mountains,38.20031,-109.67057,38.20031,-109.67057,NA,6/4/2018,4,6,2018,NA,whole blood,1,1,0,VIRVIC01,VIRVIC04,NA,NA,2,0,2,1,1,2,VIRVIC01; VIRVIC04,NA,NA,NA,NA,NA,NA,1460,1460,12.2875,17.34167,38.97004,996.88861,36,-8.5,44.5,19.33333,17,24.75,0.1,244,32,9,26.31486,78,46,55,56,-0.01635605,6.971108772,-3.579185669,5.63231146
40,https://arctos.database.museum/guid/MSB:Bird:20651,43420,NK,MSB:Bird:20651,MSB:Bird,Kathleen Ramsay 48,Vireo plumbeus,plumbeous vireo,New Mexico,Los Alamos,Los Alamos,Los Alamos,35.8890501,-106.2872314,35.8890501,-106.2872314,NA,8/15/1995,15,8,1995,1506765,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2185,2185,9.3875,15.925,41.36364,824.9411,29.3,-9.2,38.5,18.95,-0.68333,19.63333,-0.68333,443,79,20,53.53803,204,66,186,66,2.72921206,-0.793853661,5.549262792,-0.122336648
109,https://arctos.database.museum/guid/MSB:Bird:29518,170880,NK,MSB:Bird:29518,MSB:Bird,TJW 077,Vireo plumbeus,plumbeous vireo,New Mexico,Bernalillo,Sandia Park,Sandia Park,35.16782,-106.3655815,35.16782,-106.3655815,NA,5/25/2006,25,5,2006,10269644,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2167,2167,9.1875,15.00833,41.11872,791.17902,28.7,-7.8,36.5,18.33333,12.98333,19.21667,-0.21667,470,73,25,41.72474,194,81,172,94,3.36429018,-0.261768318,6.9733894,2.32709165
108,https://arctos.database.museum/guid/MSB:Bird:26808,169513,NK,MSB:Bird:26808,MSB:Bird,AGB 216,Vireo plumbeus,plumbeous vireo,New Mexico,Socorro,San Mateo Mountains: Bear Trap Canyon,San Mateo Mountains,33.7946,-107.6032333,33.7946,-107.6032333,2248,5/20/2008,20,5,2008,1608674,pectoral muscle,1,1,0,VIRPLU02,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2253,2248,8.55833,18.05,49.58791,711.64612,27.2,-9.2,36.4,16.91667,7.33333,17.4,0.01667,368,81,8,82.08686,215,35,176,51,2.79394553,-3.309684114,2.049601276,-3.522648573
246,https://arctos.database.museum/guid/MSB:Bird:28804,169936,NK,MSB:Bird:28804,MSB:Bird,MJL 346,Vireo plumbeus,plumbeous vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,35.05868333,-108.0913,35.05868333,-108.0913,2400,5/14/2009,14,5,2009,10223322,pectoral muscle,1,1,0,TROAED12,VIRPLU10,NA,NA,2,0,2,1,1,1,VIRPLU10,NA,NA,NA,NA,NA,NA,2400,2400,7.01667,16.75,44.66666,767.43768,26.7,-10.8,37.5,16.03333,10.41667,16.7,-2.11667,388,71,16,53.08826,176,50,149,81,4.952286243,-1.069356928,3.192372832,0.797158098
247,https://arctos.database.museum/guid/MSB:Bird:28805,169937,NK,MSB:Bird:28805,MSB:Bird,MJL 347,Vireo plumbeus,plumbeous vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,35.05868333,-108.0913,35.05868333,-108.0913,2400,5/14/2009,14,5,2009,10223322,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2400,2400,7.01667,16.75,44.66666,767.43768,26.7,-10.8,37.5,16.03333,10.41667,16.7,-2.11667,388,71,16,53.08826,176,50,149,81,4.952286243,-1.069356928,3.192372832,0.797158098
248,https://arctos.database.museum/guid/MSB:Bird:28725,170049,NK,MSB:Bird:28725,MSB:Bird,BLA 010,Vireo plumbeus,plumbeous vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,35.1522,-108.2093167,35.1522,-108.2093167,2480,5/14/2009,14,5,2009,10223445,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2466,2480,6.37917,16.125,44.05738,745.94495,25.6,-11,36.6,15.26667,9.45,15.81667,-2.43333,432,72,17,45.86639,180,56,153,98,5.860302626,-1.824450681,4.502347579,1.546170165
18,https://arctos.database.museum/guid/MSB:Bird:29597,170973,NK,MSB:Bird:29597,MSB:Bird,ABJ 2487,Vireo plumbeus,plumbeous vireo,New Mexico,Rio Arriba,Embudo,Embudo,36.1833,-105.8833,36.1833,-105.8833,NA,7/21/2010,21,7,2010,10269869,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,1929,9.6,16.83333,41.25817,855.22461,30.5,-10.3,40.8,19.65,0.83333,20.05,-0.96667,304,57,12,55.81899,143,41,131,41,2.28733635,0.818802315,-0.487962495,0.763079749
41,https://arctos.database.museum/guid/MSB:Bird:40344,222171,NK,MSB:Bird:40344,MSB:Bird,MJB 083,Vireo plumbeus,plumbeous vireo,New Mexico,Socorro,Magdalena Mountains; Sawmill Canyon,Magdalena Mountains,32.09276667,-107.5890333,32.09276667,-107.5890333,2173,5/7/2012,7,5,2012,10668403,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1434,2173,16.11667,15.8,44.88636,753.68286,34.1,-1.1,35.2,24.36667,15.75,25.48333,7,263,57,5,79.32306,149,18,121,46,-3.935048534,-1.175704553,-2.539424559,-1.319680644
15,https://arctos.database.museum/guid/MSB:Bird:40801,222748,NK,MSB:Bird:40801,MSB:Bird,CJS 1200,Vireo plumbeus,plumbeous vireo,New Mexico,San Juan,Chuska Mountains; Wheatfields Creek,Chuska Mountains,35.2524,-108.125,35.2524,-108.125,2375,6/6/2013,6,6,2013,10917278,pectoral muscle,1,1,0,VIRPLU01,UNABLE TO DETERMINE,NA,NA,2,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,2299,2375,7.35833,16.7,44.06332,775.04205,27.2,-10.7,37.9,16.43333,10.81667,17.11667,-1.93333,365,66,16,50.22651,161,49,137,77,4.680364171,-0.641742647,2.305276356,1.450500323
16,https://arctos.database.museum/guid/MSB:Bird:40800,222749,NK,MSB:Bird:40800,MSB:Bird,CJS 1201,Vireo plumbeus,plumbeous vireo,New Mexico,San Juan,Chuska Mountains; Wheatfields Creek,Chuska Mountains,36.25043333,-109.0460333,36.25043333,-109.0460333,2374,6/1/2013,1,6,2013,10917333,pectoral muscle,1,1,0,TROAED12,VIRPLU11,NA,NA,2,0,2,1,1,1,VIRPLU11,NA,NA,NA,NA,NA,NA,2311,2374,6.825,13.4,37.22222,812.48077,25.5,-10.5,36,16.78333,9.5,16.81667,-2.96667,365,52,12,40.11249,137,43,112,86,6.702139858,-0.28905873,0.735948255,3.027397788
236,https://arctos.database.museum/guid/MSB:Bird:44853,250872,NK,MSB:Bird:44853,MSB:Bird,DCS 9373,Vireo plumbeus,plumbeous vireo,New Mexico,Apache,White Mountains,White Mountains,33.86918333,-109.0616,33.86918333,-109.0616,2379,6/13/2013,13,6,2013,11066957,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2391,2379,7.1125,18.64167,51.35445,661.19769,26.1,-10.2,36.3,15.01667,9.83333,15.51667,-0.66667,470,96,12,68.41911,240,45,201,87,3.97375466,-3.969382436,5.982235773,-3.016716644
249,https://arctos.database.museum/guid/MSB:Bird:40549,222840,NK,MSB:Bird:40549,MSB:Bird,CJS 1130,Vireo plumbeus,plumbeous vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,36.25043333,-109.0460333,36.25043333,-109.0460333,2301,6/1/2013,1,6,2013,10917334,pectoral muscle,1,1,0,TROAED12,VIRPLU03,NA,NA,2,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,2311,2301,6.825,13.4,37.22222,812.48077,25.5,-10.5,36,16.78333,9.5,16.81667,-2.96667,365,52,12,40.11249,137,43,112,86,6.702139858,-0.28905873,0.735948255,3.027397788
12,https://arctos.database.museum/guid/MSB:Bird:44214,222952,NK,MSB:Bird:44214,MSB:Bird,DCS 8684,Vireo plumbeus,plumbeous vireo,New Mexico,San Juan,ca 9.7 km E Cedar Hill,Cedar Hill,36.9999,-107.8135,36.9999,-107.8135,2014,6/5/2014,5,6,2014,11066799,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2085,2014,8.72917,16.00833,40.12114,868.97131,30,-9.9,39.9,15.3,12.4,19.65,-1.71667,432,55,16,27.44154,141,67,111,106,4.085358718,2.346233363,3.272552851,4.805077885
13,https://arctos.database.museum/guid/MSB:Bird:44216,222949,NK,MSB:Bird:44216,MSB:Bird,DCS 8672,Vireo plumbeus,plumbeous vireo,New Mexico,San Juan,ca. 10.2 km NE Cedar Hill,Cedar Hill,36.94488333,-107.7810167,36.94488333,-107.7810167,2085,6/12/2014,12,6,2014,11066797,pectoral muscle,1,1,0,VIRPLU02,VIRPLU12,NA,NA,2,0,2,1,1,1,VIRPLU12,NA,NA,NA,NA,NA,NA,2018,2085,8.975,16.26667,39.86928,891.88135,30.7,-10.1,40.8,15.65,12.81667,20.15,-1.83333,405,52,15,28.22559,134,62,105,97,3.771237084,3.142873685,2.245759619,4.709794951
14,https://arctos.database.museum/guid/MSB:Bird:44215,222951,NK,MSB:Bird:44215,MSB:Bird,DCS 8674,Vireo plumbeus,plumbeous vireo,New Mexico,San Juan,ca. 10.2 km NE Cedar Hill,Cedar Hill,36.99903333,-107.8142167,36.99903333,-107.8142167,2090,6/5/2014,5,6,2014,11066798,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2087,2090,8.72917,16.00833,40.12114,868.97131,30,-9.9,39.9,15.3,12.4,19.65,-1.71667,432,55,16,27.44154,141,67,111,106,4.085358718,2.346233363,3.272552851,4.805077885
29,https://arctos.database.museum/guid/MSB:Bird:45125,276032,NK,MSB:Bird:45125,MSB:Bird,SMB 188,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,35.82651667,-106.8958,35.82651667,-106.8958,2276,7/22/2016,22,7,2016,11028385,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,1,6,6,10000,0.06,0.06,2289,2276,8.37083,17.74167,44.57705,797.36346,29.2,-10.6,39.8,18.01667,11.28333,18.16667,-1.3,444,75,23,43.99183,184,73,165,85,3.203248351,0.511189337,5.872492024,1.880845824
46,https://arctos.database.museum/guid/MSB:Bird:45013,275830,NK,MSB:Bird:45013,MSB:Bird,JMM 123,Vireo plumbeus,plumbeous vireo,New Mexico,McKinley,Mt. Taylor,Mt. Taylor,35.53338333,-107.3494833,35.53338333,-107.3494833,2420,6/21/2016,21,6,2016,11028359,pectoral muscle,1,1,0,VIRPLU01,VIRPLU03,NA,NA,2,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,2418,2420,7.65,16.36667,42.51082,809.4892,28,-10.5,38.5,17.2,11.08333,17.75,-2.11667,389,69,18,49.8211,173,58,149,73,4.460599422,0.329944371,3.403550283,1.286422306
47,https://arctos.database.museum/guid/MSB:Bird:45014,275831,NK,MSB:Bird:45014,MSB:Bird,JMM 132,Vireo plumbeus,plumbeous vireo,New Mexico,McKinley,Mt. Taylor,Mt. Taylor,35.52935,-107.3556333,35.52935,-107.3556333,2456,6/21/2016,21,6,2016,11028360,pectoral muscle,1,1,0,VIRPLU01,VIRPLU04,NA,NA,2,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,2454,2456,7.43333,16.43333,42.68398,807.92194,27.8,-10.7,38.5,16.96667,10.85,17.5,-2.31667,401,70,19,48.50027,176,60,152,76,4.651763539,0.245068534,3.889616963,1.392922252
48,https://arctos.database.museum/guid/MSB:Bird:45029,275878,NK,MSB:Bird:45029,MSB:Bird,JMM 120,Vireo plumbeus,plumbeous vireo,New Mexico,McKinley,Mt. Taylor,Mt. Taylor,35.53291667,-107.3494833,35.53291667,-107.3494833,2416,6/21/2016,21,6,2016,11028311,pectoral muscle,1,1,0,VIRPLU01,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2418,2416,7.44167,16.36667,42.51082,808.76965,27.8,-10.7,38.5,17,10.85,17.53333,-2.31667,401,70,19,48.50027,176,60,152,76,4.671995488,0.280142007,3.889616963,1.392922252
49,https://arctos.database.museum/guid/MSB:Bird:45174,276092,NK,MSB:Bird:45174,MSB:Bird,SMB 152,Vireo plumbeus,plumbeous vireo,New Mexico,McKinley,Mt. Taylor,Mt. Taylor,35.5334,-107.34955,35.5334,-107.34955,2413,7/29/2016,29,7,2016,11028412,pectoral muscle,1,1,0,TROAED12,VIRPLU04,NA,NA,2,0,2,1,0,0,NA,1,18,18,10000,0.18,0.18,2418,2413,7.65,16.36667,42.51082,809.4892,28,-10.5,38.5,17.2,11.08333,17.75,-2.11667,389,69,18,49.8211,173,58,149,73,4.460599422,0.329944371,3.403550283,1.286422306
51,https://arctos.database.museum/guid/MSB:Bird:45015,275832,NK,MSB:Bird:45015,MSB:Bird,SMB 69,Vireo plumbeus,plumbeous vireo,New Mexico,McKinley,Mt. Taylor,Mt. Taylor,35.5331,-107.3482167,35.5331,-107.3482167,2423,6/21/2016,21,6,2016,11028361,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2426,2423,7.44167,16.36667,42.51082,808.76965,27.8,-10.7,38.5,17,10.85,17.53333,-2.31667,401,70,19,48.50027,176,60,152,76,4.671995488,0.280142007,3.889616963,1.392922252
237,https://arctos.database.museum/guid/MSB:Bird:45045,275934,NK,MSB:Bird:45045,MSB:Bird,JMM 142,Vireo plumbeus,plumbeous vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,34.83656667,-108.2145667,34.83656667,-108.2145667,2382,7/14/2016,14,7,2016,11028336,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,10000,NA,NA,2389,2382,7.94167,17.61667,45.75758,783.63617,28.2,-10.3,38.5,17.06667,11.51667,17.75,-1.46667,384,72,15,55.26009,178,48,149,78,3.628771022,-0.372658735,2.962158099,0.445698017
242,https://arctos.database.museum/guid/MSB:Bird:45044,275933,NK,MSB:Bird:45044,MSB:Bird,JMM 143,Vireo plumbeus,plumbeous vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,34.83656667,-108.2145667,34.83656667,-108.2145667,2382,7/14/2016,14,7,2016,11028336,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,1,15,15,10000,0.15,0.15,2389,2382,7.94167,17.61667,45.75758,783.63617,28.2,-10.3,38.5,17.06667,11.51667,17.75,-1.46667,384,72,15,55.26009,178,48,149,78,3.628771022,-0.372658735,2.962158099,0.445698017
250,https://arctos.database.museum/guid/MSB:Bird:45067,275974,NK,MSB:Bird:45067,MSB:Bird,SMB 95,Vireo plumbeus,plumbeous vireo,New Mexico,Cibola,Zuni Mountains,Zuni Mountains,34.95781667,-107.9669167,34.95781667,-107.9669167,2116,7/21/2016,21,7,2016,11028299,pectoral muscle,1,1,0,VIRPLU02,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2163,2116,9.11667,17.4,45.3125,782.4505,29.3,-9.1,38.4,18.21667,12.71667,18.95,-0.25,310,63,12,63.69854,156,41,131,54,2.512574616,-0.15813456,0.191489309,0.177161035
30,https://arctos.database.museum/guid/MSB:Bird:47894,277594,NK,MSB:Bird:47894,MSB:Bird,SMB 479,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,35.82321667,-106.8986667,35.82321667,-106.8986667,2246,6/27/2017,27,6,2017,11306034,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,1,252,252,10000,2.52,2.52,2259,2246,8.6,17.75,44.71033,799.39185,29.4,-10.3,39.7,18.26667,11.55,18.45,-1.08333,429,73,22,44.92419,180,70,160,80,2.934390398,0.523382244,5.20233711,1.812227207
31,https://arctos.database.museum/guid/MSB:Bird:47941,277641,NK,MSB:Bird:47941,MSB:Bird,SMB 383,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,35.8266,-106.8961667,35.8266,-106.8961667,2263,6/29/2017,29,6,2017,11306056,pectoral muscle,1,1,0,VIRPLU01,NA,NA,NA,1,0,1,0,0,0,NA,1,79,79,10000,0.79,0.79,2289,2263,8.37083,17.74167,44.57705,797.36346,29.2,-10.6,39.8,18.01667,11.28333,18.16667,-1.3,444,75,23,43.99183,184,73,165,85,3.203248351,0.511189337,5.872492024,1.880845824
32,https://arctos.database.museum/guid/MSB:Bird:47950,277650,NK,MSB:Bird:47950,MSB:Bird,SMB 486,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,36.04073333,-107.0139333,36.04073333,-107.0139333,2263,7/1/2017,1,7,2017,11306033,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,1,23,23,10000,0.23,0.23,2274,2263,7.71667,18.6,44.07583,840.48505,29.4,-12.8,42.2,17.91667,10.66667,17.91667,-2.7,387,69,18,47.26035,165,62,165,68,3.735100526,2.0746413,3.565482063,1.317275069
33,https://arctos.database.museum/guid/MSB:Bird:47964,277664,NK,MSB:Bird:47964,MSB:Bird,JMM 275,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,36.04073333,-107.0139333,36.04073333,-107.0139333,2270,7/1/2017,1,7,2017,11305654,pectoral muscle,1,1,0,TROAED12,VIRPLU01,NA,NA,2,0,2,1,0,0,NA,1,59,59,10000,0.59,0.59,2274,2270,7.71667,18.6,44.07583,840.48505,29.4,-12.8,42.2,17.91667,10.66667,17.91667,-2.7,387,69,18,47.26035,165,62,165,68,3.735100526,2.0746413,3.565482063,1.317275069
34,https://arctos.database.museum/guid/MSB:Bird:47987,277687,NK,MSB:Bird:47987,MSB:Bird,SMB 487,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,36.01858333,-107.0080833,36.01858333,-107.0080833,2289,7/1/2017,1,7,2017,11306035,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,1,90,90,10000,0.9,0.9,2292,2289,7.8125,18.725,44.37204,838.70337,29.5,-12.7,42.2,17.98333,10.76667,17.98333,-2.55,384,68,18,46.92747,164,62,164,68,3.574449185,2.028293052,3.474283533,1.403418798
35,https://arctos.database.museum/guid/MSB:Bird:48142,277850,NK,MSB:Bird:48142,MSB:Bird,CRG 456,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,36.04201667,-107.01085,36.04201667,-107.01085,2265,7/1/2017,1,7,2017,11305902,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,1,46,46,10000,0.46,0.46,2277,2265,7.68333,18.56667,43.99684,839.78174,29.3,-12.9,42.2,17.86667,10.65,17.86667,-2.73333,383,68,18,47.23242,164,62,164,67,3.814915809,2.069828191,3.43939243,1.369790797
36,https://arctos.database.museum/guid/MSB:Bird:48146,277854,NK,MSB:Bird:48146,MSB:Bird,CRG 358,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,36.04358333,-107.0134833,36.04358333,-107.0134833,2275,7/1/2017,1,7,2017,11306183,pectoral muscle,1,1,0,TROAED12,VIRPLU04,NA,NA,2,0,2,1,0,0,NA,1,98,98,10000,0.98,0.98,2279,2275,7.68333,18.56667,43.99684,839.78174,29.3,-12.9,42.2,17.86667,10.65,17.86667,-2.73333,383,68,18,47.23242,164,62,164,67,3.814915809,2.069828191,3.43939243,1.369790797
37,https://arctos.database.museum/guid/MSB:Bird:48214,278252,NK,MSB:Bird:48214,MSB:Bird,CRG 376,Vireo plumbeus,plumbeous vireo,New Mexico,Sandoval,Jemez Mountains,Jemez Mountains,36.03986667,-107.01975,36.03986667,-107.01975,2232,7/15/2017,15,7,2017,11305653,pectoral muscle,1,1,0,VIRPLU01,TROAED12,NA,NA,2,0,2,1,0,0,NA,1,103,103,10000,1.03,1.03,2212,2232,7.8875,18.70833,44.01961,845.90491,29.7,-12.8,42.5,18.15,10.9,18.15,-2.6,366,66,17,48.47712,158,59,158,61,3.527594937,2.322729419,2.681730396,1.315004532
