rowID,host_Arctos_record,ID_number,ID_type,other_identifier,other_identifier_type,pers_cat_no,sci_name,common_name,state,county,specific_locality,analysis_locality,verbatim_latitude,verbatim_longitude,analysis_lat,analysis_lon,verbatim_elev,coll_date,coll_day,coll_month,coll_year,collecting_event_ID,tissue_type,PCR_pos_01,Haem_01,Plas_01,H_haplo1,H_haplo2,H_haplo3,P_haplo1,H_count,P_count,haplotype_count,coinfection_01,novel_01,novel_count,novel_haplo_name,micro_pos_01,micro_num_infected_HP,micro_num_infected_total,micro_num_screened,micro_HP_parasitemia_percent,micro_total_parasitemia_percent,rgbif_elev,analysis_elev,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,tempPC1,tempPC2,precipPC1,precipPC2
200,NA,272132651,band number,SF01M,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Sepultura Flats,Sepultura Flats,34.28327,-106.61414,34.28327,-106.61414,NA,6/8/2018,8,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,39,65,10000,0.39,0.65,1842,1842,12.10417,17.24167,45.49252,792.41132,31.9,-6,37.9,21.21667,7.36667,21.98333,2.5,308,63,10,69.28204,163,35,136,44,-0.679153333,-0.842455632,-0.341935317,-0.762385308
201,NA,272132668,band number,X029J3,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Sepultura Flats,Sepultura Flats,34.28477,-106.61479,34.28477,-106.61479,NA,6/28/2018,28,6,2018,NA,whole blood,1,1,0,VIRVIC01,VIRVIC02,VIRVIC03,NA,3,0,3,1,1,3,VIRVIC01; VIRVIC02; VIRVIC03,0,0,0,10000,NA,NA,1837,1837,12.05417,17.09167,45.33599,789.31921,31.8,-5.9,37.7,21.15,7.3,21.9,2.5,310,63,10,68.71404,163,36,136,44,-0.586520276,-0.959963052,-0.285887559,-0.704934851
202,NA,272132676,band number,REU01M,GRVI ID ,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Montoso,Sepultura Flats,34.27065,-106.62164,34.27065,-106.62164,NA,7/2/2018,2,7,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,23,23,10000,0.23,0.23,1795,1795,12.27083,17.54167,45.68142,799.97003,32.3,-6.1,38.4,21.46667,7.53333,22.21667,2.55,299,62,10,70.10236,159,34,132,41,-0.958763598,-0.519689582,-0.688110024,-0.723654174
203,https://arctos.database.museum/guid/MSB:Bird:60600,279605,NK,MSB:Bird:60600,MSB:Bird,ABJ 3848,Vireo vicinior,gray vireo,New Mexico,Socorro,Sevilleta National Wildlife Refuge,Sepultura Flats,34.271217,-106.62125,34.271217,-106.62125,1680,5/5/2018,5,5,2018,11344886,pectoral muscle,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1795,1680,12.27083,17.54167,45.68142,799.97003,32.3,-6.1,38.4,21.46667,7.53333,22.21667,2.55,299,62,10,70.10236,159,34,132,41,-0.958763598,-0.519689582,-0.688110024,-0.723654174
204,https://arctos.database.museum/guid/MSB:Bird:60602,279645,NK,MSB:Bird:60602,MSB:Bird,ABJ 3897,Vireo vicinior,gray vireo,New Mexico,Socorro,"Sevilleta National Wildlife Refuge, Sepultura Flats/Cottonwood",Sepultura Flats,34.21607,-106.71033,34.21607,-106.71033,1821,8/1/2018,1,8,2018,11344889,pectoral muscle,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1678,1821,12.79583,18.40833,46.3686,814.75446,33.4,-6.3,39.7,22.21667,8.05,22.9,2.86667,271,57,9,70.59456,144,29,119,37,-1.826209801,0.245394035,-1.9053686,-0.393986303
205,https://arctos.database.museum/guid/MSB:Bird:60601,279643,NK,MSB:Bird:60601,MSB:Bird,ABJ 3870,Vireo vicinior,gray vireo,New Mexico,Socorro,Sepultura Flats,Sepultura Flats,34.27058333,-106.6301833,34.27058333,-106.6301833,1779,7/31/2018,31,7,2018,11344887,pectoral muscle,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1782,1779,12.35417,17.70833,45.75797,804.3446,32.5,-6.2,38.7,21.6,7.61667,22.35,2.56667,296,61,10,69.14566,156,34,130,41,-1.096640758,-0.326108263,-0.816347088,-0.559300624
209,https://arctos.database.museum/guid/MSB:Bird:60502,279609,NK,MSB:Bird:60502,MSB:Bird,ABJ 3852,Vireo bellii,Bell's vireo,New Mexico,Socorro,Sevilleta National Wildlife Refuge,Sevilleta NWR,34.29771667,-106.8485667,34.29771667,-106.8485667,1428,6/2/2018,2,6,2018,11313893,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1429,1428,13.62917,19.45833,46.66267,849.76855,35.1,-6.6,41.7,23.53333,8.9,24.08333,3.21667,220,47,7,69.37184,115,23,93,29,-3.05260002,1.690192423,-4.128864691,0.474270637
210,https://arctos.database.museum/guid/MSB:Bird:60499,279612,NK,MSB:Bird:60499,MSB:Bird,ABJ 3854,Vireo bellii,Bell's vireo,New Mexico,Socorro,Sevilleta National Wildlife Refuge,Sevilleta NWR,34.27911667,-106.8476333,34.27911667,-106.8476333,1416,5/25/2018,25,5,2018,11313890,pectoral muscle,1,1,0,VIRBEL01,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1427,1416,13.63333,19.45,46.86747,844.6283,35,-6.5,41.5,23.45,8.91667,24.05,3.28333,221,48,7,70.08347,116,23,94,29,-3.056393779,1.512526374,-4.059393049,0.369045879
211,https://arctos.database.museum/guid/MSB:Bird:60500,279617,NK,MSB:Bird:60500,MSB:Bird,MJB 446,Vireo bellii,Bell's vireo,New Mexico,Socorro,Sevilleta National Wildlife Refuge,Sevilleta NWR,34.27731667,-106.8504333,34.27731667,-106.8504333,1422,5/25/2018,25,5,2018,11313891,pectoral muscle,1,1,0,VIGIL07,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1429,1422,13.6625,19.59167,47.09535,843.92242,35.1,-6.5,41.6,23.48333,8.95,24.06667,3.33333,221,48,7,70.08347,116,23,94,29,-3.156047759,1.523152131,-4.059393049,0.369045879
212,https://arctos.database.museum/guid/MSB:Bird:60496,279618,NK,MSB:Bird:60496,MSB:Bird,CRG 513,Vireo bellii,Bell's vireo,New Mexico,Eddy ,Sheep Draw,Sheep Draw,32.36131667,-104.2943,32.36131667,-104.2943,998,5/25/2018,25,5,2018,11313887,pectoral muscle,1,1,0,VIRBEL01,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,995,998,16.91667,17.15,46.10215,786.07867,35,-2.2,37.2,25.28333,9.05,26.48333,7.1,342,72,6,69.0107,168,29,137,37,-5.081100778,-0.90653069,-0.380158789,-1.728932195
222,NA,272132630,band number,NA,NA,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Tomasino,Tomasino,NA,NA,34.2313,-106.6752,NA,5/11/2018,11,5,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,92,142,10000,0.92,1.42,1701,1701,12.6625,18.14167,46.27976,812.26709,33,-6.2,39.2,22.01667,7.93333,22.73333,2.75,273,58,8,71.45782,146,29,121,37,-1.580354174,-0.018119721,-1.904393096,-0.596609596
223,NA,272132638,band number,NA,NA,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Tomasino,Tomasino,34.22581,-106.68056,34.22581,-106.68056,NA,5/17/2018,17,5,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,84,87,10000,0.84,0.87,1697,1697,12.6625,18.14167,46.27976,812.26709,33,-6.2,39.2,22.01667,7.93333,22.73333,2.75,273,58,8,71.45782,146,29,121,37,-1.580354174,-0.018119721,-1.904393096,-0.596609596
224,NA,272132639,band number,NA,NA,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Tomasino,Tomasino,NA,NA,34.2313,-106.6752,NA,5/17/2018,17,5,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,80,98,10000,0.8,0.98,1701,1701,12.6625,18.14167,46.27976,812.26709,33,-6.2,39.2,22.01667,7.93333,22.73333,2.75,273,58,8,71.45782,146,29,121,37,-1.580354174,-0.018119721,-1.904393096,-0.596609596
225,NA,272132642,band number,NA,NA,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Tomasino,Tomasino,NA,NA,34.2313,-106.6752,NA,5/22/2018,22,5,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,449,453,10000,4.49,4.53,1701,1701,12.6625,18.14167,46.27976,812.26709,33,-6.2,39.2,22.01667,7.93333,22.73333,2.75,273,58,8,71.45782,146,29,121,37,-1.580354174,-0.018119721,-1.904393096,-0.596609596
226,NA,272132643,band number,NA,NA,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Tomasino,Tomasino,NA,NA,34.2313,-106.6752,NA,5/22/2018,22,5,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,80,156,10000,0.8,1.56,1701,1701,12.6625,18.14167,46.27976,812.26709,33,-6.2,39.2,22.01667,7.93333,22.73333,2.75,273,58,8,71.45782,146,29,121,37,-1.580354174,-0.018119721,-1.904393096,-0.596609596
227,NA,272132644,band number,NA,NA,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Tomasino,Tomasino,NA,NA,34.2313,-106.6752,NA,5/22/2018,22,5,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,113,186,10000,1.13,1.86,1701,1701,12.6625,18.14167,46.27976,812.26709,33,-6.2,39.2,22.01667,7.93333,22.73333,2.75,273,58,8,71.45782,146,29,121,37,-1.580354174,-0.018119721,-1.904393096,-0.596609596
228,NA,272132647,band number,NA,NA,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,Tomasino,Tomasino,NA,NA,34.2313,-106.6752,NA,5/28/2018,28,5,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,40,60,10000,0.4,0.6,1701,1701,12.6625,18.14167,46.27976,812.26709,33,-6.2,39.2,22.01667,7.93333,22.73333,2.75,273,58,8,71.45782,146,29,121,37,-1.580354174,-0.018119721,-1.904393096,-0.596609596
229,https://arctos.database.museum/guid/MSB:Bird:60603,279644,NK,MSB:Bird:60603,MSB:Bird,ABJ 3900,Vireo vicinior,gray vireo,New Mexico,Socorro,"Sevilleta National Wildlife Refuge, Tomasino",Tomasino,34.27651,-106.61861,34.27651,-106.61861,1675,8/1/2018,1,8,2018,11344888,pectoral muscle,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,NA,NA,NA,NA,NA,NA,1824,1675,12.21667,17.45,45.56136,797.80762,32.2,-6.1,38.3,21.4,7.48333,22.15,2.53333,302,62,10,68.74798,159,35,132,43,-0.868505995,-0.584610744,-0.569240114,-0.590926465
233,NA,272132648,band number,NA,NA,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,West Side,West Side,34.41802,-106.9986,34.41802,-106.9986,NA,6/4/2018,4,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,106,106,10000,1.06,1.06,1703,1703,12.59167,17.95,45.55838,814.18903,33.2,-6.2,39.4,22.13333,7.68333,22.7,2.71667,251,53,8,70.26827,134,29,109,35,-1.501190255,0.156495384,-2.680443478,-0.005969288
234,NA,272132649,band number,NA,NA,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,West Side,West Side,34.35741,-107.05053,34.35741,-107.05053,NA,6/4/2018,4,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,39,39,10000,0.39,0.39,1611,1611,12.72083,18.14167,46.75687,789.52936,32.9,-5.9,38.8,22.01667,7.81667,22.53333,3.16667,244,52,8,72.15853,132,26,107,32,-1.700299928,-0.572163834,-3.025664964,-0.139965988
235,NA,272132650,band number,NA,NA,NA,Vireo vicinior,gray vireo,New Mexico,Socorro,West Side,West Side,NA,NA,34.3917,-107.0095,NA,6/7/2018,7,6,2018,NA,whole blood,1,1,0,VIRVIC01,NA,NA,NA,1,0,1,0,1,1,VIRVIC01,1,40,44,10000,0.4,0.44,1685,1685,12.58333,18.01667,46.07843,802.50269,33,-6.1,39.1,22,7.68333,22.55,2.85,253,54,8,72.00008,137,27,111,34,-1.514953597,-0.199367401,-2.656717199,-0.285089559
17,https://arctos.database.museum/guid/MSB:Bird:60727,281127,NK,MSB:Bird:60727,MSB:Bird,EFG 083,Vireo plumbeus,plumbeous vireo,New Mexico,Catron,4.25 mi NW of Datil,Datil,34.16828333,-107.9097,34.16828333,-107.9097,2434,6/27/2019,27,6,2019,11649407,pectoral muscle,1,1,0,VIRPLU02,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2446,2434,7.9125,17.40833,47.43415,737.04919,27.1,-9.6,36.7,16.46667,11.25,17.08333,-0.96667,374,79,10,74.05389,205,40,169,61,3.767976591,-2.047577636,2.461736397,-2.333560979
22,https://arctos.database.museum/guid/MSB:Bird:60725,281128,NK,MSB:Bird:60725,MSB:Bird,SSB 290,Vireo plumbeus,plumbeous vireo,New Mexico,Socorro,San Mateo Mountains: Hudson Canyon,Hudson Canyon,33.7779,-107.4959,33.7779,-107.4959,2449,6/29/2019,29,6,2019,11649405,pectoral muscle,1,1,0,VIRPLU04,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2455,2449,7.48333,16.35,47.94722,676.69427,25.1,-9,34.1,15.46667,6.1,15.96667,-0.51667,430,91,10,77.39685,242,44,200,66,4.543782809,-4.773053022,4.6306351,-3.820799704
23,https://arctos.database.museum/guid/MSB:Bird:60637,281025,NK,MSB:Bird:60637,MSB:Bird,ABJ 4014,Vireo plumbeus,plumbeous vireo,New Mexico,Socorro,San Mateo Mountains: Hudson Canyon,Hudson Canyon,33.77508333,-107.49735,33.77508333,-107.49735,2435,6/29/2019,29,6,2019,11649421,pectoral muscle,1,1,0,TROAED12,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2442,2435,7.48333,16.35,47.94722,676.69427,25.1,-9,34.1,15.46667,6.1,15.96667,-0.51667,430,91,10,77.39685,242,44,200,66,4.543782809,-4.773053022,4.6306351,-3.820799704
24,https://arctos.database.museum/guid/MSB:Bird:60726,281129,NK,MSB:Bird:60726,MSB:Bird,SSB 291,Vireo plumbeus,plumbeous vireo,New Mexico,Socorro,San Mateo Mountains: Hudson Canyon,Hudson Canyon,33.7779,-107.4959,33.7779,-107.4959,2449,6/29/2019,29,6,2019,11649406,pectoral muscle,1,0,1,NA,NA,NA,VIRPLU13,0,1,1,0,1,1,VIRPLU13 (Plasmodium?),NA,NA,NA,NA,NA,NA,2455,2449,7.48333,16.35,47.94722,676.69427,25.1,-9,34.1,15.46667,6.1,15.96667,-0.51667,430,91,10,77.39685,242,44,200,66,4.543782809,-4.773053022,4.6306351,-3.820799704
25,https://arctos.database.museum/guid/MSB:Bird:60554,280762,NK,MSB:Bird:60554,MSB:Bird,ABJ 3985,Vireo bellii,Bell's vireo,New Mexico,Sierra,"Indian Springs, ca. 30.9 km upstream Elephant Butte Dam",Indian Springs,33.42653333,-107.1748833,33.42653333,-107.1748833,1374,7/23/2019,23,7,2019,11339242,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352,1374,14.63333,18.56667,46.41666,818.91095,34.7,-5.3,40,23.8,10.36667,24.81667,4.65,242,51,4,74.0949,131,18,108,32,-3.499120803,0.801162963,-3.780919144,-0.662331131
26,https://arctos.database.museum/guid/MSB:Bird:60556,280764,NK,MSB:Bird:60556,MSB:Bird,MJB 522,Vireo bellii,Bell's vireo,New Mexico,Sierra,"Indian Springs, ca. 30.9 km upstream Elephant Butte Dam",Indian Springs,33.43425,-107.1657,33.43425,-107.1657,1362,7/23/2019,23,7,2019,11339250,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352,1362,14.47917,18.44167,46.33585,815.95581,34.4,-5.4,39.8,23.6,10.26667,24.6,4.51667,243,51,5,73.3746,131,19,108,32,-3.262697941,0.661925007,-3.626725012,-0.539299362
27,https://arctos.database.museum/guid/MSB:Bird:60560,280768,NK,MSB:Bird:60560,MSB:Bird,MJB 523,Vireo bellii,Bell's vireo,New Mexico,Sierra,"Indian Springs, ca. 30.9 km upstream Elephant Butte Dam",Indian Springs,33.42961667,-107.1727833,33.42961667,-107.1727833,1351,7/23/2019,23,7,2019,11339249,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352,1351,14.63333,18.56667,46.41666,818.91095,34.7,-5.3,40,23.8,10.36667,24.81667,4.65,242,51,4,74.0949,131,18,108,32,-3.499120803,0.801162963,-3.780919144,-0.662331131
43,https://arctos.database.museum/guid/MSB:Bird:60557,280765,NK,MSB:Bird:60557,MSB:Bird,ABJ 3986,Vireo bellii,Bell's vireo,New Mexico,Luna,Mimbres River Ranch,Mimbres River Ranch,32.57516667,-107.9165,32.57516667,-107.9165,1525,7/23/2019,23,7,2019,11339243,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533,1525,14.43333,18.38333,49.41756,741.83228,33.3,-3.9,37.2,22.83333,13.83333,23.68333,5.53333,318,67,4,76.897,175,20,146,55,-3.334311607,-1.403526595,-0.721877845,-2.22107012
44,https://arctos.database.museum/guid/MSB:Bird:60559,280767,NK,MSB:Bird:60559,MSB:Bird,ABJ 3987,Vireo bellii,Bell's vireo,New Mexico,Luna,Mimbres River Ranch,Mimbres River Ranch,32.56118333,-107.92115,32.56118333,-107.92115,1519,7/23/2019,23,7,2019,11339244,pectoral muscle,1,1,0,VIRBEL01,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1520,1519,14.62083,18.575,49.53333,748.7215,33.7,-3.8,37.5,23.1,14,23.96667,5.65,310,65,4,76.50417,170,20,142,55,-3.636730327,-1.162884422,-0.998210075,-1.982669507
45,https://arctos.database.museum/guid/MSB:Bird:60564,280772,NK,MSB:Bird:60564,MSB:Bird,ABJ 3990,Vireo bellii,Bell's vireo,New Mexico,Luna,Mimbres River Ranch,Mimbres River Ranch,32.56498333,-107.91815,32.56498333,-107.91815,1515,7/23/2019,23,7,2019,11339245,pectoral muscle,1,1,0,VIRBEL01,NA,NA,NA,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1522,1515,14.62083,18.575,49.53333,748.7215,33.7,-3.8,37.5,23.1,14,23.96667,5.65,310,65,4,76.50417,170,20,142,55,-3.636730327,-1.162884422,-0.998210075,-1.982669507
104,https://arctos.database.museum/guid/MSB:Bird:60547,280755,NK,MSB:Bird:60547,MSB:Bird,MJB 519,Vireo bellii,Bell's vireo,New Mexico,Sierra,Bosque along Rio Grande ca. 36 km upstream Elephant Butte Dam,"Rio Grande Bosque, Sierra",33.47633333,-107.1334667,33.47633333,-107.1334667,1351,7/23/2019,23,7,2019,11339247,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352,1351,14.4125,18.65833,46.64583,817.00153,34.4,-5.6,40,23.5,10.23333,24.51667,4.4,240,51,5,73.57525,129,18,107,32,-3.253025155,0.7151544,-3.7313906,-0.531301206
105,https://arctos.database.museum/guid/MSB:Bird:60548,280756,NK,MSB:Bird:60548,MSB:Bird,MJB 520,Vireo bellii,Bell's vireo,New Mexico,Socorro,Bosque along Rio Grande ca. 38 km upstream Elephant Butte Dam,"Rio Grande Bosque, Socorro",33.49541667,-107.1253333,33.49541667,-107.1253333,1351,7/23/2019,23,7,2019,11339248,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352,1351,14.44167,18.71667,46.90894,814.88379,34.4,-5.5,39.9,23.53333,10.25,24.53333,4.46667,241,51,5,73.21347,130,19,107,32,-3.334106655,0.612196825,-3.672334884,-0.500615699
106,https://arctos.database.museum/guid/MSB:Bird:60583,280791,NK,MSB:Bird:60583,MSB:Bird,ABJ 4001,Vireo bellii,Bell's vireo,New Mexico,Socorro,Rio Grande Ca 40 km upstream Elephant Butte Dam,"Rio Grande Bosque, Socorro",33.51213333,-107.1167167,33.51213333,-107.1167167,1354,8/14/2019,14,8,2019,11339246,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354,1354,14.475,18.91667,47.17373,813.10431,34.5,-5.6,40.1,23.56667,10.25,24.55,4.53333,242,51,5,73.13014,130,19,107,32,-3.441382042,0.642625423,-3.662602859,-0.496165554
107,https://arctos.database.museum/guid/MSB:Bird:60543,280751,NK,MSB:Bird:60543,MSB:Bird,ABJ 3983,Vireo bellii,Bell's vireo,New Mexico,Socorro,Rio Grande ca 41 km upstream Elephant Butte Dam,"Rio Grande Bosque, Socorro",33.51491667,-107.11555,33.51491667,-107.11555,1352,7/23/2019,23,7,2019,11339241,pectoral muscle,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357,1352,14.50417,18.84167,47.10417,813.83899,34.5,-5.5,40,23.58333,10.31667,24.58333,4.55,238,50,5,72.12595,127,19,105,32,-3.446419994,0.628014394,-3.7991762,-0.329982531
