ID_pair;KDE;Period_num;Factor;Level;Difference
A4_2020;KDE50;2;OSO;Rocky;0
H4_2016;KDE50;2;OSO;Rocky;-6,266629779
H4_2018;KDE50;2;OSO;Rocky;-12,47319863
H4_2019;KDE50;2;OSO;Rocky;1,979072654
A2_2017;KDE50;2;OSO;Rocky;NA
A2_2021;KDE50;2;OSO;Rocky;NA
H7_2020;KDE50;2;OSO;Rocky;-18,51883511
HA9_2020;KDE50;2;OSO;Rocky;3,549383017
D15_2020;KDE50;2;OSO;Rocky;NA
G4_2019;KDE99;2;OSO;Crop;0,062359092
H11_2018;KDE99;2;OSO;Crop;1,182810639
H11_2019;KDE99;2;OSO;Crop;1,220227691
H10_2017;KDE99;2;OSO;Crop;3,061053056
H10_2019;KDE99;2;OSO;Crop;-0,421676033
H10_2020;KDE99;2;OSO;Crop;1,40860103
H10_2022;KDE99;2;OSO;Crop;1,098894682
G2_2016;KDE99;2;OSO;Crop;0,059283412
G2_2018;KDE99;2;OSO;Crop;0,059283412
G2_2019;KDE99;2;OSO;Crop;-0,029342881
G2_2022;KDE99;2;OSO;Crop;0,00631731
HA17_2018;KDE99;2;OSO;Crop;0,049652433
HA17_2020;KDE99;2;OSO;Crop;0,049652433
HA13_2020;KDE99;2;OSO;Crop;0,060766371
HA12_2019;KDE99;2;OSO;Crop;0,005751975
H1_2016;KDE99;2;OSO;Crop;0,317198756
H6_2016;KDE99;2;OSO;Crop;0,444958036
H6_2021;KDE99;2;OSO;Crop;0,485094368
HA11_2019;KDE99;2;OSO;Crop;0,095922239
A6_2016;KDE99;2;OSO;Crop;1,508082899
A6_2020_1;KDE99;2;OSO;Crop;0,709248021
A6_2020_2;KDE99;2;OSO;Crop;1,411467521
A6_2021;KDE99;2;OSO;Crop;1,426510074
G3_2018;KDE99;2;OSO;Crop;0,095681705
HA1_2020;KDE99;2;OSO;Crop;0,003800692
HA15_2022;KDE99;2;OSO;Crop;0,634300874
A4_2020;KDE99;2;OSO;Crop;0,85345509
H4_2016;KDE99;2;OSO;Crop;1,260648661
H4_2018;KDE99;2;OSO;Crop;1,178837917
H4_2019;KDE99;2;OSO;Crop;1,117655334
A2_2017;KDE99;2;OSO;Crop;1,84340801
A2_2021;KDE99;2;OSO;Crop;1,794438563
H7_2020;KDE99;2;OSO;Crop;-0,201828664
HA9_2020;KDE99;2;OSO;Crop;0,081964921
D15_2020;KDE99;2;OSO;Crop;0,263445665
G4_2019;KDE99;2;OSO;Forest;8,766049032
H11_2018;KDE99;2;OSO;Forest;-20,04880484
H11_2019;KDE99;2;OSO;Forest;-26,87642606
H10_2017;KDE99;2;OSO;Forest;13,39987736
H10_2019;KDE99;2;OSO;Forest;-12,73189065
H10_2020;KDE99;2;OSO;Forest;-2,844792153
H10_2022;KDE99;2;OSO;Forest;-0,153906806
G2_2016;KDE99;2;OSO;Forest;-17,72132889
G2_2018;KDE99;2;OSO;Forest;-26,05669985
G2_2019;KDE99;2;OSO;Forest;-30,90695173
G2_2022;KDE99;2;OSO;Forest;-7,771994837
HA17_2018;KDE99;2;OSO;Forest;8,789646968
HA17_2020;KDE99;2;OSO;Forest;13,8293229
HA13_2020;KDE99;2;OSO;Forest;29,5468606
HA12_2019;KDE99;2;OSO;Forest;11,09143406
H1_2016;KDE99;2;OSO;Forest;-7,204926559
H6_2016;KDE99;2;OSO;Forest;-17,22338416
H6_2021;KDE99;2;OSO;Forest;32,67282871
HA11_2019;KDE99;2;OSO;Forest;15,22938649
A6_2016;KDE99;2;OSO;Forest;-27,66010455
A6_2020_1;KDE99;2;OSO;Forest;-18,6616748
A6_2020_2;KDE99;2;OSO;Forest;-13,83225122
A6_2021;KDE99;2;OSO;Forest;-10,50054946
G3_2018;KDE99;2;OSO;Forest;-4,852697225
HA1_2020;KDE99;2;OSO;Forest;16,19378282
HA15_2022;KDE99;2;OSO;Forest;10,06503247
A4_2020;KDE99;2;OSO;Forest;0,54697519
H4_2016;KDE99;2;OSO;Forest;-0,344906192
H4_2018;KDE99;2;OSO;Forest;-7,688380644
H4_2019;KDE99;2;OSO;Forest;-12,87288636
A2_2017;KDE99;2;OSO;Forest;-10,29851355
A2_2021;KDE99;2;OSO;Forest;-11,46410143
H7_2020;KDE99;2;OSO;Forest;20,24960504
HA9_2020;KDE99;2;OSO;Forest;12,95134615
D15_2020;KDE99;2;OSO;Forest;-9,484510651
G4_2019;KDE99;2;OSO;Open;-7,620510396
H11_2018;KDE99;2;OSO;Open;14,20338196
H11_2019;KDE99;2;OSO;Open;20,73948731
H10_2017;KDE99;2;OSO;Open;39,85347155
H10_2019;KDE99;2;OSO;Open;7,874929344
H10_2020;KDE99;2;OSO;Open;17,03008846
H10_2022;KDE99;2;OSO;Open;13,23060306
G2_2016;KDE99;2;OSO;Open;16,74522412
G2_2018;KDE99;2;OSO;Open;24,33703794
G2_2019;KDE99;2;OSO;Open;30,14748901
G2_2022;KDE99;2;OSO;Open;17,9706031
HA17_2018;KDE99;2;OSO;Open;-9,882750278
HA17_2020;KDE99;2;OSO;Open;-2,491362769
HA13_2020;KDE99;2;OSO;Open;-11,40855612
HA12_2019;KDE99;2;OSO;Open;-3,236427788
H1_2016;KDE99;2;OSO;Open;6,073669075
H6_2016;KDE99;2;OSO;Open;16,87651388
H6_2021;KDE99;2;OSO;Open;-9,019073213
HA11_2019;KDE99;2;OSO;Open;-14,47981978
A6_2016;KDE99;2;OSO;Open;25,73406644
A6_2020_1;KDE99;2;OSO;Open;17,72858351
A6_2020_2;KDE99;2;OSO;Open;12,01266134
A6_2021;KDE99;2;OSO;Open;8,667131458
G3_2018;KDE99;2;OSO;Open;4,232479006
HA1_2020;KDE99;2;OSO;Open;11,30429439
HA15_2022;KDE99;2;OSO;Open;-11,07862614
A4_2020;KDE99;2;OSO;Open;-1,859448671
H4_2016;KDE99;2;OSO;Open;2,591807635
H4_2018;KDE99;2;OSO;Open;13,81506063
H4_2019;KDE99;2;OSO;Open;13,04239493
A2_2017;KDE99;2;OSO;Open;8,283673558
A2_2021;KDE99;2;OSO;Open;8,98201971
H7_2020;KDE99;2;OSO;Open;2,090003392
HA9_2020;KDE99;2;OSO;Open;3,786237521
D15_2020;KDE99;2;OSO;Open;9,012114418
G4_2019;KDE99;2;OSO;Urban;-1,207897729
H11_2018;KDE99;2;OSO;Urban;3,588758548
H11_2019;KDE99;2;OSO;Urban;3,989002957
H10_2017;KDE99;2;OSO;Urban;-21,68049909
H10_2019;KDE99;2;OSO;Urban;2,993589789
H10_2020;KDE99;2;OSO;Urban;-13,13394614
H10_2022;KDE99;2;OSO;Urban;-14,12151754
G2_2016;KDE99;2;OSO;Urban;0,885327044
G2_2018;KDE99;2;OSO;Urban;1,628884192
G2_2019;KDE99;2;OSO;Urban;0,757311288
G2_2022;KDE99;2;OSO;Urban;-10,13048768
HA17_2018;KDE99;2;OSO;Urban;-0,021105061
HA17_2020;KDE99;2;OSO;Urban;0,301347214
HA13_2020;KDE99;2;OSO;Urban;0,336002288
HA12_2019;KDE99;2;OSO;Urban;0,016308133
H1_2016;KDE99;2;OSO;Urban;0,814058728
H6_2016;KDE99;2;OSO;Urban;0,107556705
H6_2021;KDE99;2;OSO;Urban;-24,15486325
HA11_2019;KDE99;2;OSO;Urban;3,502640571
A6_2016;KDE99;2;OSO;Urban;0,393590104
A6_2020_1;KDE99;2;OSO;Urban;0,199478166
A6_2020_2;KDE99;2;OSO;Urban;0,383757262
A6_2021;KDE99;2;OSO;Urban;0,382542822
G3_2018;KDE99;2;OSO;Urban;0,276746267
HA1_2020;KDE99;2;OSO;Urban;0,043707955
HA15_2022;KDE99;2;OSO;Urban;1,407237332
A4_2020;KDE99;2;OSO;Urban;0,430446476
H4_2016;KDE99;2;OSO;Urban;0,086132652
H4_2018;KDE99;2;OSO;Urban;0,498024509
H4_2019;KDE99;2;OSO;Urban;0,491850358
A2_2017;KDE99;2;OSO;Urban;0,204288247
A2_2021;KDE99;2;OSO;Urban;0,780544595
H7_2020;KDE99;2;OSO;Urban;-6,671087229
HA9_2020;KDE99;2;OSO;Urban;1,785871911
D15_2020;KDE99;2;OSO;Urban;0,202713239
G4_2019;KDE99;2;OSO;Wetland;NA
H11_2018;KDE99;2;OSO;Wetland;0,341555078
H11_2019;KDE99;2;OSO;Wetland;0,261303174
H10_2017;KDE99;2;OSO;Wetland;0,023520715
H10_2019;KDE99;2;OSO;Wetland;-0,261948882
H10_2020;KDE99;2;OSO;Wetland;0,023520715
H10_2022;KDE99;2;OSO;Wetland;0,009505298
G2_2016;KDE99;2;OSO;Wetland;0,029641706
G2_2018;KDE99;2;OSO;Wetland;0,029641706
G2_2019;KDE99;2;OSO;Wetland;0,029641706
G2_2022;KDE99;2;OSO;Wetland;-0,049807447
HA17_2018;KDE99;2;OSO;Wetland;0,006206554
HA17_2020;KDE99;2;OSO;Wetland;0,006206554
HA13_2020;KDE99;2;OSO;Wetland;0,01429797
HA12_2019;KDE99;2;OSO;Wetland;1,915432471
H1_2016;KDE99;2;OSO;Wetland;NA
H6_2016;KDE99;2;OSO;Wetland;-0,138628032
H6_2021;KDE99;2;OSO;Wetland;0,001779264
HA11_2019;KDE99;2;OSO;Wetland;0,063948159
A6_2016;KDE99;2;OSO;Wetland;0,024365102
A6_2020_1;KDE99;2;OSO;Wetland;0,024365102
A6_2020_2;KDE99;2;OSO;Wetland;0,024365102
A6_2021;KDE99;2;OSO;Wetland;0,024365102
G3_2018;KDE99;2;OSO;Wetland;-0,008011418
HA1_2020;KDE99;2;OSO;Wetland;0,001900346
HA15_2022;KDE99;2;OSO;Wetland;0,107139601
A4_2020;KDE99;2;OSO;Wetland;0,007437862
H4_2016;KDE99;2;OSO;Wetland;0,072582802
H4_2018;KDE99;2;OSO;Wetland;0,072582802
H4_2019;KDE99;2;OSO;Wetland;0,072582802
A2_2017;KDE99;2;OSO;Wetland;-0,032856265
A2_2021;KDE99;2;OSO;Wetland;-0,092901442
H7_2020;KDE99;2;OSO;Wetland;0,07286122
HA9_2020;KDE99;2;OSO;Wetland;-17,95362766
D15_2020;KDE99;2;OSO;Wetland;0,00623733
G4_2019;KDE99;2;OSO;Rocky;NA
H11_2018;KDE99;2;OSO;Rocky;0,732298618
H11_2019;KDE99;2;OSO;Rocky;0,666404935
H10_2017;KDE99;2;OSO;Rocky;-34,65742359
H10_2019;KDE99;2;OSO;Rocky;2,546996435
H10_2020;KDE99;2;OSO;Rocky;-2,483471915
H10_2022;KDE99;2;OSO;Rocky;-0,06357869
G2_2016;KDE99;2;OSO;Rocky;0,001852607
G2_2018;KDE99;2;OSO;Rocky;0,001852607
G2_2019;KDE99;2;OSO;Rocky;0,001852607
G2_2022;KDE99;2;OSO;Rocky;-0,024630444
HA17_2018;KDE99;2;OSO;Rocky;1,058349384
HA17_2020;KDE99;2;OSO;Rocky;-11,69516634
HA13_2020;KDE99;2;OSO;Rocky;-18,54937111
HA12_2019;KDE99;2;OSO;Rocky;-9,792498851
H1_2016;KDE99;2;OSO;Rocky;NA
H6_2016;KDE99;2;OSO;Rocky;-0,067016433
H6_2021;KDE99;2;OSO;Rocky;0,014234116
HA11_2019;KDE99;2;OSO;Rocky;-4,412077679
A6_2016;KDE99;2;OSO;Rocky;NA
A6_2020_1;KDE99;2;OSO;Rocky;NA
A6_2020_2;KDE99;2;OSO;Rocky;NA
A6_2021;KDE99;2;OSO;Rocky;NA
G3_2018;KDE99;2;OSO;Rocky;0,255801665
HA1_2020;KDE99;2;OSO;Rocky;-27,5474862
HA15_2022;KDE99;2;OSO;Rocky;-1,135084142
A4_2020;KDE99;2;OSO;Rocky;0,008453621
H4_2016;KDE99;2;OSO;Rocky;-3,666265557
H4_2018;KDE99;2;OSO;Rocky;-7,876125213
H4_2019;KDE99;2;OSO;Rocky;-1,851597067
A2_2017;KDE99;2;OSO;Rocky;NA
A2_2021;KDE99;2;OSO;Rocky;NA
H7_2020;KDE99;2;OSO;Rocky;-15,53955376
HA9_2020;KDE99;2;OSO;Rocky;-0,651792838
D15_2020;KDE99;2;OSO;Rocky;NA
G4_2019;KDE50;3;VRM;Flat;19,11575655
H11_2018;KDE50;3;VRM;Flat;2,545018328
H11_2019;KDE50;3;VRM;Flat;6,985269294
H10_2017;KDE50;3;VRM;Flat;-6,24846458
H10_2019;KDE50;3;VRM;Flat;-6,922197574
H10_2020;KDE50;3;VRM;Flat;-6,84368364
H10_2022;KDE50;3;VRM;Flat;-3,813127292
G2_2016;KDE50;3;VRM;Flat;-2,039223171
G2_2018;KDE50;3;VRM;Flat;-6,372874774
G2_2019;KDE50;3;VRM;Flat;8,87499888
G2_2022;KDE50;3;VRM;Flat;0,613242127
HA17_2018;KDE50;3;VRM;Flat;-25,6026071
HA17_2020;KDE50;3;VRM;Flat;-13,02166769
HA13_2020;KDE50;3;VRM;Flat;-14,09179891
HA12_2019;KDE50;3;VRM;Flat;-2,461708914
H1_2016;KDE50;3;VRM;Flat;9,524253975
H6_2016;KDE50;3;VRM;Flat;10,93959875
H6_2021;KDE50;3;VRM;Flat;-8,675028845
HA11_2019;KDE50;3;VRM;Flat;-12,21948778
A6_2016;KDE50;3;VRM;Flat;-9,99697317
A6_2020_1;KDE50;3;VRM;Flat;-11,0729091
A6_2020_2;KDE50;3;VRM;Flat;-11,2162319
A6_2021;KDE50;3;VRM;Flat;-9,304936651
G3_2018;KDE50;3;VRM;Flat;30,53031894
HA15_2022;KDE50;3;VRM;Flat;8,534958536
A4_2020;KDE50;3;VRM;Flat;16,14296344
H4_2016;KDE50;3;VRM;Flat;6,435473673
H4_2018;KDE50;3;VRM;Flat;6,635093807
H4_2019;KDE50;3;VRM;Flat;8,501613277
A2_2017;KDE50;3;VRM;Flat;6,731370665
A2_2021;KDE50;3;VRM;Flat;6,912024298
H7_2020;KDE50;3;VRM;Flat;6,898936976
HA9_2020;KDE50;3;VRM;Flat;22,26268366
D15_2020;KDE50;3;VRM;Flat;-1,350350487
G4_2019;KDE50;3;VRM;Hilly;-9,756711406
H11_2018;KDE50;3;VRM;Hilly;-4,357061697
H11_2019;KDE50;3;VRM;Hilly;-4,458441305
H10_2017;KDE50;3;VRM;Hilly;6,24846458
H10_2019;KDE50;3;VRM;Hilly;6,922197574
H10_2020;KDE50;3;VRM;Hilly;6,84368364
H10_2022;KDE50;3;VRM;Hilly;3,813127292
G2_2016;KDE50;3;VRM;Hilly;2,054361842
G2_2018;KDE50;3;VRM;Hilly;0,722561123
G2_2019;KDE50;3;VRM;Hilly;-12,13060542
G2_2022;KDE50;3;VRM;Hilly;5,135338116
HA17_2018;KDE50;3;VRM;Hilly;20,06856233
HA17_2020;KDE50;3;VRM;Hilly;9,83358875
HA13_2020;KDE50;3;VRM;Hilly;4,015270937
HA12_2019;KDE50;3;VRM;Hilly;-6,707688523
H1_2016;KDE50;3;VRM;Hilly;-10,69039872
H6_2016;KDE50;3;VRM;Hilly;-10,60572129
H6_2021;KDE50;3;VRM;Hilly;7,796248451
HA11_2019;KDE50;3;VRM;Hilly;3,617223971
A6_2016;KDE50;3;VRM;Hilly;9,853295009
A6_2020_1;KDE50;3;VRM;Hilly;11,60838784
A6_2020_2;KDE50;3;VRM;Hilly;11,45281993
A6_2021;KDE50;3;VRM;Hilly;9,486772016
G3_2018;KDE50;3;VRM;Hilly;-30,98229346
HA15_2022;KDE50;3;VRM;Hilly;-14,4223956
A4_2020;KDE50;3;VRM;Hilly;-16,55683348
H4_2016;KDE50;3;VRM;Hilly;-6,851873661
H4_2018;KDE50;3;VRM;Hilly;-6,610309515
H4_2019;KDE50;3;VRM;Hilly;-8,7401967
A2_2017;KDE50;3;VRM;Hilly;-6,564150912
A2_2021;KDE50;3;VRM;Hilly;-6,756443701
H7_2020;KDE50;3;VRM;Hilly;-7,937212568
HA9_2020;KDE50;3;VRM;Hilly;-22,9213784
D15_2020;KDE50;3;VRM;Hilly;1,120901217
G4_2019;KDE50;3;VRM;Rugged;-9,35904514
H11_2018;KDE50;3;VRM;Rugged;1,812043369
H11_2019;KDE50;3;VRM;Rugged;-2,526827989
H10_2017;KDE50;3;VRM;Rugged;0
H10_2019;KDE50;3;VRM;Rugged;0
H10_2020;KDE50;3;VRM;Rugged;0
H10_2022;KDE50;3;VRM;Rugged;0
G2_2016;KDE50;3;VRM;Rugged;-0,01513867
G2_2018;KDE50;3;VRM;Rugged;5,650313652
G2_2019;KDE50;3;VRM;Rugged;3,25560654
G2_2022;KDE50;3;VRM;Rugged;-5,748580242
HA17_2018;KDE50;3;VRM;Rugged;5,534044773
HA17_2020;KDE50;3;VRM;Rugged;3,18807894
HA13_2020;KDE50;3;VRM;Rugged;10,07652797
HA12_2019;KDE50;3;VRM;Rugged;9,169397437
H1_2016;KDE50;3;VRM;Rugged;1,166144741
H6_2016;KDE50;3;VRM;Rugged;-0,333877461
H6_2021;KDE50;3;VRM;Rugged;0,878780394
HA11_2019;KDE50;3;VRM;Rugged;8,602263805
A6_2016;KDE50;3;VRM;Rugged;0,143678161
A6_2020_1;KDE50;3;VRM;Rugged;-0,535478748
A6_2020_2;KDE50;3;VRM;Rugged;-0,236588025
A6_2021;KDE50;3;VRM;Rugged;-0,181835365
G3_2018;KDE50;3;VRM;Rugged;0,451974514
HA15_2022;KDE50;3;VRM;Rugged;5,887437059
A4_2020;KDE50;3;VRM;Rugged;0,413870039
H4_2016;KDE50;3;VRM;Rugged;0,416399987
H4_2018;KDE50;3;VRM;Rugged;-0,024784292
H4_2019;KDE50;3;VRM;Rugged;0,238583423
A2_2017;KDE50;3;VRM;Rugged;-0,167219753
A2_2021;KDE50;3;VRM;Rugged;-0,155580597
H7_2020;KDE50;3;VRM;Rugged;1,038275592
HA9_2020;KDE50;3;VRM;Rugged;0,658694748
D15_2020;KDE50;3;VRM;Rugged;0,22944927
G4_2019;KDE99;3;VRM;Flat;17,17608914
H11_2018;KDE99;3;VRM;Flat;12,12496444
H11_2019;KDE99;3;VRM;Flat;10,56894263
H10_2017;KDE99;3;VRM;Flat;-1,312579845
H10_2019;KDE99;3;VRM;Flat;-2,826798286
H10_2020;KDE99;3;VRM;Flat;-4,339217282
H10_2022;KDE99;3;VRM;Flat;-2,25212161
G2_2016;KDE99;3;VRM;Flat;4,927422539
G2_2018;KDE99;3;VRM;Flat;0,951958348
G2_2019;KDE99;3;VRM;Flat;7,433404878
G2_2022;KDE99;3;VRM;Flat;3,345751317
HA17_2018;KDE99;3;VRM;Flat;-12,24813442
HA17_2020;KDE99;3;VRM;Flat;-9,397820292
HA13_2020;KDE99;3;VRM;Flat;-2,466695148
HA12_2019;KDE99;3;VRM;Flat;-6,07924219
H1_2016;KDE99;3;VRM;Flat;6,909739488
H6_2016;KDE99;3;VRM;Flat;7,351469095
H6_2021;KDE99;3;VRM;Flat;-3,636810023
HA11_2019;KDE99;3;VRM;Flat;-4,810072911
A6_2016;KDE99;3;VRM;Flat;-4,101525488
A6_2020_1;KDE99;3;VRM;Flat;-6,192285562
A6_2020_2;KDE99;3;VRM;Flat;-4,970034373
A6_2021;KDE99;3;VRM;Flat;-5,106577059
G3_2018;KDE99;3;VRM;Flat;22,05514386
HA15_2022;KDE99;3;VRM;Flat;10,69744068
A4_2020;KDE99;3;VRM;Flat;12,36590976
H4_2016;KDE99;3;VRM;Flat;4,191118597
H4_2018;KDE99;3;VRM;Flat;5,20681048
H4_2019;KDE99;3;VRM;Flat;6,163098919
A2_2017;KDE99;3;VRM;Flat;11,27998519
A2_2021;KDE99;3;VRM;Flat;10,89517107
H7_2020;KDE99;3;VRM;Flat;7,344233119
HA9_2020;KDE99;3;VRM;Flat;18,04712036
D15_2020;KDE99;3;VRM;Flat;0,188670506
G4_2019;KDE99;3;VRM;Hilly;-10,18681184
H11_2018;KDE99;3;VRM;Hilly;-12,25099609
H11_2019;KDE99;3;VRM;Hilly;-8,084494277
H10_2017;KDE99;3;VRM;Hilly;1,309219743
H10_2019;KDE99;3;VRM;Hilly;2,830189923
H10_2020;KDE99;3;VRM;Hilly;4,33585718
H10_2022;KDE99;3;VRM;Hilly;2,248761507
G2_2016;KDE99;3;VRM;Hilly;-4,283316871
G2_2018;KDE99;3;VRM;Hilly;-3,294104863
G2_2019;KDE99;3;VRM;Hilly;-9,731778538
G2_2022;KDE99;3;VRM;Hilly;-0,179466129
HA17_2018;KDE99;3;VRM;Hilly;7,474322714
HA17_2020;KDE99;3;VRM;Hilly;4,377952253
HA13_2020;KDE99;3;VRM;Hilly;-2,165708848
HA12_2019;KDE99;3;VRM;Hilly;-2,956687328
H1_2016;KDE99;3;VRM;Hilly;-7,182793114
H6_2016;KDE99;3;VRM;Hilly;-7,25910365
H6_2021;KDE99;3;VRM;Hilly;2,967656687
HA11_2019;KDE99;3;VRM;Hilly;1,615503566
A6_2016;KDE99;3;VRM;Hilly;3,891610766
A6_2020_1;KDE99;3;VRM;Hilly;6,512562298
A6_2020_2;KDE99;3;VRM;Hilly;5,060378966
A6_2021;KDE99;3;VRM;Hilly;5,143976658
G3_2018;KDE99;3;VRM;Hilly;-20,73266207
HA15_2022;KDE99;3;VRM;Hilly;-12,42459289
A4_2020;KDE99;3;VRM;Hilly;-12,63373852
H4_2016;KDE99;3;VRM;Hilly;-4,557222416
H4_2018;KDE99;3;VRM;Hilly;-5,123245515
H4_2019;KDE99;3;VRM;Hilly;-6,366381383
A2_2017;KDE99;3;VRM;Hilly;-11,68637657
A2_2021;KDE99;3;VRM;Hilly;-11,4153143
H7_2020;KDE99;3;VRM;Hilly;-8,053711008
HA9_2020;KDE99;3;VRM;Hilly;-15,42480524
D15_2020;KDE99;3;VRM;Hilly;-0,274488047
G4_2019;KDE99;3;VRM;Rugged;-6,9892773
H11_2018;KDE99;3;VRM;Rugged;0,126031641
H11_2019;KDE99;3;VRM;Rugged;-2,484448355
H10_2017;KDE99;3;VRM;Rugged;0,003360102
H10_2019;KDE99;3;VRM;Rugged;-0,003391636
H10_2020;KDE99;3;VRM;Rugged;0,003360102
H10_2022;KDE99;3;VRM;Rugged;0,003360102
G2_2016;KDE99;3;VRM;Rugged;-0,644105668
G2_2018;KDE99;3;VRM;Rugged;2,342146516
G2_2019;KDE99;3;VRM;Rugged;2,29837366
G2_2022;KDE99;3;VRM;Rugged;-3,166285188
HA17_2018;KDE99;3;VRM;Rugged;4,773811705
HA17_2020;KDE99;3;VRM;Rugged;5,019868039
HA13_2020;KDE99;3;VRM;Rugged;4,632403996
HA12_2019;KDE99;3;VRM;Rugged;9,035929517
H1_2016;KDE99;3;VRM;Rugged;0,273053626
H6_2016;KDE99;3;VRM;Rugged;-0,092365445
H6_2021;KDE99;3;VRM;Rugged;0,669153335
HA11_2019;KDE99;3;VRM;Rugged;3,194569345
A6_2016;KDE99;3;VRM;Rugged;0,209914722
A6_2020_1;KDE99;3;VRM;Rugged;-0,320276736
A6_2020_2;KDE99;3;VRM;Rugged;-0,090344593
A6_2021;KDE99;3;VRM;Rugged;-0,037399599
G3_2018;KDE99;3;VRM;Rugged;-1,322481788
HA15_2022;KDE99;3;VRM;Rugged;1,727152204
A4_2020;KDE99;3;VRM;Rugged;0,26782876
H4_2016;KDE99;3;VRM;Rugged;0,366103819
H4_2018;KDE99;3;VRM;Rugged;-0,083564965
H4_2019;KDE99;3;VRM;Rugged;0,203282464
A2_2017;KDE99;3;VRM;Rugged;0,406391386
A2_2021;KDE99;3;VRM;Rugged;0,520143234
H7_2020;KDE99;3;VRM;Rugged;0,709477889
HA9_2020;KDE99;3;VRM;Rugged;-2,622315124
D15_2020;KDE99;3;VRM;Rugged;0,085817541
G4_2019;KDE50;3;OSO;Crop;0,048899756
H11_2018;KDE50;3;OSO;Crop;0,173315178
H11_2019;KDE50;3;OSO;Crop;0,234887991
H10_2017;KDE50;3;OSO;Crop;1,408176668
H10_2019;KDE50;3;OSO;Crop;0,129871322
H10_2020;KDE50;3;OSO;Crop;1,644292221
H10_2022;KDE50;3;OSO;Crop;0,606866192
G2_2016;KDE50;3;OSO;Crop;0,006286738
G2_2018;KDE50;3;OSO;Crop;0,006286738
G2_2019;KDE50;3;OSO;Crop;0,006286738
G2_2022;KDE50;3;OSO;Crop;0,006286738
HA17_2018;KDE50;3;OSO;Crop;0
HA17_2020;KDE50;3;OSO;Crop;0
HA13_2020;KDE50;3;OSO;Crop;0
HA12_2019;KDE50;3;OSO;Crop;0
H1_2016;KDE50;3;OSO;Crop;0,030747944
H6_2016;KDE50;3;OSO;Crop;0,085665953
H6_2021;KDE50;3;OSO;Crop;0,683744462
HA11_2019;KDE50;3;OSO;Crop;0
A6_2016;KDE50;3;OSO;Crop;0,329413968
A6_2020_1;KDE50;3;OSO;Crop;-0,154407156
A6_2020_2;KDE50;3;OSO;Crop;0,184303009
A6_2021;KDE50;3;OSO;Crop;0,072855594
G3_2018;KDE50;3;OSO;Crop;0
HA15_2022;KDE50;3;OSO;Crop;0
A4_2020;KDE50;3;OSO;Crop;0,510334269
H4_2016;KDE50;3;OSO;Crop;0,017710609
H4_2018;KDE50;3;OSO;Crop;-0,054805708
H4_2019;KDE50;3;OSO;Crop;-0,024933315
A2_2017;KDE50;3;OSO;Crop;1,327495474
A2_2021;KDE50;3;OSO;Crop;1,356803797
H7_2020;KDE50;3;OSO;Crop;0,218962776
HA9_2020;KDE50;3;OSO;Crop;0,142567166
D15_2020;KDE50;3;OSO;Crop;0,075585987
G4_2019;KDE50;3;OSO;Forest;4,81817829
H11_2018;KDE50;3;OSO;Forest;-19,19800143
H11_2019;KDE50;3;OSO;Forest;-13,76525206
H10_2017;KDE50;3;OSO;Forest;-4,654315169
H10_2019;KDE50;3;OSO;Forest;-14,44459907
H10_2020;KDE50;3;OSO;Forest;-1,784685066
H10_2022;KDE50;3;OSO;Forest;-2,542366026
G2_2016;KDE50;3;OSO;Forest;-9,97212794
G2_2018;KDE50;3;OSO;Forest;-29,29831727
G2_2019;KDE50;3;OSO;Forest;-31,17564777
G2_2022;KDE50;3;OSO;Forest;-6,331156822
HA17_2018;KDE50;3;OSO;Forest;4,89975999
HA17_2020;KDE50;3;OSO;Forest;14,47058537
HA13_2020;KDE50;3;OSO;Forest;30,94365289
HA12_2019;KDE50;3;OSO;Forest;17,78201026
H1_2016;KDE50;3;OSO;Forest;-10,50946309
H6_2016;KDE50;3;OSO;Forest;-15,69079359
H6_2021;KDE50;3;OSO;Forest;32,55604069
HA11_2019;KDE50;3;OSO;Forest;0,59781779
A6_2016;KDE50;3;OSO;Forest;-18,56205541
A6_2020_1;KDE50;3;OSO;Forest;-6,510202159
A6_2020_2;KDE50;3;OSO;Forest;-1,254874718
A6_2021;KDE50;3;OSO;Forest;-4,116017713
G3_2018;KDE50;3;OSO;Forest;-12,00728029
HA15_2022;KDE50;3;OSO;Forest;2,523677432
A4_2020;KDE50;3;OSO;Forest;14,97406595
H4_2016;KDE50;3;OSO;Forest;-11,72432208
H4_2018;KDE50;3;OSO;Forest;-5,23856715
H4_2019;KDE50;3;OSO;Forest;-21,75056842
A2_2017;KDE50;3;OSO;Forest;-8,670890713
A2_2021;KDE50;3;OSO;Forest;-11,59753617
H7_2020;KDE50;3;OSO;Forest;16,07835495
HA9_2020;KDE50;3;OSO;Forest;1,861979748
D15_2020;KDE50;3;OSO;Forest;-8,759026559
G4_2019;KDE50;3;OSO;Open;-4,29810406
H11_2018;KDE50;3;OSO;Open;13,00059827
H11_2019;KDE50;3;OSO;Open;8,379941926
H10_2017;KDE50;3;OSO;Open;18,32461764
H10_2019;KDE50;3;OSO;Open;5,72073333
H10_2020;KDE50;3;OSO;Open;7,077682341
H10_2022;KDE50;3;OSO;Open;11,54084345
G2_2016;KDE50;3;OSO;Open;9,161687623
G2_2018;KDE50;3;OSO;Open;28,55263531
G2_2019;KDE50;3;OSO;Open;30,75598595
