ID_pair;KDE;Period_num;Factor;Level;Difference
HA12_2019;KDE99;1;OSO;Urban;0,103535547
H1_2016;KDE99;1;OSO;Urban;1,681864175
H6_2016;KDE99;1;OSO;Urban;1,21771896
H6_2021;KDE99;1;OSO;Urban;-33,19291209
HA11_2019;KDE99;1;OSO;Urban;3,523543581
A6_2016;KDE99;1;OSO;Urban;0,393590104
A6_2020_1;KDE99;1;OSO;Urban;0,393590104
A6_2020_2;KDE99;1;OSO;Urban;0,393590104
A6_2021;KDE99;1;OSO;Urban;0,393590104
G3_2018;KDE99;1;OSO;Urban;0,435400523
HA1_2020;KDE99;1;OSO;Urban;0,043707955
HA15_2022;KDE99;1;OSO;Urban;1,484144366
A4_2020;KDE99;1;OSO;Urban;0,617556663
H4_2016;KDE99;1;OSO;Urban;0,2726648
H4_2018;KDE99;1;OSO;Urban;0,777495739
H4_2019;KDE99;1;OSO;Urban;1,016159224
A2_2017;KDE99;1;OSO;Urban;1,213054576
A2_2021;KDE99;1;OSO;Urban;1,108621365
H7_2020;KDE99;1;OSO;Urban;-12,37517864
HA9_2020;KDE99;1;OSO;Urban;6,442049557
D15_2020;KDE99;1;OSO;Urban;0,202713239
G4_2019;KDE99;1;OSO;Wetland;NA
H11_2018;KDE99;1;OSO;Wetland;0,372860514
H11_2019;KDE99;1;OSO;Wetland;0,372860514
H10_2017;KDE99;1;OSO;Wetland;0,023520715
H10_2019;KDE99;1;OSO;Wetland;0,023520715
H10_2020;KDE99;1;OSO;Wetland;0,023520715
H10_2022;KDE99;1;OSO;Wetland;0,023520715
G2_2016;KDE99;1;OSO;Wetland;0,029641706
G2_2018;KDE99;1;OSO;Wetland;0,029641706
G2_2019;KDE99;1;OSO;Wetland;0,029641706
G2_2022;KDE99;1;OSO;Wetland;0,029641706
HA17_2018;KDE99;1;OSO;Wetland;0,006206554
HA17_2020;KDE99;1;OSO;Wetland;0,006206554
HA13_2020;KDE99;1;OSO;Wetland;0,01429797
HA12_2019;KDE99;1;OSO;Wetland;2,093336367
H1_2016;KDE99;1;OSO;Wetland;NA
H6_2016;KDE99;1;OSO;Wetland;0,032166161
H6_2021;KDE99;1;OSO;Wetland;0,001779264
HA11_2019;KDE99;1;OSO;Wetland;0,063948159
A6_2016;KDE99;1;OSO;Wetland;0,024365102
A6_2020_1;KDE99;1;OSO;Wetland;0,024365102
A6_2020_2;KDE99;1;OSO;Wetland;0,024365102
A6_2021;KDE99;1;OSO;Wetland;0,024365102
G3_2018;KDE99;1;OSO;Wetland;0,003490767
HA1_2020;KDE99;1;OSO;Wetland;0,001900346
HA15_2022;KDE99;1;OSO;Wetland;0,107139601
A4_2020;KDE99;1;OSO;Wetland;-0,033372179
H4_2016;KDE99;1;OSO;Wetland;0,072582802
H4_2018;KDE99;1;OSO;Wetland;0,072582802
H4_2019;KDE99;1;OSO;Wetland;0,072582802
A2_2017;KDE99;1;OSO;Wetland;-0,036013704
A2_2021;KDE99;1;OSO;Wetland;-0,201608994
H7_2020;KDE99;1;OSO;Wetland;0,07286122
HA9_2020;KDE99;1;OSO;Wetland;-28,17161948
D15_2020;KDE99;1;OSO;Wetland;0,00623733
G4_2019;KDE99;1;OSO;Rocky;NA
H11_2018;KDE99;1;OSO;Rocky;0,707575419
H11_2019;KDE99;1;OSO;Rocky;1,201880169
H10_2017;KDE99;1;OSO;Rocky;-20,07409025
H10_2019;KDE99;1;OSO;Rocky;2,475316862
H10_2020;KDE99;1;OSO;Rocky;-15,07409025
H10_2022;KDE99;1;OSO;Rocky;-5,300926085
G2_2016;KDE99;1;OSO;Rocky;0,001852607
G2_2018;KDE99;1;OSO;Rocky;0,001852607
G2_2019;KDE99;1;OSO;Rocky;0,001852607
G2_2022;KDE99;1;OSO;Rocky;0,001852607
HA17_2018;KDE99;1;OSO;Rocky;2,04353083
HA17_2020;KDE99;1;OSO;Rocky;-2,036312215
HA13_2020;KDE99;1;OSO;Rocky;-23,11481793
HA12_2019;KDE99;1;OSO;Rocky;-19,27909224
H1_2016;KDE99;1;OSO;Rocky;NA
H6_2016;KDE99;1;OSO;Rocky;0,018380664
H6_2021;KDE99;1;OSO;Rocky;0,014234116
HA11_2019;KDE99;1;OSO;Rocky;0,873287117
A6_2016;KDE99;1;OSO;Rocky;NA
A6_2020_1;KDE99;1;OSO;Rocky;NA
A6_2020_2;KDE99;1;OSO;Rocky;NA
A6_2021;KDE99;1;OSO;Rocky;NA
G3_2018;KDE99;1;OSO;Rocky;0,439836632
HA1_2020;KDE99;1;OSO;Rocky;-34,49439998
HA15_2022;KDE99;1;OSO;Rocky;0,75386016
A4_2020;KDE99;1;OSO;Rocky;0,008453621
H4_2016;KDE99;1;OSO;Rocky;-13,69948902
H4_2018;KDE99;1;OSO;Rocky;-19,92381495
H4_2019;KDE99;1;OSO;Rocky;1,913893876
A2_2017;KDE99;1;OSO;Rocky;NA
A2_2021;KDE99;1;OSO;Rocky;NA
H7_2020;KDE99;1;OSO;Rocky;-26,17985142
HA9_2020;KDE99;1;OSO;Rocky;0,920704243
D15_2020;KDE99;1;OSO;Rocky;NA
G4_2019;KDE50;2;VRM;Flat;37,0915458
H11_2018;KDE50;2;VRM;Flat;-0,348936304
H11_2019;KDE50;2;VRM;Flat;8,987343134
H10_2017;KDE50;2;VRM;Flat;40,69697142
H10_2019;KDE50;2;VRM;Flat;-2,967516008
H10_2020;KDE50;2;VRM;Flat;-1,198877575
H10_2022;KDE50;2;VRM;Flat;-1,419236062
G2_2016;KDE50;2;VRM;Flat;8,810156601
G2_2018;KDE50;2;VRM;Flat;3,241921072
G2_2019;KDE50;2;VRM;Flat;5,949328642
G2_2022;KDE50;2;VRM;Flat;6,293717713
HA17_2018;KDE50;2;VRM;Flat;-39,67394022
HA17_2020;KDE50;2;VRM;Flat;-11,59631415
HA13_2020;KDE50;2;VRM;Flat;-17,75293872
HA12_2019;KDE50;2;VRM;Flat;0,687703748
H1_2016;KDE50;2;VRM;Flat;11,21855507
H6_2016;KDE50;2;VRM;Flat;15,67741407
H6_2021;KDE50;2;VRM;Flat;-9,900679307
HA11_2019;KDE50;2;VRM;Flat;-12,7126483
A6_2016;KDE50;2;VRM;Flat;-10,36182523
A6_2020_1;KDE50;2;VRM;Flat;-13,59400406
A6_2020_2;KDE50;2;VRM;Flat;-19,93271667
A6_2021;KDE50;2;VRM;Flat;-8,158537754
G3_2018;KDE50;2;VRM;Flat;27,94029332
HA1_2020;KDE50;2;VRM;Flat;-5,236331911
HA15_2022;KDE50;2;VRM;Flat;10,36411836
A4_2020;KDE50;2;VRM;Flat;11,59082032
H4_2016;KDE50;2;VRM;Flat;16,74090284
H4_2018;KDE50;2;VRM;Flat;27,76535948
H4_2019;KDE50;2;VRM;Flat;-0,376838688
A2_2017;KDE50;2;VRM;Flat;10,04234922
A2_2021;KDE50;2;VRM;Flat;8,54262119
H7_2020;KDE50;2;VRM;Flat;14,48397221
HA9_2020;KDE50;2;VRM;Flat;29,08598193
D15_2020;KDE50;2;VRM;Flat;4,311780294
G4_2019;KDE50;2;VRM;Hilly;-22,8688262
H11_2018;KDE50;2;VRM;Hilly;-3,124777961
H11_2019;KDE50;2;VRM;Hilly;-7,969908169
H10_2017;KDE50;2;VRM;Hilly;-40,69697142
H10_2019;KDE50;2;VRM;Hilly;2,967516008
H10_2020;KDE50;2;VRM;Hilly;1,198877575
H10_2022;KDE50;2;VRM;Hilly;1,419236062
G2_2016;KDE50;2;VRM;Hilly;-13,65239632
G2_2018;KDE50;2;VRM;Hilly;-8,963375832
G2_2019;KDE50;2;VRM;Hilly;-11,5924837
G2_2022;KDE50;2;VRM;Hilly;-0,044795089
HA17_2018;KDE50;2;VRM;Hilly;32,3395409
HA17_2020;KDE50;2;VRM;Hilly;8,410644038
HA13_2020;KDE50;2;VRM;Hilly;4,424477127
HA12_2019;KDE50;2;VRM;Hilly;-10,00794767
H1_2016;KDE50;2;VRM;Hilly;-14,05057069
H6_2016;KDE50;2;VRM;Hilly;-15,69686154
H6_2021;KDE50;2;VRM;Hilly;8,295921639
HA11_2019;KDE50;2;VRM;Hilly;4,391007748
A6_2016;KDE50;2;VRM;Hilly;10,21814706
A6_2020_1;KDE50;2;VRM;Hilly;14,51111741
A6_2020_2;KDE50;2;VRM;Hilly;20,27601713
A6_2021;KDE50;2;VRM;Hilly;8,385647921
G3_2018;KDE50;2;VRM;Hilly;-26,53642671
HA1_2020;KDE50;2;VRM;Hilly;-3,29599064
HA15_2022;KDE50;2;VRM;Hilly;-15,76915657
A4_2020;KDE50;2;VRM;Hilly;-12,01799
H4_2016;KDE50;2;VRM;Hilly;-16,27827948
H4_2018;KDE50;2;VRM;Hilly;-26,61906059
H4_2019;KDE50;2;VRM;Hilly;-0,249621264
A2_2017;KDE50;2;VRM;Hilly;-9,842216374
A2_2021;KDE50;2;VRM;Hilly;-8,329154683
H7_2020;KDE50;2;VRM;Hilly;-15,66577131
HA9_2020;KDE50;2;VRM;Hilly;-31,61696108
D15_2020;KDE50;2;VRM;Hilly;-4,190011223
G4_2019;KDE50;2;VRM;Rugged;-14,2227196
H11_2018;KDE50;2;VRM;Rugged;3,473714265
H11_2019;KDE50;2;VRM;Rugged;-1,017434965
H10_2017;KDE50;2;VRM;Rugged;0
H10_2019;KDE50;2;VRM;Rugged;0
H10_2020;KDE50;2;VRM;Rugged;0
H10_2022;KDE50;2;VRM;Rugged;0
G2_2016;KDE50;2;VRM;Rugged;4,842239721
G2_2018;KDE50;2;VRM;Rugged;5,721454759
G2_2019;KDE50;2;VRM;Rugged;5,643155053
G2_2022;KDE50;2;VRM;Rugged;-6,248922624
HA17_2018;KDE50;2;VRM;Rugged;7,334399318
HA17_2020;KDE50;2;VRM;Rugged;3,185670116
HA13_2020;KDE50;2;VRM;Rugged;13,32846159
HA12_2019;KDE50;2;VRM;Rugged;9,320243919
H1_2016;KDE50;2;VRM;Rugged;2,832015624
H6_2016;KDE50;2;VRM;Rugged;0,019447469
H6_2021;KDE50;2;VRM;Rugged;1,604757668
HA11_2019;KDE50;2;VRM;Rugged;8,321640555
A6_2016;KDE50;2;VRM;Rugged;0,143678161
A6_2020_1;KDE50;2;VRM;Rugged;-0,917113353
A6_2020_2;KDE50;2;VRM;Rugged;-0,343300454
A6_2021;KDE50;2;VRM;Rugged;-0,227110167
G3_2018;KDE50;2;VRM;Rugged;-1,403866608
HA1_2020;KDE50;2;VRM;Rugged;8,532322551
HA15_2022;KDE50;2;VRM;Rugged;5,405038211
A4_2020;KDE50;2;VRM;Rugged;0,42716968
H4_2016;KDE50;2;VRM;Rugged;-0,462623356
H4_2018;KDE50;2;VRM;Rugged;-1,146298888
H4_2019;KDE50;2;VRM;Rugged;0,626459952
A2_2017;KDE50;2;VRM;Rugged;-0,200132844
A2_2021;KDE50;2;VRM;Rugged;-0,213466507
H7_2020;KDE50;2;VRM;Rugged;1,181799094
HA9_2020;KDE50;2;VRM;Rugged;2,530979153
D15_2020;KDE50;2;VRM;Rugged;-0,121769071
G4_2019;KDE99;2;VRM;Flat;27,63748388
H11_2018;KDE99;2;VRM;Flat;9,710080422
H11_2019;KDE99;2;VRM;Flat;18,8168287
H10_2017;KDE99;2;VRM;Flat;40,10792928
H10_2019;KDE99;2;VRM;Flat;-1,831717688
H10_2020;KDE99;2;VRM;Flat;-0,141715353
H10_2022;KDE99;2;VRM;Flat;-0,692993401
G2_2016;KDE99;2;VRM;Flat;13,47425695
G2_2018;KDE99;2;VRM;Flat;9,530687218
G2_2019;KDE99;2;VRM;Flat;12,883415
G2_2022;KDE99;2;VRM;Flat;12,88603592
HA17_2018;KDE99;2;VRM;Flat;-18,10267168
HA17_2020;KDE99;2;VRM;Flat;-7,899924033
HA13_2020;KDE99;2;VRM;Flat;-0,603842936
HA12_2019;KDE99;2;VRM;Flat;-1,181938966
H1_2016;KDE99;2;VRM;Flat;11,22213218
H6_2016;KDE99;2;VRM;Flat;11,16413407
H6_2021;KDE99;2;VRM;Flat;-6,125721589
HA11_2019;KDE99;2;VRM;Flat;-1,976422752
A6_2016;KDE99;2;VRM;Flat;-5,525594948
A6_2020_1;KDE99;2;VRM;Flat;-5,591786894
A6_2020_2;KDE99;2;VRM;Flat;-4,885603719
A6_2021;KDE99;2;VRM;Flat;-4,499213884
G3_2018;KDE99;2;VRM;Flat;20,97254935
HA1_2020;KDE99;2;VRM;Flat;6,114951325
HA15_2022;KDE99;2;VRM;Flat;15,13473584
A4_2020;KDE99;2;VRM;Flat;7,623603956
H4_2016;KDE99;2;VRM;Flat;9,691308061
H4_2018;KDE99;2;VRM;Flat;17,76716621
H4_2019;KDE99;2;VRM;Flat;4,955049902
A2_2017;KDE99;2;VRM;Flat;14,11935407
A2_2021;KDE99;2;VRM;Flat;13,13696596
H7_2020;KDE99;2;VRM;Flat;15,04157618
HA9_2020;KDE99;2;VRM;Flat;24,51089385
D15_2020;KDE99;2;VRM;Flat;5,148176846
G4_2019;KDE99;2;VRM;Hilly;-17,97065433
H11_2018;KDE99;2;VRM;Hilly;-10,52095773
H11_2019;KDE99;2;VRM;Hilly;-16,18578663
H10_2017;KDE99;2;VRM;Hilly;-40,11128938
H10_2019;KDE99;2;VRM;Hilly;1,828357586
H10_2020;KDE99;2;VRM;Hilly;0,138355251
H10_2022;KDE99;2;VRM;Hilly;0,689633298
G2_2016;KDE99;2;VRM;Hilly;-14,66988602
G2_2018;KDE99;2;VRM;Hilly;-11,80895457
G2_2019;KDE99;2;VRM;Hilly;-15,72355417
G2_2022;KDE99;2;VRM;Hilly;-8,243501865
HA17_2018;KDE99;2;VRM;Hilly;11,46170042
HA17_2020;KDE99;2;VRM;Hilly;2,991924657
HA13_2020;KDE99;2;VRM;Hilly;-3,172921716
HA12_2019;KDE99;2;VRM;Hilly;-7,609850057
H1_2016;KDE99;2;VRM;Hilly;-12,462097
H6_2016;KDE99;2;VRM;Hilly;-11,38392897
H6_2021;KDE99;2;VRM;Hilly;5,597399431
HA11_2019;KDE99;2;VRM;Hilly;-0,000843463
A6_2016;KDE99;2;VRM;Hilly;5,315680226
A6_2020_1;KDE99;2;VRM;Hilly;6,352431861
A6_2020_2;KDE99;2;VRM;Hilly;4,951008564
A6_2021;KDE99;2;VRM;Hilly;4,554433939
G3_2018;KDE99;2;VRM;Hilly;-19,18887586
HA1_2020;KDE99;2;VRM;Hilly;-10,02118924
HA15_2022;KDE99;2;VRM;Hilly;-15,95271074
A4_2020;KDE99;2;VRM;Hilly;-8,020317833
H4_2016;KDE99;2;VRM;Hilly;-9,482712445
H4_2018;KDE99;2;VRM;Hilly;-17,13512089
H4_2019;KDE99;2;VRM;Hilly;-5,557509734
A2_2017;KDE99;2;VRM;Hilly;-14,40339943
A2_2021;KDE99;2;VRM;Hilly;-13,70156109
H7_2020;KDE99;2;VRM;Hilly;-15,91401033
HA9_2020;KDE99;2;VRM;Hilly;-23,28929541
D15_2020;KDE99;2;VRM;Hilly;-4,894877463
G4_2019;KDE99;2;VRM;Rugged;-9,666829549
H11_2018;KDE99;2;VRM;Rugged;0,810877307
H11_2019;KDE99;2;VRM;Rugged;-2,631042074
H10_2017;KDE99;2;VRM;Rugged;0,003360102
H10_2019;KDE99;2;VRM;Rugged;0,003360102
H10_2020;KDE99;2;VRM;Rugged;0,003360102
H10_2022;KDE99;2;VRM;Rugged;0,003360102
G2_2016;KDE99;2;VRM;Rugged;1,195629074
G2_2018;KDE99;2;VRM;Rugged;2,278267349
G2_2019;KDE99;2;VRM;Rugged;2,840139168
G2_2022;KDE99;2;VRM;Rugged;-4,642534058
HA17_2018;KDE99;2;VRM;Rugged;6,640971255
HA17_2020;KDE99;2;VRM;Rugged;4,907999376
HA13_2020;KDE99;2;VRM;Rugged;3,776764652
HA12_2019;KDE99;2;VRM;Rugged;8,791789023
H1_2016;KDE99;2;VRM;Rugged;1,239964817
H6_2016;KDE99;2;VRM;Rugged;0,219794907
H6_2021;KDE99;2;VRM;Rugged;0,528322158
HA11_2019;KDE99;2;VRM;Rugged;1,977266215
A6_2016;KDE99;2;VRM;Rugged;0,209914722
A6_2020_1;KDE99;2;VRM;Rugged;-0,760644967
A6_2020_2;KDE99;2;VRM;Rugged;-0,065404845
A6_2021;KDE99;2;VRM;Rugged;-0,055220055
G3_2018;KDE99;2;VRM;Rugged;-1,783673488
HA1_2020;KDE99;2;VRM;Rugged;3,906237914
HA15_2022;KDE99;2;VRM;Rugged;0,817974902
A4_2020;KDE99;2;VRM;Rugged;0,396713877
H4_2016;KDE99;2;VRM;Rugged;-0,208595616
H4_2018;KDE99;2;VRM;Rugged;-0,632045324
H4_2019;KDE99;2;VRM;Rugged;0,602459833
A2_2017;KDE99;2;VRM;Rugged;0,284045357
A2_2021;KDE99;2;VRM;Rugged;0,56459513
H7_2020;KDE99;2;VRM;Rugged;0,872434145
HA9_2020;KDE99;2;VRM;Rugged;-1,221598438
D15_2020;KDE99;2;VRM;Rugged;-0,253299383
G4_2019;KDE50;2;OSO;Crop;0,048899756
H11_2018;KDE50;2;OSO;Crop;0,239079279
H11_2019;KDE50;2;OSO;Crop;0,25529199
H10_2017;KDE50;2;OSO;Crop;1,785535159
H10_2019;KDE50;2;OSO;Crop;-0,17830524
H10_2020;KDE50;2;OSO;Crop;1,712328717
H10_2022;KDE50;2;OSO;Crop;0,573903495
G2_2016;KDE50;2;OSO;Crop;0,006286738
G2_2018;KDE50;2;OSO;Crop;0,006286738
G2_2019;KDE50;2;OSO;Crop;0,006286738
G2_2022;KDE50;2;OSO;Crop;0,006286738
HA17_2018;KDE50;2;OSO;Crop;0
HA17_2020;KDE50;2;OSO;Crop;0
HA13_2020;KDE50;2;OSO;Crop;0
HA12_2019;KDE50;2;OSO;Crop;0
H1_2016;KDE50;2;OSO;Crop;0,030747944
H6_2016;KDE50;2;OSO;Crop;0,182612148
H6_2021;KDE50;2;OSO;Crop;0,695686187
HA11_2019;KDE50;2;OSO;Crop;0
A6_2016;KDE50;2;OSO;Crop;0,356835892
A6_2020_1;KDE50;2;OSO;Crop;-0,402301004
A6_2020_2;KDE50;2;OSO;Crop;0,454492142
A6_2021;KDE50;2;OSO;Crop;0,228794898
G3_2018;KDE50;2;OSO;Crop;0
HA1_2020;KDE50;2;OSO;Crop;0
HA15_2022;KDE50;2;OSO;Crop;0
A4_2020;KDE50;2;OSO;Crop;0,510334269
H4_2016;KDE50;2;OSO;Crop;0,017710609
H4_2018;KDE50;2;OSO;Crop;-0,115979231
H4_2019;KDE50;2;OSO;Crop;0,017710609
A2_2017;KDE50;2;OSO;Crop;1,323381338
A2_2021;KDE50;2;OSO;Crop;1,356803797
H7_2020;KDE50;2;OSO;Crop;0,218962776
HA9_2020;KDE50;2;OSO;Crop;0,251932363
D15_2020;KDE50;2;OSO;Crop;0,092682927
G4_2019;KDE50;2;OSO;Forest;8,415272186
H11_2018;KDE50;2;OSO;Forest;-19,46925818
H11_2019;KDE50;2;OSO;Forest;-21,62911924
H10_2017;KDE50;2;OSO;Forest;11,01116163
H10_2019;KDE50;2;OSO;Forest;-14,8271143
H10_2020;KDE50;2;OSO;Forest;-3,281901567
H10_2022;KDE50;2;OSO;Forest;-1,337111524
G2_2016;KDE50;2;OSO;Forest;-21,87787124
G2_2018;KDE50;2;OSO;Forest;-24,52436285
G2_2019;KDE50;2;OSO;Forest;-40,90803558
G2_2022;KDE50;2;OSO;Forest;-8,452974575
HA17_2018;KDE50;2;OSO;Forest;0,506863683
HA17_2020;KDE50;2;OSO;Forest;18,28201655
HA13_2020;KDE50;2;OSO;Forest;32,57342637
HA12_2019;KDE50;2;OSO;Forest;22,38899629
H1_2016;KDE50;2;OSO;Forest;-11,10680277
H6_2016;KDE50;2;OSO;Forest;-29,95264896
H6_2021;KDE50;2;OSO;Forest;34,08360136
HA11_2019;KDE50;2;OSO;Forest;7,830932852
A6_2016;KDE50;2;OSO;Forest;-18,75400888
A6_2020_1;KDE50;2;OSO;Forest;-10,33927541
A6_2020_2;KDE50;2;OSO;Forest;-4,785898202
A6_2021;KDE50;2;OSO;Forest;-1,639762872
G3_2018;KDE50;2;OSO;Forest;-8,739418997
HA1_2020;KDE50;2;OSO;Forest;34,05257623
HA15_2022;KDE50;2;OSO;Forest;0,587834237
A4_2020;KDE50;2;OSO;Forest;4,799243874
H4_2016;KDE50;2;OSO;Forest;-8,415330032
H4_2018;KDE50;2;OSO;Forest;-12,13495284
H4_2019;KDE50;2;OSO;Forest;-25,48462716
A2_2017;KDE50;2;OSO;Forest;-6,58894182
A2_2021;KDE50;2;OSO;Forest;-14,11923837
H7_2020;KDE50;2;OSO;Forest;15,37963145
HA9_2020;KDE50;2;OSO;Forest;4,625670426
D15_2020;KDE50;2;OSO;Forest;-9,125080645
G4_2019;KDE50;2;OSO;Open;-6,485069896
H11_2018;KDE50;2;OSO;Open;12,75810822
H11_2019;KDE50;2;OSO;Open;15,13583407
H10_2017;KDE50;2;OSO;Open;42,48575991
H10_2019;KDE50;2;OSO;Open;5,039257922
H10_2020;KDE50;2;OSO;Open;17,92598784
H10_2022;KDE50;2;OSO;Open;14,39664495
G2_2016;KDE50;2;OSO;Open;21,20306209
G2_2018;KDE50;2;OSO;Open;23,18467655
G2_2019;KDE50;2;OSO;Open;40,7961555
G2_2022;KDE50;2;OSO;Open;21,57842049
HA17_2018;KDE50;2;OSO;Open;-22,21305123
HA17_2020;KDE50;2;OSO;Open;-3,215142666
HA13_2020;KDE50;2;OSO;Open;-15,05652356
HA12_2019;KDE50;2;OSO;Open;-7,483631023
H1_2016;KDE50;2;OSO;Open;9,210997031
H6_2016;KDE50;2;OSO;Open;29,15948646
H6_2021;KDE50;2;OSO;Open;-5,765489398
HA11_2019;KDE50;2;OSO;Open;-19,72136802
A6_2016;KDE50;2;OSO;Open;18,33852884
A6_2020_1;KDE50;2;OSO;Open;10,72373194
A6_2020_2;KDE50;2;OSO;Open;4,272761913
A6_2021;KDE50;2;OSO;Open;1,352323827
G3_2018;KDE50;2;OSO;Open;8,466053218
HA1_2020;KDE50;2;OSO;Open;9,24861708
HA15_2022;KDE50;2;OSO;Open;-11,36543333
A4_2020;KDE50;2;OSO;Open;-5,497763904
H4_2016;KDE50;2;OSO;Open;15,48824027
H4_2018;KDE50;2;OSO;Open;24,68186148
H4_2019;KDE50;2;OSO;Open;23,20898968
A2_2017;KDE50;2;OSO;Open;5,207303865
A2_2021;KDE50;2;OSO;Open;12,04667826
H7_2020;KDE50;2;OSO;Open;9,685012386
HA9_2020;KDE50;2;OSO;Open;6,169980508
D15_2020;KDE50;2;OSO;Open;9,003129425
G4_2019;KDE50;2;OSO;Urban;-1,979102045
H11_2018;KDE50;2;OSO;Urban;5,509664093
H11_2019;KDE50;2;OSO;Urban;5,259373884
H10_2017;KDE50;2;OSO;Urban;-15,84167677
H10_2019;KDE50;2;OSO;Urban;5,845658949
H10_2020;KDE50;2;OSO;Urban;-12,90550487
H10_2022;KDE50;2;OSO;Urban;-14,18141392
G2_2016;KDE50;2;OSO;Urban;0,668522407
G2_2018;KDE50;2;OSO;Urban;1,333399555
G2_2019;KDE50;2;OSO;Urban;0,105593346
G2_2022;KDE50;2;OSO;Urban;-12,98050392
HA17_2018;KDE50;2;OSO;Urban;0,256144219
HA17_2020;KDE50;2;OSO;Urban;0,238087159
HA13_2020;KDE50;2;OSO;Urban;0,071356366
HA12_2019;KDE50;2;OSO;Urban;0,061030451
H1_2016;KDE50;2;OSO;Urban;1,865057796
H6_2016;KDE50;2;OSO;Urban;0,817784835
H6_2021;KDE50;2;OSO;Urban;-29,02497383
HA11_2019;KDE50;2;OSO;Urban;0,716845878
A6_2016;KDE50;2;OSO;Urban;0,058644147
A6_2020_1;KDE50;2;OSO;Urban;0,017844474
A6_2020_2;KDE50;2;OSO;Urban;0,058644147
A6_2021;KDE50;2;OSO;Urban;0,058644147
G3_2018;KDE50;2;OSO;Urban;0,217676156
HA1_2020;KDE50;2;OSO;Urban;0
HA15_2022;KDE50;2;OSO;Urban;0,481094191
A4_2020;KDE50;2;OSO;Urban;0,188185762
H4_2016;KDE50;2;OSO;Urban;-0,847605212
H4_2018;KDE50;2;OSO;Urban;0,018655069
H4_2019;KDE50;2;OSO;Urban;0,255240078
A2_2017;KDE50;2;OSO;Urban;0,097411663
A2_2021;KDE50;2;OSO;Urban;0,853191939
H7_2020;KDE50;2;OSO;Urban;-6,770770477
HA9_2020;KDE50;2;OSO;Urban;8,332090186
D15_2020;KDE50;2;OSO;Urban;0,024390244
G4_2019;KDE50;2;OSO;Wetland;NA
H11_2018;KDE50;2;OSO;Wetland;0,432578095
H11_2019;KDE50;2;OSO;Wetland;0,432578095
H10_2017;KDE50;2;OSO;Wetland;0,020062193
H10_2019;KDE50;2;OSO;Wetland;0,020062193
H10_2020;KDE50;2;OSO;Wetland;0,020062193
H10_2022;KDE50;2;OSO;Wetland;0,020062193
G2_2016;KDE50;2;OSO;Wetland;0
G2_2018;KDE50;2;OSO;Wetland;0
G2_2019;KDE50;2;OSO;Wetland;0
G2_2022;KDE50;2;OSO;Wetland;-0,11342155
HA17_2018;KDE50;2;OSO;Wetland;0
HA17_2020;KDE50;2;OSO;Wetland;0
HA13_2020;KDE50;2;OSO;Wetland;0
HA12_2019;KDE50;2;OSO;Wetland;0,080303225
H1_2016;KDE50;2;OSO;Wetland;NA
H6_2016;KDE50;2;OSO;Wetland;-0,238993114
H6_2021;KDE50;2;OSO;Wetland;0
HA11_2019;KDE50;2;OSO;Wetland;0
A6_2016;KDE50;2;OSO;Wetland;0
A6_2020_1;KDE50;2;OSO;Wetland;0
A6_2020_2;KDE50;2;OSO;Wetland;0
A6_2021;KDE50;2;OSO;Wetland;0
G3_2018;KDE50;2;OSO;Wetland;0,006187736
HA1_2020;KDE50;2;OSO;Wetland;0
HA15_2022;KDE50;2;OSO;Wetland;0
A4_2020;KDE50;2;OSO;Wetland;0
H4_2016;KDE50;2;OSO;Wetland;0,023614145
H4_2018;KDE50;2;OSO;Wetland;0,023614145
H4_2019;KDE50;2;OSO;Wetland;0,023614145
A2_2017;KDE50;2;OSO;Wetland;-0,039155046
A2_2021;KDE50;2;OSO;Wetland;-0,137435622
H7_2020;KDE50;2;OSO;Wetland;0,00599898
HA9_2020;KDE50;2;OSO;Wetland;-22,9290565
D15_2020;KDE50;2;OSO;Wetland;0,004878049
G4_2019;KDE50;2;OSO;Rocky;NA
H11_2018;KDE50;2;OSO;Rocky;0,529828491
H11_2019;KDE50;2;OSO;Rocky;0,546041201
H10_2017;KDE50;2;OSO;Rocky;-39,46084212
H10_2019;KDE50;2;OSO;Rocky;4,10044048
H10_2020;KDE50;2;OSO;Rocky;-3,470972313
H10_2022;KDE50;2;OSO;Rocky;0,527914807
G2_2016;KDE50;2;OSO;Rocky;0
G2_2018;KDE50;2;OSO;Rocky;0
G2_2019;KDE50;2;OSO;Rocky;0
G2_2022;KDE50;2;OSO;Rocky;-0,037807183
HA17_2018;KDE50;2;OSO;Rocky;21,45004332
HA17_2020;KDE50;2;OSO;Rocky;-15,30496104
HA13_2020;KDE50;2;OSO;Rocky;-17,58825917
HA12_2019;KDE50;2;OSO;Rocky;-15,04669894
H1_2016;KDE50;2;OSO;Rocky;NA
H6_2016;KDE50;2;OSO;Rocky;0,031758634
H6_2021;KDE50;2;OSO;Rocky;0,011175682
HA11_2019;KDE50;2;OSO;Rocky;11,17358929
A6_2016;KDE50;2;OSO;Rocky;NA
A6_2020_1;KDE50;2;OSO;Rocky;NA
A6_2020_2;KDE50;2;OSO;Rocky;NA
A6_2021;KDE50;2;OSO;Rocky;NA
G3_2018;KDE50;2;OSO;Rocky;0,049501887
HA1_2020;KDE50;2;OSO;Rocky;-43,30119331
HA15_2022;KDE50;2;OSO;Rocky;10,2965049
