ID,Generation,Replicate,Soilline,Pollinationline,Herbivoreline,Treatment,Nb_silliques,Nb_seeds,Nb_seeds_per_sillique,Relativeseedset,Visits,Timetofirstflower,Height,NbFlowers,Flowerdiameter,PetalArea,PetalLength,PetalWidth,logNectar,Style,Stamen,Herkogamy,LNBenzaldehyde,LN_1_Butene_4_isothiocyanate,LN_Methyl_benzoate,LN_Phenylethyl_Alcohol,LN_2_Amino_benzaldehyde,LN_p_Anisaldehyde,LN_Methyl_anthranilate,LN_Z_3_Hexen_1_ol_acetate,LN_Phenylacetaldehyde,LN_Benzyl_nitrile,LN_Methyl_salicylate,LN_Indole,LN_E.E_a_Farnesene,LN_Totalvolatiles
21,7,B,T,H,NH,TNHH,NA,0,NA,0,NA,19,28.8,9,15.06333333,0.257,1.0755,0.42625,2.198132089,0.763666667,0.834666667,0.078333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,7,B,T,H,NH,TNHH,2,23,11.5,1.384520885,NA,23,16.3,6,11.13666667,0.191638889,0.837861111,0.431444444,2.384474422,0.621,0.658666667,0.037666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,7,B,T,H,NH,TNHH,3,32,10.66666667,1.926289926,NA,20,21.2,6,14.65666667,0.275833333,0.921611111,0.514833333,2.295495048,0.676333333,0.666333333,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,7,B,T,H,NH,TNHH,NA,0,NA,0,NA,23,24.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,7,B,T,H,NH,TNHH,2,15,7.5,0.902948403,NA,24,13.5,4,13.12333333,0.2745,0.996583333,0.519083333,2.033916107,0.835,0.722666667,0.112333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,7,B,T,H,NH,TNHH,4,31,7.75,1.866093366,NA,22,23.1,8,12.32333333,0.201416667,0.836583333,0.42525,2.114713606,0.764,0.607333333,0.156666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,7,B,T,H,NH,TNHH,4,42,10.5,2.528255528,NA,23,15.5,6,13,0.172083333,0.86175,0.38375,2.258907305,0.899333333,0.655666667,0.243666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,7,B,T,H,NH,TNHH,NA,0,NA,0,NA,24,17.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,7,B,T,H,NH,TNHH,1,1,1,0.06019656,NA,22,20.2,8,12.22,0.199583333,0.822833333,0.41025,2.012332399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,7,B,T,H,NH,TNHH,3,20,6.666666667,1.203931204,NA,23,25.5,1,13.27666667,0.214916667,0.890666667,0.418333333,2.239958638,0.773666667,0.634333333,0.139333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,7,B,T,H,NH,TNHH,NA,0,NA,0,NA,23,19.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,7,B,T,H,NH,TNHH,NA,0,NA,0,NA,20,32.1,6,13.93666667,0.265166667,0.919666667,0.4985,2.211108366,0.752,0.699666667,0.052333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,7,B,T,H,NH,TNHH,NA,0,NA,0,NA,22,20.9,7,12.05666667,0.21,0.858194444,0.428777778,1.951498034,0.610333333,0.649,0.038666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,7,B,T,H,NH,TNHH,4,40,10,2.407862408,NA,19,28.8,8,13.55333333,0.261583333,0.976388889,0.471444444,2.119250248,0.828,0.718,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,7,B,T,H,NH,TNHH,NA,0,NA,0,NA,23,18.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,7,B,T,H,NH,TNHH,4,35,8.75,2.106879607,NA,22,17.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,7,B,T,H,NH,TNHH,NA,0,NA,0,NA,23,8.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,7,B,T,H,NH,TNHH,NA,0,NA,0,NA,21,27.7,4,14.41666667,0.226,0.99475,0.45775,2.373305037,0.772333333,0.774,0.045666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,7,B,T,H,NH,TNHH,NA,0,NA,0,NA,20,26.2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,7,B,T,H,NH,TNHH,NA,0,NA,0,NA,21,21.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,7,B,T,H,NH,TNHH,NA,0,NA,0,NA,21,21.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,7,B,T,H,NH,TNHH,3,30,10,1.805896806,NA,21,20.8,5,12.43,0.19425,0.803888889,0.411944444,1.918152855,0.492666667,0.694333333,0.201666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,7,B,T,H,NH,TNHH,NA,0,NA,0,NA,22,27.2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,7,B,T,H,NH,TNHH,1,7,7,0.421375921,NA,21,27.2,10,12.79666667,0.23475,0.859916667,0.471333333,2.070758591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,7,B,T,H,NH,TNHH,4,46,11.5,2.769041769,NA,24,17.7,4,13.68333333,0.229666667,0.978916667,0.420916667,2.347849651,0.867666667,0.768666667,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,7,B,T,H,NH,TNHH,3,38,12.66666667,2.287469287,NA,23,21.4,6,14.36333333,0.252166667,0.972166667,0.43725,2.298989843,0.866,0.772,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,7,B,T,H,NH,TNHH,4,67,16.75,4.033169533,NA,21,30.4,11,15.21,0.269583333,1.009833333,0.469583333,2.258361632,0.699333333,0.762333333,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,B,T,H,H,THH,4,71,17.75,3.586597938,NA,31,12.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,B,T,H,H,THH,NA,0,NA,0,NA,24,24.9,0,12.62666667,0.21275,0.883833333,0.396166667,2.241096447,0.835333333,0.742333333,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,B,T,H,H,THH,NA,0,NA,0,NA,23,23.1,0,11.85,0.183666667,0.857,0.382583333,1.982464519,0.702,0.687,0.079666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,7,B,T,H,H,THH,NA,0,NA,0,NA,23,12.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,7,B,T,H,H,THH,2,16,8,0.808247423,NA,25,25.6,1,15.78666667,0.3305,1.134833333,0.502416667,2.445701758,0.805333333,0.763333333,0.114666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,7,B,T,H,H,THH,NA,0,NA,0,NA,26,23.2,1,13.13333333,0.233861111,0.940833333,0.438666667,1.727717317,0.656,0.772666667,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7,B,T,H,H,THH,NA,0,NA,0,NA,NA,11.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7,B,T,H,H,THH,4,33,8.25,1.667010309,NA,23,20.9,4,NA,0.242416667,0.992027778,0.427472222,NA,0.74,0.713666667,0.031666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,B,T,H,H,THH,NA,0,NA,0,NA,20,28.1,2,16.67333333,0.34925,1.0915,0.547583333,0.089170154,0.7,0.772666667,0.089333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,7,B,T,H,H,THH,4,29,7.25,1.464948454,NA,21,31.3,1,13.76333333,0.249833333,1.001166667,0.443333333,2.237101004,0.823333333,0.738666667,0.143333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,7,B,T,H,H,THH,4,77,19.25,3.889690722,NA,18,30.2,1,12.88666667,0.212944444,0.96725,0.3965,1.676654535,0.517666667,0.786,0.268333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,7,B,T,H,H,THH,NA,0,NA,0,NA,21,16.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,7,B,T,H,H,THH,4,58,14.5,2.929896907,NA,20,19.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,7,B,T,H,H,THH,4,50,12.5,2.525773196,NA,26,20.8,0,15.54,0.276583333,1.023666667,0.4495,2.186692382,0.685,0.755333333,0.086333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,7,B,T,H,H,THH,4,39,9.75,1.970103093,NA,25,19.7,2,11.77333333,0.1695,0.869916667,0.354666667,1.829642754,0.715,0.735666667,0.065333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,7,B,T,H,H,THH,NA,0,NA,0,NA,24,19.4,0,12.66,0.192416667,0.797166667,0.416166667,1.904803365,0.615666667,0.629333333,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,7,B,T,H,H,THH,4,55,13.75,2.778350515,NA,21,27.6,0,14.69666667,0.2705,1.028083333,0.462333333,2.309308591,0.778666667,0.826333333,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,7,B,T,H,H,THH,4,52,13,2.626804124,NA,23,29.2,0,15.14,0.257125,0.967375,0.44475,1.979361571,0.828,0.6935,0.1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,7,B,T,H,H,THH,NA,0,NA,0,NA,21,12,8,12.02666667,0.186666667,0.824166667,0.37625,1.814736929,0.634333333,0.664333333,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,7,B,T,H,H,THH,2,12,6,0.606185567,NA,25,18.7,0,12.63,0.184791667,0.776083333,0.390541667,0.127713791,0.781,0.359,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,7,B,T,H,H,THH,NA,0,NA,0,NA,22,19.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,7,B,T,H,H,THH,NA,0,NA,0,NA,26,15.1,5,14.67,0.264125,0.9345,0.458875,2.069073277,0.779,0.655,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,7,B,T,H,H,THH,NA,0,NA,0,NA,24,16.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,7,B,T,H,H,THH,2,12,6,0.606185567,NA,19,13.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,7,B,T,H,H,THH,NA,0,NA,0,NA,30,16.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,7,B,T,H,H,THH,NA,0,NA,0,NA,23,20.9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,7,B,T,H,H,THH,4,51,12.75,2.57628866,NA,27,20.2,5,15.24,0.259583333,1.055916667,0.4185,2.220145355,0.799333333,0.735333333,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,7,B,T,H,H,THH,3,16,5.333333333,0.808247423,NA,23,26.3,3,9.99,0.128416667,0.744833333,0.294666667,0.089170154,0.485,0.613666667,0.128666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,7,B,T,H,H,THH,4,52,13,2.626804124,NA,20,17.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,7,B,T,H,H,THH,4,67,16.75,3.384536082,NA,29,15.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,7,B,T,H,H,THH,NA,0,NA,0,NA,30,14.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,7,B,T,H,H,THH,NA,0,NA,0,NA,30,14.9,6,16.14666667,0.295333333,1.118666667,0.475166667,2.118497424,0.825,0.729666667,0.095333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,7,B,T,H,H,THH,NA,0,NA,0,NA,30,9.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,7,B,T,H,H,THH,NA,0,NA,0,NA,22,12.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,7,B,T,H,H,THH,4,54,13.5,2.727835052,NA,20,29.3,0,12.95666667,NA,NA,NA,1.887197182,0.448,0.583,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,7,B,T,H,H,THH,2,14,7,0.707216495,NA,25,23.1,2,13.48666667,0.243,0.959416667,0.436666667,2.13981632,0.723666667,0.737333333,0.066333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,7,B,T,H,H,THH,3,21,7,1.060824742,NA,22,23.8,0,14.50666667,0.245416667,1.029083333,0.4125,1.902331475,0.874333333,0.695333333,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,7,B,T,H,H,THH,NA,0,NA,0,NA,19,7.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,7,B,T,H,H,THH,2,17,8.5,0.858762887,NA,27,15.3,5,14.47,0.243166667,0.90025,0.466416667,1.727717317,0.818333333,0.714,0.104333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,7,B,T,H,H,THH,4,29,7.25,1.464948454,NA,21,18.1,3,12.43,0.157166667,0.82325,0.305166667,1.82150793,0.991,0.5795,0.4115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,7,B,T,H,H,THH,NA,0,NA,0,NA,33,7.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,7,B,T,H,H,THH,NA,0,NA,0,NA,27,21.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,7,B,T,H,H,THH,4,61,15.25,3.081443299,NA,NA,20.1,2,15.48666667,0.280333333,0.997666667,0.472583333,2.449937476,0.792666667,0.755666667,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,7,B,T,H,H,THH,NA,0,NA,0,NA,NA,12.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,7,B,T,H,H,THH,NA,0,NA,0,NA,28,10.4,0,13.47333333,0.25225,0.94575,0.4575,2.110896531,0.717,0.754333333,0.037333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,7,B,T,H,H,THH,4,36,9,1.818556701,NA,25,18,3,12.80666667,0.219,0.945666667,0.4105,1.879427554,0.628666667,0.634333333,0.024333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,7,B,T,H,H,THH,NA,0,NA,0,NA,28,10.7,8,13.65,0.236027778,0.871583333,0.450777778,NA,0.64,0.621,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,7,B,T,H,H,THH,NA,0,NA,0,NA,31,17.1,1,13.70666667,0.23375,0.949583333,0.422666667,2.035743228,0.666,0.799333333,0.133333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,7,B,T,H,H,THH,4,48,12,2.424742268,NA,25,12.6,4,12.085,0.165875,0.864875,0.343625,1.776726012,0.618,0.685,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,B,L,H,NH,LNHH,4,46,11.5,1.814814815,NA,19,25.2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,B,L,H,NH,LNHH,4,76,19,2.998389694,NA,21,26,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,B,L,H,NH,LNHH,3,18,6,0.710144928,NA,25,24.2,5,12.19666667,0.256833333,1.0225,0.430083333,1.944805939,0.898,0.693333333,0.204666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,23,19.4,0,13.46333333,0.306111111,1.035166667,0.497416667,2.044765276,0.949666667,0.657333333,0.292333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,7,B,L,H,NH,LNHH,4,34,8.5,1.341384863,NA,19,14.8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7,B,L,H,NH,LNHH,2,4,2,0.157809984,NA,NA,18.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,19,5.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,23,27.6,5,11.71,0.181,0.872166667,0.38075,1.670356879,0.81,0.621,0.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,7,B,L,H,NH,LNHH,4,56,14,2.209339775,NA,25,28.3,12,11.67333333,0.18225,0.8605,0.383416667,1.893567352,0.776333333,0.617333333,0.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,19,25.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,19,15.2,0,11.40333333,0.18675,0.833833333,0.394583333,1.773403002,0.730666667,0.591,0.139666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,24,24.3,9,9.643333333,0.127111111,0.710361111,0.341555556,1.586664229,0.621666667,0.509666667,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,7,B,L,H,NH,LNHH,4,39,9.75,1.538647343,NA,NA,25.4,6,11.73666667,0.194805556,0.825416667,0.415055556,1.482898003,0.722666667,0.619,0.103666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,21,14.7,0,15.29,0.262583333,0.979833333,0.436166667,1.73688434,0.721333333,0.610666667,0.110666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,7,B,L,H,NH,LNHH,1,1,1,0.039452496,NA,19,23.5,5,12.7,0.200111111,0.919138889,0.387888889,1.223404964,0.544666667,0.620333333,0.075666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,7,B,L,H,NH,LNHH,4,60,15,2.367149758,NA,28,24.8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,7,B,L,H,NH,LNHH,2,6,3,0.236714976,NA,21,29.2,3,14.20333333,0.252583333,0.99,0.456583333,1.987587335,0.834333333,0.642333333,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,7,B,L,H,NH,LNHH,4,69,17.25,2.722222222,NA,NA,24.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,7,B,L,H,NH,LNHH,4,65,16.25,2.564412238,NA,24,27.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,22,23.5,3,11.98333333,0.190666667,0.891388889,0.387138889,1.217446449,0.755666667,0.589666667,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,7,B,L,H,NH,LNHH,4,46,11.5,1.814814815,NA,21,17.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,7,B,L,H,NH,LNHH,4,59,14.75,2.327697262,NA,19,19.2,10,12.02,0.1835,0.910833333,0.363833333,1.922907246,0.786333333,0.805666667,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,19,9.6,11,12.18333333,0.170916667,0.879833333,0.358833333,1.938009108,0.881333333,0.693333333,0.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,20,11.3,0,12.68666667,0.192666667,0.849666667,0.380416667,1.205278411,0.93,0.638333333,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,7,B,L,H,NH,LNHH,2,3,1.5,0.118357488,NA,20,14.2,4,13.22666667,0.2555,0.980083333,0.45425,1.932262678,0.904666667,0.665666667,0.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,7,B,L,H,NH,LNHH,4,41,10.25,1.617552335,NA,22,29.7,9,12.37666667,0.214,0.882833333,0.403833333,1.875489985,0.607,0.633666667,0.041333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,NA,17.3,0,15.47333333,0.315583333,1.0205,0.5155,2.2313287,0.786333333,0.805666667,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,NA,27.1,0,14.58666667,0.307666667,1.039,0.544138889,2.017116611,0.807666667,0.741666667,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,21,26.2,3,13.20333333,0.309861111,1.0805,0.518222222,1.666107129,0.760666667,0.753666667,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,7,B,L,H,NH,LNHH,2,17,8.5,0.670692432,NA,20,21.6,13,14.00333333,0.25775,0.99925,0.461583333,2.098451432,0.726666667,0.682,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,7,B,L,H,NH,LNHH,1,2,2,0.078904992,NA,23,18.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,20,17.4,1,11.23666667,0.200916667,0.868,0.407,1.47633692,0.689,0.522333333,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,7,B,L,H,NH,LNHH,4,93,23.25,3.669082126,NA,19,32.2,9,9.735,0.150125,0.69975,0.37875,1.748519322,0.355,0.5075,0.1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,20,27.6,8,12.62333333,0.201361111,0.848944444,0.408055556,1.710712697,0.762333333,0.607333333,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,7,B,L,H,NH,LNHH,4,50,12.5,1.972624799,NA,21,17.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,7,B,L,H,NH,LNHH,4,34,8.5,1.341384863,NA,21,17.9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,7,B,L,H,NH,LNHH,4,101,25.25,3.984702093,NA,19,25.2,13,8.436666667,0.115833333,0.693694444,0.312333333,0.974652064,0.369666667,0.471,0.101333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,7,B,L,H,NH,LNHH,4,56,14,2.209339775,NA,19,16.7,4,12.28,0.204375,0.865625,0.4205,1.926439192,0.7685,0.679,0.0895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,7,B,L,H,NH,LNHH,NA,0,NA,0,NA,21,19.7,6,14.14333333,0.22975,0.961583333,0.4235,2.054477737,0.919,0.619,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
