ID,Generation,Replicate,Soilline,Pollinationline,Herbivoreline,Treatment,Nb_silliques,Nb_seeds,Nb_seeds_per_sillique,Relativeseedset,Visits,Timetofirstflower,Height,NbFlowers,Flowerdiameter,PetalArea,PetalLength,PetalWidth,logNectar,Style,Stamen,Herkogamy,LNBenzaldehyde,LN_1_Butene_4_isothiocyanate,LN_Methyl_benzoate,LN_Phenylethyl_Alcohol,LN_2_Amino_benzaldehyde,LN_p_Anisaldehyde,LN_Methyl_anthranilate,LN_Z_3_Hexen_1_ol_acetate,LN_Phenylacetaldehyde,LN_Benzyl_nitrile,LN_Methyl_salicylate,LN_Indole,LN_E.E_a_Farnesene,LN_Totalvolatiles
22,2,B,L,B,NH,LNHB,0,0,NA,0.00000000,0,NA,7.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2,B,L,H,NH,LNHH,0,0,NA,0.00000000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2,B,T,B,H,THB,0,0,NA,0.00000000,0,18,16.7,4,12.28333333,0.206833333,0.859458333,0.392291667,2.299486811,0.675333333,0.59,0.131333333,5.115328921,4.189654742,2.643017731,0,2.623056988,1.974595297,0,1.711459527,1.791759469,0.831297519,2.161618722,1.659990192,3.129032158,5.730821024
22,2,B,T,H,H,THH,2,7,"3,5",0.28300330,0,21,9,10,16.05666667,0.326166667,1.02775,0.49725,1.868846981,0.731,0.639666667,0.093333333,4.046942323,4.556213341,1.540445041,0.693147181,1.358123484,0,0,3.01771118,1.773067336,1.236762627,0.84729786,1.754019141,4.375057965,5.599655765
22,2,B,T,B,NH,TNHB,0,0,NA,0.00000000,0,20,41.8,9,13.15,0.21575,0.830083333,0.437416667,2.170286795,0.605333333,0.516333333,0.089,4.939258631,3.848964869,1.400087683,0.693147181,4.046942323,0.405465108,0.245122458,1.673976434,2.552045953,2.140066163,0,3.481240089,4.679555897,6.012627904
22,2,B,T,H,NH,TNHH,4,44,11,1.75000000,0,20,32.4,11,14.13333333,0.293,0.949666667,0.523583333,2.292981436,0.738333333,0.663666667,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1,A,L,B,H,LHB,1,1,1,0.11448598,2,26,6.7,7,12.24666667,0.155486944,0.804201667,0.323720833,1.517312467,0.529973333,0.525533333,0.122553333,5.615558241,4.092490994,4.508414518,1.913649287,1.863218433,0.893817876,2.722756348,1.863218433,2.63905733,1.992430165,2.573460047,4.70249853,4.455638452,6.524214728
23,1,A,L,H,H,LHH,3,2,"0,666666667",0.18386492,0,25,18.7,2,11.66333333,0.147563889,0.8241875,0.299208333,1.537872888,0.679503333,0.43749,0.242013333,5.535363823,4.32339655,3.024481687,1.126011263,3.186123038,2.459113895,1.126011263,3.482094425,5.855231095,2.397895273,1.71978597,3.499029631,4.672569195,6.821985555
23,1,A,L,B,NH,LNHB,0,0,NA,0.00000000,0,24,29.3,6,11.43333333,0.19784,0.935613333,0.376731111,1.852476518,0.64843,0.67742,0.02899,6.892528832,3.794864775,4.473541744,2.652850652,6.873595073,3.942659975,3.945350318,2.719100037,4.51997534,4.220732445,4.015381518,6.096262405,5.481911262,8.040420034
23,1,A,L,H,NH,LNHH,4,52,13,2.66527197,0,24,27.3,12,10.44333333,0.163548611,0.7352475,0.343305833,1.145862818,0.455536667,0.55601,0.100473333,6.934289014,3.64050587,3.66924348,2.573460047,6.760800866,4.046942323,2.598565968,2.20949467,4.293498957,4.234106505,3.291713149,6.085258426,4.320446696,7.91282989
23,1,A,T,B,H,THB,1,1,1,0.10315789,1,26,15.1,3,13.77666667,0.225575833,0.9734425,0.379841111,1.822253788,0.824216667,0.609273333,0.214943333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1,A,T,H,H,THH,0,0,NA,0.00000000,0,27,11.7,3,12.83666667,0.202279722,0.913870833,0.379447222,1.39276207,1.042373333,0.616193333,0.42618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1,A,T,B,NH,TNHB,0,0,NA,0.00000000,0,20,26.4,2,13.66666667,0.216062222,0.855883333,0.401016667,1.866161065,0.706446667,0.345068,0.137793333,6.189062344,1.901277995,4.153224744,2.643017731,6.833420785,3.966616404,3.315195596,3.174575566,6.418274303,4.140043534,3.133075835,5.64131588,5.462064708,7.940405812
23,1,A,T,H,NH,TNHH,0,0,NA,0.00000000,0,20,24.2,9,12.86666667,0.182092222,0.815526667,0.360709167,1.927610153,0.625962,0.335708,0.12118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1,B,L,B,H,LHB,0,0,NA,0.00000000,3,29,15.4,3,11.28666667,0.151596667,0.80614,0.287764167,1.502006699,0.779813333,0.515456667,0.264356667,5.484412658,5.317484353,1.776207056,1.659990192,1.047968556,2.760947147,0.380463806,2.636408321,3.133075835,1.711459527,1.62414406,2.406277552,4.615120517,6.43564573
23,1,B,L,H,H,LHH,3,37,"12,33333333",2.08870968,0,21,11.1,6,13.87,0.160878889,0.889458333,0.3109325,0.515768207,0.778186667,0.452026667,0.32616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1,B,L,B,NH,LNHB,4,7,"1,75",1.01780415,3,19,22,5,12.02666667,0.170062778,0.782665833,0.349769444,1.686951846,0.658363333,0.518856667,0.1487,6.003612681,4.51542781,3.411331047,1.941934001,2.831578021,1.031601578,0.870828358,2.447166322,3.822584443,2.831578021,2.218599437,3.451749661,4.639571613,6.636274586
23,1,B,L,H,NH,LNHH,4,27,"6,75",2.62500000,0,19,22.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,1,B,T,B,H,THB,5,15,3,2.87109375,1,22,23,8,11.5,0.133535833,0.742575833,0.286449167,1.313891245,0.511063333,0.33659,0.174473333,5.74068569,6.872300798,5.826573525,1.921812597,0.980829253,1.901277995,0.441832752,2.806721729,5.938781398,1.126011263,0.679160939,5.455558504,4.37190615,7.756076425
23,1,B,T,H,H,THH,4,80,20,3.39100346,0,19,21.5,6,12.88666667,0.19627,0.9034275,0.355904167,1.96779057,0.831456667,0.624576667,0.20688,6.157998554,1.278874112,2.060749409,1.170071253,4.800371406,1.466337069,1.908169821,2.871679625,3.740311628,2.662587827,1.376991968,3.808307227,5.457534555,6.87258856
23,1,B,T,B,NH,TNHB,9,95,"10,55555556",10.50790068,2,21,30.4,9,11.42333333,0.167895556,0.826149722,0.332790833,1.808628339,0.66918,0.54841,0.12077,4.742352314,4.248230657,2.060749409,0.945489887,0.169899037,0.380463806,0,1.170071253,2.994805919,1.353350205,1.837016061,0.870828358,4.997462493,5.914953405
23,1,B,T,H,NH,TNHH,4,39,"9,75",2.38875000,0,20,32.1,8,12.55333333,0.189936667,0.949488889,0.363593056,2.013293467,0.644753333,0.586553333,0.0582,5.873128474,2.233592222,2.988010227,1.446416091,2.233592222,3.205799245,1.209087905,1.542274868,5.037174578,2.966241845,1.85389125,0.747214402,3.5906162,6.456809908
23,2,A,L,B,H,LHB,0,0,NA,0.00000000,0,18,9.4,2,NA,NA,NA,NA,NA,NA,NA,NA,7.180239108,3.904214823,3.44290787,1.252762968,5.636375646,0,2.319114395,2.262919837,4.142252503,3.083437854,2.789800851,5.266712027,5.19079402,7.67845489
23,2,A,L,H,H,LHH,0,0,NA,0.00000000,0,36,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2,A,L,B,NH,LNHB,1,3,3,0.63090129,1,22,7.1,2,NA,NA,NA,NA,NA,NA,NA,NA,6.62840874,3.567966525,2.397895273,1.079920156,5.213727298,0,2.291411792,3.591205371,4.334381648,2.106840516,2.319114395,4.246906679,4.198037021,7.135466162
23,2,A,L,H,NH,LNHH,0,0,NA,0.00000000,0,31,6.9,2,NA,NA,NA,NA,NA,NA,NA,NA,6.714709759,1.773067336,2.693124551,1.268511325,5.306065053,1.773067336,1.329135947,2.20949467,3.36729583,2.722756348,2.63905733,4.043051268,5.413133041,7.241764167
23,2,A,T,B,H,THB,0,0,NA,0.00000000,0,24,24.8,12,9.686666667,0.122166667,0.711333333,0.326083333,1.014719132,0.603,0.516,0.087,6.138606597,3.883471103,3.053302125,2.223622049,4.206349621,1.466337069,1.776207056,2.129113151,4.073763855,2.262919837,4.242924197,4.098656241,4.730169917,6.83277228
23,2,A,T,H,H,THH,3,29,"9,666666667",1.19411765,0,24,18.4,11,12.91333333,0.219166667,0.882666667,0.409333333,2.149043573,0.731333333,0.558,0.173333333,5.48537307,4.924835304,3.077056211,0.980829253,0,0.606135804,0,2.976096299,2.681782274,1.031601578,2.072472872,1.614978093,5.126111143,6.418953851
23,2,A,T,B,NH,TNHB,0,0,NA,0.00000000,0,19,21.8,2,14.65666667,0.22517,1.061373611,0.349528333,2.201257029,0.656,0.680666667,0.024666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2,A,T,H,NH,TNHH,2,54,27,2.29090909,0,22,21.3,1,13.54333333,0.196055556,0.914055556,0.373194444,1.879427554,0.673666667,0.580333333,0.093333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2,B,L,B,H,LHB,0,0,NA,0.00000000,0,NA,NA,NA,10.97,0.159777778,0.713555556,0.358833333,1.874169488,0.312333333,0.567,0.254666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,2,B,L,H,H,LHH,0,0,NA,0.00000000,0,29,11.1,2,12.23333333,0.220666667,0.910583333,0.44875,1.745861859,0.548333333,0.54,0.042333333,6.413276791,3.289644896,2.806721729,0,5.42176335,2.806721729,1.880312867,1.99997737,2.806721729,3.870042933,2.990161229,4.119940109,5.363636833,7.137675815
23,2,B,L,B,NH,LNHB,0,0,NA,0.00000000,0,27,2.2,0,12.96666667,0.168361111,0.839638889,0.361222222,1.773403002,0.685666667,0.561,0.124666667,5.463831805,3.286188273,1.54835022,0.441832752,1.880312867,0,0,1.62414406,2.012430831,1.047968556,2.272507638,2.971363683,4.527008424,5.99810909
23,2,B,L,H,NH,LNHH,3,36,12,2.20775970,0,28,17.1,5,10.70333333,0.098194444,0.737361111,0.274472222,1.74229309,0.590333333,0.570333333,0.114666667,6.265829168,3.693037464,2.319114395,0,2.106840516,0,0,3.031206662,2.470920408,1.921812597,3.48635519,2.319114395,3.840646343,6.557646035
23,2,B,T,B,H,THB,3,4,"1,333333333",0.48275862,2,21,29.6,10,13.51333333,0.214833333,0.902,0.41425,2.136214512,0.534,0.655666667,0.121666667,6.390706629,5.904150094,4.087841985,1.252762968,6.355142689,3.494822641,1.837016061,6.051173717,3.62877553,2.871679625,4.059484697,3.679109663,3.591205371,7.715297045
23,2,B,T,H,H,THH,0,0,NA,0.00000000,0,22,18.4,10,13.31666667,0.241583333,0.913833333,0.450972222,1.498879734,0.641666667,0.568333333,0.113333333,5.883477127,4.570118548,1.921812597,0.980829253,4.817365131,2.592348332,2.036881927,1.497885427,2.581898916,2.719100037,2.172223275,4.312289439,5.529318852,6.873163834
23,2,B,T,B,NH,TNHB,0,0,NA,0.00000000,0,19,26.6,12,12.54666667,0.2485,0.90425,0.453666667,2.303442218,0.743333333,0.560666667,0.182666667,5.724794731,4.535648074,1.2959103,0.441832752,1.781418115,0.441832752,0,1.392448227,1.861300887,1.15072829,0,1.611904005,3.912269889,6.154858094
23,2,B,T,H,NH,TNHH,0,0,NA,0.00000000,0,22,36.2,8,14.82333333,0.249916667,0.957083333,0.4285,1.661815381,0.518666667,0.629333333,0.110666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1,A,L,B,H,LHB,0,0,NA,0.00000000,0,29,22.6,4,14.39666667,0.2102025,1.040723611,0.345158889,2.258361632,1.25948,0.655273333,0.604206667,5.978956086,4.714522723,3.971863006,1.52846885,2.815075996,2.75507514,1.66875449,2.571339156,2.894990704,2.602689685,1.981001469,4.639571613,6.39697595,7.204479679
24,1,A,L,H,H,LHH,2,7,"3,5",0.64352720,0,24,17.2,7,9.676666667,0.111858889,0.7946225,0.228294722,0.515768207,0.359983333,0.552773333,0.19279,7.32480732,5.372703078,2.90264185,2.839728025,1.659990192,4.604058457,0,2.990161229,4.934207444,1.987366863,3.403663474,2.19310086,5.576510113,7.754370367
24,1,A,L,B,NH,LNHB,3,20,"6,666666667",3.78378378,3,24,22.7,4,14.16333333,0.207584444,1.049498889,0.316236389,1.954805806,0.68931,0.73959,0.145853333,6.790680326,2.760947147,3.01771118,2.129113151,6.756587799,4.083171262,4.616952355,2.892427257,4.143722443,4.572034624,2.346070205,5.357110246,6.633172224,8.040017236
24,1,A,L,H,NH,LNHH,4,26,"6,5",1.33263598,0,24,27,7,14.35666667,0.220848333,1.047656667,0.376689167,2.291971903,0.900983333,0.763813333,0.13717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1,A,T,B,H,THB,0,0,NA,0.00000000,0,22,20.1,3,13.18,0.217800833,1.054160833,0.325851667,1.961346714,1.072826667,0.676026667,0.3968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1,A,T,H,H,THH,3,6,2,0.37168142,0,23,22.1,6,12.52,0.346319167,0.887041667,0.403228611,1.73506635,0.478773333,0.593143333,0.11437,5.52027503,5.093977396,3.323569452,1.014962259,0.655406853,3.137103227,0.554310736,2.095515367,5.810475436,0.831297519,2.106840516,1.711459527,5.005560712,6.872300798
24,1,A,T,B,NH,TNHB,0,0,NA,0.00000000,0,22,32.3,10,14.22333333,0.392029583,0.8033825,0.367692778,2.057956373,0.71437,0.67338,0.15817,4.218690378,0,1.52846885,0.527354926,3.191847152,2.218599437,1.212271607,0.130053128,2.277267285,1.586965057,0.870828358,2.983153491,3.923622141,5.239834547
24,1,A,T,H,NH,TNHH,1,0,NA,0.00000000,0,22,37.3,6,15.38,0.220003333,1.0290875,0.371539167,1.596800655,0.586956667,0.681423333,0.137046667,6.44200924,3.330218412,4.258759841,1.52846885,3.693037464,3.083437854,1.901277995,2.072472872,4.334381648,1.291678385,2.863786924,3.544174761,5.600580122,7.088594256
24,1,B,L,B,H,LHB,6,21,"3,5",2.30201342,1,24,19.5,6,12.26333333,0.139671389,0.780574167,0.3174325,1.359462509,0.53134,0.34301,0.18833,6.52464944,3.16093279,3.573177585,1.278874112,4.618780843,2.91275316,3.299943648,3.079187954,2.942487759,2.414590151,2.737249356,4.602202825,5.759836026,7.218013906
24,1,B,L,H,H,LHH,3,9,3,0.50806452,0,23,13.4,5,NA,NA,NA,NA,NA,NA,NA,NA,6.312742569,3.062005401,3.463418405,1.728043655,5.726002898,3.214421475,4.306065094,2.91275316,3.704497594,2.380916936,3.497629267,3.070633582,6.149733718,7.376067664
24,1,B,L,B,NH,LNHB,0,0,NA,0.00000000,0,22,22.1,3,11.78333333,0.150644167,0.874274167,0.2862825,1.807087671,0.539856667,0.556523333,0.016666667,6.513253661,4.738423762,3.7496908,1.73739826,6.263791231,4.817846447,3.912974933,5.723844431,3.459266609,2.390654112,3.099663196,5.387330707,5.119608324,7.732056027
24,1,B,L,H,NH,LNHH,3,5,"1,666666667",0.48611111,0,22,20.6,5,10.67666667,0.119227778,0.836383889,0.264134444,1.594288642,0.604186667,0.552246667,0.054133333,7.415041312,2.20949467,3.737669618,2.521274294,5.050568004,4.699469754,3.299943648,2.700615223,3.205452805,2.377486401,3.622858353,2.521274294,5.739792912,7.790144459
24,1,B,T,B,H,THB,0,0,NA,0.00000000,0,30,9.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1,B,T,H,H,THH,0,0,NA,0.00000000,0,20,13,0,12.35666667,0.212078889,0.8015675,0.393264167,0.515768207,0.71158,0.4706,0.24098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1,B,T,B,NH,TNHB,0,0,NA,0.00000000,0,20,22.7,12,11.91333333,0.182530833,0.880774167,0.357639167,1.876806478,0.686626667,0.574383333,0.112243333,5.859836105,0.200670695,3.66924348,0,1.754019141,3.66924348,0.84729786,2.908720897,2.884179788,2.614959778,3.080890082,2.512305624,5.119987831,6.520293795
24,1,B,T,H,NH,TNHH,4,61,"15,25",3.73625000,0,20,40.2,15,14.05333333,0.200843333,1.010913333,0.387573333,2.135490552,0.808286667,0.60599,0.202296667,4.849422701,1.71017236,4.912969065,0.705886206,1.654558348,3.08245871,1.143187913,3.925099527,3.03839872,2.346070205,3.422897543,3.576370945,4.868323094,6.341985982
24,2,A,L,B,H,LHB,7,74,"10,57142857",9.20304569,5,26,21.8,9,12.64666667,0.243166667,0.904666667,0.463166667,1.372250904,0.54164,0.590433333,0.048793333,5.577631189,2.367123614,2.63905733,2.950269899,4.676973918,3.270835564,1.961658506,2.387742901,6.076877425,2.967561397,2.079441542,3.963982744,5.000210777,7.014115295
24,2,A,L,H,H,LHH,3,9,3,0.60827586,0,31,2.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2,A,L,B,NH,LNHB,0,0,NA,0.00000000,0,30,3.4,0,12.33666667,0.159555556,0.781111111,0.346222222,1.852476518,0.594666667,0.593,0.001666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2,A,L,H,NH,LNHH,2,27,"13,5",1.99848943,0,30,17.4,4,13.70333333,0.247148056,0.875815556,0.460164444,1.919346341,0.6,0.614666667,0.014666667,5.793690886,2.248363539,3.004031076,1.586965057,3.490597878,3.133075835,1.079920156,2.447166322,3.83765859,2.218599437,3.214421475,4.455960981,3.552168409,6.43378825
24,2,A,T,B,H,THB,0,0,NA,0.00000000,0,22,17.1,2,13.27333333,0.195083333,0.84075,0.33125,1.702935967,0.775333333,0.572,0.203333333,5.049143503,4.69440132,3.469202111,0,5.394132469,0.798507696,2.877949238,3.940502477,2.63108916,2.377486401,3.245193133,3.64631984,4.874348787,6.68141217
24,2,A,T,H,H,THH,4,96,24,3.95294118,0,26,29.4,13,11.97333333,0.220361111,0.904166667,0.41475,1.438364266,0.68258,0.483643333,0.198936667,6.886304628,3.421967829,4.303564467,0,2.172223275,3.672072336,1.822156946,2.346070205,2.553487914,1.728043655,2.649583743,2.749168448,5.704646299,7.303593954
24,2,A,T,B,NH,TNHB,0,0,NA,0.00000000,0,18,15.1,3,15.3,0.26934,1.06907,0.435248333,2.100026713,0.835666667,0.631333333,0.204333333,6.822741905,4.944811997,2.917770732,1.694595721,3.004031076,3.511545439,2.106840516,5.955837369,4.447866392,2.319114395,2.602689685,3.64341708,5.042708014,7.50714108
24,2,A,T,H,NH,TNHH,1,8,8,0.33939394,0,27,29.4,4,13.99333333,0.216885,0.920963333,0.424555,2.132582583,0.611,0.718666667,0.107666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2,B,L,B,H,LHB,0,0,NA,0.00000000,0,30,5.3,0,13.79,0.201055556,0.842611111,0.392972222,2.048322262,0.849333333,0.541,0.308333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2,B,L,H,H,LHH,0,0,NA,0.00000000,0,23,6.4,0,11.84666667,0.108666667,0.8005,0.240833333,1.438364266,0.779,0.648666667,0.130333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2,B,L,B,NH,LNHB,0,0,NA,0.00000000,0,NA,2.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2,B,L,H,NH,LNHH,4,36,9,2.20775970,0,28,21.6,9,13.58,0.185527778,0.879833333,0.363222222,1.700969829,0.557,0.593,0.084,6.113518286,2.129113151,2.882107248,0.554310736,3.221834407,1.822156946,0,1.791759469,2.609524982,1.54835022,3.722564933,2.828846525,4.057885464,6.462451489
24,2,B,T,B,H,THB,4,12,3,1.44827586,3,24,19.5,13,12.01666667,0.185611111,0.8225,0.344,1.984520902,0.560333333,0.594333333,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,2,B,T,H,H,THH,3,37,"12,33333333",1.49587459,0,22,29.4,5,11.83333333,0.18825,0.811638889,0.403861111,1.64421127,0.707,0.586333333,0.121333333,5.874150152,4.593809602,1.935271751,0.315081047,2.048886873,0.747214402,0.499652323,2.538973871,1.711459527,1.252762968,0.980829253,2.19310086,3.830652256,6.294958451
24,2,B,T,B,NH,TNHB,0,0,NA,0.00000000,0,23,28.5,12,14.58333333,0.278777778,1.004,0.455444444,2.134765383,0.718333333,0.588,0.130333333,5.395285623,4.507364832,3.880745266,0.919460307,1.466337069,1.010156868,0.491594262,2.898276937,2.76261855,1.429019306,2.233592222,2.640190474,5.206358707,6.401364252
24,2,B,T,H,NH,TNHH,3,20,"6,666666667",0.79545455,0,20,35.3,4,12.81,0.19725,0.899416667,0.378166667,2.239958638,0.675666667,0.578,0.097666667,4.924835304,1.74435723,4.240926992,0.567520967,5.696907041,2.810907587,4.424846632,1.252762968,3.18036597,3.366816788,2.768238998,4.339829273,5.429406543,6.88538185
25,1,A,L,B,H,LHB,0,0,NA,0.00000000,0,29,20.9,2,11.48,0.215018889,0.806715833,0.35935,1.578903567,0.76565,0.51474,0.25091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1,A,L,H,H,LHH,1,6,6,0.55159475,0,25,14.7,4,12.13,0.192556944,0.839734444,0.41822,0.515768207,0.554876667,0.485143333,0.11082,6.07253237,2.233592222,1.694595721,1.170071253,1.586965057,1.376991968,0.908855753,1.961658506,2.712976319,1.170071253,1.466337069,1.908169821,2.675424974,6.218821432
25,1,A,L,B,NH,LNHB,0,0,NA,0.00000000,0,26,24,6,10.86333333,0.32393125,0.793375278,0.280203611,1.752912607,0.711986667,0.603026667,0.10896,6.580253796,4.621972675,3.990012324,2.262919837,2.90264185,2.746201967,3.743604354,4.280132327,5.369474561,2.482589152,2.549879105,4.117681242,6.028010747,7.460618159
25,1,A,L,H,NH,LNHH,4,47,"11,75",2.40899582,0,27,26.1,5,10.97,0.373646667,0.921498889,0.326646667,1.896089486,0.735443333,0.670406667,0.065036667,6.633537707,6.508976103,4.803793332,2.527948401,3.706773944,4.054679306,2.470920408,3.515682805,5.884250463,3.34010969,2.672231103,4.640912635,6.870428327,8.060443561
25,1,A,T,B,H,THB,0,0,NA,0.00000000,0,29,8.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1,A,T,H,H,THH,2,20,10,1.23893805,0,27,18.5,4,12.63666667,0.388854583,0.842296944,0.418002222,1.983493928,0.714066667,0.54659,0.167476667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1,A,T,B,NH,TNHB,0,0,NA,0.00000000,0,22,22.8,0,12.99666667,0.394877708,0.916135,0.440343333,1.786545155,0.72113,0.600843333,0.238053333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1,A,T,H,NH,TNHH,4,60,15,3.26304107,0,22,37.7,8,13.13666667,0.1880425,0.896376667,0.3984175,2.111662634,0.505753333,0.62508,0.119326667,5.617040422,4.185437106,3.451749661,1.198401759,1.659990192,3.191847152,0.980829253,3.391271742,4.678179671,0.831297519,1.694595721,2.129113151,4.78733741,6.506282192
25,1,B,L,B,H,LHB,0,0,NA,0.00000000,0,25,19.1,2,10.10333333,0.164668889,0.805855,0.376665,1.240805167,0.631763333,0.47795,0.153813333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1,B,L,H,H,LHH,0,0,NA,0.00000000,0,23,15.3,0,12.67,0.273676667,1.041076667,0.386359167,1.835464727,0.915203333,0.66707,0.248133333,5.607842467,6.727564783,2.685577345,0.938269639,1.810108608,0.693147181,0.84729786,3.62877553,3.781661188,1.358123484,1.773067336,5.731181449,5.271288694,7.44872206
25,1,B,L,B,NH,LNHB,0,0,NA,0.00000000,0,21,29.1,6,12.82666667,0.234788611,0.938839167,0.4158625,1.807087671,0.732463333,0.651786667,0.080676667,6.028178114,3.856921299,4.55781649,3.436224842,7.464048092,2.819227102,5.22761172,2.560666696,6.391172373,4.367512084,3.462693084,3.61016688,5.168509193,8.148128316
25,1,B,L,H,NH,LNHH,0,0,NA,0.00000000,0,22,20.2,1,10.92333333,0.157526944,0.8037725,0.341936667,1.64421127,0.671206667,0.62623,0.07601,6.040320847,3.632456064,4.457572065,2.054835731,5.321789723,3.330218412,3.7759487,3.225520368,3.723683376,3.186123038,3.477815428,1.814643763,4.707024562,6.962506477
25,1,B,T,B,H,THB,7,49,7,9.37890625,5,26,16.1,7,13.83333333,0.278904167,0.979049167,0.461713333,1.380571973,0.90161,0.74077,0.238363333,5.945711433,3.34010969,3.836660686,2.012430831,6.06309591,3.816490579,3.836660686,3.774887241,4.361918405,3.879652848,3.129032158,5.132962175,5.179909135,7.322608281
25,1,B,T,H,H,THH,2,3,"1,5",0.12716263,0,27,13.2,0,14.96,0.276585556,1.035409167,0.400683333,1.904803365,0.915493333,0.698373333,0.316846667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1,B,T,B,NH,TNHB,6,10,"1,666666667",1.10609481,1,23,21.3,6,13.14666667,0.22438,0.988786667,0.402098333,1.998649238,0.842683333,0.642246667,0.273416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1,B,T,H,NH,TNHH,0,0,NA,0.00000000,0,23,12.6,3,14.31666667,0.254191111,1.023153333,0.4367875,2.032081268,0.927723333,0.749876667,0.27528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2,A,L,B,H,LHB,0,0,NA,0.00000000,0,31,9,2,13.35666667,0.1673425,0.918201667,0.327289167,2.161504511,0.689333333,0.645666667,0.043666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2,A,L,H,H,LHH,0,0,NA,0.00000000,0,28,2.2,0,11.65333333,0.141472222,0.80675,0.31475,1.217446449,0.586,0.577666667,0.008333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2,A,L,B,NH,LNHB,1,5,5,1.05150215,1,26,14.7,3,11.63666667,0.135777778,0.762888889,0.315111111,1.077010544,0.47,0.562,0.092,5.935481912,2.470920408,3.236497426,1.497885427,5.52821583,2.385188622,3.929098606,3.010894521,3.750157457,2.75507514,3.089779029,4.990243604,3.926364123,6.92717657
25,2,A,L,H,NH,LNHH,1,7,7,0.51812689,0,37,11.9,4,NA,NA,NA,NA,NA,NA,NA,NA,6.169785055,4.451112094,2.218599437,2.662587827,4.926851028,2.887280565,2.691243083,3.114749116,5.970836579,1.66875449,1.52846885,4.69440132,5.242775293,7.29218589
25,2,A,T,B,H,THB,0,0,NA,0.00000000,0,22,18.2,7,13.47,0.272944444,0.941055556,0.494305556,1.871516388,0.706666667,0.585333333,0.121333333,6.398594935,3.816490579,2.494123305,0.747214402,4.745576043,4.070608282,2.233592222,2.060749409,3.514305584,2.737249356,3.112691925,4.456498297,5.925146666,7.223700817
