Plantlabel,PlantlabelDNA,Replicate,Generation,Soil,Soilline,Pollinationline,Herbivoryline,Treatment,Native_soil,Seedssowedout,Germination,Germinationrate,Weightperseed,NbFlowers,Height,leaf_size,Lengthperbranch,Timetofirstflower,Flowerproduction,Flowerdiameter,Petal_length,Petal_width,Style,Stamen,Herkogamy,Visits,MatriceNB
RA_LinT_H_H_22,RA_LT_H_H_22,A,10,T,L,H,H,LTHH,0,6,6,100,1.9,20,38.2,9.49,30.2,21,65,15.245,1.0715,0.4105,0.808,0.633,0.175,0,M18
RA_LinT_H_H_23,RA_LT_H_H_23,A,10,T,L,H,H,LTHH,0,6,6,100,1.753846154,8,37.9,7.5,15.1,19,62,11.385,0.6915,0.363,0.6355,0.4965,0.139,0,M18
RA_LinT_H_H_24,RA_LT_H_H_24,A,10,T,L,H,H,LTHH,0,6,6,100,0.854545455,8,31.2,7.48,15.8,24,38,NA,NA,NA,NA,NA,NA,0,M15
RA_LinT_H_H_25,RA_LT_H_H_25,A,10,T,L,H,H,LTHH,0,6,6,100,1.386666667,10,42.7,5.7,18.6,23,31,13.94,1.0065,0.472,0.737,0.688,0.088,0,M15
RA_LinT_H_H_26,RA_LT_H_H_26,A,10,T,L,H,H,LTHH,0,6,6,100,2.377777778,15,18.2,9.625,4.3,22,48,13.935,0.921,0.396,0.9125,0.769,0.1435,1,M15
RA_LinT_H_H_28,RA_LT_H_H_28,A,10,T,L,H,H,LTHH,0,6,4,66.66666667,2.372727273,13,38.8,4.64,40.8,21,37,11.7,0.766,0.3615,0.5165,0.51,0.0695,0,M12
RA_LinT_H_H_29,RA_LT_H_H_29,A,10,T,L,H,H,LTHH,0,6,4,66.66666667,1.291666667,23,35.9,11.05,23.9,20,53,12.615,0.5645,0.409,0.8135,0.639,0.1745,1,M12
RA_LinT_H_H_30,RA_LT_H_H_30,A,10,T,L,H,H,LTHH,0,6,4,66.66666667,2.25,4,42,9.315,42.6,20,49,NA,NA,NA,NA,NA,NA,NA,NA
RA_LinT_H_H_31,RA_LT_H_H_31,A,10,T,L,H,H,LTHH,0,6,4,66.66666667,1.88,11,32.8,6.27,25.8,20,46,14.865,0.558,0.4065,0.779,0.636,0.143,0,M12
RA_LinT_H_H_27,RA_LT_H_H_27,A,10,T,L,H,H,LTHH,0,6,6,100,1.309090909,9,20.4,3.12,21.2,18,19,11.05,0.7135,0.3215,0.7035,0.6105,0.103,0,M18
RA_LinT_H_H_32,RA_LT_H_H_32,A,10,T,L,H,H,LTHH,0,6,5,83.33333333,2.128571429,5,32.2,9.38,14.2,21,45,14.43,0.94,0.427,0.98,0.651,0.329,0,M13
RA_LinT_H_H_33,RA_LT_H_H_33,A,10,T,L,H,H,LTHH,0,6,6,100,1.585714286,12,46.8,5.4,40.1,21,40,14.525,0.9895,0.3945,0.8445,0.6055,0.239,0,M13
RA_LinT_H_H_34,RA_LT_H_H_34,A,10,T,L,H,H,LTHH,0,6,5,83.33333333,2.57,8,36.9,5.775,18.7,20,48,12.945,0.939,0.407,0.7325,0.572,0.1605,0,M12
RA_LinT_H_H_35,RA_LT_H_H_35,A,10,T,L,H,H,LTHH,0,6,6,100,2.4,4,31.3,5.83,10,20,39,13.05,0.8535,0.4935,1.298,0.766,0.532,0,M13
RA_LinT_H_H_36,RA_LT_H_H_36,A,10,T,L,H,H,LTHH,0,6,5,83.33333333,1.023076923,7,39.8,6.555,6.7,20,26,12.62,0.9705,0.463,0.6995,0.684,0.0155,0,M13
RB_LinT_H_H_01,RB_LT_H_H_01,B,10,T,L,H,H,LTHH,0,5,1,20,0.23,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinT_H_H_02,RB_LT_H_H_02,B,10,T,L,H,H,LTHH,0,6,4,66.66666667,1.309090909,1,37.8,5.1,12.9,20,37,11.47,0.787,0.411,0.629,0.622,0.007,0,M48
RB_LinT_H_H_03,RB_LT_H_H_03,B,10,T,L,H,H,LTHH,0,5,3,60,1.7,2,30.2,10.8,67.6,21,45,11.57,0.85,0.376,0.645,0.504,0.141,0,M50
RB_LinT_H_H_04,RB_LT_H_H_04,B,10,T,L,H,H,LTHH,0,6,2,33.33333333,2.145454545,3,38.1,10.73,18.2,20,58,13.185,0.9365,0.472,0.7845,0.527,0.2575,0,M50
RB_LinT_H_H_05,RB_LT_H_H_05,B,10,T,L,H,H,LTHH,0,4,6,150,3.118181818,24,44.1,9.68,19,23,49,14.26,0.975,0.5085,0.851,0.5485,0.3025,0,M48
RB_LinT_H_H_19,RB_LT_H_H_19,B,10,T,L,H,H,LTHH,0,6,4,66.66666667,2.154545455,0,41.3,7,26.6,22,28,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinT_H_H_28,RB_LT_H_H_28,B,10,T,L,H,H,LTHH,0,6,6,100,1.861538462,0,23.9,5.22,22,20,26,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinT_H_H_10,RB_LT_H_H_10,B,10,T,L,H,H,LTHH,0,6,6,100,1.31,3,40.8,13.2,22.4,21,34,10.83,0.719,0.353,0.531,0.495,0.036,NA,NA
RB_LinT_H_H_11,RB_LT_H_H_11,B,10,T,L,H,H,LTHH,0,6,5,83.33333333,3.333333333,7,37.2,7.68,20.5,21,34,13.41,0.905,0.4145,0.8355,0.594,0.2415,NA,NA
RB_LinT_H_H_12,RB_LT_H_H_12,B,10,T,L,H,H,LTHH,0,6,6,100,1.972727273,4,41.8,9.18,0,21,43,10.96,0.7735,0.3445,0.954,0.645,0.309,0,M43
RB_LinT_H_H_13,RB_LT_H_H_13,B,10,T,L,H,H,LTHH,0,6,4,66.66666667,1.818181818,11,34,13.33,0,24,33,13.525,0.8675,0.472,0.62,0.5745,0.0905,NA,NA
RB_LinT_H_H_14,RB_LT_H_H_14,B,10,T,L,H,H,LTHH,0,6,6,100,2.763636364,9,39.8,11.475,0,26,23,12.69,0.955,0.408,0.643,0.67,0.135,0,M43
RB_LinT_H_H_15,RB_LT_H_H_15,B,10,T,L,H,H,LTHH,0,6,3,50,0.916666667,12,43.5,13.485,17.7,25,35,11.55,0.798,0.3275,0.7775,0.596,0.1815,0,M43
RB_LinT_H_H_16,RB_LT_H_H_16,B,10,T,L,H,H,LTHH,0,6,5,83.33333333,3.083333333,8,33.8,8.71,6,21,41,14.75,0.9415,0.3685,1.0395,0.5765,0.463,0,M43
RB_LinT_H_H_17,RB_LT_H_H_17,B,10,T,L,H,H,LTHH,0,6,6,100,2.392307692,0,35.8,7.125,2.8,23,28,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinT_H_H_18,RB_LT_H_H_18,B,10,T,L,H,H,LTHH,0,6,6,100,2.346153846,0,36.9,6.9,26.5,23,25,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinT_H_H_06,RB_LT_H_H_06,B,10,T,L,H,H,LTHH,0,4,4,100,2.4,NA,NA,NA,NA,22,NA,14.76,1.1015,0.49,1.027,0.6705,0.3565,0,M50
RB_LinT_H_H_20,RB_LT_H_H_20,B,10,T,L,H,H,LTHH,0,6,5,83.33333333,2.209090909,1,51.4,19,19.1,22,33,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinT_H_H_21,RB_LT_H_H_21,B,10,T,L,H,H,LTHH,0,6,6,100,1.825,23,25.9,12.9,28,22,59,15.45,0.9945,0.37,0.8345,0.603,0.2315,0,M21
RB_LinT_H_H_07,RB_LT_H_H_07,B,10,T,L,H,H,LTHH,0,5,5,100,2.569230769,10,46.9,11.55,90,23,43,11.01,0.9845,0.409,1.1065,0.636,0.4705,0,M50
RB_LinT_H_H_22,RB_LT_H_H_22,B,10,T,L,H,H,LTHH,0,6,6,100,1.41,11,17.8,8.25,2.9,20,26,12.4,0.86,0.45,0.937,0.573,0.364,0,M21
RB_LinT_H_H_23,RB_LT_H_H_23,B,10,T,L,H,H,LTHH,0,6,6,100,2.81,9,44.9,5,20.3,21,12,11.94,0.821,0.4135,0.718,0.489,0.229,0,M21
RB_LinT_H_H_24,RB_LT_H_H_24,B,10,T,L,H,H,LTHH,0,6,6,100,2.245454545,8,38.3,13.16,16.9,21,53,13.92,0.916,0.3455,0.9455,0.6075,0.338,1,M19
RB_LinT_H_H_25,RB_LT_H_H_25,B,10,T,L,H,H,LTHH,0,6,5,83.33333333,1.272727273,10,14.8,12.71,12.7,20,44,15.305,0.9785,0.504,0.8325,0.5475,0.285,0,M19
RB_LinT_H_H_26,RB_LT_H_H_26,B,10,T,L,H,H,LTHH,0,6,6,100,3.35,13,38.4,9.75,15.3,23,32,16.06,1.1425,0.578,0.9035,0.602,0.3015,0,M19
RB_LinT_H_H_27,RB_LT_H_H_27,B,10,T,L,H,H,LTHH,0,6,6,100,2.59,24,39.9,12.45,5.7,23,51,13.39,0.995,0.3705,0.7475,0.643,0.1045,0,M19
RB_LinT_H_H_29,RB_LT_H_H_29,B,10,T,L,H,H,LTHH,0,6,6,100,1.563636364,14,25.6,2.795,0,18,28,13.45,0.9395,0.363,0.7015,0.508,0.1935,NA,NA
RB_LinT_H_H_30,RB_LT_H_H_30,B,10,T,L,H,H,LTHH,0,6,6,100,1.166666667,0,33.7,9.1,22.9,21,30,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinT_H_H_31,RB_LT_H_H_31,B,10,T,L,H,H,LTHH,0,6,6,100,1.45,12,41.3,5.415,5.1,19,34,12.025,0.8785,0.4345,0.5755,0.542,0.1105,2,M21
RB_LinT_H_H_32,RB_LT_H_H_32,B,10,T,L,H,H,LTHH,0,6,6,100,2.218181818,2,34.3,8.91,0,19,23,14.545,1.0605,0.5885,0.8155,0.588,0.2275,1,M22
RB_LinT_H_H_08,RB_LT_H_H_08,B,10,T,L,H,H,LTHH,0,6,5,83.33333333,2.316666667,10,37.9,7.13,47.6,20,61,13.29,0.9975,0.398,0.8355,0.553,0.2825,0,M48
RB_LinT_H_H_33,RB_LT_H_H_33,B,10,T,L,H,H,LTHH,0,6,2,33.33333333,2.31,5,29.1,12,19.1,22,25,13.56,0.926,0.458,1.287,0.687,0.6,0,M22
RB_LinT_H_H_09,RB_LT_H_H_09,B,10,T,L,H,H,LTHH,0,4,5,125,1.522222222,11,39.2,6.49,13.3,21,42,13.165,1.0075,0.4225,0.8215,0.65,0.1715,1,M48
RB_LinT_H_H_34,RB_LT_H_H_34,B,10,T,L,H,H,LTHH,0,6,6,100,1.6,0,31.7,5.985,5.1,19,30,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinT_H_H_35,RB_LT_H_H_35,B,10,T,L,H,H,LTHH,0,6,5,83.33333333,1.727272727,0,41.2,8.88,0,20,36,NA,NA,NA,NA,NA,NA,0,M22
RB_LinT_H_H_36,RB_LT_H_H_36,B,10,T,L,H,H,LTHH,0,6,6,100,2.2,9,33.7,10.92,10.2,19,33,12.645,0.89,0.356,0.6645,0.5675,0.097,0,M22
RB_LinT_H_H_37,RB_LT_H_H_37,B,10,T,L,H,H,LTHH,0,4,3,75,1.283333333,6,38.2,7.32,15.6,20,36,NA,NA,NA,NA,NA,NA,NA,NA
RA_LinL_H_B_01,RA_LL_H_B_01,A,10,L,L,B,H,LLBH,1,6,6,100,1.966666667,4,26.1,8.4,0,26,15,15.195,0.9935,0.481,1.0955,0.736,0.3595,1,M3
RA_LinL_H_B_02,RA_LL_H_B_02,A,10,L,L,B,H,LLBH,1,6,4,66.66666667,2.2,3,16.4,7.32,12.9,20,10,16.75,1.1195,0.532,0.971,0.723,0.248,0,M3
RA_LinL_H_B_03,RA_LL_H_B_03,A,10,L,L,B,H,LLBH,1,6,3,50,1.85,2,33.3,6.05,7.8,23,18,12.17,0.871,0.417,0.486,0.561,0.075,0,M45
RA_LinL_H_B_10,RA_LL_H_B_10,A,10,L,L,B,H,LLBH,1,6,4,66.66666667,1.8,7,32,7.3,11.8,22,31,11.455,0.4785,0.369,0.5815,0.6945,0.113,1,M8
RA_LinL_H_B_11,RA_LL_H_B_11,A,10,L,L,B,H,LLBH,1,6,2,33.33333333,2.71,1,33.3,8.64,10.4,21,12,13.565,0.8955,0.5175,0.6745,0.616,0.1075,1,M8
RA_LinL_H_B_12,RA_LL_H_B_12,A,10,L,L,B,H,LLBH,1,6,4,66.66666667,2.073333333,4,25.1,6,3.1,25,13,12.4,1.1005,0.4505,0.7105,0.616,0.1165,1,M47
RA_LinL_H_B_13,RA_LL_H_B_13,A,10,L,L,B,H,LLBH,1,6,4,66.66666667,1.263636364,0,33.8,6.09,4.8,20,29,13.49,1.05,0.458,0.8885,0.5945,0.294,NA,NA
RA_LinL_H_B_14,RA_LL_H_B_14,A,10,L,L,B,H,LLBH,1,6,5,83.33333333,1.992857143,1,31.2,6.555,10.2,20,29,NA,NA,NA,NA,NA,NA,0,M8
RA_LinL_H_B_15,RA_LL_H_B_15,A,10,L,L,B,H,LLBH,1,6,3,50,1.55,7,32.2,9.52,0,23,23,10.505,0.622,0.3525,0.7225,0.6015,0.121,0,M47
RA_LinL_H_B_16,RA_LL_H_B_16,A,10,L,L,B,H,LLBH,1,6,6,100,1.25,9,14.5,6.44,15.1,20,15,15.815,0.5815,0.596,0.7595,0.5735,0.186,1,M8
RA_LinL_H_B_17,RA_LL_H_B_17,A,10,L,L,B,H,LLBH,1,6,6,100,1.416666667,2,30,4.59,6.3,22,21,NA,NA,NA,NA,NA,NA,0,M47
RA_LinL_H_B_18,RA_LL_H_B_18,A,10,L,L,B,H,LLBH,1,6,6,100,1.25,3,28.9,4.505,9.6,21,19,16.1,1.035,0.449,1.0505,0.636,0.4145,0,M47
RA_LinL_H_B_19,RA_LL_H_B_19,A,10,L,L,B,H,LLBH,1,6,6,100,2.29,10,23.6,4.655,18.9,19,19,14.115,0.983,0.5135,0.4935,0.7105,0.217,0,M16
RA_LinL_H_B_20,RA_LL_H_B_20,A,10,L,L,B,H,LLBH,1,6,6,100,2.08,1,18,5.035,0,24,9,NA,NA,NA,NA,NA,NA,0,M17
RA_LinL_H_B_21,RA_LL_H_B_21,A,10,L,L,B,H,LLBH,1,6,5,83.33333333,1.64,9,20.9,5.2,12.9,18,21,12.81,0.792,0.434,1,0.529,0.471,1,M16
RA_LinL_H_B_22,RA_LL_H_B_22,A,10,L,L,B,H,LLBH,1,6,6,100,1.490909091,14,38.2,13.12,16.2,22,38,12.78,0.9425,0.3905,0.931,0.6185,0.3125,0,M16
RA_LinL_H_B_04,RA_LL_H_B_04,A,10,L,L,B,H,LLBH,1,6,5,83.33333333,2.218181818,9,30.7,10.14,0,30,16,14.05,0.919,0.516,0.5725,0.5085,0.064,0,M3
RA_LinL_H_B_23,RA_LL_H_B_23,A,10,L,L,B,H,LLBH,1,6,5,83.33333333,1.32,0,26.3,5.6,11.2,20,13,NA,NA,NA,NA,NA,NA,NA,NA
RA_LinL_H_B_24,RA_LL_H_B_24,A,10,L,L,B,H,LLBH,1,6,5,83.33333333,2.816666667,10,38.8,8.5,10.1,21,36,11.01,0.577,0.404,0.5305,0.599,0.0685,1,M16
RA_LinL_H_B_25,RA_LL_H_B_25,A,10,L,L,B,H,LLBH,1,6,4,66.66666667,2.1,12,46.1,6.175,28.2,20,41,14.37,1.0855,0.4335,0.7305,0.5795,0.151,1,M17
RA_LinL_H_B_26,RA_LL_H_B_26,A,10,L,L,B,H,LLBH,1,6,6,100,2.45,25,22.6,5.775,13.4,19,35,11.78,0.7195,0.3355,0.651,0.6005,0.0505,1,M17
RA_LinL_H_B_27,RA_LL_H_B_27,A,10,L,L,B,H,LLBH,1,6,4,66.66666667,1.909090909,20,47.1,11.76,29.6,17,54,14.225,0.6125,0.441,0.884,0.615,0.269,1,M17
RA_LinL_H_B_05,RA_LL_H_B_05,A,10,L,L,B,H,LLBH,1,6,1,16.66666667,0.916666667,1,17.6,1.26,2.2,24,6,10.97,0.7725,0.4035,0.4845,0.5995,0.115,0,M45
RA_LinL_H_B_29,RA_LL_H_B_29,A,10,L,L,B,H,LLBH,1,6,6,100,2.490909091,10,27.2,5.04,3.2,23,24,15.87,1.051,0.553,0.7205,0.637,0.0835,1,M14
RA_LinL_H_B_06,RA_LL_H_B_06,A,10,L,L,B,H,LLBH,1,5,1,20,2.342857143,6,21.7,7.2,9,23,20,12.91,0.955,0.452,0.596,0.725,0.129,0,M45
RA_LinL_H_B_07,RA_LL_H_B_07,A,10,L,L,B,H,LLBH,1,5,5,100,2.230769231,12,18.9,7.02,10.4,20,18,13.225,0.857,0.445,0.794,0.5935,0.2005,NA,NA
RA_LinL_H_B_30,RA_LL_H_B_30,A,10,L,L,B,H,LLBH,1,6,6,100,2.25,11,38.2,9.425,26,20,39,13.265,0.9825,0.4725,0.768,0.6295,0.1385,NA,NA
RA_LinL_H_B_08,RA_LL_H_B_08,A,10,L,L,B,H,LLBH,1,5,5,100,1.775,6,32.7,4.9,13.5,23,20,12.385,0.914,0.449,0.6715,0.7365,0.187,0,M45
RA_LinL_H_B_31,RA_LL_H_B_31,A,10,L,L,B,H,LLBH,1,6,5,83.33333333,1.55,8,41.1,7.14,11.4,22,35,13.83,0.9915,0.4705,0.775,0.616,0.159,1,M14
RA_LinL_H_B_32,RA_LL_H_B_32,A,10,L,L,B,H,LLBH,1,6,6,100,1.807692308,10,25,8.25,12.3,21,17,15.805,1.0505,0.509,0.44,0.709,0.269,1,M11
RA_LinL_H_B_09,RA_LL_H_B_09,A,10,L,L,B,H,LLBH,1,5,5,100,2.74,10,32.1,6.7,5.2,21,28,14.56,0.982,0.446,0.6695,0.6085,0.139,1,M3
RA_LinL_H_B_33,RA_LL_H_B_33,A,10,L,L,B,H,LLBH,1,6,6,100,1.118181818,4,29.3,4.77,16.8,21,27,15.28,0.984,0.45,0.8355,0.6275,0.208,1,M14
RA_LinL_H_B_34,RA_LL_H_B_34,A,10,L,L,B,H,LLBH,1,6,5,83.33333333,1.741666667,14,33.3,4.27,17.8,23,27,11.86,0.798,0.344,0.618,0.6055,0.0355,0,M11
RA_LinL_H_B_35,RA_LL_H_B_35,A,10,L,L,B,H,LLBH,1,6,6,100,1.58,1,18.7,2.59,8,21,8,12.8,0.8655,0.3935,0.5125,0.595,0.0825,NA,NA
RA_LinL_H_B_36,RA_LL_H_B_36,A,10,L,L,B,H,LLBH,1,6,4,66.66666667,2.786666667,8,35.1,5.13,20.9,21,29,13.82,1.017,0.442,0.672,0.6335,0.1265,1,M11
RA_LinL_H_B_37,RA_LL_H_B_37,A,10,L,L,B,H,LLBH,1,6,4,66.66666667,2.976923077,16,35.6,4.08,22.7,20,36,14.335,1.005,0.5115,0.699,0.5865,0.1265,2,M11
RA_LinL_H_B_38,RA_LL_H_B_38,A,10,L,L,B,H,LLBH,1,6,2,33.33333333,2.43,11,43.8,7.15,33.7,21,33,14.99,1.0955,0.5005,0.829,0.666,0.163,1,M14
RA_LinL_H_B_39,RA_LL_H_B_39,A,10,L,L,B,H,LLBH,1,6,4,66.66666667,3.044444444,6,31.5,6.375,3.2,21,35,9.955,0.6755,0.403,0.4535,0.5665,0.113,NA,NA
RA_LinL_H_B_40,RA_LL_H_B_40,A,10,L,L,B,H,LLBH,1,6,4,66.66666667,2.61,8,34,5.3,14.7,19,30,13.415,1.0195,0.4,0.7585,0.6465,0.112,NA,NA
RB_LinL_H_B_10,RB_LL_H_B_10,B,10,L,L,B,H,LLBH,1,6,6,100,1.336363636,4,38.1,5.49,6.4,22,16,13.83,0.901,0.4755,0.7905,0.6025,0.188,0,M52
RB_LinL_H_B_19,RB_LL_H_B_19,B,10,L,L,B,H,LLBH,1,6,6,100,2.676923077,3,31.9,3.6,18.6,22,24,10.8,0.841,0.467,1.045,0.669,0.376,0,M57
RB_LinL_H_B_20,RB_LL_H_B_20,B,10,L,L,B,H,LLBH,1,6,4,66.66666667,1.791666667,5,29.2,6.6,9.4,22,27,12.995,1.0055,0.533,1.053,0.6655,0.3875,0,M20
RB_LinL_H_B_21,RB_LL_H_B_21,B,10,L,L,B,H,LLBH,1,6,5,83.33333333,1.845454545,1,35.3,4.56,24,19,12,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinL_H_B_01,RB_LL_H_B_01,B,10,L,L,B,H,LLBH,1,6,6,100,3.236363636,1,32.1,7.8,8.3,25,20,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinL_H_B_11,RB_LL_H_B_11,B,10,L,L,B,H,LLBH,1,6,6,100,1.976923077,6,27.8,8.97,9.1,24,24,14.385,0.97,0.4495,0.639,0.648,0.12,1,M51
RB_LinL_H_B_12,RB_LL_H_B_12,B,10,L,L,B,H,LLBH,1,6,6,100,1.830769231,6,36.9,5.39,4.2,22,22,12.045,0.9055,0.443,0.8515,0.591,0.2605,0,M52
RB_LinL_H_B_13,RB_LL_H_B_13,B,10,L,L,B,H,LLBH,1,6,6,100,2.033333333,5,31.7,6.1,0,23,20,11.11,0.653,0.344,0.78,0.502,0.278,NA,NA
RB_LinL_H_B_14,RB_LL_H_B_14,B,10,L,L,B,H,LLBH,1,6,6,100,2.118181818,2,31.4,7.54,4.5,21,17,NA,NA,NA,NA,NA,NA,0,M52
RB_LinL_H_B_15,RB_LL_H_B_15,B,10,L,L,B,H,LLBH,1,6,5,83.33333333,2.51,5,14.3,7.92,2.3,22,27,13.45,0.912,0.4235,0.8635,0.546,0.3175,0,M51
RB_LinL_H_B_02,RB_LL_H_B_02,B,10,L,L,B,H,LLBH,1,5,5,100,2.22,5,31.1,6.44,0,24,18,12.585,0.9205,0.48,0.632,0.631,0.151,1,M51
RB_LinL_H_B_16,RB_LL_H_B_16,B,10,L,L,B,H,LLBH,1,6,4,66.66666667,1.49,0,26.1,2,6.2,21,4,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinL_H_B_17,RB_LL_H_B_17,B,10,L,L,B,H,LLBH,1,6,6,100,2.369230769,3,33,3.3,10.9,21,20,11.245,0.727,0.4285,0.744,0.5435,0.2005,0,M52
RB_LinL_H_B_03,RB_LL_H_B_03,B,10,L,L,B,H,LLBH,1,6,4,66.66666667,2.791666667,14,32.7,10.5,16.7,26,29,14.265,1.0145,0.3905,0.503,0.5565,0.0535,0,M49
RB_LinL_H_B_04,RB_LL_H_B_04,B,10,L,L,B,H,LLBH,1,5,3,60,2.381818182,8,22.8,5.46,19,20,22,11.5,0.7925,0.419,0.718,0.6425,0.1425,0,M49
RB_LinL_H_B_05,RB_LL_H_B_05,B,10,L,L,B,H,LLBH,1,6,4,66.66666667,2.446153846,9,17.9,5.28,0,24,25,NA,NA,NA,NA,NA,NA,0,M49
RB_LinL_H_B_22,RB_LL_H_B_22,B,10,L,L,B,H,LLBH,1,6,4,66.66666667,2.423076923,3,28.7,6.48,10.4,19,27,NA,NA,NA,NA,NA,NA,1,M57
RB_LinL_H_B_28,RB_LL_H_B_28,B,10,L,L,B,H,LLBH,1,6,4,66.66666667,#VALUE!,13,18.9,6.09,2.1,20,25,12.235,0.8785,0.425,0.4845,0.539,0.0545,1,M26
RB_LinL_H_B_23,RB_LL_H_B_23,B,10,L,L,B,H,LLBH,1,6,6,100,1.56,5,28.4,4.23,9,19,19,14.555,0.954,0.584,0.734,0.709,0.098,0,M20
RB_LinL_H_B_06,RB_LL_H_B_06,B,10,L,L,B,H,LLBH,1,4,1,25,1.275,NA,NA,NA,NA,NA,NA,11.415,0.8515,0.4295,0.6125,0.502,0.1105,NA,NA
RB_LinL_H_B_07,RB_LL_H_B_07,B,10,L,L,B,H,LLBH,1,6,2,33.33333333,1.29,0,35.2,3.38,11.3,24,9,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinL_H_B_24,RB_LL_H_B_24,B,10,L,L,B,H,LLBH,1,6,4,66.66666667,1.833333333,5,35.8,3.74,13.4,20,21,9.74,0.6325,0.3815,0.454,0.416,0.038,0,M57
RB_LinL_H_B_25,RB_LL_H_B_25,B,10,L,L,B,H,LLBH,1,6,6,100,1.55,7,34.8,8.4,19.7,24,24,10.805,1.001,0.5385,0.7915,0.5775,0.214,1,M20
RB_LinL_H_B_26,RB_LL_H_B_26,B,10,L,L,B,H,LLBH,1,6,6,100,1.29,13,31.5,6.7,21.5,22,33,14.84,1.021,0.5065,0.8115,0.578,0.2335,0,M57
RB_LinL_H_B_27,RB_LL_H_B_27,B,10,L,L,B,H,LLBH,1,6,6,100,1.741666667,8,28.8,5.9,6.3,19,28,12.745,1.0215,0.5315,1.0395,0.668,0.3715,0,M20
RB_LinL_H_B_18,RB_LL_H_B_18,B,10,L,L,B,H,LLBH,1,6,6,100,2.666666667,6,32.6,5.7,10.8,23,18,13.855,0.884,0.42,0.685,0.551,0.134,0,M51
RB_LinL_H_B_29,RB_LL_H_B_29,B,10,L,L,B,H,LLBH,1,6,6,100,1.853846154,4,23.4,3.315,11.9,19,11,13.795,0.869,0.4845,0.6,0.5905,0.2125,0,M23
RB_LinL_H_B_08,RB_LL_H_B_08,B,10,L,L,B,H,LLBH,1,5,6,120,0.25,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinL_H_B_09,RB_LL_H_B_09,B,10,L,L,B,H,LLBH,1,6,5,83.33333333,3.24,9,25.8,3.12,12.5,21,25,12.345,0.8655,0.4185,0.8385,0.6235,0.215,1,M49
RB_LinL_H_B_30,RB_LL_H_B_30,B,10,L,L,B,H,LLBH,1,6,3,50,1.546153846,9,22.3,4.59,5.6,18,23,15.035,1.032,0.504,0.5185,0.6095,0.091,1,M26
RB_LinL_H_B_31,RB_LL_H_B_31,B,10,L,L,B,H,LLBH,1,6,5,83.33333333,1.172727273,4,32.3,4.32,21.5,19,13,11.985,0.8285,0.3905,0.6175,0.5105,0.107,NA,NA
RB_LinL_H_B_32,RB_LL_H_B_32,B,10,L,L,B,H,LLBH,1,6,6,100,1.953846154,11,22.4,6.09,0,18,24,15.11,1.042,0.4625,0.6975,0.616,0.1635,1,M26
RB_LinL_H_B_33,RB_LL_H_B_33,B,10,L,L,B,H,LLBH,1,6,6,100,1.51,2,40.2,3.825,11.7,20,15,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinL_H_B_34,RB_LL_H_B_34,B,10,L,L,B,H,LLBH,1,6,6,100,1.6,7,20.1,8.875,7.7,26,27,15.45,1.1005,0.5055,0.826,0.637,0.189,0,M23
RB_LinL_H_B_35,RB_LL_H_B_35,B,10,L,L,B,H,LLBH,1,6,6,100,1.95,8,29.5,3.8,15.2,20,18,10.665,0.739,0.3375,0.5945,0.4985,0.096,NA,NA
RB_LinL_H_B_36,RB_LL_H_B_36,B,10,L,L,B,H,LLBH,1,6,5,83.33333333,1.781818182,12,30.7,5.635,0,19,33,13.31,0.928,0.517,0.774,0.6145,0.1595,1,M26
RB_LinL_H_B_37,RB_LL_H_B_37,B,10,L,L,B,H,LLBH,1,4,4,100,2.007692308,12,18.9,8.4,15.1,26,18,17.09,1.0935,0.4855,0.7995,0.6375,0.162,0,M23
RB_LinL_H_B_38,RB_LL_H_B_38,B,10,L,L,B,H,LLBH,1,4,4,100,1.633333333,7,30.4,5.22,0,19,10,11.925,0.8265,0.394,0.416,0.581,0.165,0,M23
RA_LinT_H_B_01,RA_LT_H_B_01,A,10,T,L,B,H,LTBH,0,6,4,66.66666667,1.966666667,2,37.7,13.6,13.4,23,39,NA,NA,NA,NA,NA,NA,0,M44
RA_LinT_H_B_02,RA_LT_H_B_02,A,10,T,L,B,H,LTBH,0,6,3,50,2.2,1,27.8,6.615,9.4,19,19,NA,NA,NA,NA,NA,NA,0,M44
RA_LinT_H_B_03,RA_LT_H_B_03,A,10,T,L,B,H,LTBH,0,6,5,83.33333333,1.85,5,35.7,6.72,14.4,21,28,11.575,0.8905,0.4245,0.688,0.476,0.212,0,M4
