invasive growth;non_inv;non_inv;inv;inv;non_inv;non_inv;non_inv;non_inv;non_inv;non_inv;non_inv;non_inv;inv;inv;inv;inv;inv;non_inv;inv;inv
saple code;10_14;1_13;1_14;14_12;15_13;16_14;24_14;26_10;35_11;37_10;37_12;38_12;44_14;46_12;50_12;51_10;5_13;55_14;80_11;9_13
hsa-miR-374b-5p z prekursora hsa-mir-374b;2721,55191453533;1110,78330708889;2099,59655541258;1595,0731666892;1497,00504148659;1891,74551764058;1510,17802246433;1372,12822297315;1281,44772024135;1764,24958768252;1133,92082658964;2517,32224488301;3120,20349877497;2040,88611038862;1299,17383349786;1092,38547297038;953,883460329552;1862,43971431728;1502,63902986265;1973,84954600931
hsa-miR-769-5p z prekursora hsa-mir-769;2985,00378525958;1116,80707773471;1171,46122869654;1787,53343694893;1198,93657457078;1398,7357671954;1513,92536247045;1782,40814707008;777,018190014763;1863,38536055958;1226,7417792087;1988,63607013879;1089,79785225883;1433,32775124121;1431,62506652291;1163,49643866236;1689,25967235371;1080,5601763751;2742,29299760338;2169,31375405717
hsa-miR-488-3p z prekursora hsa-mir-488;129,373686516372;104,813609237238;252,068149955847;87,3112445568543;63,8217187984445;136,020523857419;129,907786878652;122,268851552063;74,4700977771835;126,673487565134;79,0232434459595;106,707301324521;153,452631087294;103,956716819411;156,637979925274;86,2409583923982;116,007484554864;76,9932312404864;113,371652222166;84,7388185178583
hsa-miR-30e-5p z prekursora hsa-mir-30e;8838,57503791399;5704,51080158992;8022,46955871038;3749,68936301157;4261,6777393269;6051,10315259239;5253,77068857319;4803,26390608305;4485,06702084471;5911,42941970624;4684,9494328676;6374,54867117051;5213,12688388222;3339,36434688767;3968,92999134187;4056,3510429828;4033,24651781158;5135,9795115421;3887,16082987968;4094,57971078292
hsa-miR-19b-1-5p z prekursora hsa-mir-19b-1;21,17023961177;30,1188532290915;23,3126612675928;28,1649175989853;20,3387895071966;27,9281683965803;38,7225133965214;30,4313586085135;36,5325007963541;12,8509335211005;16,3063835682139;18,1887445439524;48,3091616385924;24,027731717694;26,4902466050096;9,07799562025245;19,0697234884709;34,5142071078042;28,8075509744849;18,0776146171431
hsa-miR-664a-3p z prekursora hsa-mir-664a;359,894073400091;409,616403915644;416,713820158222;313,569415935369;413,789165836069;365,910724825566;465,919274093628;504,291085512509;375,160681254868;394,707243862373;521,804274182843;938,539218467943;880,931771056685;451,623283918289;434,209694351679;387,327813130771;629,698161025548;333,194845540726;326,1758190982;367,20154691072
hsa-miR-101-5p z prekursora hsa-mir-101-1;248,16225322686;209,627218474477;80,1372731073503;168,050675007279;107,304648089692;189,161622056467;182,370546964262;121,182017316045;154,560580292268;123,001792273391;109,127336187277;76,3927270846;120,772904096481;62,7663195890782;123,237234205914;136,169934303787;80,6490389199913;95,5778042985348;130,098617304125;170,607487949288
hsa-miR-130b-3p z prekursora hsa-mir-130b;28,2269861490267;26,5045908416005;33,5119505721647;30,9814093588838;18,2347767995556;34,0051309643547;66,2030067746978;32,6050270805502;22,4815389516026;25,7018670422011;40,1387903217572;32,7397401791143;15,6294346477799;17,1626655126386;32,2489958669682;25,7209875907153;15,4941503343826;30,5317985953653;16,726965081959;23,7268691850003
hsa-miR-107 z prekursora hsa-mir-107;1530,13787416182;937,298712489326;767,860780501339;1269,2989531276;1161,76568340245;1324,26065147118;1560,1425558792;1800,88432908239;666,015591441226;1512,73846019812;1118,86878021898;1663,66383428684;2071,61051967846;1857,98113221107;1239,28284117349;2205,95293572134;1541,46931531806;1627,47761208338;1086,32345448945;1405,53453648288
hsa-miR-125b-5p z prekursora hsa-mir-125b-2;82,3287096013279;54,2139358123646;81,5943144365749;56,3298351979705;31,2095218300086;67,6223707009791;29,9787200489198;42,3865352047152;87,1159634374599;102,807468168804;42,647464716867;63,0543144190349;44,0465885528343;60,8048721019195;18,4279976382675;65,0589686118092;56,8118845594027;66,3734752073158;88,2812045992278;92,6477749128585
hsa-miR-92a-3p z prekursora hsa-mir-92a-1;55,2778478751773;145,775249628803;37,8830745598383;90,1277363167529;45,2362732142821;57,1493075522615;66,2030067746978;65,7534712791095;75,8751939616586;62,4188199596311;41,3931275193121;80,0304759933905;46,8883039433397;31,3831597945391;35,7042454241433;60,519970801683;54,8254550293537;61,0635971907306;94,7861354644341;94,9074767400014
hsa-miR-590-3p z prekursora hsa-mir-590;181,123161122921;189,146398278694;405,057489524425;152,09055503452;156,748946719256;148,562340220698;96,1817268236176;187,478905713163;164,396253583594;152,375354607335;91,5666154215086;232,81593016259;254,333527450236;221,153204177143;131,299483172656;122,552940873408;121,569487239002;175,225974547314;133,815720655672;190,944804393574
hsa-miR-429 z prekursora hsa-mir-429;6234,63556566628;2991,40450271336;3096,21282460217;3034,30045599735;5242,84899865683;5391,558768375;14,9893600244599;4237,02326911749;2245,34370279131;3445,88603130081;3791,8613482085;1740,05656137144;1894,00330777187;5815,69179942552;5089,58259771901;3481,41132036681;2897,00882662353;4054,09186566285;2222,82780422477;2273,26003810575
hsa-miR-342-3p z prekursora hsa-mir-342;11914,140403735;19480,8742685764;3230,26062689083;7100,37572670419;18613,8497557156;15257,8307398465;6925,08433130046;13908,7611354447;8509,26249318157;6247,38953890073;10131,281544651;6686,1824943569;4775,50271374438;12797,9544918387;6442,88867427928;11993,5452136235;15188,637472661;6930,71828114792;12079,656616688;16771,5069610545
hsa-miR-181b-5p z prekursora hsa-mir-181b-2;38,8121059549117;28,9140990999278;49,5394051936348;90,1277363167529;66,977737859906;70,3376092950911;32,4769467196631;60,862717217027;53,3936550100561;60,5829723137596;95,3296270141733;49,7159017534699;80,9888886294049;114,254316126994;56,4357427671943;33,2859839409256;118,788485896933;55,7537191741453;91,0690321128876;59,8820984192866
hsa-miR-26b-3p z prekursora hsa-mir-26b;43,5166036464162;33,7331156165824;21,8556199383683;31,9202399455166;28,7548403377607;30,3848128388721;22,4840400366898;34,7786955525868;25,2917313205529;40,3886482091731;22,5780695559884;31,5271572095175;21,3128654287908;21,0855604869559;19,5797474906593;27,2339868607573;20,2615812065003;14,6021645456095;13,9391375682991;47,4537383700007
hsa-miR-3200-5p z prekursora hsa-mir-3200;16,4657419202656;12,0475412916366;4,37112398767365;6,5718141064299;13,3254138150598;12,9297075910094;19,9858133659465;13,0420108322201;9,83567329132612;22,030171750458;16,3063835682139;23,0390764223397;11,3668615620217;10,2975993075831;14,9727480810924;10,5909948902945;5,56200268413733;17,2571035539021;12,0805858925259;18,0776146171431
hsa-miR-192-5p z prekursora hsa-mir-192;613,936948741331;878,265760160307;467,710266681081;405,574813425388;349,967447037624;553,520781971112;314,776560513657;499,943748568436;259,942794127905;372,677072111915;437,763681946664;455,931196568406;345,26841994641;417,788314764802;350,131955127083;269,313870067489;433,041637550692;290,715821408043;609,604949653615;437,252303552149
hsa-miR-103a-2-5p z prekursora hsa-mir-103a-2;4,70449769150445;12,0475412916366;2,9140826584491;8,44947527969558;10,870732322812;7,62852747869554;13,7402466890882;10,3249252421742;4,21528855342548;5,50754293761451;17,5607207657688;12,1258296959683;8,52514617151631;10,2975993075831;9,21399881913377;9,07799562025245;12,3158630863041;11,9472255373169;13,9391375682991;7,90895639500011
hsa-miR-21-5p z prekursora hsa-mir-21;6839,1635190246;4203,387156652;8944,77672010952;6062,9679284749;5282,4745713174;6242,20423078751;4465,58017395367;5564,04787129588;10888,090333498;6440,15354171724;7163,5197352361;9067,69544664506;15289,8496586145;6462,4791083161;6004,07198051804;9052,27463266173;4618,44865736403;4671,36518509089;3939,20027680133;4816,55444455507
hsa-miR-454-3p z prekursora hsa-mir-454;719,788146800181;428,892469982262;336,576547050871;321,080060628432;864,398554055855;774,748078853283;425,947647361735;813,495425659726;330,197603351663;176,241374003664;445,289705131994;492,308685656311;304,063546784082;1024,85631204042;261,447216492921;367,658822620224;409,999055002123;572,139356287063;397,730058615469;749,091155697868
hsa-miR-29a-5p z prekursora hsa-mir-29a;65,8629676810623;63,8519688456739;100,535851716494;68,5346328241975;87,3165273671026;63,355567195946;54,9609867563529;154,330461514604;60,4191359324319;23,8660193963296;63,9711970753005;54,5662336318572;106,564327143954;152,012180254799;69,1049911435032;39,3379810210939;159,311648309934;91,5953957860959;91,0690321128876;55,3626947650008
hsa-miR-200a-3p z prekursora hsa-mir-200a;27567,1803477932;12435,4721212273;12498,5005220882;13532,3040757258;13736,0469618344;29536,7533179778;71,1994601161844;13549,0190033226;11101,6649535382;15336,6712336105;15391,9717511963;6574,62486115399;8370,27268273376;18830,3862385952;18323,1884016999;18871,6398952348;10306,3909737065;19489,9072598762;11900,3063799759;9543,85066693799
hsa-miR-103a-3p z prekursora hsa-mir-103a-2;14,1134930745134;9,63803303330926;16,0274546214701;12,204797626227;13,3254138150598;19,0066701587838;22,4840400366898;11,9551765962017;9,83567329132612;14,686781166972;21,3237323584335;10,9132467263714;5,68343078101087;19,1241129997973;9,21399881913377;7,56499635021037;17,0832939584218;9,29228652902422;18,5855167577322;9,03880730857156
hsa-miR-32-3p z prekursora hsa-mir-32;10,585119805885;9,63803303330926;17,4844959506946;14,0824587994926;12,2734074612393;10,8609543764479;6,24556667685828;10,3249252421742;8,43057710685096;1,8358476458715;8,78036038288438;10,9132467263714;7,10428847626359;12,2590467947418;6,91049911435032;15,1299927004207;6,75386040216676;17,2571035539021;8,36348254097948;10,168658222143
hsa-miR-339-3p z prekursora hsa-mir-339;181,123161122921;189,146398278694;87,4224797534731;157,723538554318;98,8885972591282;134,468958946498;169,879413610545;121,725434434054;174,23192687492;196,435698108251;130,451068545711;69,1172292670191;318,272123736609;109,841059280887;150,879230663315;108,935947443029;184,737946294561;208,412712150972;289,004785582735;133,32240780143
hsa-miR-877-5p z prekursora hsa-mir-877;98,7944515215935;83,1280349122924;161,731587543925;175,561319700342;159,554296996111;77,9661367737866;176,124980287404;105,422920893779;118,028079495913;234,988498671553;166,826847274803;315,271572095175;95,1974655819321;117,196487357732;194,645725054201;146,760929194081;119,185771802943;171,243566034875;161,69399579227;119,764196838573
hsa-miR-625-3p z prekursora hsa-mir-625;54,1017234523012;38,5521321332371;4,37112398767365;20,6542729059225;40,6775790143932;19,265264310604;33,7260600550347;64,123219925082;29,5070198739784;23,8660193963296;32,6127671364277;20,613910483146;36,9423000765707;55,9012533840227;32,2489958669682;16,6429919704628;29,3991570447259;47,7889021492674;22,3026201092786;32,7656764935719
hsa-miR-200c-5p z prekursora hsa-mir-200c;16,4657419202656;30,1188532290915;24,7697025968174;20,6542729059225;21,3907958610171;20,5582350697049;26,2313800428048;18,4761820123118;9,83567329132612;1,8358476458715;20,0693951608786;13,3384126655651;14,2085769525272;18,1433892562179;17,2762477858758;33,2859839409256;24,2344402665984;15,9296340497558;10,2220342167527;25,9865710121432
hsa-miR-744-5p z prekursora hsa-mir-744;2052,33711791882;2120,36726732804;1302,59494832675;2668,15652721054;1715,82236308126;1316,24423276476;3276,42427867986;2721,97634410793;813,550690811117;2941,02792868615;1606,80595006784;2740,43751128883;1395,28225673817;1605,44476823939;2775,71714426405;1903,35308171293;1517,63216095747;3026,6304694536;2828,71565052684;2329,75258378432
hsa-miR-30e-3p z prekursora hsa-mir-30e;172,890290162789;125,29442943302;222,927323371356;61,9628187177676;67,6790754291197;133,693176491037;148,644486909227;87,4901559994763;96,951636728786;130,345182856877;42,647464716867;234,028513132187;117,931188705976;78,9482613581374;89,8364884865542;116,50094379324;75,4843221418638;187,173200084631;106,86672135696;79,0895639500011
hsa-let-7d-3p z prekursora hsa-let-7d;241,105506689603;354,197713974116;123,848512984087;250,667766630969;157,800953073077;160,845562432157;31,2278333842914;263,013885116438;113,812790942488;280,88468981834;89,0579410263988;104,282135385327;66,7803116768777;158,386884588064;203,859723873335;190,637908025301;168,449224148159;122,127194381461;137,532824007218;219,19107723286
hsa-miR-125b-2-3p z prekursora hsa-mir-125b-2;404,586801469383;172,279840470403;170,473835519273;252,545427804235;153,242258873188;220,96870273035;68,7012334454411;280,946650010741;254,322409390004;427,75250148806;184,387568040572;164,911283865168;289,854969831554;291,274951843066;26,4902466050096;346,476832839635;244,728118102043;155,313931985119;210,94561520026;433,862750811435
hsa-miR-1224-5p z prekursora hsa-mir-1224;17,6418663431417;19,2760660666185;20,3985786091437;23,4707646658211;18,5854455841624;10,3437660728075;19,9858133659465;19,5630162483301;18,2662503981771;31,2094099798156;5,01734879021965;38,8026550270984;2,84171539050544;24,5180935894837;26,4902466050096;18,1559912405049;15,0968644283728;10,6197560331705;39,9588610291242;28,2462728392861
hsa-miR-99b-5p z prekursora hsa-mir-99b;3501,32240690219;3082,9658165298;2131,65146465552;3371,34063659854;2317,56999746659;2068,62391748559;4879,03668796169;2114,43600617368;1413,52676158201;3741,45750228613;2402,05573331766;3543,16743716192;3921,5672388975;1828,0690580319;2447,46843633241;2358,76586199559;2040,46041326638;4016,92271954676;3479,20873704746;2261,96152897003
hsa-miR-125b-1-3p z prekursora hsa-mir-125b-1;58,8062211438057;32,5283614874188;39,3401158890629;61,9628187177676;31,9108593992222;26,6351976374793;39,971626731893;42,3865352047152;111,002598573538;64,2546676055026;42,647464716867;35,1649061183079;36,9423000765707;62,7663195890782;54,1322430624109;74,1369642320616;45,2905932851183;69,0284142156085;66,9078603278358;44,0641856292863
hsa-miR-27b-3p z prekursora hsa-mir-27b;1441,92854244611;924,046417068526;3137,00998182046;1004,54872769714;862,645210132821;1628,1087798599;963,066381571547;1186,82298573203;2485,61515033656;903,23704176878;1217,96141882582;1486,62672072571;1366,86510283311;1130,77447634699;1635,48479039624;1301,17937223618;1108,42767776737;3450,09324127628;780,591703824751;1288,03004147145
hsa-miR-628-5p z prekursora hsa-mir-628;321,081967445179;139,751478982984;119,477388996413;190,582609086467;224,778690932983;211,271422037093;236,082420385243;241,277200396071;146,130003185417;258,854518067882;203,202626003896;471,694775173165;142,085769525272;228,018270382198;218,832471954427;131,63093649366;172,024797302247;234,962102233898;165,411099143816;247,437350072146
hsa-miR-488-5p z prekursora hsa-mir-488;11,7612442287611;15,6618036791276;20,3985786091437;16,8989505593912;10,5200635382051;28,1867625484005;22,4840400366898;22,2801018383759;12,6458656602764;12,8509335211005;37,6301159266474;18,1887445439524;29,8380116003071;18,1433892562179;28,793746309793;22,6949890506311;24,6317261726082;30,5317985953653;21,373344271392;21,4671673578574
hsa-miR-454-5p z prekursora hsa-mir-454;8,23287096013279;9,63803303330926;10,1992893045719;21,5931034925554;7,36404447674359;13,0590046669195;16,2384733598315;20,1064333663393;15,4560580292268;11,015085875229;13,797709173104;16,9761615743556;1,42085769525272;10,7879611793728;17,2762477858758;16,6429919704628;10,7267194622649;19,9120425621948;10,2220342167527;24,8567200985718
hsa-miR-151b z prekursora hsa-mir-151b;58,8062211438057;79,5137725248014;23,3126612675928;46,0026987450093;44,8856044296752;102,403284120794;102,427293500476;45,6470379127702;43,5579817187299;42,2244958550446;38,8844531242023;27,889408300727;45,467446248087;51,4879965379157;35,7042454241433;42,3639795611781;31,3855865747749;50,4438411575601;46,4637918943304;62,1418002464295
hsa-miR-16-5p z prekursora hsa-mir-16-2;137,606557476505;54,2139358123646;29,140826584491;102,33253394298;86,6151897978889;159,164700445326;56,2101000917245;152,156793042567;111,002598573538;119,330096981648;43,9018019144219;21,8264934527429;61,0968808958669;137,301324101108;56,4357427671943;59,0069715316409;58,7983140894518;55,7537191741453;104,0788938433;125,41345140643
hsa-miR-15b-5p z prekursora hsa-mir-15b;798,588483132881;1708,34135515407;778,060069805911;1157,57811331829;857,034509579111;1546,00513665699;1686,30300275174;1179,75856319791;2628,93496115302;872,027631788964;1235,52213959159;1744,90689324983;1487,6380069296;1032,70210198905;981,290874237746;3281,69541672126;715,114630817657;1586,32605745485;2505,3276589423;2023,56298620646
hsa-miR-16-5p z prekursora hsa-mir-16-1;431,637663195534;153,003774403785;119,477388996413;221,564018445351;142,371526550376;437,412007803848;167,381186939802;411,366758332941;148,940195554367;326,780880965128;124,179382557936;115,195382111698;197,499219640128;255,47853520242;164,700228892016;152,81292627425;216,520818775346;142,039236943656;236,965338661085;388,668714268577
hsa-let-7f-5p z prekursora hsa-let-7f-2;1187,88566710487;243,360334091059;709,579127332357;1051,49025702878;596,136933831624;781,600823876518;246,075327068216;555,91571172338;720,814342635757;675,591933680714;208,219974794115;905,799478288829;311,167835260345;1074,87322296296;329,400457784032;797,350615312173;353,187170442721;226,99728520902;930,205113724495;909,529985425013
hsa-miR-320a z prekursora hsa-mir-320a;632,754939507349;534,910833348664;740,176995246072;809,27196567751;752,535211766274;551,32273168064;382,228680623727;609,170589288279;1871,58811772091;769,22016362016;366,266461686034;745,738526302048;554,13450114856;760,060901273993;381,22920114166;582,504718966199;549,446408011566;407,533137772919;918,124527831969;615,768747896437
hsa-miR-3065-3p z prekursora hsa-mir-3065;165,833543625532;216,855743249458;103,449934374943;121,109145675637;51,5483113372051;202,867112102937;91,1852734821309;119,551765962017;184,067600166246;280,88468981834;66,4798714704103;63,0543144190349;45,467446248087;124,061553562787;73,7119905530701;196,68990510547;160,106220121953;118,144785869022;136,603548169331;178,516444344288
hsa-let-7d-5p z prekursora hsa-let-7d;5919,43422033548;2387,82268400237;4066,60234986572;6605,61200754868;4788,38225380637;5943,5279854352;684,514107783668;4090,84406437303;4182,97134118255;4848,47363274664;1411,12934724928;6125,96916240316;976,129236638617;8738,24855529198;2313,86545345497;5846,22917944258;3140,14780110153;1708,45325183631;5282,00386254748;6990,38760226653
hsa-miR-98-5p z prekursora hsa-mir-98;2620,40521416798;584,305752644374;1579,43280087941;2041,0176953398;1772,28003740296;1632,24628628903;248,57355373896;1402,01616446366;1305,33435537742;1525,58939371922;524,312948577953;1709,74198713152;937,766078866794;2935,79652640477;1342,94032788875;1644,63020653573;764,775369068883;607,981032899013;1486,84134061857;1656,36143929574
hsa-miR-1306-5p z prekursora hsa-mir-1306;2,35224884575223;8,43327890414561;5,82816531689821;10,3271364529613;10,870732322812;6,85274502323498;8,7437933476016;10,3249252421742;7,0254809223758;11,015085875229;11,2890347779942;4,8503318783873;17,0502923430326;10,7879611793728;6,91049911435032;12,1039941603366;14,6995785223629;9,29228652902422;6,50493086520626;11,2985091357144
hsa-miR-885-5p z prekursora hsa-mir-885;302,263976679161;232,517546928586;275,38081122344;314,508246522002;362,942192068077;332,293485088941;264,812027098791;531,461941412968;199,523658195473;400,214786799988;223,272021164774;660,85771843027;260,016958231247;490,852233661463;506,769935052357;231,488888316437;497,004668418272;119,472255373169;386,578748560829;724,234435599296
hsa-miR-28-5p z prekursora hsa-mir-28;152,896174973895;291,550499257605;307,43572046638;317,324738281901;250,377512209282;372,634172772891;489,652427465689;243,994285986117;268,373371234755;247,839432192653;363,757787290925;447,443115781229;437,624170137837;186,827873151865;443,423693170812;231,488888316437;259,030410718396;379,656278185847;401,447161967015;151,400022418574
hsa-miR-4286 z prekursora hsa-mir-4286;223,463640346462;237,336563445241;271,009687235767;243,157121937906;327,17397603818;168,474089910852;344,755280562577;282,576901364768;203,738946748898;157,882897544949;351,214415315375;459,568945477197;434,782454747332;348,647290842458;905,275383979892;494,750761303758;440,590069764879;723,470879759743;221,167649417013;270,034368343575
hsa-miR-342-5p z prekursora hsa-mir-342;139,958806322257;124,089675303857;166,102711531599;158,66236914095;175,334392303419;118,177527381826;134,904240220139;89,6638244715129;99,7618290977363;121,165944627519;60,2081854826358;275,256334098479;35,5214423813179;168,684483895648;52,9804932100191;114,987944523198;97,3350469724033;84,9580482653643;175,633133360569;122,023898665716
hsa-miR-3912-3p z prekursora hsa-mir-3912;7,05674653725668;4,81901651665463;8,74224797534731;2,81649175989853;4,90936298449573;6,07696256777441;6,24556667685828;5,97758829810086;8,43057710685096;5,50754293761451;6,27168598777456;6,06291484798413;7,10428847626359;5,88434246147608;6,91049911435032;15,1299927004207;2,78100134206867;9,29228652902422;0,929275837886609;9,03880730857156
hsa-miR-2682-3p z prekursora hsa-mir-2682;19,9941151888939;16,8665578082912;11,6563306337964;16,8989505593912;11,5720698920256;12,6711134391892;17,4875866952032;17,3893477762934;4,21528855342548;11,015085875229;17,5607207657688;13,3384126655651;18,4711500382853;20,1048367433766;20,731497343051;9,07799562025245;24,2344402665984;11,9472255373169;14,8684134061857;15,8179127900002
hsa-miR-671-5p z prekursora hsa-mir-671;90,5615805614607;106,018363366402;198,157620774539;166,173013834013;98,5379284745214;62,8383788923056;76,1959134576711;86,4033217634579;109,597502389062;231,316803379809;85,294929433734;343,160980395902;144,927484915777;84,8326038196135;110,567985829605;75,6499635021037;160,900791933973;95,5778042985348;211,874891038147;120,894047752145
hsa-miR-141-3p z prekursora hsa-mir-141;9132,60614363302;7362,25248331911;6566,88527081505;6704,18921914513;8782,14904169364;8772,03081804441;8312,84924689837;6177,02238041023;5229,76799861654;6010,5651925833;5994,47746711492;2600,99046978519;13685,7013206742;10325,0595724034;14833,386348953;4676,68074370005;6585,4111780186;5324,48018113088;3953,13941436963;4642,55740386507
hsa-miR-874-5p z prekursora hsa-mir-874;23,5224884575223;26,5045908416005;10,1992893045719;30,042578772251;29,1055091223675;17,4551052478627;36,224286725778;26,6274387824493;11,2407694758013;31,2094099798156;16,3063835682139;14,5509956351619;15,6294346477799;19,6144748715869;42,6147445384937;25,7209875907153;32,5774442928044;23,8944510746337;46,4637918943304;29,3761237528576
hsa-miR-548b-3p z prekursora hsa-mir-548b;32,9314838405312;24,0950825832732;8,74224797534731;20,6542729059225;31,5601906146154;43,7024116576117;19,9858133659465;26,0840216644401;12,6458656602764;42,2244958550446;12,5433719755491;13,3384126655651;18,4711500382853;27,4602648202217;27,6419964574013;36,3119824810098;10,7267194622649;13,2746950414632;7,43420670309287;27,1164219257147
hsa-miR-28-3p z prekursora hsa-mir-28;17,6418663431417;81,9232807831288;78,6802317781258;59,1463269578691;51,1976425525983;60,8989227536542;64,9538934393261;64,123219925082;59,0140397479567;56,9112770220166;127,942394150601;41,2278209662921;130,71890796325;30,4024360509597;84,0777392245956;59,0069715316409;88,5947570401875;104,870090827559;65,9785844899492;61,011949332858
hsa-miR-769-3p z prekursora hsa-mir-769;37,6359815320356;20,4808201957822;13,113371963021;45,0638681583764;28,053502768547;11,8953309837286;16,2384733598315;22,2801018383759;21,0764427671274;42,2244958550446;28,849755543763;42,4404039358889;15,6294346477799;19,6144748715869;28,793746309793;19,668990510547;44,8933073791085;15,9296340497558;53,8979985974233;42,9343347157149
hsa-miR-7-5p z prekursora hsa-mir-7-2;1122,02269942381;306,007548807569;1187,48868331801;1443,92144224131;1839,95911283208;724,192922172436;679,517654442181;1289,52882103576;977,946944394711;1709,17415830637;677,342086679653;2078,36720988896;795,680309341522;2861,75188376453;1014,69161995711;2637,15772768334;1469,56056633028;527,005393146088;1761,90698863301;1271,08227776788
hsa-miR-130b-5p z prekursora hsa-mir-130b;12,9373686516372;9,63803303330926;16,0274546214701;6,5718141064299;12,2734074612393;11,5074397559984;13,7402466890882;19,0195991303209;12,6458656602764;12,8509335211005;5,01734879021965;31,5271572095175;9,94600386676903;13,7301324101108;12,6692483763089;19,668990510547;4,76743087211771;7,9648170248779;4,64637918943304;10,168658222143
hsa-let-7f-2-3p z prekursora hsa-let-7f-2;261,099621878497;183,122627632876;115,10626500874;180,255472633506;85,5631834440684;250,448436037852;94,9326134882459;165,742220992797;88,5210596219351;183,58476458715;119,162033767717;133,384126655651;350,951850727421;177,020635716072;164,700228892016;233,001887586479;153,749645625796;91,5953957860959;126,381513952579;169,477637035717
hsa-miR-597-5p z prekursora hsa-mir-597;175,242539008541;85,5375431706197;50,9964465228593;78,8617692771588;76,7964638288975;156,061570623483;141,149806896997;120,638600198036;53,3936550100561;88,1206870018322;91,5666154215086;44,8655698750825;214,54951198316;99,5434599733037;119,781984648739;60,519970801683;94,9513315363445;111,507438348291;107,795997194847;125,41345140643
hsa-miR-152-3p z prekursora hsa-mir-152;192,884405351683;484,311159923791;397,772282878303;224,380510205249;280,53502768547;247,47460329192;479,659520782716;178,784231825017;664,61049525675;157,882897544949;587,029808455699;266,768253311302;153,452631087294;239,296593433361;567,812677229118;633,946694147629;495,415524794232;775,242190421449;303,873198988921;155,919426072859
hsa-miR-1251-5p z prekursora hsa-mir-1251;25,8747373032745;18,0713119374549;36,4260332306138;19,7154423192897;39,2749038759658;20,5582350697049;37,4734000611497;23,9103531924034;15,4560580292268;22,030171750458;35,1214415315375;46,0781528446794;18,4711500382853;29,9120741791701;51,8287433576274;19,668990510547;53,2363114053145;39,8240851243895;30,6661026502581;12,4283600492859
hsa-miR-20a-5p z prekursora hsa-mir-20a;441,046658578543;799,956741764669;477,909555985653;733,22668816025;513,729769449017;596,188817021443;469,666614099743;430,386357463262;1110,02598573538;469,976997343105;326,127671364277;899,736563440845;302,642689088829;289,313504355907;359,345953946217;780,70762334171;196,656523474856;262,838961820971;647,705259006966;543,458289427865
hsa-miR-95-3p z prekursora hsa-mir-95;526,903741448499;645,748213231721;871,310714876282;701,306448214733;819,863618410787;677,904568996622;808,176327985462;775,456227399085;266,96827505028;264,362061005497;491,700181441526;1264,72403728949;1018,7549674962;1626,03996685456;871,874638260532;163,403921164544;755,240507324648;1032,77127422583;547,343468515213;477,926936440721
hsa-miR-182-3p z prekursora hsa-mir-182;244,633879958232;307,212302936733;301,607555149482;318,263568868534;598,591615323872;412,069780925469;373,484887276125;155,960712868632;147,535099369892;110,15085875229;455,324402712433;335,885482578321;9,94600386676903;368,261765714045;391,594949813185;341,937835029509;303,526432191494;341,159662565603;207,228511848714;152,529873332145
hsa-miR-301a-3p z prekursora hsa-mir-301a;6097,02900818977;3398,61139837068;2482,79842499864;3879,2479839669;3309,96265790394;5691,78657863824;7860,67021949384;4003,35390837355;1829,43523218666;4382,16833069528;4840,48724536441;2222,66458327098;4884,90875627884;5290,02387286699;4296,02694942112;4374,08088969164;2860,45852327063;5863,43279981428;3678,0737663552;3632,47068713219
hsa-miR-7-5p z prekursora hsa-mir-7-1;435,166036464162;102,404100978911;702,293920686234;510,723839128266;401,866427159436;357,76500904323;499,645334148663;573,848476617683;531,12635773161;528,724122010993;371,283810476254;1012,50677961335;287,013254441049;910,601995913423;361,649453651;630,920695607545;580,831994586341;270,803778845849;525,040848405934;427,083645330006
hsa-miR-33a-3p z prekursora hsa-mir-33a;137,606557476505;196,374923053676;43,7112398767365;171,80599735381;103,797960243624;103,825551955805;158,6373935922;104,87950377577;40,7477893497796;113,822554044033;119,162033767717;55,778816601454;119,352046401228;127,003724793525;141,665231844182;170,968917514754;110,842767776737;135,401889422924;131,027893142012;119,764196838573
hsa-miR-590-5p z prekursora hsa-mir-590;592,766709129561;754,17608485645;370,088497623036;494,763719155508;448,856044296752;492,492562141548;505,890900825521;612,431091996334;435,5798171873;554,425989053194;278,46285785719;351,649061183079;1116,79414846864;577,646284968235;625,400169848704;462,977776632875;482,305089895909;756,657617363401;548,272744353099;329,916466762862
hsa-miR-3200-3p z prekursora hsa-mir-3200;36,4598571091595;28,9140990999278;20,3985786091437;21,5931034925554;22,4428022148376;21,0754233733453;58,7083267624679;32,6050270805502;7,0254809223758;27,5377146880726;33,8671043339826;23,0390764223397;22,7337231240435;26,4795410766424;36,8559952765351;46,9029773713043;30,9883006687651;71,6833532239011;26,9489992987117;20,337316444286
hsa-miR-194-5p z prekursora hsa-mir-194-2;25,8747373032745;42,166394520728;37,8830745598383;15,0212893861255;35,4175472452906;35,0395075716354;17,4875866952032;30,4313586085135;15,4560580292268;18,358476458715;20,0693951608786;14,5509956351619;19,8920077335381;27,9506266920114;16,1244979334841;16,6429919704628;29,3991570447259;5,30987801658527;27,8782751365983;22,5970182714289
