"BBB","GPW","GWB","WWR","YBR","YGR","YWR","YYR","YYW"
"Brood Care","Antennating Nestmate","Trash Maintenance","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Brood Care","Antennating Nestmate","Exploring","Self Maintenance","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Trash Maintenance","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Trash Maintenance","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Exploring","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Exploring","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Exploring","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Exploring","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Exploring","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Exploring","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Trash Maintenance","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Trash Maintenance","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Trash Maintenance","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Trash Maintenance","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Food Processing","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Antennating Nestmate","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Exploring","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Exploring","Exploring","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Exploring","Exploring","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Exploring","Exploring","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Exploring","Exploring","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Exploring"
"Brood Care","Exploring","Exploring","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Brood Care","Exploring","Exploring","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Brood Care","Exploring","Exploring","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Brood Care","Exploring","Exploring","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Brood Care","Exploring","Exploring","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Brood Care","Exploring","Exploring","Exploring","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Brood Care","Exploring","Food Processing","Exploring","Resting","Resting","Resting","Brood Care","Self Maintenance"
"Brood Care","Exploring","Food Processing","Exploring","Resting","Resting","Resting","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Exploring","Resting","Resting","Resting","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Exploring","Resting","Resting","Resting","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Exploring","Resting","Resting","Resting","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Exploring","Resting","Resting","Resting","Exploring","Antennating Nestmate"
"Brood Care","Exploring","Food Processing","Exploring","Resting","Resting","Resting","Exploring","Antennating Nestmate"
"Brood Care","Exploring","Food Processing","Exploring","Resting","Resting","Resting","Exploring","Exploring"
"Exploring","Exploring","Food Processing","Exploring","Resting","Resting","Resting","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Antennating Nestmate","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Exploring","Antennating Nestmate","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Exploring","Antennating Nestmate","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Exploring","Antennating Nestmate","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Exploring","Antennating Nestmate","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Exploring","Antennating Nestmate","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Resting","Exploring","Antennating Nestmate","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Exploring","Exploring","Antennating Nestmate","Exploring"
"Brood Care","Exploring","Food Processing","Antennating Nestmate","Resting","Exploring","Exploring","Antennating Nestmate","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Antennating Nestmate","Resting","Exploring","Exploring","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Antennating Nestmate","Resting","Food Processing","Exploring","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Antennating Nestmate","Resting","Food Processing","Exploring","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Antennating Nestmate","Resting","Food Processing","Exploring","Brood Care","Exploring"
"Antennating Nestmate","Antennating Nestmate","Food Processing","Antennating Nestmate","Resting","Food Processing","Exploring","Brood Care","Exploring"
"Antennating Nestmate","Antennating Nestmate","Food Processing","Antennating Nestmate","Resting","Food Processing","Exploring","Brood Care","Exploring"
"Antennating Nestmate","Antennating Nestmate","Food Processing","Antennating Nestmate","Resting","Exploring","Exploring","Exploring","Exploring"
"Antennating Nestmate","Antennating Nestmate","Food Processing","Antennating Nestmate","Resting","Exploring","Exploring","Exploring","Exploring"
"Antennating Nestmate","Antennating Nestmate","Food Processing","Antennating Nestmate","Resting","Exploring","Exploring","Exploring","Exploring"
"Antennating Nestmate","Antennating Nestmate","Food Processing","Antennating Nestmate","Resting","Exploring","Exploring","Brood Care","Exploring"
"Antennating Nestmate","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Exploring","Exploring","Brood Care","Exploring"
"Antennating Nestmate","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Exploring","Exploring","Brood Care","Exploring"
"Antennating Nestmate","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Exploring","Exploring","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Exploring","Exploring","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Exploring"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Exploring"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Exploring"
"Exploring","Antennating Nestmate","Food Processing","Exploring","Resting","Resting","Exploring","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Exploring","Resting","Resting","Exploring","Brood Care","Exploring"
"Brood Care","Exploring","Food Processing","Exploring","Resting","Resting","Exploring","Brood Care","Exploring"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Exploring"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Exploring"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Exploring"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Exploring"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Exploring"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Exploring"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Exploring","Exploring"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Exploring","Antennating Nestmate"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Exploring","Antennating Nestmate"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Exploring","Antennating Nestmate"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Exploring","Antennating Nestmate"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Food Processing","Brood Care","Antennating Nestmate"
"Brood Care","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Food Processing","Brood Care","Antennating Nestmate"
"Exploring","Exploring","Food Processing","Trash Maintenance","Resting","Exploring","Food Processing","Brood Care","Exploring"
"Exploring","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Trash Maintenance","Brood Care","Exploring"
"Exploring","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Trash Maintenance","Brood Care","Exploring"
"Exploring","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Trash Maintenance","Brood Care","Exploring"
"Self Maintenance","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Trash Maintenance","Brood Care","Exploring"
"Self Maintenance","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Food Processing","Brood Care","Exploring"
"Self Maintenance","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Food Processing","Brood Care","Exploring"
"Self Maintenance","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Food Processing","Brood Care","Exploring"
"Self Maintenance","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Food Processing","Brood Care","Exploring"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Food Processing","Brood Care","Exploring"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Food Processing","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Food Processing","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Food Processing","Brood Care","Exploring"
"Brood Care","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Antennating Nestmate","Brood Care","Exploring"
"Antennating Nestmate","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Antennating Nestmate","Brood Care","Exploring"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Exploring"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Exploring"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Exploring"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Exploring"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Self Maintenance","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Self Maintenance","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Self Maintenance","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Self Maintenance","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Exploring","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Exploring","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Exploring","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Exploring","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Exploring","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Food Processing","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Food Processing","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Food Processing","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Antennating Nestmate","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Antennating Nestmate","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Food Processing","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Food Processing","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Food Processing","Antennating Nestmate","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Food Processing","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Food Processing","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Food Processing","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Food Processing","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Food Processing","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Food Processing","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Food Processing","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Trash Maintenance","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Trash Maintenance","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Trash Maintenance","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Trash Maintenance","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Trash Maintenance","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Trash Maintenance","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Trash Maintenance","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Trash Maintenance","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Antennating Nestmate","Resting","Food Processing","Trash Maintenance","Resting","Resting","Exploring","Brood Care","Antennating Nestmate"
"Food Processing","Resting","Food Processing","Exploring","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Food Processing","Resting","Food Processing","Exploring","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Food Processing","Resting","Food Processing","Exploring","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Food Processing","Resting","Food Processing","Exploring","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Food Processing","Resting","Food Processing","Exploring","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Food Processing","Resting","Food Processing","Exploring","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Exploring","Resting","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Exploring","Resting","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Exploring","Resting","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Exploring","Resting","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Exploring","Resting","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Antennating Nestmate","Resting","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Antennating Nestmate","Resting","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Antennating Nestmate","Resting","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Antennating Nestmate","Resting","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Antennating Nestmate","Resting","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Antennating Nestmate","Resting","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Antennating Nestmate","Resting","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Antennating Nestmate","Resting","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
"Antennating Nestmate","Resting","Food Processing","Antennating Nestmate","Resting","Resting","Resting","Brood Care","Antennating Nestmate"
