ISRP Name,Molecular Formula,CAS Registry Number,DSSTox Substance ID,InChI Key,IUPAC Name,PubChem CID,Canonical SMILES
PCB18,C12H7Cl3,37680-65-2,DTXSID6073491,DCMURXAZTZQAFB-UHFFFAOYSA-N,2,2',5-Trichloro-1,1'-biphenyl,37803,C1=CC=C(C(=C1)C2=C(C=CC(=C2)Cl)Cl)Cl
PCB204,C12H2Cl8,74472-52-9,DTXSID7074240,JDZUWXRNKHXZFE-UHFFFAOYSA-N,2,2',3,4,4',5,6,6'-Octachloro-1,1'-biphenyl,91721,C1=C(C=C(C(=C1Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl
D-PCB30,C12H2D5Cl3,1219794-85-0,NA,MTLMVEWEYZFYTH-RALIUCGRSA-N,1,2,3,4,5-pentadeuterio-6-(2,4,6-trichlorophenyl)benzene,131869248,[2H]C1=C(C(=C(C(=C1[2H])[2H])C2=C(C=C(C=C2Cl)Cl)Cl)[2H])[2H]
4-OH-PCB52,C12H6Cl4O,51274-68-1,DTXSID10199272,ZKDSNFDCQYBBIU-UHFFFAOYSA-N,2,5-dichloro-4-(2,5-dichlorophenyl)phenol,39971,C1=CC(=C(C=C1Cl)C2=CC(=C(C=C2Cl)O)Cl)Cl
4'-OH-PCB18,C12H7Cl3O,53905-33-2,DTXSID10202179,BOMKFRARJMTKCQ-UHFFFAOYSA-N,3-chloro-4-(2,5-dichlorophenyl)phenol,119106,C1=CC(=C(C=C1O)Cl)C2=C(C=CC(=C2)Cl)Cl
