"series","female.line","n.female","female.age","male.line","n.male","male.age","mate.time1","mate.time2","mate.time3","mate.time4","mate.time5","n.mate.1hr","n.mate.2hr","ratio.1hr","ratio.2hr"
2,"Z30",5,17,"859",10,7,40.84351852,NA,NA,NA,NA,1,1,0.2,0.2
24,"Z30",5,12,"861",9,4,86.31610169,91.31610169,NA,NA,NA,NA,2,0,0.4
59,"Z30",5,17,"861",10,7,NA,NA,NA,NA,NA,NA,0,0,0
30,"Z30",5,15,"861",10,7,30.66638418,NA,NA,NA,NA,1,1,0.2,0.2
35,"Z30",5,12,"879",10,4,NA,NA,NA,NA,NA,NA,0,0,0
39,"Z30",5,15,"879",10,7,NA,NA,NA,NA,NA,NA,0,0,0
36,"Z30",5,6,"879",10,4,NA,NA,NA,NA,NA,NA,0,0,0
37,"Z30",5,12,"882",9,4,NA,NA,NA,NA,NA,NA,0,0,0
41,"Z30",5,15,"882",10,7,NA,NA,NA,NA,NA,NA,0,0,0
38,"Z30",5,6,"882",10,4,NA,NA,NA,NA,NA,NA,0,0,0
38,"Z30",5,12,"884",10,4,76.07372881,NA,NA,NA,NA,NA,1,0,0.2
42,"Z30",5,15,"884",10,7,NA,NA,NA,NA,NA,NA,0,0,0
39,"Z30",5,6,"884",10,4,NA,NA,NA,NA,NA,NA,0,0,0
40,"Z30",5,12,"887",10,4,NA,NA,NA,NA,NA,NA,0,0,0
44,"Z30",5,15,"887",10,7,NA,NA,NA,NA,NA,NA,0,0,0
41,"Z30",5,6,"887",10,4,NA,NA,NA,NA,NA,NA,0,0,0
42,"Z30",5,12,"890",10,4,NA,NA,NA,NA,NA,NA,0,0,0
46,"Z30",5,15,"890",10,7,NA,NA,NA,NA,NA,NA,0,0,0
43,"Z30",5,6,"890",10,4,NA,NA,NA,NA,NA,NA,0,0,0
44,"Z30",5,12,"892",10,4,NA,NA,NA,NA,NA,NA,0,0,0
48,"Z30",5,15,"892",10,7,NA,NA,NA,NA,NA,NA,0,0,0
45,"Z30",5,6,"892",10,4,NA,NA,NA,NA,NA,NA,0,0,0
45,"Z30",5,12,"894",9,4,NA,NA,NA,NA,NA,NA,0,0,0
49,"Z30",5,15,"894",10,7,NA,NA,NA,NA,NA,NA,0,0,0
46,"Z30",5,6,"894",10,4,NA,NA,NA,NA,NA,NA,0,0,0
46,"Z30",5,12,"897",9,4,NA,NA,NA,NA,NA,NA,0,0,0
50,"Z30",5,15,"897",9,7,NA,NA,NA,NA,NA,NA,0,0,0
47,"Z30",5,6,"897",10,4,NA,NA,NA,NA,NA,NA,0,0,0
47,"Z30",5,12,"900",10,4,NA,NA,NA,NA,NA,NA,0,0,0
51,"Z30",5,15,"900",10,7,NA,NA,NA,NA,NA,NA,0,0,0
48,"Z30",5,6,"900",10,4,NA,NA,NA,NA,NA,NA,0,0,0
51,"Z30",5,12,"907",7,4,NA,NA,NA,NA,NA,NA,0,0,0
1,"Z30",5,12,"907",10,7,NA,NA,NA,NA,NA,NA,0,0,0
28,"Z30",5,5,"907",10,7,41.91949153,NA,NA,NA,NA,1,1,0.2,0.2
52,"Z30",5,12,"908",10,4,63.83135593,NA,NA,NA,NA,NA,1,0,0.2
2,"Z30",5,12,"908",10,7,NA,NA,NA,NA,NA,NA,0,0,0
29,"Z30",5,5,"908",10,7,NA,NA,NA,NA,NA,NA,0,0,0
53,"Z30",5,12,"911",10,4,NA,NA,NA,NA,NA,NA,0,0,0
3,"Z30",5,12,"911",10,7,NA,NA,NA,NA,NA,NA,0,0,0
30,"Z30",5,5,"911",10,7,NA,NA,NA,NA,NA,NA,0,0,0
55,"Z30",5,12,"913",10,4,NA,NA,NA,NA,NA,NA,0,0,0
4,"Z30",5,12,"913",10,7,118.3960452,NA,NA,NA,NA,NA,1,0,0.2
20,"Z30",5,7,"913",10,5,87.75,96.66666667,NA,NA,NA,NA,2,0,0.4
