Gene_Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
COX1,604065.5988437559,-1.0962576215579451,0.7481644600943532,-1.465262893428128,0.1428492061697211,0.3982442869848514
LOC112444681,461990.541372446,-2.559729018016934,1.023142471966724,-2.5018304763524517,0.012355307012168961,0.08694951975654862
COX3,334580.06469384977,-0.9170791927423794,0.5787413842307623,-1.5846096680321573,0.11305504696793688,0.34959096656079613
ACTA1,468136.8937931564,-22.38781323248004,1.4760320195164827,-15.167566107281209,5.7987524674991434e-52,2.644376093991297e-48
RN18S1,363454.91762206843,-2.16663611083761,0.9917686313724682,-2.184618511113112,0.028916829519793543,0.15179047115699398
SPARC,185917.1008579781,1.0217454841857136,0.5895031971647007,1.7332314550624044,0.08305453831800176,0.29179465205290256
ALDOA,272399.23760600033,-4.246549187085906,0.8979003497040401,-4.729421464737847,2.2516053117680315e-6,8.628473212596778e-5
ATP6,175980.48312429042,-1.2410417971737195,0.9835357556859355,-1.2618166548588716,0.2070147677670233,0.489139427310657
CYTB,158420.63424773514,-0.8339250129753655,0.7853939484245713,-1.0617920021514593,0.2883301214267929,0.5854870026657163
DES,213248.02218687432,-8.983287061339778,0.9007859682484983,-9.972720910392304,2.0065511552765857e-23,7.038749927576961e-21
EEF1A1,122043.84126365987,0.2408798171265455,0.6242519986370613,0.38586951688174326,0.6995933075439584,0.88380646325295
TPM2,189312.78940404637,-7.646720684475736,0.6564379799955418,-11.648809053564618,2.326879264748349e-31,2.1222302334137317e-28
ND4,132497.9439222083,-0.8568225464191758,0.7493230099526775,-1.1434622119415327,0.2528467353634228,0.5448450109825379
MYH2,186125.4855147308,-21.778411445524302,2.200373570706202,-9.897597269601178,4.263959437042613e-23,1.3889086444838267e-20
SCD,119003.36675882869,3.4576380334697614,1.3568494520786711,2.5482842095508214,0.010825423714736732,0.07974299025062964
ACTB,110550.79970412674,-0.0030848935314440086,0.5208441615833732,-0.005922872442432475,0.9952742591527552,0.9990944081609954
VIM,109229.6025726982,-0.47174020905557407,0.6142522683285296,-0.767990992266497,0.4424925364302446,0.7253982526309061
FABP4,103439.15413696582,1.7718198998063592,0.9287247115451538,1.9077988103261694,0.056417224602367956,0.2295869886987348
COL3A1,103748.31301417355,0.7662106064862882,0.7366977328628015,1.0400610349495714,0.2983115450900039,0.5971141110486954
MYH1,204579.5393911574,-21.914700261272372,2.6939723649931526,-8.134716059467847,4.129049566185143e-16,7.173142203503162e-14
TMSB4X,95277.83303291457,0.3213196715481527,0.6762662355979204,0.47513782979873026,0.6346887362761575,0.8493402713237026
GSN,96158.83766601875,0.5998971034462219,0.7495337642836749,0.8003603467010457,0.42350204847080175,0.7096070059717745
TPT1,101340.02678650379,-0.42345927308108133,0.5386829632741476,-0.786101105754803,0.4318082565582416,0.7164466443404479
TTN,144661.15170794318,-11.786705270892165,0.9555533949996207,-12.334952010606214,5.87239008080407e-35,8.926522288662253e-32
MYH7,149643.63598126255,-15.644083241329419,1.4605205988530385,-10.711306128523537,9.008180462709307e-27,4.564394995007791e-24
ND1,87038.1048078047,-1.1794327686897947,1.0545226436667137,-1.1184518187193706,0.26337407346314934,0.5564932785869694
COX2,87268.43147609585,-1.4626858299655598,0.9286677576632105,-1.575036731808251,0.11524796624931782,0.352902157521203
FLNA,83691.88517778963,-3.6184426764801625,0.740320133456485,-4.887672930879233,1.0203485777542963e-6,4.3385031251319626e-5
ND3,80533.2883374341,-1.2617102962944526,1.0552235203250075,-1.1956806041490124,0.23182122316561,0.520728356671761
ACTG1,73605.49514887689,0.5027605777359887,0.4701270336187519,1.0694143109917411,0.28488302158151013,0.581009749180269
CKM,123916.92101213784,-15.190299112151186,0.9503610341110045,-15.9837141538117,1.659560657161896e-57,3.0272045947290146e-53
COL4A2,72100.57912576222,1.2553574521510327,0.8647155350681464,1.4517577182791108,0.14656898426270457,0.4046918409524241
FN1,68055.98061514251,3.24753887919366,1.083319073243112,2.9977676562746782,NA,NA
COL1A1,71945.21889542553,0.3260444197430282,1.0098168565997967,0.3228748040915738,0.7467900586300333,0.9063941353031099
GAPDH,105830.11359199138,-4.075330460075418,0.6644162050809952,-6.1337011784332045,8.585772270710919e-10,6.444982386421312e-8
