Gene_Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TNIK,629.5525507649764,1.1929465567842596,0.6836136612526654,1.7450595627335532,NA,NA
TTC14,644.5567016876583,-0.34789353539379736,1.3421271586715764,-0.2592105622377382,0.7954727820635766,0.9470358845423218
SLC12A6,625.2790407045203,0.3171593419804681,0.6178905098621966,0.5132937582278156,0.6077458494963559,0.8666531277942644
CREBRF,637.6379816358196,0.30990876157089414,0.7291476793759681,0.4250287977822622,0.670815681753811,0.8976262182558661
PPP1R35,675.4708853443051,0.2663676557110117,0.5670965773742109,0.4697042203011626,0.6385663522494145,0.8818242784129742
DXO,624.7277283804875,0.033163727410572975,0.4953450512080933,0.06695075953558073,0.946620903389338,0.987618742431315
POP4,622.9168345720432,-0.4579868205850148,0.34379006553928515,-1.3321700261076341,0.18280432366476593,0.5018940057414586
MTX1,651.4253100390499,-0.6691051526527647,0.4292370376053577,-1.5588243651703297,0.11903795570350645,0.39376864144101087
SPAST,682.0628298446927,0.6337364903675364,0.5138078915589853,1.233411360118791,0.2174223287830155,0.5500505002294458
CDK18,641.7881135746483,-0.7052682019879115,1.0325143418301712,-0.683058988544214,0.4945695688645229,0.8034114053382538
PPM1K,642.5492613451231,0.40244278061365835,0.6631906880911898,0.6068281534108662,0.5439649623120617,0.8344375946206337
CLCN6,673.8028759527857,0.3983841904280778,0.4374230608725634,0.9107526010023076,0.3624257419335681,0.7051543532270337
VPS37A,678.2021914347335,0.5437408756327867,0.4866192465182988,1.1173846483121788,0.26382989620784736,0.6030445834845944
ACTR5,621.1322886754297,-0.04347449396116183,0.47472730639058003,-0.09157782452352416,0.9270334708660602,0.983254798470285
MST1R,595.7365187687001,-2.6916197661187504,0.7697453645814684,-3.4967664502692495,4.709339309786392e-4,0.008327768977639455
FGFR1OP,656.4960292103148,-0.096278638296337607,0.4005147705981142,-0.240387235038944,0.810030073091009,0.9512903537663617
ANGEL1,699.0375049561264,0.1562185256191124,0.6157873486279282,0.25368907946418845,0.799735771449315,0.9480552172693737
CATSPERD,629.5819914550743,-0.09592838759678991,0.6281717294224592,-0.15271045019008803,0.8786266193720057,0.9697838660159772
TMEM101,687.6556202225191,0.44488984004438037,0.4730764351181881,0.9404185180630147,0.3470029271667205,0.6922247283242585
LETMD1,634.7247293187368,-0.14411461448438523,0.3509905067953358,-0.4105940522443222,0.6813702256954502,0.9033962789736735
LOC100336777,644.3707545013486,-0.8051212480376931,0.45271999896372367,-1.778408839637339,0.07533673192687404,0.3039363563250519
ZCCHC9,661.5748579465878,0.8041529524902533,0.34220627609200827,2.349907084328408,0.01877809791702219,0.12355536285583187
WASHC4,635.7290297269648,0.004105627696576983,1.2416959715683846,0.003306467759085318,0.9973618252313092,1
TFAM,635.9330542626901,0.2854793864908983,0.7274252208605332,0.3924518676341473,0.6947243686261682,0.9092975963855002
TULP3,639.3340484992792,-0.03338533255338817,0.38928459623397443,-0.08576073360303821,0.9316566214761954,0.9838917767473685
PTCD1,667.9627537081318,0.035487944085359706,0.45418211663111824,0.07813593443218424,0.9377199230167588,0.9857539153402743
UBTD1,723.444651164308,0.9585729532411753,0.738004047409337,1.2988722170374478,0.19398778573615555,0.5177250701571227
PARP14,593.2873384333919,-0.1784706523100895,0.7827022245246837,-0.2280185832082826,0.8196317937221552,0.9540188138302748
NCAPD2,633.558359931349,0.6299656785544093,0.629912361186503,1.0000846425172638,0.3172695475740236,0.6630095731296569
PLSCR4,620.0832147934244,-0.816905137782486,1.1678858537316568,-0.6994734418370521,0.4842562047570792,0.7959733801688494
MTPAP,649.2231960614349,0.8557178820682934,0.4305475199307288,1.9875108842944225,0.04686581095261765,0.2277399743679717
DNAJB12,678.2321337173452,0.6886772450500209,0.45626187206160296,1.509390302411765,0.13119906983879806,0.4169638609918784
FOCAD,656.340738795176,-0.05184242313192165,0.34486207108057126,-0.1503279933611764,0.880505848426424,0.970026254055416
BLOC1S5,629.330752524332,-0.5481561536541727,0.40287296892564145,-1.3606178521134444,0.17363448698659945,0.48672760745450194
BCL10,625.7787226322935,-0.134831221774234,0.37590862808401576,-0.3586808381107421,0.7198338647990022,0.9196961313570681
FARS2,674.3141163657258,0.44936827865539386,0.39228195931596327,1.1455236928024275,0.25199228662446016,0.5903952416905287
