Host.Species,Lake,Year,Julian.Day,Julian,Date,Total,Uninfected.Adult,Uninfected.Juv,Uninfected.Males,Uninfected.Ephip,pasteuria.inf,metsch.inf,spiro.inf,brood.inf,larssonia.inf,spider.inf,gurleya.inf,caullerya.inf,micG.inf,coke.inf,pasteuria.prev,pasteuria.inf.density,metsch.prev,metsch.inf.density,spiro.prev,spiro.inf.density,brood.prev,brood.inf.density,larssonia.prev,spider.prev,gurleya.prev,caullerya.prev,micG.prev,micG.inf.density,coke.prev,Host.Density,Total.Density,Dentifera.density,Pulicaria.density,Retrocurva.density,Ceriodaphnia.density,Dubia.density,Parvula.density,Ambigua.density,Mendotae.density
dentifera,Cedar,2021,2021298,298,10/25/21,250,7,73,59,0,1,0,0,0,0,0,0,0,4,108,0.004,305.7324,0,0,0,0,0,0,0,0,0,0,0.016,1222.9296,0.432,76433.1,157146.5,76433.1,0,77961.8,0,2751.6,0,0,0
dentifera,Cedar,2021,2021312,312,11/8/21,427,34,31,118,1,0,0,0,0,0,5,0,0,5,241,0,0,0,0,0,0,0,0,0,0.011709602,0,0,0.011709602,543.5245902,0.56440281,46417,76202.1,46417,0,29785.1,0,0,0,0,0
dubia,Cedar,2021,2021158,158,6/7/21,50,17,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,1358.8,42677.5,32646.8,6631,1929.5,111.4,1358.8,0,0,0
dubia,Cedar,2021,2021172,172,6/21/21,205,61,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10832.7,71377.2,48034,12246.3,264.2,0,10832.7,0,0,0
dubia,Cedar,2021,2021187,187,7/6/21,145,80,61,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.027586207,2174.096552,0,0,0,0,0,0,0,0,0,78811,546242.1,426666.7,34785.6,5978.8,0,78811,0,0,0
dubia,Cedar,2021,2021204,204,7/23/21,209,73,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8114,42763.7,30437.4,570.7,3505.7,135.9,8114,0,0,0
dubia,Cedar,2021,2021214,214,8/2/21,124,47,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3369.9,38115,30573.2,1358.8,2581.7,231.4,3369.9,0,0,0
dubia,Cedar,2021,2021228,228,8/16/21,115,27,86,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.017391304,54.35304348,0,0,0,0,0,0,0,3125.3,17681.9,12599.9,625.1,1087,244.6,3125.3,0,0,0
dubia,Cedar,2021,2021242,242,8/30/21,146,50,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3967.7,49632.7,26995,190.2,18479.8,0,3967.7,0,0,0
dubia,Cedar,2021,2021256,256,9/13/21,88,41,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2391.5,42136.7,31850.5,353.3,7473.5,67.9,2391.5,0,0,0
dubia,Cedar,2021,2021270,270,9/27/21,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.7,42153.5,31490.4,203.8,10153.6,0,305.7,0,0,0
dubia,Cedar,2021,2021284,284,10/11/21,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760.9,49025.9,26089.2,217.4,21958.4,0,760.9,0,0,0
dubia,Cedar,2021,2021298,298,10/25/21,9,4,4,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2751.6,157146.5,76433.1,0,77961.8,0,2751.6,0,0,0
pulicaria,Cedar,2021,2021158,158,6/7/21,244,43,199,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6631,42677.5,32646.8,6631,1929.5,111.4,1358.8,0,0,0
pulicaria,Cedar,2021,2021172,172,6/21/21,206,102,102,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.009708738,118.8961165,0,0,0,0,0,0,0,12246.3,71377.2,48034,12246.3,264.2,0,10832.7,0,0,0
pulicaria,Cedar,2021,2021187,187,7/6/21,64,28,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,543.525,0,0,0,0,0,0,0,34785.6,546242.1,426666.7,34785.6,5978.8,0,78811,0,0,0
pulicaria,Cedar,2021,2021204,204,7/23/21,21,11,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,27.17619048,0,0,0,0,0,0,0,570.7,42763.7,30437.4,570.7,3505.7,135.9,8114,0,0,0
pulicaria,Cedar,2021,2021214,214,8/2/21,50,14,33,0,0,1,0,0,2,0,0,0,0,0,0,0.02,27.176,0,0,0,0,0.04,54.352,0,0,0,0,0,0,0,1358.8,38115,30573.2,1358.8,2581.7,231.4,3369.9,0,0,0
pulicaria,Cedar,2021,2021228,228,8/16/21,23,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625.1,17681.9,12599.9,625.1,1087,244.6,3125.3,0,0,0
pulicaria,Cedar,2021,2021242,242,8/30/21,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.2,49632.7,26995,190.2,18479.8,0,3967.7,0,0,0
pulicaria,Cedar,2021,2021256,256,9/13/21,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.3,42136.7,31850.5,353.3,7473.5,67.9,2391.5,0,0,0
pulicaria,Cedar,2021,2021270,270,9/27/21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.8,42153.5,31490.4,203.8,10153.6,0,305.7,0,0,0
pulicaria,Cedar,2021,2021284,284,10/11/21,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.4,49025.9,26089.2,217.4,21958.4,0,760.9,0,0,0
retrocurva,Cedar,2021,2021158,158,6/7/21,71,36,34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014084507,0,0,0,0,0,0,1929.5,42677.5,32646.8,6631,1929.5,111.4,1358.8,0,0,0
retrocurva,Cedar,2021,2021172,172,6/21/21,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.2,71377.2,48034,12246.3,264.2,0,10832.7,0,0,0
retrocurva,Cedar,2021,2021187,187,7/6/21,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5978.8,546242.1,426666.7,34785.6,5978.8,0,78811,0,0,0
retrocurva,Cedar,2021,2021204,204,7/23/21,129,41,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007751938,27.17596899,0,0,0,0,0,0,0,3505.7,42763.7,30437.4,570.7,3505.7,135.9,8114,0,0,0
retrocurva,Cedar,2021,2021214,214,8/2/21,95,55,37,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.031578947,81.52736842,0,0,0,0,0,0,0,2581.7,38115,30573.2,1358.8,2581.7,231.4,3369.9,0,0,0
retrocurva,Cedar,2021,2021228,228,8/16/21,40,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,17681.9,12599.9,625.1,1087,244.6,3125.3,0,0,0
retrocurva,Cedar,2021,2021242,242,8/30/21,204,91,112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.004901961,90.5872549,0,0,0,0,0,0,0,0,0,18479.8,49632.7,26995,190.2,18479.8,0,3967.7,0,0,0
retrocurva,Cedar,2021,2021256,256,9/13/21,275,146,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7473.5,42136.7,31850.5,353.3,7473.5,67.9,2391.5,0,0,0
retrocurva,Cedar,2021,2021270,270,9/27/21,203,78,124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.004926108,50.01773399,0,0,0,0,0,0,0,10153.6,42153.5,31490.4,203.8,10153.6,0,305.7,0,0,0
retrocurva,Cedar,2021,2021284,284,10/11/21,202,59,139,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0.004950495,108.7049505,0.014851485,326.1148515,0,0,0,0,0,0,0,21958.4,49025.9,26089.2,217.4,21958.4,0,760.9,0,0,0
retrocurva,Cedar,2021,2021298,298,10/25/21,255,26,180,12,0,0,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0.003921569,0,0,0.141176471,77961.8,157146.5,76433.1,0,77961.8,0,2751.6,0,0,0
retrocurva,Cedar,2021,2021312,312,11/8/21,274,68,114,42,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0.003649635,0,0,0,0,0.182481752,29785.1,76202.1,46417,0,29785.1,0,0,0,0,0
ceriodaphnia,CrookedW,2021,2021158,158,6/7/21,6,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.7,86496.8,49698.5,0,12305.7,356.7,24135.9,0,0,0
ceriodaphnia,CrookedW,2021,2021172,172,6/21/21,96,61,34,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.010416667,27.17604167,0,0,0,0,0,0,0,0,0,2608.9,37413.5,19738.5,679.4,2880.7,2608.9,11098.4,407.6,0,0
ceriodaphnia,CrookedW,2021,2021204,204,7/23/21,247,140,107,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6712.5,30811.2,7283.2,61.4,14063.7,6712.5,2690.4,0,0,0
ceriodaphnia,CrookedW,2021,2021214,214,8/2/21,37,15,22,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005.5,53387.7,13656.1,0,31660.3,1005.5,7065.8,0,0,0
ceriodaphnia,CrookedW,2021,2021228,228,8/16/21,21,5,16,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.7,81225.1,5435.2,0,71496.1,570.7,3723.1,0,0,0
ceriodaphnia,CrookedW,2021,2021242,242,8/30/21,166,64,95,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4511.3,201701.9,11617.8,0,181605.1,4511.3,3967.7,0,0,0
ceriodaphnia,CrookedW,2021,2021256,256,9/13/21,241,113,127,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6549.5,81370.9,12256.5,0,61477.9,6549.5,1087,0,0,0
ceriodaphnia,CrookedW,2021,2021270,270,9/27/21,47,24,23,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277.3,31026.2,6440.8,0,22193.9,1277.3,1114.2,0,0,0
ceriodaphnia,CrookedW,2021,2021284,284,10/11/21,91,29,54,NA,3,5,0,0,0,0,0,0,0,0,0,0.054945055,135.8791209,0,0,0,0,0,0,0,0,0,0,0,0,0,2473,76120.5,26632.7,0,42829.7,2473,4185.1,0,0,0
ceriodaphnia,CrookedW,2021,2021298,298,10/25/21,32,16,10,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869.6,37109.1,17800.4,0,15422.5,869.6,3016.6,0,0,0
ceriodaphnia,CrookedW,2021,2021312,312,11/8/21,30,2,9,NA,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,815.3,37666.3,7364.8,0,24132.5,815.3,5353.7,0,0,0
dentifera,CrookedW,2021,2021158,158,6/7/21,418,45,368,0,0,2,0,0,0,3,0,0,0,0,0,0.004784689,237.791866,0,0,0,0,0,0,0.007177033,0,0,0,0,0,0,49698.5,86496.8,49698.5,0,12305.7,356.7,24135.9,0,0,0
dentifera,CrookedW,2021,2021172,172,6/21/21,230,101,122,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017391304,0,0,0,0,0,0,19738.5,37413.5,19738.5,679.4,2880.7,2608.9,11098.4,407.6,0,0
dentifera,CrookedW,2021,2021187,187,7/6/21,264,85,120,0,0,0,0,0,0,7,0,0,0,47,11,0,0,0,0,0,0,0,0,0.026515152,0,0,0,0.178030303,5588.104167,0.041666667,31388.5,52767.2,31388.5,0,3940.6,0,17438.1,0,0,0
dentifera,CrookedW,2021,2021204,204,7/23/21,268,26,207,0,0,0,0,0,0,1,0,0,0,34,1,0,0,0,0,0,0,0,0,0.003731343,0,0,0,0.126865672,923.9880597,0.003731343,7283.2,30811.2,7283.2,61.4,14063.7,6712.5,2690.4,0,0,0
dentifera,CrookedW,2021,2021214,214,8/2/21,201,43,135,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114427861,1562.638308,0,13656.1,53387.7,13656.1,0,31660.3,1005.5,7065.8,0,0,0
dentifera,CrookedW,2021,2021228,228,8/16/21,200,60,133,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,190.232,0,5435.2,81225.1,5435.2,0,71496.1,570.7,3723.1,0,0,0
dentifera,CrookedW,2021,2021242,242,8/30/21,228,78,130,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087719298,1019.105263,0,11617.8,201701.9,11617.8,0,181605.1,4511.3,3967.7,0,0,0
dentifera,CrookedW,2021,2021256,256,9/13/21,451,128,309,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031042129,380.4678492,0,12256.5,81370.9,12256.5,0,61477.9,6549.5,1087,0,0,0
dentifera,CrookedW,2021,2021270,270,9/27/21,237,144,89,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0.004219409,27.17637131,0,0,0,0,0.008438819,54.35274262,0,6440.8,31026.2,6440.8,0,22193.9,1277.3,1114.2,0,0,0
dentifera,CrookedW,2021,2021284,284,10/11/21,245,107,66,53,0,2,0,0,2,0,0,0,0,16,0,0.008163265,217.4097959,0,0,0,0,0.008163265,217.4097959,0,0,0,0,0.065306122,1739.278367,0,26632.7,76120.5,26632.7,0,42829.7,2473,4185.1,0,0,0
dentifera,CrookedW,2021,2021298,298,10/25/21,262,70,31,107,15,7,0,0,0,0,9,0,0,27,0,0.026717557,475.5832061,0,0,0,0,0,0,0,0.034351145,0,0,0.103053435,1834.392366,0,17800.4,37109.1,17800.4,0,15422.5,869.6,3016.6,0,0,0
dentifera,CrookedW,2021,2021312,312,11/8/21,271,103,91,35,24,0,0,0,0,0,3,0,0,10,5,0,0,0,0,0,0,0,0,0,0.011070111,0,0,0.036900369,271.7638376,0.018450185,7364.8,37666.3,7364.8,0,24132.5,815.3,5353.7,0,0,0
dubia,CrookedW,2021,2021158,158,6/7/21,203,7,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24135.9,86496.8,49698.5,0,12305.7,356.7,24135.9,0,0,0
dubia,CrookedW,2021,2021172,172,6/21/21,211,44,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11098.4,37413.5,19738.5,679.4,2880.7,2608.9,11098.4,407.6,0,0
dubia,CrookedW,2021,2021187,187,7/6/21,220,77,141,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009090909,17438.1,52767.2,31388.5,0,3940.6,0,17438.1,0,0,0
dubia,CrookedW,2021,2021204,204,7/23/21,99,21,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01010101,2690.4,30811.2,7283.2,61.4,14063.7,6712.5,2690.4,0,0,0
dubia,CrookedW,2021,2021214,214,8/2/21,260,84,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7065.8,53387.7,13656.1,0,31660.3,1005.5,7065.8,0,0,0
dubia,CrookedW,2021,2021228,228,8/16/21,137,76,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3723.1,81225.1,5435.2,0,71496.1,570.7,3723.1,0,0,0
dubia,CrookedW,2021,2021242,242,8/30/21,146,67,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3967.7,201701.9,11617.8,0,181605.1,4511.3,3967.7,0,0,0
dubia,CrookedW,2021,2021256,256,9/13/21,40,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,81370.9,12256.5,0,61477.9,6549.5,1087,0,0,0
dubia,CrookedW,2021,2021270,270,9/27/21,41,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114.2,31026.2,6440.8,0,22193.9,1277.3,1114.2,0,0,0
dubia,CrookedW,2021,2021284,284,10/11/21,154,64,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4185.1,76120.5,26632.7,0,42829.7,2473,4185.1,0,0,0
dubia,CrookedW,2021,2021298,298,10/25/21,111,44,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3016.6,37109.1,17800.4,0,15422.5,869.6,3016.6,0,0,0
dubia,CrookedW,2021,2021312,312,11/8/21,197,77,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5353.7,37666.3,7364.8,0,24132.5,815.3,5353.7,0,0,0
parvula,CrookedW,2021,2021172,172,6/21/21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.6,37413.5,19738.5,679.4,2880.7,2608.9,11098.4,407.6,0,0
pulicaria,CrookedW,2021,2021172,172,6/21/21,25,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.4,37413.5,19738.5,679.4,2880.7,2608.9,11098.4,407.6,0,0
pulicaria,CrookedW,2021,2021204,204,7/23/21,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.4,30811.2,7283.2,61.4,14063.7,6712.5,2690.4,0,0,0
retrocurva,CrookedW,2021,2021158,158,6/7/21,207,119,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12305.7,86496.8,49698.5,0,12305.7,356.7,24135.9,0,0,0
retrocurva,CrookedW,2021,2021172,172,6/21/21,106,64,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880.7,37413.5,19738.5,679.4,2880.7,2608.9,11098.4,407.6,0,0
retrocurva,CrookedW,2021,2021187,187,7/6/21,145,89,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3940.6,52767.2,31388.5,0,3940.6,0,17438.1,0,0,0
retrocurva,CrookedW,2021,2021204,204,7/23/21,207,24,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14063.7,30811.2,7283.2,61.4,14063.7,6712.5,2690.4,0,0,0
retrocurva,CrookedW,2021,2021214,214,8/2/21,233,62,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31660.3,53387.7,13656.1,0,31660.3,1005.5,7065.8,0,0,0
retrocurva,CrookedW,2021,2021228,228,8/16/21,451,129,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71496.1,81225.1,5435.2,0,71496.1,570.7,3723.1,0,0,0
retrocurva,CrookedW,2021,2021242,242,8/30/21,1188,679,508,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000841751,181605.1,201701.9,11617.8,0,181605.1,4511.3,3967.7,0,0,0
retrocurva,CrookedW,2021,2021256,256,9/13/21,265,105,159,0,0,1,0,0,0,0,0,0,0,0,0,0.003773585,231.9920755,0,0,0,0,0,0,0,0,0,0,0,0,0,61477.9,81370.9,12256.5,0,61477.9,6549.5,1087,0,0,0
retrocurva,CrookedW,2021,2021270,270,9/27/21,280,77,129,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264285714,22193.9,31026.2,6440.8,0,22193.9,1277.3,1114.2,0,0,0
retrocurva,CrookedW,2021,2021284,284,10/11/21,394,178,157,0,0,3,0,0,0,0,0,0,0,0,57,0.007614213,326.114467,0,0,0,0,0,0,0,0,0,0,0,0,0.144670051,42829.7,76120.5,26632.7,0,42829.7,2473,4185.1,0,0,0
retrocurva,CrookedW,2021,2021298,298,10/25/21,227,59,117,41,2,8,0,0,0,0,0,0,0,0,0,0.035242291,543.5242291,0,0,0,0,0,0,0,0,0,0,0,0,0,15422.5,37109.1,17800.4,0,15422.5,869.6,3016.6,0,0,0
retrocurva,CrookedW,2021,2021312,312,11/8/21,222,74,105,33,0,3,0,0,0,0,0,0,0,0,7,0.013513514,326.1148649,0,0,0,0,0,0,0,0,0,0,0,0,0.031531532,24132.5,37666.3,7364.8,0,24132.5,815.3,5353.7,0,0,0
ambigua,LittleAppleton,2021,2021160,160,6/9/21,72,31,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.013888889,135.8805556,0,0,0,0,0,0,0,0,0,9783.4,94029.7,27991.5,0,0,24730.4,0,31524.4,9783.4,0
ambigua,LittleAppleton,2021,2021174,174,6/23/21,50,23,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02,39.632,0,0,0,0,0,0,0,0,0,1981.6,128407.6,73874,0,0,34717.6,0,17834.4,1981.6,0
ambigua,LittleAppleton,2021,2021272,272,9/29/21,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.9,71996.4,50411.9,0,158.5,18838.7,0,2494.4,92.9,0
ceriodaphnia,LittleAppleton,2021,2021160,160,6/9/21,182,84,87,NA,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0.06043956,1494.694505,0,0,0,0,0,0,0,0,0,24730.4,94029.7,27991.5,0,0,24730.4,0,31524.4,9783.4,0
ceriodaphnia,LittleAppleton,2021,2021174,174,6/23/21,219,111,108,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34717.6,128407.6,73874,0,0,34717.6,0,17834.4,1981.6,0
ceriodaphnia,LittleAppleton,2021,2021188,188,7/7/21,243,183,60,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14445.9,145390,129517.3,0,0,14445.9,0,1426.8,0,0
ceriodaphnia,LittleAppleton,2021,2021202,202,7/21/21,3,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1834.4,161426.8,157758,1222.9,611.5,1834.4,0,0,0,0
ceriodaphnia,LittleAppleton,2021,2021216,216,8/4/21,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.7,99363,99057.3,0,0,305.7,0,0,0,0
ceriodaphnia,LittleAppleton,2021,2021230,230,8/18/21,121,60,61,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3288.3,77525.4,71541.4,0,29.8,3288.3,29.8,2636.1,0,0
ceriodaphnia,LittleAppleton,2021,2021244,244,9/1/21,246,173,73,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6685.4,35301.9,27882.8,0,81.5,6685.4,0,652.2,0,0
ceriodaphnia,LittleAppleton,2021,2021258,258,9/15/21,219,104,113,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00456621,108.7050228,0,23806.4,95950.2,71382.9,0,0,23806.4,217.4,543.5,0,0
ceriodaphnia,LittleAppleton,2021,2021272,272,9/29/21,204,95,104,NA,0,2,0,0,0,3,0,0,0,0,0,0.009803922,184.6931373,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,18838.7,71996.4,50411.9,0,158.5,18838.7,0,2494.4,92.9,0
ceriodaphnia,LittleAppleton,2021,2021286,286,10/13/21,232,116,94,NA,15,5,0,0,0,0,0,0,0,0,1,0.021551724,135.8814655,0,0,0,0,0,0,0,0,0,0,0,0,0.004310345,6304.9,96244.6,86624.2,0,0,6304.9,0,3315.5,0,0
ceriodaphnia,LittleAppleton,2021,2021300,300,10/27/21,205,86,45,NA,69,3,0,0,0,0,0,0,0,0,0,0.014634146,299.1878049,0,0,0,0,0,0,0,0,0,0,0,0,0,20444.5,118184,92586.6,0,87.9,20444.5,37.4,5027.6,0,0
ceriodaphnia,LittleAppleton,2021,2021314,314,11/10/21,276,141,100,NA,33,2,0,0,0,0,0,0,0,0,0,0.007246377,54.35217391,0,0,0,0,0,0,0,0,0,0,0,0,0,7500.6,68701.5,46267.5,8275.2,1739.3,7500.6,81.5,4837.4,0,0
dentifera,LittleAppleton,2021,2021160,160,6/9/21,206,141,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004854369,0,0,0,0,0,0,27991.5,94029.7,27991.5,0,0,24730.4,0,31524.4,9783.4,0
dentifera,LittleAppleton,2021,2021174,174,6/23/21,466,277,185,0,0,1,0,3,0,0,0,0,0,0,0,0.002145923,158.527897,0,0,0.006437768,475.583691,0,0,0,0,0,0,0,0,0,73874,128407.6,73874,0,0,34717.6,0,17834.4,1981.6,0
dentifera,LittleAppleton,2021,2021188,188,7/7/21,817,224,347,0,0,1,0,0,0,3,0,0,0,0,243,0.00122399,158.527907,0,0,0,0,0,0,0.003671971,0,0,0,0,0,0.297429621,129517.3,145390,129517.3,0,0,14445.9,0,1426.8,0,0
dentifera,LittleAppleton,2021,2021202,202,7/21/21,258,118,122,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069767442,157758,161426.8,157758,1222.9,611.5,1834.4,0,0,0,0
