Host.Species,Lake,Year,Julian.Day,Julian,Date,Total,Uninfected.Adult,Uninfected.Juv,Uninfected.Males,Uninfected.Ephip,pasteuria.inf,metsch.inf,spiro.inf,brood.inf,larssonia.inf,spider.inf,gurleya.inf,caullerya.inf,micG.inf,coke.inf,pasteuria.prev,pasteuria.inf.density,metsch.prev,metsch.inf.density,spiro.prev,spiro.inf.density,brood.prev,brood.inf.density,larssonia.prev,spider.prev,gurleya.prev,caullerya.prev,micG.prev,micG.inf.density,coke.prev,Host.Density,Total.Density,Dentifera.density,Pulicaria.density,Retrocurva.density,Ceriodaphnia.density,Dubia.density,Parvula.density,Ambigua.density,Mendotae.density
dentifera,LittleAppleton,2021,2021216,216,8/4/21,324,89,228,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,99057.3,99363,99057.3,0,0,305.7,0,0,0,0
dentifera,LittleAppleton,2021,2021230,230,8/18/21,234,44,155,0,0,1,0,0,0,0,0,0,0,0,34,0.004273504,305.7324786,0,0,0,0,0,0,0,0,0,0,0,0,0.145299145,71541.4,77525.4,71541.4,0,29.8,3288.3,29.8,2636.1,0,0
dentifera,LittleAppleton,2021,2021244,244,9/1/21,228,70,156,0,0,2,0,0,0,0,0,0,0,0,0,0.00877193,244.5859649,0,0,0,0,0,0,0,0,0,0,0,0,0,27882.8,35301.9,27882.8,0,81.5,6685.4,0,652.2,0,0
dentifera,LittleAppleton,2021,2021258,258,9/15/21,394,175,200,0,0,6,0,0,0,0,0,0,0,1,12,0.015228426,1087.049239,0,0,0,0,0,0,0,0,0,0,0.002538071,181.1748731,0.030456853,71382.9,95950.2,71382.9,0,0,23806.4,217.4,543.5,0,0
dentifera,LittleAppleton,2021,2021272,272,9/29/21,212,45,70,3,0,5,0,0,0,0,0,0,0,0,89,0.023584906,1188.959906,0,0,0,0,0,0,0,0,0,0,0,0,0.419811321,50411.9,71996.4,50411.9,0,158.5,18838.7,0,2494.4,92.9,0
dentifera,LittleAppleton,2021,2021286,286,10/13/21,425,110,241,60,4,1,0,0,0,0,0,0,0,0,9,0.002352941,203.8216471,0,0,0,0,0,0,0,0,0,0,0,0,0.021176471,86624.2,96244.6,86624.2,0,0,6304.9,0,3315.5,0,0
dentifera,LittleAppleton,2021,2021300,300,10/27/21,247,68,69,57,3,1,0,0,0,0,0,0,0,5,46,0.004048583,374.8445344,0,0,0,0,0,0,0,0,0,0,0.020242915,1874.222672,0.186234818,92586.6,118184,92586.6,0,87.9,20444.5,37.4,5027.6,0,0
dentifera,LittleAppleton,2021,2021314,314,11/10/21,227,43,102,46,20,1,0,0,0,0,0,0,0,0,15,0.004405286,203.8215859,0,0,0,0,0,0,0,0,0,0,0,0,0.066079295,46267.5,68701.5,46267.5,8275.2,1739.3,7500.6,81.5,4837.4,0,0
dubia,LittleAppleton,2021,2021230,230,8/18/21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,77525.4,71541.4,0,29.8,3288.3,29.8,2636.1,0,0
dubia,LittleAppleton,2021,2021258,258,9/15/21,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.4,95950.2,71382.9,0,0,23806.4,217.4,543.5,0,0
dubia,LittleAppleton,2021,2021300,300,10/27/21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4,118184,92586.6,0,87.9,20444.5,37.4,5027.6,0,0
dubia,LittleAppleton,2021,2021314,314,11/10/21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.5,68701.5,46267.5,8275.2,1739.3,7500.6,81.5,4837.4,0,0
parvula,LittleAppleton,2021,2021160,160,6/9/21,232,86,120,0,0,0,0,20,7,0,0,0,0,0,0,0,0,0,0,0.086206897,2717.62069,0.030172414,951.1672414,0,0,0,0,0,0,0,31524.4,94029.7,27991.5,0,0,24730.4,0,31524.4,9783.4,0
parvula,LittleAppleton,2021,2021174,174,6/23/21,225,87,127,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0.048888889,871.904,0,0,0,0,0,0,0,0,0,17834.4,128407.6,73874,0,0,34717.6,0,17834.4,1981.6,0
parvula,LittleAppleton,2021,2021188,188,7/7/21,24,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426.8,145390,129517.3,0,0,14445.9,0,1426.8,0,0
parvula,LittleAppleton,2021,2021230,230,8/18/21,97,70,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636.1,77525.4,71541.4,0,29.8,3288.3,29.8,2636.1,0,0
parvula,LittleAppleton,2021,2021244,244,9/1/21,24,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652.2,35301.9,27882.8,0,81.5,6685.4,0,652.2,0,0
parvula,LittleAppleton,2021,2021258,258,9/15/21,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.5,95950.2,71382.9,0,0,23806.4,217.4,543.5,0,0
parvula,LittleAppleton,2021,2021272,272,9/29/21,91,54,22,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164835165,2494.4,71996.4,50411.9,0,158.5,18838.7,0,2494.4,92.9,0
parvula,LittleAppleton,2021,2021286,286,10/13/21,122,35,19,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3315.5,96244.6,86624.2,0,0,6304.9,0,3315.5,0,0
parvula,LittleAppleton,2021,2021300,300,10/27/21,185,84,77,9,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081081081,5027.6,118184,92586.6,0,87.9,20444.5,37.4,5027.6,0,0
parvula,LittleAppleton,2021,2021314,314,11/10/21,178,58,91,10,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101123596,4837.4,68701.5,46267.5,8275.2,1739.3,7500.6,81.5,4837.4,0,0
pulicaria,LittleAppleton,2021,2021202,202,7/21/21,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222.9,161426.8,157758,1222.9,611.5,1834.4,0,0,0,0
pulicaria,LittleAppleton,2021,2021314,314,11/10/21,203,8,8,163,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118226601,8275.2,68701.5,46267.5,8275.2,1739.3,7500.6,81.5,4837.4,0,0
retrocurva,LittleAppleton,2021,2021202,202,7/21/21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611.5,161426.8,157758,1222.9,611.5,1834.4,0,0,0,0
retrocurva,LittleAppleton,2021,2021230,230,8/18/21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,77525.4,71541.4,0,29.8,3288.3,29.8,2636.1,0,0
retrocurva,LittleAppleton,2021,2021244,244,9/1/21,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.5,35301.9,27882.8,0,81.5,6685.4,0,652.2,0,0
retrocurva,LittleAppleton,2021,2021272,272,9/29/21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.5,71996.4,50411.9,0,158.5,18838.7,0,2494.4,92.9,0
retrocurva,LittleAppleton,2021,2021300,300,10/27/21,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.9,118184,92586.6,0,87.9,20444.5,37.4,5027.6,0,0
retrocurva,LittleAppleton,2021,2021314,314,11/10/21,64,36,18,5,0,4,0,0,0,0,0,0,0,0,1,0.0625,108.70625,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,1739.3,68701.5,46267.5,8275.2,1739.3,7500.6,81.5,4837.4,0,0
ambigua,Mill,2021,2021165,165,6/14/21,44,16,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,317.0545455,0,3487.6,106966.8,62182.6,0,20767.2,20291.6,237.8,0,3487.6,0
ambigua,Mill,2021,2021193,193,7/12/21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1,23228.1,3397,54.4,1467.5,12959.7,0,5299.4,50.1,0
ambigua,Mill,2021,2021221,221,8/9/21,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.6,66735.8,4728.7,0,9330.5,27108.3,0,25477.7,90.6,0
ambigua,Mill,2021,2021250,250,9/7/21,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.7,34634.6,15883,0,9267.1,2772,0,6603.8,108.7,0
ambigua,Mill,2021,2021277,277,10/4/21,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.9,24265.2,9946.5,0,13232.7,489.2,0,452.9,143.9,0
ambigua,Mill,2021,2021316,316,11/12/21,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4,11115.1,1168.6,81.5,9593.2,217.4,0,0,54.4,0
ceriodaphnia,Mill,2021,2021165,165,6/14/21,256,107,148,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20291.6,106966.8,62182.6,0,20767.2,20291.6,237.8,0,3487.6,0
ceriodaphnia,Mill,2021,2021179,179,6/28/21,7,3,4,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713.4,37095.6,33528.7,0,2853.5,713.4,0,0,0,0
ceriodaphnia,Mill,2021,2021193,193,7/12/21,218,81,136,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004587156,0,0,0,0,0,0,12959.7,23228.1,3397,54.4,1467.5,12959.7,0,5299.4,50.1,0
ceriodaphnia,Mill,2021,2021207,207,7/26/21,160,48,112,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16305.7,59006.4,7235.7,0,23337.6,16305.7,0,12127.4,0,0
ceriodaphnia,Mill,2021,2021221,221,8/9/21,266,137,127,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003759398,101.9109023,0,0,0,0,0,0,0,27108.3,66735.8,4728.7,0,9330.5,27108.3,0,25477.7,90.6,0
ceriodaphnia,Mill,2021,2021235,235,8/23/21,55,39,16,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494.7,62967.3,12011.9,0,31184.7,1494.7,0,18276,0,0
ceriodaphnia,Mill,2021,2021250,250,9/7/21,102,57,42,NA,0,3,0,0,0,0,0,0,0,0,0,0.029411765,81.52941176,0,0,0,0,0,0,0,0,0,0,0,0,0,2772,34634.6,15883,0,9267.1,2772,0,6603.8,108.7,0
ceriodaphnia,Mill,2021,2021263,263,9/20/21,30,11,9,NA,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,815.3,30247.1,11658.6,217.4,8777.9,815.3,190.2,8587.7,0,0
ceriodaphnia,Mill,2021,2021277,277,10/4/21,18,12,6,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489.2,24265.2,9946.5,0,13232.7,489.2,0,452.9,143.9,0
ceriodaphnia,Mill,2021,2021291,291,10/18/21,22,8,11,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597.9,51091.3,26723.3,0,20019.8,597.9,0,3750.3,0,0
ceriodaphnia,Mill,2021,2021316,316,11/12/21,8,1,4,NA,2,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.4,11115.1,1168.6,81.5,9593.2,217.4,0,0,54.4,0
dentifera,Mill,2021,2021165,165,6/14/21,523,164,335,0,0,1,0,0,7,0,0,0,0,16,0,0.001912046,118.8959847,0,0,0,0,0.013384321,832.2718929,0,0,0,0,0.030592734,1902.335755,0,62182.6,106966.8,62182.6,0,20767.2,20291.6,237.8,0,3487.6,0
dentifera,Mill,2021,2021179,179,6/28/21,329,85,104,0,0,0,0,1,1,1,0,0,0,0,138,0,0,0,0,0.003039514,101.9109422,0.003039514,101.9109422,0.003039514,0,0,0,0,0,0.419452888,33528.7,37095.6,33528.7,0,2853.5,713.4,0,0,0,0
dentifera,Mill,2021,2021193,193,7/12/21,125,18,98,0,0,1,0,0,0,0,0,0,0,2,6,0.008,27.176,0,0,0,0,0,0,0,0,0,0,0.016,54.352,0.048,3397,23228.1,3397,54.4,1467.5,12959.7,0,5299.4,50.1,0
dentifera,Mill,2021,2021207,207,7/26/21,71,12,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7235.7,59006.4,7235.7,0,23337.6,16305.7,0,12127.4,0,0
dentifera,Mill,2021,2021221,221,8/9/21,174,37,120,0,0,0,0,1,0,0,0,0,0,14,2,0,0,0,0,0.005747126,27.17643678,0,0,0,0,0,0,0.08045977,380.4701149,0.011494253,4728.7,66735.8,4728.7,0,9330.5,27108.3,0,25477.7,90.6,0
dentifera,Mill,2021,2021235,235,8/23/21,442,152,186,0,0,0,0,0,1,0,0,0,0,103,1,0,0,0,0,0,0,0.002262443,27.17624434,0,0,0,0,0.233031674,2799.153167,0.002262443,12011.9,62967.3,12011.9,0,31184.7,1494.7,0,18276,0,0
dentifera,Mill,2021,2021250,250,9/7/21,263,130,126,5,0,1,0,0,0,0,0,0,0,1,0,0.003802281,60.39163498,0,0,0,0,0,0,0,0,0,0,0.003802281,60.39163498,0,15883,34634.6,15883,0,9267.1,2772,0,6603.8,108.7,0
dentifera,Mill,2021,2021263,263,9/20/21,429,263,154,1,0,7,0,0,0,0,0,0,0,4,0,0.016317016,190.2335664,0,0,0,0,0,0,0,0,0,0,0.009324009,108.7048951,0,11658.6,30247.1,11658.6,217.4,8777.9,815.3,190.2,8587.7,0,0
dentifera,Mill,2021,2021277,277,10/4/21,366,220,109,18,0,12,0,0,0,0,1,0,0,6,0,0.032786885,326.1147541,0,0,0,0,0,0,0,0.00273224,0,0,0.016393443,163.057377,0,9946.5,24265.2,9946.5,0,13232.7,489.2,0,452.9,143.9,0
dentifera,Mill,2021,2021291,291,10/18/21,295,90,115,83,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016949153,452.9372881,0,26723.3,51091.3,26723.3,0,20019.8,597.9,0,3750.3,0,0
dentifera,Mill,2021,2021305,305,11/1/21,152,44,58,28,13,7,0,0,0,0,2,0,0,0,0,0.046052632,190.2342105,0,0,0,0,0,0,0,0.013157895,0,0,0,0,0,4130.8,12881.6,4130.8,815.3,7935.5,0,0,0,0,0
dentifera,Mill,2021,2021316,316,11/12/21,43,11,29,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814,1168.6,11115.1,1168.6,81.5,9593.2,217.4,0,0,54.4,0
dubia,Mill,2021,2021165,165,6/14/21,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.8,106966.8,62182.6,0,20767.2,20291.6,237.8,0,3487.6,0
dubia,Mill,2021,2021263,263,9/20/21,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.2,30247.1,11658.6,217.4,8777.9,815.3,190.2,8587.7,0,0
parvula,Mill,2021,2021193,193,7/12/21,195,60,134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,5299.4,23228.1,3397,54.4,1467.5,12959.7,0,5299.4,50.1,0
parvula,Mill,2021,2021207,207,7/26/21,119,25,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12127.4,59006.4,7235.7,0,23337.6,16305.7,0,12127.4,0,0
parvula,Mill,2021,2021221,221,8/9/21,250,53,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25477.7,66735.8,4728.7,0,9330.5,27108.3,0,25477.7,90.6,0
parvula,Mill,2021,2021235,235,8/23/21,269,150,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18276,62967.3,12011.9,0,31184.7,1494.7,0,18276,0,0
parvula,Mill,2021,2021250,250,9/7/21,243,131,109,0,0,3,0,0,0,0,0,0,0,0,0,0.012345679,81.52839506,0,0,0,0,0,0,0,0,0,0,0,0,0,6603.8,34634.6,15883,0,9267.1,2772,0,6603.8,108.7,0
parvula,Mill,2021,2021263,263,9/20/21,316,168,141,3,0,4,0,0,0,0,0,0,0,0,0,0.012658228,108.7050633,0,0,0,0,0,0,0,0,0,0,0,0,0,8587.7,30247.1,11658.6,217.4,8777.9,815.3,190.2,8587.7,0,0
parvula,Mill,2021,2021277,277,10/4/21,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.9,24265.2,9946.5,0,13232.7,489.2,0,452.9,143.9,0
parvula,Mill,2021,2021291,291,10/18/21,138,90,47,0,0,1,0,0,0,0,0,0,0,0,0,0.007246377,27.17608696,0,0,0,0,0,0,0,0,0,0,0,0,0,3750.3,51091.3,26723.3,0,20019.8,597.9,0,3750.3,0,0
pulicaria,Mill,2021,2021193,193,7/12/21,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4,23228.1,3397,54.4,1467.5,12959.7,0,5299.4,50.1,0
pulicaria,Mill,2021,2021263,263,9/20/21,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.4,30247.1,11658.6,217.4,8777.9,815.3,190.2,8587.7,0,0
pulicaria,Mill,2021,2021305,305,11/1/21,24,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815.3,12881.6,4130.8,815.3,7935.5,0,0,0,0,0
pulicaria,Mill,2021,2021316,316,11/12/21,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.5,11115.1,1168.6,81.5,9593.2,217.4,0,0,54.4,0
retrocurva,Mill,2021,2021165,165,6/14/21,262,124,137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003816794,79.26412214,0,0,0,0,0,0,0,20767.2,106966.8,62182.6,0,20767.2,20291.6,237.8,0,3487.6,0
retrocurva,Mill,2021,2021179,179,6/28/21,28,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2853.5,37095.6,33528.7,0,2853.5,713.4,0,0,0,0
retrocurva,Mill,2021,2021193,193,7/12/21,54,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467.5,23228.1,3397,54.4,1467.5,12959.7,0,5299.4,50.1,0
retrocurva,Mill,2021,2021207,207,7/26/21,229,60,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23337.6,59006.4,7235.7,0,23337.6,16305.7,0,12127.4,0,0
retrocurva,Mill,2021,2021221,221,8/9/21,206,81,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9330.5,66735.8,4728.7,0,9330.5,27108.3,0,25477.7,90.6,0
retrocurva,Mill,2021,2021235,235,8/23/21,204,88,112,0,0,4,0,0,0,0,0,0,0,0,0,0.019607843,611.4647059,0,0,0,0,0,0,0,0,0,0,0,0,0,31184.7,62967.3,12011.9,0,31184.7,1494.7,0,18276,0,0
retrocurva,Mill,2021,2021250,250,9/7/21,341,244,90,0,0,6,0,0,1,0,0,0,0,0,0,0.017595308,163.057478,0,0,0,0,0.002932551,27.17624633,0,0,0,0,0,0,0,9267.1,34634.6,15883,0,9267.1,2772,0,6603.8,108.7,0
retrocurva,Mill,2021,2021263,263,9/20/21,323,176,131,0,0,14,0,0,2,0,0,0,0,0,0,0.043343653,380.4662539,0,0,0,0,0.00619195,54.35232198,0,0,0,0,0,0,0,8777.9,30247.1,11658.6,217.4,8777.9,815.3,190.2,8587.7,0,0
retrocurva,Mill,2021,2021277,277,10/4/21,211,137,60,0,0,14,0,0,0,0,0,0,0,0,0,0.066350711,877.9990521,0,0,0,0,0,0,0,0,0,0,0,0,0,13232.7,24265.2,9946.5,0,13232.7,489.2,0,452.9,143.9,0
retrocurva,Mill,2021,2021291,291,10/18/21,221,69,140,11,0,1,0,0,0,0,0,0,0,0,0,0.004524887,90.58733032,0,0,0,0,0,0,0,0,0,0,0,0,0,20019.8,51091.3,26723.3,0,20019.8,597.9,0,3750.3,0,0
retrocurva,Mill,2021,2021305,305,11/1/21,292,107,101,82,1,1,0,0,0,0,0,0,0,0,0,0.003424658,27.17636986,0,0,0,0,0,0,0,0,0,0,0,0,0,7935.5,12881.6,4130.8,815.3,7935.5,0,0,0,0,0
retrocurva,Mill,2021,2021316,316,11/12/21,353,108,219,20,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002832861,9593.2,11115.1,1168.6,81.5,9593.2,217.4,0,0,54.4,0
ceriodaphnia,Walsh,2021,2021165,165,6/14/21,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.9,112713.4,50055.2,0,0,118.9,0,62539.3,0,0
ceriodaphnia,Walsh,2021,2021179,179,6/28/21,6,3,3,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087,94029.7,92399.2,0,0,1087,0,543.5,0,0
ceriodaphnia,Walsh,2021,2021193,193,7/12/21,309,78,231,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23617.8,43719.7,19796.2,0,0,23617.8,0,305.7,0,0
ceriodaphnia,Walsh,2021,2021207,207,7/26/21,6,1,5,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951.2,76569.1,73081.4,0,951.2,951.2,0,1585.3,0,0
ceriodaphnia,Walsh,2021,2021221,221,8/9/21,21,15,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.7,84231.3,82981.2,0,0,570.7,0,679.4,0,0
ceriodaphnia,Walsh,2021,2021235,235,8/23/21,20,2,17,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.05,27.175,0,0,0,0,0,0,0,543.5,161073.5,157622.1,0,108.7,543.5,0,2799.2,0,0
ceriodaphnia,Walsh,2021,2021250,250,9/7/21,89,33,56,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3298.2,79620.2,68280.3,0,0,3298.2,0,8041.7,0,0
ceriodaphnia,Walsh,2021,2021263,263,9/20/21,5,0,5,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.6,113290.8,100212.3,0,84.9,424.6,0,12569,0,0
ceriodaphnia,Walsh,2021,2021277,277,10/4/21,20,5,15,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543.5,31569.7,24322.7,0,181.2,543.5,0,6522.3,0,0
ceriodaphnia,Walsh,2021,2021291,291,10/18/21,177,41,97,NA,31,0,1,0,0,0,1,0,0,2,0,0,0,0.005649718,27.17627119,0,0,0,0,0,0.005649718,0,0,0.011299435,54.35254237,0,4810.2,102898.3,92942.7,0,90.6,4810.2,0,5054.8,0,0
ceriodaphnia,Walsh,2021,2021305,305,11/1/21,29,11,13,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916.4,58465.2,43482,0,52.6,916.4,0,14014.2,0,0
ceriodaphnia,Walsh,2021,2021316,316,11/12/21,25,3,2,NA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.4,89654.3,84789.8,0,81.5,679.4,0,4103.6,0,0
dentifera,Walsh,2021,2021165,165,6/14/21,421,187,103,0,0,1,0,1,0,0,2,0,0,127,0,0.002375297,118.895962,0,0,0.002375297,118.895962,0,0,0,0.004750594,0,0,0.301662708,15099.78717,0,50055.2,112713.4,50055.2,0,0,118.9,0,62539.3,0,0
dentifera,Walsh,2021,2021179,179,6/28/21,510,273,234,0,0,2,0,0,0,0,0,0,0,1,0,0.003921569,362.3498039,0,0,0,0,0,0,0,0,0,0,0.001960784,181.174902,0,92399.2,94029.7,92399.2,0,0,1087,0,543.5,0,0
dentifera,Walsh,2021,2021193,193,7/12/21,259,131,94,0,0,1,0,0,0,0,0,0,0,3,32,0.003861004,76.43320463,0,0,0,0,0,0,0,0,0,0,0.011583012,229.2996139,0.123552124,19796.2,43719.7,19796.2,0,0,23617.8,0,305.7,0,0
dentifera,Walsh,2021,2021207,207,7/26/21,461,149,263,0,0,1,0,0,0,0,0,0,5,27,21,0.002169197,158.5279826,0,0,0,0,0,0,0,0,0,0.010845987,0.05856833,4280.255531,0.045553145,73081.4,76569.1,73081.4,0,951.2,951.2,0,1585.3,0,0
dentifera,Walsh,2021,2021221,221,8/9/21,253,60,111,0,0,1,0,0,0,0,0,0,0,47,48,0.003952569,327.9889328,0,0,0,0,0,0,0,0,0,0,0.185770751,15415.47984,0.18972332,82981.2,84231.3,82981.2,0,0,570.7,0,679.4,0,0
