FishID;Lake;Treat;Year;TL;SL;BD;BT;adW;hW;sW;bW;gW;lW;pW;bcPW;fW;Organ;oW;Cau;Ana;Pel;Pec;Dor;Bod;lP;bcP;Enzyme;Replicat_1;Replicat_2;Backg1;Backg2;Light_path;Ext_coef;Vol_tot;Vol_sample;adil;idil;Prot_1;Prot_2;aDil_prot;pente;ordonnee
13;Cromwell;Parasite;2023;113,04;92,39;44,31;18,9;31,69761;33,86;19;70,57;218,43;465,22;11,83;3,19;31,68578;Parasite;11,83;5;2;2;4;1;17;4;2;CS;0,0146;0,0149;0,0032;0,0033;0,632;14,15;200;20;1;20;0,481;0,504;2;0,7531;0,0773
14;Cromwell;Parasite;2023;81;65,9;31,54;12,08;11,13504;14,89;27,69;32,67;79,45;94,86;14,28;1,42;11,12076;Parasite;14,28;5;0;6;0;5;18;4;3;CS;0,0180;0,0183;0,0038;0,0038;0,632;14,15;200;20;1;20;0,579;0,654;2;0,7531;0,0773
15;Cromwell;Parasite;2023;101,39;83,18;41,13;15,71;22,25158;18,43;46,1;66,02;183,46;482,68;32,33;29,99;22,21925;Parasite;32,33;15;3;3;19;2;74;31;12;CS;0,0285;0,0290;0,0039;0,0036;0,632;14,15;200;20;1;20;0,718;0,719;2;0,8329;0,1066
1;Cromwell;Parasite;2023;93,17;73,94;35,72;13,09;15,23319;18,86;21,74;53,86;139,14;270,53;17,64;15,96;14,18613;Parasite;17,64;25;15;9;25;18;60;15;16;LDH;-0,0259;-0,0238;-0,0053;-0,0045;0,632;6,22;200;10;1;20;0,486;0,505;2;0,7531;0,0773
2;Cromwell;Parasite;2023;92,59;75,7;35,57;15,8;16,0999;16,8;17,59;117,14;67,66;167,7;12,17;2,19;15,11093;Parasite;12,17;13;5;1;7;11;33;11;5;LDH;-0,0227;-0,0238;-0,0053;-0,0045;0,632;6,22;200;10;1;20;0,468;0,470;2;0,7531;0,0773
3;Cromwell;Parasite;2023;131,95;108,59;51,27;19,89;44,06982;84,14;35,07;117,62;377,44;494,89;38,33;17,46;41,72;Parasite;38,33;2;1;4;8;0;31;15;11;LDH;-0,0204;-0,0201;-0,0053;-0,0045;0,632;6,22;200;10;1;20;0,453;0,460;2;0,7531;0,0773
4;Cromwell;Parasite;2023;78,66;62,84;12,68;27,93;9,4727;8,82;13,02;45,1;54,68;203,35;22,41;5,66;8,50583;Parasite;22,41;11;6;4;9;21;41;22;3;LDH;-0,0265;-0,0270;-0,0053;-0,0045;0,632;6,22;200;10;1;20;0,601;0,599;2;0,7531;0,0773
5;Cromwell;Parasite;2023;114,77;89,71;44,16;18,23;32,56342;32,61;39,2;93,06;301,17;356,42;21,65;1,99;30,63652;Parasite;21,65;5;2;2;18;5;26;11;6;LDH;-0,0234;-0,0222;-0,0053;-0,0045;0,632;6,22;200;10;1;20;0,508;0,523;2;0,7531;0,0773
6;Cromwell;Parasite;2023;91,65;76,52;33,59;12,81;14,69085;31,93;22,46;48,1;83,49;225,63;31,54;18,53;13,54232;Parasite;31,54;20;4;4;21;17;34;26;10;LDH;-0,0287;-0,0287;-0,0053;-0,0045;0,632;6,22;200;10;1;20;0,753;0,772;2;0,7531;0,0773
7;Cromwell;Parasite;2023;83,79;67,33;30,75;12,11;11,31253;19,15;17,08;49,11;75,44;192,37;22,79;26,68;10,44009;Parasite;22,79;24;6;5;12;11;29;15;13;LDH;-0,0406;-0,0413;-0,0053;-0,0045;0,632;6,22;200;10;1;20;0,809;0,815;2;0,8329;0,1066
9;Cromwell;Parasite;2023;103,36;84,65;42,11;15,27;23,72529;55,15;41,27;63,64;195,84;241,78;12,06;12,07;23,71323;Parasite;12,06;0;3;4;1;2;56;6;2;LDH;-0,0273;-0,0277;-0,0053;-0,0045;0,632;6,22;200;10;1;20;0,648;0,661;2;0,7531;0,0773
10;Cromwell;Parasite;2023;104,85;86,09;40,8;15,13;24,2627;45,28;30,91;60,96;195,84;233,54;17,22;8,81;24,24548;Parasite;17,22;104;19;11;54;35;105;9;1;LDH;-0,0283;-0,0292;-0,0053;-0,0045;0,632;6,22;200;10;1;20;0,672;0,603;2;0,7531;0,0773
11;Cromwell;Parasite;2023;72,44;60,15;26,58;11,07;7,48916;15,79;21,37;48,44;53,85;146,05;12,01;6,52;7,47715;Parasite;12,01;11;4;1;0;11;13;4;7;LDH;-0,0304;-0,0299;-0,0053;-0,0045;0,632;6,22;200;10;1;20;0,584;0,582;2;0,7531;0,0773
13;Cromwell;Parasite;2023;113,04;92,39;44,31;18,9;31,69761;33,86;19;70,57;218,43;465,22;11,83;3,19;31,68578;Parasite;11,83;5;2;2;4;1;17;4;2;LDH;-0,0183;-0,0189;-0,0053;-0,0045;0,632;6,22;200;10;1;20;0,481;0,504;2;0,7531;0,0773
14;Cromwell;Parasite;2023;81;65,9;31,54;12,08;11,13504;14,89;27,69;32,67;79,45;94,86;14,28;1,42;11,12076;Parasite;14,28;5;0;6;0;5;18;4;3;LDH;-0,0269;-0,0279;-0,0053;-0,0045;0,632;6,22;200;10;1;20;0,579;0,654;2;0,7531;0,0773
15;Cromwell;Parasite;2023;101,39;83,18;41,13;15,71;22,25158;18,43;46,1;66,02;183,46;482,68;32,33;29,99;22,21925;Parasite;32,33;15;3;3;19;2;74;31;12;LDH;-0,0423;-0,0429;-0,0053;-0,0045;0,632;6,22;200;10;1;20;0,718;0,719;2;0,8329;0,1066
